county,countyCode,year,total_sol,city,cityCode,province,provinceCode
岳西县,340828,2013,6.955774912976606,安庆市,340800,安徽省,340000
固镇县,340323,2013,7.761325082684305,蚌埠市,340300,安徽省,340000
怀远县,340321,2013,7.836266607678587,蚌埠市,340300,安徽省,340000
五河县,340322,2013,7.532567744986909,蚌埠市,340300,安徽省,340000
利辛县,341623,2013,7.4419617796568245,亳州市,341600,安徽省,340000
蒙城县,341622,2013,8.917251970977716,亳州市,341600,安徽省,340000
涡阳县,341621,2013,8.710403174234443,亳州市,341600,安徽省,340000
东至县,341721,2013,7.3768203279341416,池州市,341700,安徽省,340000
青阳县,341723,2013,7.981300391155112,池州市,341700,安徽省,340000
石台县,341722,2013,7.072982926012722,池州市,341700,安徽省,340000
定远县,341125,2013,8.183278283657097,滁州市,341100,安徽省,340000
凤阳县,341126,2013,8.76397357956543,滁州市,341100,安徽省,340000
来安县,341122,2013,10.256871961611255,滁州市,341100,安徽省,340000
全椒县,341124,2013,10.501416460629603,滁州市,341100,安徽省,340000
阜南县,341225,2013,7.871644904755472,阜阳市,341200,安徽省,340000
临泉县,341221,2013,7.93232457830542,阜阳市,341200,安徽省,340000
太和县,341222,2013,8.540294696284718,阜阳市,341200,安徽省,340000
颍上县,341226,2013,9.050445341466595,阜阳市,341200,安徽省,340000
肥东县,340122,2013,11.258462620495633,合肥市,340100,安徽省,340000
肥西县,340123,2013,11.19891809356118,合肥市,340100,安徽省,340000
庐江县,340124,2013,8.273639473190945,合肥市,340100,安徽省,340000
长丰县,340121,2013,11.452727040407842,合肥市,340100,安徽省,340000
濉溪县,340621,2013,12.480163353127281,淮北市,340600,安徽省,340000
凤台县,340421,2013,12.895454391535493,淮南市,340400,安徽省,340000
寿县,340422,2013,7.254496549884712,淮南市,340400,安徽省,340000
祁门县,341024,2013,6.247589985435883,黄山市,341000,安徽省,340000
歙县,341021,2013,7.136500923636881,黄山市,341000,安徽省,340000
休宁县,341022,2013,7.120932953335698,黄山市,341000,安徽省,340000
黟县,341023,2013,6.310931320352905,黄山市,341000,安徽省,340000
霍邱县,341522,2013,7.670788622764034,六安市,341500,安徽省,340000
霍山县,341525,2013,8.265147449886118,六安市,341500,安徽省,340000
金寨县,341524,2013,6.940242733546238,六安市,341500,安徽省,340000
舒城县,341523,2013,8.247313397683326,六安市,341500,安徽省,340000
当涂县,340521,2013,17.221044712461193,马鞍山市,340500,安徽省,340000
含山县,340522,2013,9.419630384960689,马鞍山市,340500,安徽省,340000
和县,340523,2013,10.554669481255631,马鞍山市,340500,安徽省,340000
砀山县,341321,2013,8.616935886567648,宿州市,341300,安徽省,340000
灵璧县,341323,2013,7.714124295294485,宿州市,341300,安徽省,340000
泗县,341324,2013,7.181872552704826,宿州市,341300,安徽省,340000
