Sgnyea,Prvcnm_id,Prvcnm,Pop01,Pop04,Pop05,Pop30
2016,120000,天津市,1562,266.6334,1295.3666,
2016,510000,四川省,8262,4196.2698,4065.7302,
2017,340000,安徽省,6255,2909.2005,3345.7995,
2017,460000,海南省,926,388.5496,537.4504,
2017,650000,新疆维吾尔自治区,2445,1237.659,1207.341,
2017,230000,黑龙江省,3788.7,1538.2122,2250.4878,
2017,420000,湖北省,5902,2402.114,3499.886,
2017,640000,宁夏回族自治区,682,286.5764,395.4236,
2017,430000,湖南省,6860.15,3113.1361,3747.0139,
2017,370000,山东省,10005.83,3944.2982,6061.5318,
2017,350000,福建省,3911,1376.672,2534.328,
2017,530000,云南省,4800.5,2559.1466,2241.3535,
2017,440000,广东省,11169,3367.4535,7801.5465,
2017,310000,上海市,2418,297.414,2120.586,
2017,330000,浙江省,5657,1810.24,3846.76,
2017,220000,吉林省,2717,1177.8195,1539.1805,
2017,520000,贵州省,3580,1932.484,1647.516,
2017,142,中国,140011,55668.3736,84342.6264,
2017,210000,辽宁省,4369,1420.3619,2948.6381,
2017,360000,江西省,4622,2098.388,2523.612,
2017,540000,西藏自治区,337,232.9007,104.0993,
2017,320000,江苏省,8029.3,2508.3533,5520.9467,
2017,610000,陕西省,3835,1657.1035,2177.8965,
2017,150000,内蒙古自治区,2529,960.5142,1568.4858,
2017,410000,河南省,9559.13,4764.2704,4794.8596,
2017,630000,青海省,598,280.6414,317.3586,
2017,130000,河北省,7519.52,3383.032,4136.488,
2017,140000,山西省,3702,1579.2732,2122.7268,
2017,620000,甘肃省,2626,1407.7986,1218.2014,
2017,510000,四川省,8302,4085.4142,4216.5858,
2017,500000,重庆市,3075.16,1104.5975,1970.5625,
2017,450000,广西壮族自治区,4885,2481.0915,2403.9085,
2017,110000,北京市,2170.7,293.0445,1877.6555,
2017,120000,天津市,1557,265.7799,1291.2201,
2018,500000,重庆市,3102,1070,2032,
2018,450000,广西壮族自治区,4926,2452,2474,
2018,460000,海南省,934,382,552,
2018,510000,四川省,8341,3979,4362,
2018,340000,安徽省,6324,2865,3459,
2018,640000,宁夏回族自治区,688,283,405,
2018,650000,新疆维吾尔自治区,2487,1221,1266,
2018,230000,黑龙江省,3773,1505,2268,
2018,430000,湖南省,6899,3034,3865,
2018,330000,浙江省,5737,1784,3953,
2018,360000,江西省,4648,2044,2604,
2018,540000,西藏自治区,344,237,107,
2018,420000,湖北省,5917,2349,3568,
2018,610000,陕西省,3864,1618,2246,
2018,140000,山西省,3718,1546,2172,
2018,220000,吉林省,2704,1148,1556,
2018,370000,山东省,10047,3900,6147,
2018,350000,福建省,3941,1347,2594,
2018,630000,青海省,603,275,328,
2018,130000,河北省,7556,3292,4264,
2018,320000,江苏省,8051,2447,5604,
2018,110000,北京市,2154,291,1863,
2018,620000,甘肃省,2637,1379,1258,
2018,210000,辽宁省,4359,1391,2968,
2018,440000,广东省,11346,3324,8022,
2018,310000,上海市,2424,288,2136,
2018,410000,河南省,9605,4638,4967,
2018,530000,云南省,4830,2521,2309,
2018,120000,天津市,1560,263,1297,
2018,150000,内蒙古自治区,2534,945,1589,
2018,142,中国,140541,54108.285,86432.715,
2018,520000,贵州省,3600,1889,1711,
2019,530000,云南省,4858,2482,2376,
2019,440000,广东省,11521,3295,8226,
2019,310000,上海市,2428,284,2144,
2019,410000,河南省,9640,4511,5129,
2019,220000,吉林省,2691,1123,1568,
2019,520000,贵州省,3623,1847,1776,
2019,142,中国,141008,52581.8832,88426.1168,
2019,210000,辽宁省,4352,1388,2964,
2019,110000,北京市,2154,289,1865,
2019,610000,陕西省,3876,1572,2304,
2019,150000,内蒙古自治区,2540,931,1609,
2019,370000,山东省,10070,3876,6194,
2019,350000,福建省,3973,1331,2642,
2019,630000,青海省,608,271,337,
2019,330000,浙江省,5850,1755,4095,
2019,130000,河北省,7592,3218,4374,
2019,140000,山西省,3729,1508,2221,
2019,510000,四川省,8375,3870,4505,
2019,500000,重庆市,3124,1037,2087,
2019,450000,广西壮族自治区,4960,2426,2534,
2019,360000,江西省,4666,1987,2679,
2019,320000,江苏省,8070,2372,5698,
2019,120000,天津市,1562,258,1304,
2019,620000,甘肃省,2647,1363,1284,
2019,230000,黑龙江省,3751,1467,2284,
2019,340000,安徽省,6366,2813,3553,
2019,640000,宁夏回族自治区,695,279,416,
2019,460000,海南省,945,385,560,
2019,430000,湖南省,6918,2959,3959,
2019,650000,新疆维吾尔自治区,2523,1214,1309,
2019,540000,西藏自治区,351,240,111,
2019,420000,湖北省,5927,2312,3615,
2020,210000,辽宁省,4255,,,
2020,630000,青海省,,,,
2020,540000,西藏自治区,364.81,234.47,130.34,
2020,420000,湖北省,5775.26,2143.22,3632.04,
2020,142,中国,141212,50992,90220,
2020,120000,天津市,1386.6,212.1569,1174.444,
2020,440000,广东省,12624,3263.3,9360.7,
2020,370000,山东省,10165,,,
2020,520000,贵州省,3858,1807.473,2050.527,
2020,220000,吉林省,2399.44,896.43,1503.01,
2020,620000,甘肃省,2501.02,1194.7373,1306.2827,
2020,320000,江苏省,8477.26,2251.4,6225.86,
2020,350000,福建省,4161,1300,2861,
2020,360000,江西省,4518.8635,1787.8024,2731.0611,
2020,130000,河北省,7463.84,2980.42,4483.42,
2020,140000,山西省,3490.5,1307.72,2182.78,
2020,150000,内蒙古自治区,2402.8,781.3,1621.5,
2020,110000,北京市,2189.3,272.6,1916.4,
2020,310000,上海市,2488.36,,,
2020,330000,浙江省,6468,,,
2020,410000,河南省,9941,,5510,
2020,530000,云南省,4722,2358.6,2363.4,
2020,340000,安徽省,6105,,,
2020,510000,四川省,8371,,,
2020,610000,陕西省,3955,1477,2478,
2020,500000,重庆市,3208.93,979.85,2229.08,
2020,450000,广西壮族自治区,5019,2298,2720.52,
2020,230000,黑龙江省,3171,1090.5,2080.5,
2020,430000,湖南省,6645.39,2740.26,3905.13,
2020,650000,新疆维吾尔自治区,2590,1125.87,1464.13,
2020,460000,海南省,1012.34,402.2,610.14,
2020,640000,宁夏回族自治区,720.9319,252.63,468.3019,
2021,210000,辽宁省,4152.1,1150,3079,
2021,640000,宁夏回族自治区,725,246.2,478.8,
2021,420000,湖北省,5830,2093.55,3736.45,
2021,230000,黑龙江省,3125,1072,2053,
2021,430000,湖南省,7246.2579,4530.9562,2715.3017,
2021,440000,广东省,12684,3217.93,9466.07,
2021,142,中国,141260,49835,91425,
2021,620000,甘肃省,2490.0157,1162,1328,
2021,630000,青海省,594,231.54,362.46,
2021,540000,西藏自治区,,,,
2021,520000,贵州省,3852,1759.21,2092.79,
2021,340000,安徽省,6113,2482,3631,
2021,140000,山西省,3480.48,1273,2207.48,
2021,150000,内蒙古自治区,2400,763,1637,
2021,130000,河北省,7448,2894,4554,
2021,110000,北京市,2188.6,272.5,1916.1,
2021,530000,云南省,4690,2295.8,2394.2,
2021,310000,上海市,2489.43,266,2223,
2021,220000,吉林省,2375.37,870.22,1505,
2021,450000,广西壮族自治区,5733,2262,2775,
2021,500000,重庆市,3414.6568,1722.0431,1692.62,
2021,350000,福建省,4187,1269,2918,
2021,370000,山东省,10170,3667,6503,
2021,510000,四川省,8372,3531,4841,
2021,330000,浙江省,5095.78,1788,4752,
2021,360000,江西省,4517.4033,1741.0072,2776.3961,
2021,410000,河南省,9883,4304,5579,
2021,610000,陕西省,3954,1438,2516,
2021,320000,江苏省,8505.4,2216.51,6288.89,
2021,120000,天津市,1373,207.6,1165.4,
2021,650000,新疆维吾尔自治区,,,,
2021,460000,海南省,1020.46,398,622,
2022,620000,甘肃省,,,,
2022,440000,广东省,,,,
2022,430000,湖南省,,,,
2022,650000,新疆维吾尔自治区,,,,
2022,210000,辽宁省,,,,
2022,640000,宁夏回族自治区,,,,
2022,230000,黑龙江省,,,,
2022,520000,贵州省,,,,
2022,340000,安徽省,,,,
2022,130000,河北省,,,,
2022,540000,西藏自治区,,,,
2022,420000,湖北省,,,,
2022,220000,吉林省,,,,
2022,610000,陕西省,,,,
2022,330000,浙江省,,,,
2022,310000,上海市,,,,
2022,410000,河南省,,,,
2022,530000,云南省,,,,
2022,370000,山东省,,,,
2022,140000,山西省,,,,
2022,150000,内蒙古自治区,,,,
2022,320000,江苏省,,,,
2022,110000,北京市,,,,
2022,500000,重庆市,,,,
2022,350000,福建省,,,,
2022,360000,江西省,,,,
2022,460000,海南省,,,,
2022,630000,青海省,,,,
2022,142,中国,,,,
2022,120000,天津市,,,,
2022,510000,四川省,,,,
2022,450000,广西壮族自治区,,,,
