year,regionid,regionName,Gdp0101,Gdp0102,Gdp0103,Gdp0106,Gdp0113,Gdp0114,Gdp0115,Gdp0116,Ftec0101,Ftec0102,Ftec0103,Ifa0101,Ifa0102,Ifa0104,Pop01,Pop04,Pop05,Pop30,Tpt0101,Tpt0103,Tpt0104,ccnl1s,e1s,egdp1s,hdmsp1s,hviirs1s,viirs1s,vl1s,panda1s,ccnl1m,e1m,egdp1m,hdmsp1m,hviirs1m,panda1m,viirs1m,vl1m
1998,430000,湖南省,3118.09,828.31,1294.17,1088.92,25.8,40.3,33.9,4667,178172,128261,49911,796.89,,,6502,,,1224,2299,60071,32241,154986.317,29563297492,90030.31711,283318.2392,,,,28266665.28,0.645497122,139307.3951,0.423256022,6.703525899,,101.3100729,,
1998,360000,江西省,1851.98,450.44,740.33,661.21,24.3,40,35.7,4124,124628,101732,22896,400.6,,,4191,,,655,2125,36867,24589,103862.9671,23118154526,71421.59324,198271.9451,,,,17183824.82,0.549074706,138669.7538,0.426228417,6.436719772,,78.17502208,,
1998,460000,海南省,438.92,164,90.63,184.29,37.4,20.6,42,5912,174323,76492,97831,173.37,,,753,,,201,219,16920,12779,65051.85534,9416420370,28693.02402,116129.9059,,,,-139808977.2,1.410855678,282461.5403,0.859819125,7.236676915,,-2878.531277,,
1998,450000,广西壮族自治区,1903.04,574.25,678.19,650.6,30.2,35.6,34.2,4346,240910,180415,60495,562.32,,,4675,,,433,2014,51073,43319,176362.6172,32234526040,95335.36178,316612.4235,,,,-12000260.09,0.676157613,136245.311,0.401954187,6.808380693,,-39.59221732,,
1998,350000,福建省,3286.56,610.04,1444.73,1275.41,18.3,43.4,38.3,9603,1715296,995794,719502,1053.01,,,3299,,,625,1068,48021,38866,259387.1493,42944559768,132336.2938,447583.8706,,,,-76176326.97,1.85841248,357176.2384,1.09988961,8.411226737,,-469.6715607,,
1998,620000,甘肃省,869.75,202.21,382,285.54,23.2,43.9,32.8,3541,44788,34475,10313,301.45,,,2519,,,476,2322,35865,25518,118269.3449,36456448376,104642.4774,199955.0275,,,,20291738.75,0.218801444,85600.84304,0.24551662,8.126672638,,32.30551106,,
1998,140000,山西省,1486.08,207.26,856.13,537.72,12.9,53.5,33.6,5104,111113,89321,21792,454.93,,,3172,,,753,2504,48560,45744,513713.1985,67285369456,193996.7598,839607.2392,,,,79426592.04,2.591613824,429512.8086,1.235247448,9.642091954,,344.8226302,,
1998,440000,广东省,7919.12,1004.92,3991.97,2922.23,12.7,50.4,36.9,10819,12979804,7561766,5418038,2644.13,,,7143,,,2395,774,92713,82786,854244.5752,1.55E+11,451805.2936,1302180.557,,,,-43092799.26,4.298613473,882771.7165,2.564436528,12.72069378,,-186.6074295,,
1998,420000,湖北省,3704.21,748.22,1752.91,1203.08,20.2,47.3,32.5,5287,283213,170757,112456,1156.76,,,5907,,,1671,2028,52989,38537,263149.3846,38983121780,117135.7912,442167.9882,,,,41733682,1.209388333,209452.7069,0.627969091,7.968016022,,165.0555748,,
1998,630000,青海省,220.16,41.63,88.42,90.11,18.9,40.2,40.9,4426,11774,10405,1369,108.78,,,503,,,141,1092,17936,14024,27230.73122,37449324368,101554.1467,45969.63922,,,,5618179.533,0.031672192,53646.56407,0.14546427,9.302301479,,5.623327149,,
1998,340000,安徽省,2805.45,739.7,1253.53,812.22,26.4,44.7,29,4235,233149,151214,81935,722.61,,,6184,,,1024,1836,39264,36851,302926.491,41449538538,129907.0102,514146.9333,,,,46886448.49,1.830466491,295843.4985,0.924094845,6.666767078,,243.8099425,,
1998,500000,重庆市,1429.26,298.67,585.38,545.21,20.9,41,38.1,5016,103396,51411,51985,492.97,,,3060,,,355,591,27210,17516,80240.84892,15155595496,47212.58188,130238.6784,,,,12801910.33,0.840090053,183632.1578,0.571173239,7.95100503,,115.3418775,,
1998,210000,辽宁省,3881.73,531.46,1855.22,1495.05,13.7,47.8,38.5,9415,1274402,805499,468903,1057.7,,,4157,,,1897,3558,44483,43716,534840.5386,58512154062,172083.2968,880646.0039,,,,-23587859.37,2.71063738,406634.2628,1.193549128,8.40709815,,-102.875563,,
1998,540000,西藏自治区,91.18,31.31,20.24,39.63,34.3,22.2,43.5,3666,11959,4758,7201,41.26,,,252,,,3,,22455,10525,8795.510394,56142433310,155191.0568,14108.41176,,,,-17589962.83,0.006214802,46554.45329,0.128685767,9.660804627,,-10.69573397,,
1998,370000,山东省,7162.2,1215.81,3457.03,2489.36,17,48.3,34.8,7968,1671389,1044385,627004,1935.58,,,8838,,,1297,2351,64145,63929,980494.1335,1.12E+11,339883.4365,1597327.953,,,,79927070.55,4.991254815,727823.4658,2.200538083,8.107919455,,350.1347564,,
1998,510000,四川省,3580.26,941.24,1527.07,1111.95,26.3,42.7,31.1,4294,209274,117112,92162,1145.33,,,8493,,,1807,2289,81646,56377,184856.8161,50770387636,152654.4841,313802.8863,,,,35640605.6,0.326013312,104230.0571,0.31302278,7.420980578,,54.09093125,,
1998,520000,贵州省,841.88,264.89,326.03,250.96,31.5,38.7,29.8,2364,62761,38787,23974,278.41,,,3658,,,593,1648,33604,14137,84127.89115,19032441146,58353.97002,151045.8863,,,,15202213.46,0.424667418,107858.6587,0.330110656,7.342137855,,66.03812104,,
1998,410000,河南省,4356.6,1071.39,2012.74,1272.47,24.6,46.2,29.2,4643,173372,118698,54674,1289.7,,,9315,,,1879,2355,57172,54556,640454.91,70330760012,212001.3482,1052218.333,,,,101538659,3.201307128,424206.855,1.276693012,7.307733077,,436.7656679,,
1998,330000,浙江省,4987.5,631.31,2709.08,1647.11,12.7,54.3,33,11394,1485100,1086335,398765,1801.74,,,4456,,,1202,942,38533,34260,387986.36,68648242082,216249.1188,641137.9725,,,,-78624782.62,3.147320947,681185.3897,2.142468018,9.328708242,,-548.8567396,,
1998,150000,内蒙古自治区,1192.29,341.62,479.53,371.14,28.7,40.2,31.1,5406,96294,52579,43715,316.76,,,2345,,,894,5077,58430,52867,253802.0205,91137084285,260642.881,445046.5725,,,,7632239.816,0.158682494,79520.1687,0.22736883,8.714214874,,4.106439929,,
1998,230000,黑龙江省,2798.89,463.05,1506.76,863.03,16.3,53.2,30.5,7375,201955,90863,111092,770.05,,,3773,,,1369,4948,49766,49098,553858.5388,71349229375,206104.8913,941339.6863,,,,64719894.21,0.820324249,158314.4716,0.455387208,8.553522637,,82.52836025,,
1998,130000,河北省,4256.01,790.6,2084.33,1381.08,18.6,49,32.5,6501,422732,311617,111115,1591.76,,,6569,,,1698,3624,57263,54601,809423.5835,85204443808,252290.7679,1334561.737,,,,91239452.62,3.305284154,454206.4887,1.344531547,8.970450672,,320.6240494,,
1998,610000,陕西省,1381.53,283.49,567.66,530.38,20.5,41.1,38.4,4070,205062,117582,87480,517.57,,,3596,,,863,1941,42202,35316,270241.4567,44193334416,135990.2379,428700.3255,,,,46789014.18,1.071498853,214708.3326,0.660178142,8.019847031,,159.6476348,,
1998,220000,吉林省,1557.78,429.5,597.29,530.99,27.6,38.3,34.1,5983,165191,74809,90382,431.78,,,2644,,,1264,3474,33812,32133,289371.307,36785140204,109153.6965,488767.4745,,,,41374024.2,1.095296005,193875.6503,0.571293987,7.481549757,,134.7667134,,
1999,500000,重庆市,1479.71,284.28,604.39,591.04,19.2119,40.8452,39.943,4826,120879,49038,71841,525.26,,,3075,,,628,591.4,28086,20521,67896.3108,15641019453,49090.51087,125491.9961,,,,12415559.77,0.710847606,189497.7051,0.593892242,7.944903628,,111.8609596,,
1999,110000,北京市,2174.46,87.48,840.23,1246.75,4.0231,38.7,57.3361,19846,3435951,990352,2445599,1171.16,,,1257,,,2244,1141.1,12825,12370,253041.7412,37515909833,110367.0442,330722.3412,,,,32846895.59,11.76970103,2284238.907,6.7199457,19.86161783,,1314.778122,,
1999,310000,上海市,4034.96,80,1953.98,2000.98,1.9827,48.4263,49.5911,30805,3861812,1879958,1981854,1855.76,,,1474,,,1540,259.5,4231,4227,201854.8605,34090632804,99068.90959,276135.2471,,,,-5144342.039,21.55538576,5353923.08,15.60654021,26.11021137,,-472.705266,,
1999,120000,天津市,1450.06,71.01,711.93,667.12,4.897,49.0966,46.0064,15976,1260094,633134,626960,576.45,,,959,,,705,529.6,8844,8761,187202.1029,28187055288,83975.88857,272741.8039,,,,-557634.8941,11.96624248,2479774.775,7.387859657,15.52496905,,-30.67286738,,
1999,440000,广东省,8464.31,1021.3,4264.32,3178.69,12.066,50.38,37.554,11728,14034241,7768679,6265562,2937.02,,,7270,,,2345,773.5,95610,86123,955043.5473,1.61E+11,472585.3154,1467587.031,,,,-36047380.52,4.805840363,918156.1354,2.682383457,13.53071007,,-156.0982145,,
1999,150000,内蒙古自治区,1268.2,342.91,515.46,409.83,27.0391,40.645,32.3159,5350,129415,53460,75955,348.22,,,2362,,,816,5011.5,63824,59731,234460.2459,93707040599,270269.5005,433450.3255,,,,3412483.11,0.1465896,81759.88117,0.235766501,8.138433618,,1.836047771,,
1999,370000,山东省,7662.1,1221,3705.44,2735.66,15.9356,48.3606,35.7038,8673,1826698,1157645,669053,2220.57,,,8883,,,1363,2364.2,67847,67694,958450.0282,1.17E+11,354825.547,1543856.039,,,,69925738.24,4.879038185,755430.5547,2.297279141,7.937046129,,306.3221403,,
1999,420000,湖北省,3857.99,653.99,1887.93,1316.07,16.9516,48.9356,34.1128,6514,267762,151229,116533,1239.14,,,5938,,,1710,2030.7,55389,44120,248878.3615,40318041688,121995.477,446368.5843,,,,40526222.68,1.143801219,216550.2331,0.654022037,7.763379305,,160.2801061,,
1999,460000,海南省,471.23,176.42,94.95,199.86,37.4382,20.1494,42.4124,6383,121704,74725,46979,194.78,,,762,,,246,219,17124,13030,63913.55172,9723184976,29847.28305,116680.7569,,,,-139514445.1,1.386167956,291610.9821,0.894407811,7.65652105,,-2872.467146,,
1999,410000,河南省,4576.1,1123.14,2070.88,1382.08,24.5436,45.2543,30.2021,4894,174885,112730,62155,1206.83,,,9387,,,1615,2353.1,60330,57813,571825.1307,72469186774,220178.4595,963558.3725,,,,90143828.75,2.858261898,437022.5886,1.325936382,7.705249268,,387.751128,,
1999,360000,江西省,1853.65,464.4,758.15,740.431,23.6579,38.6224,37.7197,4661,131382,90606,40776,454.44,,,4231,,,925,2161.4,36918,25328,110226.5061,24056141008,74703.48334,202335.502,,,,16838265.8,0.582715747,144226.8739,0.445814018,6.652189558,,76.60295741,,
1999,220000,吉林省,1660.91,423.48,671.74,574.34,25.3648,40.2346,34.4007,6341,221234,101877,119357,500.02,,,2658,,,1211,3476.4,34516,32931,269501.1033,37857854470,113212.287,484022.4118,,,,36367162.87,1.020085525,199225.1912,0.592536038,6.837898074,,118.4579724,,
1999,140000,山西省,1506.78,159.96,760.72,586.1,10.616,50.4865,38.8975,4727,128750,83951,44799,477.57,,,3204,,,1088,2511.3,52807,50109,476822.5261,69173990592,201110.0603,791766.3059,,,,72510137.54,2.405505356,441452.284,1.280540402,9.150230713,,314.7955326,,
1999,350000,福建省,3550.24,628.86,1507.29,1414.09,17.7132,42.456,39.8308,10797,1761919,1035166,726753,1084.66,,,3316,,,681,873.9,50202,41381,316357.6691,45749174181,141072.0005,504169.149,,,,-74507264.25,2.266585071,380382.695,1.172494885,8.981534022,,-459.3808139,,
1999,510000,四川省,3711.61,941.02,1556.68,1213.91,25.3534,41.9408,32.7058,4452,246847,113851,132996,1224.4,,,8550,,,1491,2289.6,89318,66878,184197.0694,52649587951,159322.5427,363403.6431,,,,34404315.4,0.324849783,108076.9041,0.326695842,7.533476348,,52.21464191,,
1999,210000,辽宁省,4171.69,520.8,2001.48,1649.41,12.4841,47.9777,39.5382,10086,1371832,819988,551844,1119.47,,,4171,,,2211,3557.7,45020,44398,477998.9668,60267043890,178600.8231,830811.6588,,,,-30944717.52,2.42255733,418707.8348,1.238753909,8.227900368,,-134.9615998,,
1999,620000,甘肃省,931.98,191.21,423.79,316.98,20.5165,45.472,34.0115,3668,40627,31703,8924,355.51,,,2543,,,592,2322.8,36212,26089,110479.3496,37420103914,108362.7072,210038.8941,,,,18961361.45,0.204389744,87851.77749,0.254245181,7.811540037,,30.18748071,,
1999,450000,广西壮族自治区,1953.27,554.48,695.83,702.96,28.3873,35.6239,35.9889,4148,175340,124721,50619,578.76,,,4713,,,365,2012.8,51378,43671,195105.9832,33355439179,99341.23837,342969.0667,,,,-12092064.86,0.748017908,140899.0914,0.418843816,6.879514299,,-39.89510695,,
1999,430000,湖南省,3326.75,778.25,1297.74,1250.76,23.3937,39.0092,37.5971,5105,195546,128187,67359,883.94,,,6532,,,1649,2306.5,60416,32766,163709.5797,31051201155,94911.73743,297581.1608,,,,27786322.93,0.681828336,146280.6253,0.446204853,7.107050069,,99.58848611,,
1999,130000,河北省,4569.19,805.97,2243.59,1519.63,17.6392,49.1026,33.2582,6932,457995,311914,146081,1770.47,,,6614,,,1705,3619.4,58162,55648,776162.4599,87979263539,262344.857,1268252.459,,,,82486440.04,3.169462235,468968.4047,1.398112739,8.6454433,,289.8651369,,
1999,530000,云南省,1855.74,412.17,825.12,618.45,22.2105,44.4631,33.3263,4452,166011,103455,62556,663.97,,,4192,,,437,1872.5,102405,95354,215619.9846,49486246060,146938.679,370786.5765,,,,18780325.49,0.507694561,128725.6293,0.381840568,8.438845209,,38.05355193,,
1999,640000,宁夏回族自治区,241.49,48.01,102.68,90.8,19.8807,42.5194,37.5999,4473,31799,24765,7034,128.1,,,543,,,154,711.7,10015,9460,61717.71619,11528376042,36251.89134,107467.5294,,,,9490427.514,0.943801229,221665.4035,0.696745584,7.874741919,,124.8925288,,
1999,320000,江苏省,7697.82,1003.51,3920.15,2774.16,13.0363,50.9255,36.1,10665,3125741,1830582,1295159,2441.88,,,7213,,,2668,757,27749,26088,659188.9901,1.23E+11,387946.24,1087724.812,,,,26444748.54,5.32141686,1214901.004,3.831637998,8.994039747,,183.7113428,,
1999,330000,浙江省,5364.89,631.94,2902.81,1830.14,11.7792,54.1075,34.1133,12037,1830561,1287144,543417,1958.05,,,4475,,,1016,795.1,40266,36136,428748.3926,72527544723,228760.5606,711450.7137,,,,-77655238.36,3.477979991,719293.6601,2.266423963,9.362576248,,-542.0886332,,
1999,340000,安徽省,2908.58,741.1427,1278.91,888.54,25.4811,43.9701,30.5488,4707,264844,167607,97237,703.45,,,6237,,,907,1833,40857,38701,249291.3274,42671594378,134793.7526,449997.1529,,,,43240217.49,1.506370142,304426.6998,0.958856738,6.753085164,,224.8495094,,
1999,230000,黑龙江省,2897.41,377.23,1587.76,932.42,13.0196,54.7993,32.1812,7660,219830,95714,124116,751.66,,,3792,,,1296,5013.2,49928,49262,498536.2857,73549375744,214107.1551,862992.3137,,,,55357157.58,0.738386024,163096.0613,0.47306815,7.987714639,,70.58935276,,
1999,650000,新疆维吾尔自治区,1168.55,268.51,460.71,439.33,22.978,39.4258,37.5962,6470,176535,102734,73801,526.65,,,1774,,,1148,1848.5,33484,31149,320033.3768,1.28E+11,362152.8356,547732.4745,,,,4801191.71,0.147487888,78426.26771,0.22190256,10.74404679,,1.90409877,,
1999,630000,青海省,238.39,40.54,97.88,99.97,17.0057,41.0588,41.9355,4662,10785,8686,2099,117.15,,,510,,,178,1091.8,18268,14549,26488.01671,38439164291,105210.3081,50087.88235,,,,5373906,0.030808337,55064.52051,0.150701287,8.736993605,,5.378829802,,
1999,520000,贵州省,911.86,267.57,348.59,295.7,29.3433,38.2285,32.4282,2475,54758,35775,18983,311.93,,,3710,,,726,1653.5,33973,15470,95810.80746,19821520651,61122.23395,172318.8824,,,,15305274.7,0.483641366,112289.833,0.345770831,6.962934023,,66.48581707,,
1999,540000,西藏自治区,105.61,34.19,24,47.42,32.3738,22.7251,44.9011,4262,16645,8627,8018,53.56,,,256,,,2,,22475,10582,10836.30665,57570728700,160834.4376,18565.63922,,,,-17715669.85,0.007656804,47738.82502,0.133365308,9.278926098,,-10.77217125,,
1999,610000,陕西省,1487.61,267.51,641.9,578.2,17.9825,43.1498,38.8677,4101,200576,115084,85492,587.79,,,3618,,,1085,1940.7,43212,36396,262310.7157,45826348837,141886.2244,458375.0196,,,,43306443.12,1.040053715,222622.6804,0.688800796,7.887331442,,147.7648405,,
2000,500000,重庆市,1589.34,283,657.51,648.83,17.8061,41.37,40.8239,5157,178590,99566,79024,572.59,,,3092,,,555971,598,29252,21743,68959.97546,16387924888,51936.73211,119251.1922,,,10615.93688,12651886.05,0.721983755,198527.7997,0.62832555,8.36730963,,113.9901979,,0.027785653
2000,110000,北京市,2478.76,89.97,943.51,1445.28,3.6296,38.0638,58.3066,22460,4962189,1196813,3765376,1280.46,,,1357,,,1029929,1140.9,13597,13143,235111.9496,39404063142,116919.8837,354094.8392,,,188894.2518,34847884.78,10.93573473,2399203.285,7.118930073,20.87452171,,1394.872657,,2.196470229
2000,120000,天津市,1639.36,73.54,820.17,745.65,4.4859,50.0299,45.4842,17993,1715400,862578,852822,610.94,,,1001,,,506548,531.2,8946,8869,171873.9683,29389886075,88504.74442,276208.8471,,,89039.12285,854835.9725,10.98644486,2585594.606,7.786290112,15.5912885,,47.02049799,,1.422802725
2000,430000,湖南省,3691.88,784.92,1461.86,1445.1,21.2607,39.5966,39.1427,5639,251222,165271,85951,1012.24,,,6562,,,1314744,2312.7,60848,33380,161379.8019,32460304077,100242.3842,288265.0314,,,12893.69934,30559092.25,0.672125125,152872.7461,0.471265615,6.717753153,,109.5263213,,0.013424976
2000,520000,贵州省,993.53,270.99,387.85,334.69,27.2755,39.0376,33.687,2662,65998,42056,23942,396.98,,,3756,,,464897,1641.7,34643,17034,89746.26934,20681452095,64463.13602,167376.2314,,,9028.311401,17434566.94,0.453028311,117134.3524,0.364670443,7.066234391,,75.73542136,,0.011393312
2000,510000,四川省,4010.25,945.58,1700.49,1364.18,23.5791,42.4036,34.0173,4784,254520,139437,115083,1418.04,,,8602,,,1372692,2333.3,90875,69723,198543.7865,55708036422,169824.5803,361213.4784,,,22749.25965,37627748.67,0.350151641,114338.7074,0.348230598,7.3333513,,57.10677279,,0.010030074
2000,450000,广西壮族自治区,2050.14,538.69,748,763.45,26.2758,36.4853,37.2389,4319,203379,148891,54488,583.34,,,4750,,,759650,2012.3,52910,45430,179154.6727,34910708486,105038.7502,354572.2235,,,23573.85575,-9334550.392,0.686862091,147432.6942,0.442865739,7.259538953,,-30.7972948,,0.022594777
2000,220000,吉林省,1821.19,398.73,800.28,622.18,21.8939,43.9427,34.1634,6847,257042,125683,131359,603.51,,,2682,,,813292,3474.4,35216,33698,358213.3886,40791646961,122220.4419,652698.2824,,,111288.1749,55042142.91,1.355869375,214415.8729,0.639683362,7.95847915,,179.2875806,,0.105307992
2000,320000,江苏省,8582.7276,1031.17,4435.889,3115.6686,12.0145,51.6839,36.3016,11773,4563636,2576683,1986953,2569.97,,,7327,,,1857521,757.1,28198,26564,628418.4296,1.28E+11,409237.8413,1074349.851,,,116421.9658,31334491.44,5.073016201,1268495.848,4.041929271,9.173511393,,217.6803266,,0.234955846
2000,540000,西藏自治区,117.464,36.32,27.214,53.93,30.9201,23.1679,45.9119,4559,13031,11334,1697,64.05,,,258,,,23255,,22503,10647,10947.64132,59520406583,168240.9312,20323.48627,,,2567.428808,-18162331.54,0.007735472,49355.53777,0.139506836,9.052651345,,-11.04376788,,0.000453527
2000,440000,广东省,9662.23,1000.06,4868.75,3793.42,10.3502,50.3895,39.2603,12885,17009888,9191770,7818118,3145.13,,,7707,,,2046311,693.8,102604,93693,959262.4734,1.70E+11,502054.1343,1533655.616,,,397574.4407,-26818164.21,4.827070269,967443.438,2.8496478,13.3336382,,-116.1323649,,0.500143829
2000,230000,黑龙江省,3253,357,1868.55,1027.45,10.9745,57.4408,31.5847,8562,298637,145118,153519,832.64,,,3807,,,1199694,5013.2,50284,49622,620948.2017,77626878996,227587.3577,1222531.776,,,157354.4546,83122053.82,0.919691278,172032.7548,0.502852556,8.0042723,,105.9940979,,0.058264229
2000,210000,辽宁省,4669.06,503.44,2344.4,1821.22,10.7825,50.2114,39.0061,11226,1903148,1085632,817516,1267.68,,,4184,,,1692445,3556.4,45547,44969,546877.7309,64421009900,191750.1276,926795.7922,,,186782.7731,-15500165.06,2.771643345,447427.8057,1.32995591,9.599760661,,-67.6020737,,0.236653802
2000,460000,海南省,518.48,196.56,102.45,219.47,37.9108,19.7597,42.3295,6894,128786,80289,48497,198.87,,,789,,,167622,219,17401,13405,79478.032,10354229067,32007.53468,156313.3922,,,10327.54719,-137690949.6,1.723733046,310499.5672,0.95914221,7.109306987,,-2834.923142,,0.05599444
2000,330000,浙江省,6036.34,664.16,3183.47,2188.71,11.0027,52.7384,36.2589,13461,2783262,1944275,838987,2349.95,,,4596,,,955955,793.7,41605,37707,427952.3419,77795273317,246229.2558,718080.7333,,,66439.28089,-70777698.13,3.471522478,771375.8316,2.439493435,10.25552232,,-494.0785251,,0.13472766
2000,420000,湖北省,4276.32,662.3,2123.7,1490.32,15.4876,49.6619,34.8505,7188,322286,193555,128731,1339.2,,,5960,,,1537447,2030.8,57850,48062,236331.3351,42016151117,128538.0849,410196.0588,,,39402.32919,43602145.98,1.08613729,225640.5662,0.689097188,7.761541323,,172.4452989,,0.045271018
2000,630000,青海省,263.59,38.53,114,111.06,14.6174,43.249,42.1336,5087,15973,11200,4773,151.14,,,517,,,109100,1091.9,18679,15178,30509.17217,39844604751,110432.9563,56770.77255,,,9565.021661,5688578.62,0.035485362,57077.74748,0.158182111,8.646710181,,5.693790738,,0.002781266
2000,150000,内蒙古自治区,1401.01,350.8,556.28,493.93,25.0391,39.7056,35.2553,5872,262205,97017,165188,423.64,,,2372,,,648891,5011.1,67346,63622,273356.7733,97945099337,285459.4833,500107.2824,,,84780.19256,10804982.54,0.170908547,85456.00016,0.249017309,8.861811251,,5.813498109,,0.013251533
2000,530000,云南省,1955.09,436.26,843.24,675.59,22.3141,43.1305,34.5554,4637,181276,117509,63767,683.96,,,4241,,,576877,1872.5,109560,102550,222150.026,51949672805,155676.7058,410820.302,,,58036.04479,23948980.45,0.523070068,135118.389,0.404547545,8.408847291,,48.52651631,,0.034162287
2000,620000,甘肃省,983.36,193.36,439.88,350.12,19.6632,44.7323,35.6045,3838,56953,41495,15458,395.4,,,2557,,,467959,2318,39344,29393,118491.9482,38932284597,114077.0584,225753.0235,,,31427.03495,21427213.72,0.219213266,91395.51119,0.267652435,7.787269124,,34.1132467,,0.0145351
2000,340000,安徽省,3038.2359,732.19,1296.312,1009.7339,24.0992,42.6666,33.2342,4867,334684,217198,117486,803.97,,,6286,,,921539,1842.9,44493,42579,257042.7777,44437402935,141904.4717,454722.1412,,,32857.26894,47327997.97,1.55320913,316850.5977,1.009438911,6.625070633,,246.1060037,,0.049635213
2000,360000,江西省,2003.07,485.14,700.76,817.17,24.2198,34.9843,40.7959,4851,162405,119741,42664,516.08,,,4149,,,729694,2152.6,37138,26448,93409.39642,24931306261,78364.19862,177931.6118,,,6729.307006,17937313.37,0.49381159,149420.0231,0.467660365,6.512966416,,81.60289598,,0.008893573
2000,640000,宁夏回族自治区,265.57,45.95,120.04,99.58,17.3024,45.2009,37.4967,4839,44292,32737,11555,157.52,,,554,,,136967,716.1,10171,9649,59253.67656,12056930032,38299.38368,112340.0627,,,10397.06401,10785697.26,0.90612058,231804.235,0.736097496,7.783160472,,141.9380743,,0.039747724
2000,610000,陕西省,1660.92,279.12,731.9,649.9,16.8051,44.0659,39.1289,4549,214008,131005,83003,653.67,,,3644,,,914224,2204.6,44006,37459,264161.0839,48139466628,150410.5163,495720.7373,,,52328.31539,48219333.84,1.047390367,233808.6072,0.730182819,7.498519412,,164.5279931,,0.051869496
2000,370000,山东省,8542.44,1268.57,4244.4,3029.47,14.8502,49.686,35.4638,9555,2498976,1552884,946092,2531.1,,,8998,,,2040572,2401.6,70686,70579,928097.2604,1.23E+11,376108.3829,1644190.918,,,184386.4533,79675550.31,4.72452589,793886.8502,2.435072531,8.018823936,,349.0329272,,0.234654109
2000,650000,新疆维吾尔自治区,1364.36,288.18,586.84,489.34,21.122,43.0121,35.8659,7470,226404,120413,105991,610.39,,,1849,,,700996,2309.9,34585,32295,324710.94,1.34E+11,383119.7591,590418.4039,,,111660.2355,12289203.96,0.14964355,82064.55255,0.234749661,11.56690641,,4.873760427,,0.012864663
2000,350000,福建省,3920.07,640.57,1711.16,1568.34,16.3408,43.6513,40.008,11601,2122046,1290607,831439,1112.2,,,3410,,,664183,873.9,51073,42512,301008.7826,48283334756,150182.6946,535525.8314,,,54308.62288,-71339054.17,2.156616007,401412.9881,1.248216802,9.407333153,,-439.8469478,,0.097272189
2000,130000,河北省,5088.96,824.55,2559.96,1704.45,16.2027,50.3042,33.4931,7663,523862,371000,152862,1816.79,,,6674,,,1241219,3631.9,59152,56776,719306.355,91512335845,275947.754,1300068.184,,,120924.676,90824723.22,2.937290123,487796.0431,1.470606569,8.614016772,,319.1666511,,0.123447451
2000,140000,山西省,1643.81,179.86,827.59,636.36,10.9417,50.3458,38.7125,5137,176438,123687,52751,548.16,,,3248,,,784075,2510.8,55408,52767,462548.8477,71797537510,211177.8902,831753.651,,,98866.05127,80825669.99,2.333496573,457996.3967,1.344645912,8.985962055,,350.8965877,,0.124690709
2000,310000,上海市,4551.15,83.2,2163.68,2304.27,1.8281,47.5414,50.6305,34547,5470802,2535233,2935569,1869.38,,,1641,,,934083,256.5,4325,4325,194691.5872,35740897612,104818.1841,270550.7882,,,171679.3692,-3821284.443,20.79044447,5613096.645,16.5122359,26.04090309,,-351.1316443,,4.582610225
2000,410000,河南省,5137.66,1161.58,2413.78,1562.3,22.6091,46.9821,30.4088,5444,228290,149578,78712,1377.74,,,9488,,,1817134,2353.1,64453,62192,524955.4617,75129293511,231033.1713,945025.7373,,,79290.0987,94841183.92,2.623984351,452967.4735,1.391304526,7.271502278,,407.9566683,,0.099081412
2001,110000,北京市,3710.52,93.08,1030.6,1721.97,3.3,36.2,60.5,25523,5149809,1177236,3972572,1513.32,,,1383,,,,1160.6,13891,13445,276735.3736,41928587980,124999.2662,406469.3216,,,239954.4632,38979555.91,12.8717602,2552914.548,7.610861443,23.51980265,,1560.252998,,2.790200493
2001,310000,上海市,5210.12,85.5,2355.53,2509.81,1.7,47.6,50.7,37382,6088332,2762133,3326199,2004.64,,,1614,,,,256.5,6078,5585,193246.8075,37191014542,110249.3796,279829.4235,,,145538.7631,-3572685.271,20.63616141,5840837.049,17.3678239,27.230723,,-328.2882686,,3.884843164
2001,500000,重庆市,1765.68,293.03,727.66,729.08,16.7,41.6,41.7,5654,183391,110255,73136,697.03,,,3097,,,,632.6,30654,21405,81076.84792,17222526934,55043.42244,146416.2941,,,15309.40517,14869244.41,0.848842633,208620.7059,0.665909989,8.918111411,,133.9680191,,0.040070116
2001,120000,天津市,1919.09,78.55,904.64,856.91,4.2688,49.1625,46.5687,20154,1816714,948719,867995,705,,,1004,,,,697.2,9647,9067,206080.5644,30951804893,93931.37896,328441.0706,,,134031.0355,4011051.102,13.17298239,2723005.444,8.26370351,18.36981995,,220.6290169,,2.141752034
2001,460000,海南省,558.4137,201.79,111.25,232.92,37,20.4,42.7,7135,174692,79785,94908,213.32,,,796,,,,219,20667,11483,77051.23701,10970064005,34141.1563,138373.6627,,,12134.71331,-138582994.6,1.671100304,328927.5885,1.02307861,8.654390783,,-2853.289482,,0.065792629
2001,230000,黑龙江省,3390.13,409.3,1998.74,1152.96,11.494,56.1286,32.3774,9349,338392,161166,177226,963.58,,,3811,,,,5503.2,62979,57762,583442.4046,80845846230,239519.5759,1091651.435,,,170696.6995,72737079.62,0.864141146,179111.9804,0.529216703,9.458801084,,92.75157173,,0.063204512
