year,city_x,id,province_x,province_id,Gdpct01,Gdpct02,Gdpct03,Gdpct04,GDP_PerCapita,Envirct04,Envirct06,Envirct09,Eect01,Eect02,Eect04,Fict03,Eicct01,bm,ccnl,egdp,hdmsp,hviirs,viirs,viirsl,bmmean,bmmedian,viirslmean
2002,鄂尔多斯市,150600,内蒙古自治区,150000,204.7691,,,,15324,,,,134.42,42.16,15,2999,685600,,27488.73737,11314216344,45702.47059,,,7823.773319,,,0.017377273
2002,呼伦贝尔市,150700,内蒙古自治区,150000,190.36,,,,7116,,,,267.65,,11,,727300,,58963.39912,20733470514,109126.6667,,,21674.2802,,,0.01395705
2002,兴安盟,152200,内蒙古自治区,150000,68.2788,,,,4203,,,,162.94,,,,211700,,11082.46063,4550061518,20124.59608,,,3190.926216,,,0.010010886
2002,锡林郭勒盟,152500,内蒙古自治区,150000,81.9102,,,,8737,,,,93.31,,,,307200,,11313.45066,13330487226,21277.03922,,,5312.485014,,,0.004760583
2002,乌兰察布市,150900,内蒙古自治区,150000,117.7994,,,,4360,,,,270.59,,,,315700,,14811.68983,5620477533,25370.99216,,,4466.069939,,,0.015309469
2002,阿拉善盟,152900,内蒙古自治区,150000,29.5634,,,,13469,,,,17.98,,,,131700,,7121.258333,13883070911,13408.6549,,,2540.011719,,,0.002014013
2002,马鞍山市,340500,安徽省,340000,154.59,8.52,60.13,31.35,12768,,,,122.1,54.2,724,2848,,,19288.81082,3599720096,33941.29412,,,4771.996873,,,0.250191562
2002,巢湖市,341400,安徽省,340000,222.73,26.4,39.4,34.2,4928,,,,452.6,77.2,482,1659,,,,,,,,,,,
2002,芜湖市,340200,安徽省,340000,245.51,9.64,54.57,35.79,11109,,,,221.7,78,668,6262,,,23578.83197,4325444570,41670.23529,,,5399.004581,,,0.191593275
2002,宣城市,341800,安徽省,340000,182.6,22.46,38.51,39.03,6633,,,,275.5,58.8,224,1608,,,12191.49215,2317848063,23271.03922,,,1244.01128,,,0.021640769
2002,铜陵市,340700,安徽省,340000,88.42,5.82,56.19,37.99,12629,,,,70.3,37.2,632,1560,,,9789.026404,1481336027,17866.16078,,,1636.772787,,,0.117400359
2002,池州市,341700,安徽省,340000,66.97,26.98,36.28,36.74,4332,,,,154.8,24.2,187,609,,,5595.458581,1193315006,11906.34118,,,1005.616401,,,0.025769559
2002,安庆市,340800,安徽省,340000,285.21,22.91,44.14,32.95,4726,,,,604.1,93.2,392,1458,,,17131.1247,3022281899,33745.63922,,,3398.197916,,,0.054049326
2002,黄山市,341000,安徽省,340000,96.75,20.46,30.63,48.91,6588,,,,146.9,30.1,150,802,,,7019.909964,1675512737,14334.28627,,,1363.057038,,,0.030434393
2002,六安市,341500,安徽省,340000,196.23,35.83,31.65,32.52,2943,,,,667.8,98,371,928,,,17595.23774,2942713623,33140.07451,,,2338.300606,,,0.032139928
2002,合肥市,340100,安徽省,340000,412.81,9.71,50.33,39.97,9274,,,,448.1,153.5,598,6468,,,49136.3237,8765947330,84751.76471,,,20199.80919,,,0.373086238
2002,淮北市,340600,安徽省,340000,118.1,15.41,49.79,34.8,5905,,,,201.2,77.2,738,1666,,,13588.11542,2111505656,24359.50196,,,3080.22136,,,0.23253657
2002,亳州市,341600,安徽省,340000,172.46,41.01,23.92,35.07,3239,,,,534.8,60.4,639,312,,,17826.84259,2277280766,38267.33333,,,3186.596658,,,0.077766097
2002,宿州市,341300,安徽省,340000,207.41,45.21,21.85,32.94,3544,,,,587.7,70.4,570,1167,,,22936.91944,2984287677,45218.73725,,,2462.104996,,,0.051364627
2002,蚌埠市,340300,安徽省,340000,190.19,23.34,40.26,36.4,5564,,,,343.2,83.6,577,4815,,,16505.03133,2897190250,30714.10588,,,3360.392283,,,0.117588363
2002,淮南市,340400,安徽省,340000,152.12,12.32,48.65,39.03,7275,,,,210.1,96.8,991,3443,,,16652.07857,3236914652,29903.54902,,,3372.880941,,,0.128252333
2002,滁州市,341100,安徽省,340000,280.83,25.35,40.83,33.82,6540,,,,430.6,97.8,318,1765,,,23875.89657,4072795661,45186.20784,,,3186.733077,,,0.04954729
2002,晋城市,140500,山西省,140000,172.0312,5.94,55.31,38.75,7903,,,,218.31,,223,,567475,,31234.16914,5710184545,53690.38039,,,5419.221069,,,0.116704628
2002,朔州市,140600,山西省,140000,100.3957,14.13,49.41,36.45,7143,,,,147.7,,133,,314016,,28149.68837,4280206410,46623.36471,,,7105.304632,,,0.128576689
2002,晋中市,140700,山西省,140000,170.141,14.95,49.18,35.86,5597,,,,303.96,,185,,473866,,49159.81353,7905549727,84914.27451,,,12216.13429,,,0.147944684
2002,运城市,140800,山西省,140000,230.5186,16.44,54.48,29.08,4736,,,,488.5,,228,,685147,,65048.77594,6632712880,112974.6941,,,14522.82537,,,0.20819793
2002,忻州市,140900,山西省,140000,93.4056,18.93,41.24,39.83,3134,,,,298.06,,115,,356638,,39847.37885,5462990460,69961.63137,,,7334.729449,,,0.056599271
2002,临汾市,141000,山西省,140000,223.9068,11.3,56.37,32.33,5575,,,,403.16,,202,,655846,,95768.14924,13297125732,157554.0314,,,23219.27041,,,0.230284575
2002,吕梁市,141100,山西省,140000,107.1461,,,,3098,,,,344.25,,,,,,52868.34514,10262365976,89578.36863,,,12648.51001,,,0.118225687
2002,太原市,140100,山西省,140000,432.888,4.05,49.83,46.13,13580,,,,338.29,,461,,1475955,,62464.74321,9282128518,91947.54118,,,42950.94048,,,1.224300407
2002,大同市,140200,山西省,140000,218.3851,6.26,54.15,39.58,7186,,,,305.03,,207,,591256,,48535.2852,7540864719,80151.79608,,,23215.27452,,,0.315967481
2002,阳泉市,140300,山西省,140000,109.1737,3.19,58.56,38.25,8730,,,,128.42,,274,,245145,,16881.21422,2671841855,30002.83137,,,3526.587003,,,0.151873182
2002,长治市,140400,山西省,140000,206.016,12.78,54.35,32.88,6569,,,,,,229,,681595,,47520.31788,6932873048,78238.7098,,,14422.72976,,,0.207013421
2002,成都市,510100,四川省,510000,1667.1,8.4,45.52,46.08,16277,,,,1028.5,365.7,830,40110,7021600,,84227.21632,15912969530,137272.9216,,,28722.59579,,,0.429562983
2002,自贡市,510300,四川省,510000,181.23,20.23,45.3,34.47,5755,,,,314.8,74.8,720,1733,375500,,5806.224426,837173688.2,9480.52549,,,725.8239967,,,0.036114691
2002,攀枝花市,510400,四川省,510000,138.89,6.12,68.7,25.18,13308,,,,104.8,56,141,2111,469000,,17263.49718,3229900274,28523.99608,,,7068.965515,,,0.212304999
2002,泸州市,510500,四川省,510000,192.22,24.91,38.47,36.62,4133,,,,465.9,74,380,256,679300,,9037.787393,1432618151,16143.4549,,,1250.314744,,,0.022381203
2002,德阳市,510600,四川省,510000,315.11,21.96,43.73,34.31,8300,,,,380.1,76.5,638,3777,673800,,20721.54659,3229095763,38242.14902,,,2574.669197,,,0.093016204
2002,绵阳市,510700,四川省,510000,369.71,20.75,40.46,38.79,7097,,,,521.8,108.9,258,1304,885000,,25670.8694,4341881396,46014.77647,,,7292.118061,,,0.076203189
2002,广元市,510800,四川省,510000,94.1,36.82,25.79,37.39,3101,,,,303.8,57.2,186,279,316600,,7062.703482,2008548723,13038.33725,,,570.5713155,,,0.0073704
2002,遂宁市,510900,四川省,510000,140.62,31.64,34.11,34.25,3773,,,,373.2,66.9,701,1536,484600,,8240.621207,1466869590,15352.25882,,,1511.819348,,,0.060852657
2002,内江市,511000,四川省,510000,178.22,21.23,43.15,35.61,4242,,,,420.3,75.2,780,1026,479200,,9179.332259,1262376050,16796.50196,,,1061.33023,,,0.042689808
2002,乐山市,511100,四川省,510000,179.81,22.05,44.7,33.25,5187,,,,346.9,82.6,270,13949,619000,,14157.11505,1874252802,23316.56471,,,824.0438797,,,0.014064062
2002,南充市,511300,四川省,510000,219.11,32.95,28.25,38.79,3077,,,,714.5,133.3,573,2051,739600,,12882.72607,2468146628,23514.55294,,,2141.893482,,,0.036586019
2002,眉山市,511400,四川省,510000,149.51,29.03,39.37,31.6,4396,,,,340.1,44.5,473,162,512000,,9660.105732,1174453453,17035.62745,,,474.8329647,,,0.014254061
2002,宜宾市,511500,四川省,510000,258.3,20.45,47.76,31.79,5053,,,,512.4,85,386,271,749800,,8089.949457,1420807380,13050.48235,,,391.508422,,,0.006454048
2002,广安市,511600,四川省,510000,154.44,29.67,34.37,35.95,3488,,,,444.3,57.7,700,1354,506700,,10508.29202,1208527631,17969.39608,,,1108.698558,,,0.037567521
2002,达州市,511700,四川省,510000,225.04,35.1,37.12,27.77,3608,,,,624.8,98.1,383,96,632300,,11128.75011,2110404723,20635.32157,,,1415.281487,,,0.018156311
2002,雅安市,511800,四川省,510000,89.52,23.81,47.62,28.56,5895,,,,152.6,29.6,100,209,429500,,6171.314596,1146288862,11032.61176,,,271.0786128,,,0.003903854
2002,巴中市,511900,四川省,510000,95.63,44.77,18.55,36.69,2718,,,,353.5,52.2,287,363,260300,,3473.211806,1184444709,6652.384314,,,640.0775902,,,0.011004632
2002,资阳市,512000,四川省,510000,168.01,36.14,31.37,32.49,3442,,,,488,59.6,613,228,310600,,4075.644495,915006575,7423.47451,,,735.4400467,,,0.027571343
2002,阿坝藏族羌族自治州,513200,四川省,510000,45.21,,,,5404,,,,83.8,16.2,,,369700,,5316.685088,4910522685,9777.74902,,,893.1985105,,,0.002265106
2002,甘孜藏族自治州,513300,四川省,510000,31.33,,,,3492,,,,90,14.1,,,274900,,2994.478407,8280758998,5495,,,684.4512024,,,0.000976922
2002,凉山彝族自治州,513400,四川省,510000,177.98,,,,4360,,,,410.4,49.6,,,533400,,12809.96459,4743211579,23647.39216,,,3491.97268,,,0.012760643
2002,兰州市,620100,甘肃省,620000,386.7843,4.5716,52.0764,43.3521,12948,,,,296.39,167.51,230,,1945400,,40489.0115,6644562499,65346.12549,,,25718.80704,,,0.391523288
2002,嘉峪关市,620200,甘肃省,620000,24.0336,3.4373,78.3407,18.222,14443,,,,16.83,14.65,55,,245854,,6940.042074,1174589274,10490.78039,,,7574.060823,,,1.186002869
2002,金昌市,620300,甘肃省,620000,45.2011,11.6223,69.6041,18.7737,9891,,,,45.85,21.44,52,,176498,,4665.755372,1339929363,8435.388235,,,2861.675473,,,0.073386618
2002,白银市,620400,甘肃省,620000,95.1751,14.4565,52.1607,33.3828,5468,,,,174.68,38.51,82,51,316568,,13964.46248,2780565817,24567.18824,,,5775.560811,,,0.057551454
2002,天水市,620500,甘肃省,620000,97.506,18.4678,41.7946,39.7377,2852,,,,343.2,65.52,240,31530,317497,,14556.70849,2333949380,26198.71765,,,3593.985392,,,0.051650107
2002,武威市,620600,甘肃省,620000,78.4706,31.7691,31.6934,36.5375,4069,,,,193.45,29.53,56,237,233490,,9088.151945,2657257420,17849.58824,,,2511.250564,,,0.015206564
2002,张掖市,620700,甘肃省,620000,75.66,36.2955,31.2947,32.4097,5973,,,,126.91,27.81,30,12,362447,,8648.756152,2960043129,16101.35686,,,1887.248764,,,0.00952442
2002,平凉市,620800,甘肃省,620000,72.7784,26.8488,34.3606,38.7906,3286,,,,222.18,29.61,199,,246467,,10072.18082,1711045434,17822.18431,,,1581.418375,,,0.028944333
2002,酒泉市,620900,甘肃省,620000,95.0705,20.7329,45.0444,34.2227,9905,,,,96.2,35.01,5,160,460219,,15613.49898,11092876284,27285.61961,,,6271.917079,,,0.007126543
2002,庆阳市,621000,甘肃省,620000,80.138,21.7224,43.0008,35.2768,3156,,,,254.8,30.34,94,,350492,,14929.85349,3172318909,26663.27843,,,2345.186381,,,0.017426596
2002,定西市,621100,甘肃省,620000,52.1327,41.9175,24.4568,33.6257,1766,,,,296.15,25.52,,,209774,,7734.823715,2093169501,14582.33333,,,1537.798064,,,0.015989555
2002,陇南市,621200,甘肃省,620000,47.2735,35.114,27.526,37.36,1765,,,,268.72,24.99,,,174038,,5857.143316,2190192695,11396.47843,,,861.6585329,,,0.006418013
2002,临夏回族自治州,622900,甘肃省,620000,33.7946,33.3044,33.4811,33.2145,1778,,,,190.79,20.73,,,119599,,6528.459272,1191303667,13300.14902,,,785.8252856,,,0.019594492
2002,甘南藏族自治州,623000,甘肃省,620000,16.7556,38.7256,20.996,40.2785,2534,,,,66.43,11.77,,,78110,,1968.941398,2171142340,3572.745098,,,460.6179057,,,0.002587701
2002,昆明市,530100,云南省,530000,730.0813,7.7,46.1,46.2,14864,,,,494.8,200.5,234,3053,2171365,,65651.08066,12171775349,102762.651,,,34292.69834,,,0.366963418
2002,曲靖市,530300,云南省,530000,254.3962,22.7,49.4,27.9,4596,,,,556.1,68.4,193,861,643541,,40284.54573,5981537541,68117.91765,,,9956.581117,,,0.077244844
2002,玉溪市,530400,云南省,530000,273.0769,10.9,65,24.1,13360,,,,205.4,35.7,134,1441,506952,,29128.68517,4295566428,51805.99608,,,9082.562243,,,0.138089079
2002,保山市,530500,云南省,530000,81.087,38.9,19.7,41.5,3425,,,,237.5,24.1,121,210,179579,,12378.9512,2448479996,25292.05882,,,3179.281893,,,0.037632403
2002,昭通市,530600,云南省,530000,112.6632,29.5,29.3,41.1,2231,,,,501.4,37.5,221,210,227852,,4947.095254,1900440300,8019.098039,,,1128.909426,,,0.011097554
2002,楚雄彝族自治州,532300,云南省,530000,125.4637,28.4,42.3,29.3,4958,,,,253.7,34.9,,,272334,,12786.76893,3244989181,22542.52549,,,3323.505528,,,0.026309993
2002,红河哈尼族彝族自治州,532500,云南省,530000,180.5732,21.9,50.2,27.9,4544,,,,398.7,71.3,,,518085,,32401.31078,5621486337,58566.98039,,,8042.590431,,,0.057082784
2002,文山壮族苗族自治州,532600,云南省,530000,87.136,33.5,27.3,39.2,2655,,,,329.9,29,,,276060,,8984.689511,2823050268,17429.84314,,,2019.598042,,,0.014648777
2002,普洱市,530800,云南省,530000,66.5881,31,29,40,2661,,,,232.7,30.7,,720,193563,,13010.47846,3997108842,24449.72941,,,2523.873729,,,0.013047965
2002,西双版纳傣族自治州,532800,云南省,530000,52.3199,35.4,15.7,48.9,6075,,,,86.3,26.8,,15,123537,,6159.450582,2054963488,13112.04314,,,1656.155164,,,0.020049108
2002,大理白族自治州,532900,云南省,530000,158.8941,32.1,30,37.9,4783,,,,333.4,40.4,,201,358132,,22926.90125,4562082658,44381.24706,,,6515.283498,,,0.051632483
2002,德宏傣族景颇族自治州,533100,云南省,530000,38.4075,31.8,20.8,47.4,3718,,,,103.8,19.9,,454,110889,,9563.065039,2209581320,19667.06275,,,2237.287161,,,0.045340972
2002,丽江市,530700,云南省,530000,36.948,26.8,25.5,47.7,3329,,,,111.2,14,54,488,149983,,6038.029198,2137865136,10540.01176,,,2378.776705,,,0.025685586
2002,怒江傈僳族自治州,533300,云南省,530000,13.0319,25.2,37.2,37.6,2791,,,,46.8,7,,,70813,,2217.321881,1041527113,4410.407843,,,482.5093791,,,0.007336659
2002,迪庆藏族自治州,533400,云南省,530000,11.9073,29.1,26.6,44.3,3395,,,,33.4,4.3,,,103524,,1727.585564,1594966512,2689.333333,,,350.2121642,,,0.003321919
2002,临沧市,530900,云南省,530000,66.0252,40.3,27.8,31.9,2908,,,,215.9,21.4,,,220988,,10944.33921,2626372189,22531.86667,,,2281.256431,,,0.021929805
2002,西安市,610100,陕西省,610000,826.68,5.8,45.23,48.97,11831,,,,702.5939,300.0463,704,22127,3417322,,70681.22299,12497132288,111500.8902,,,47915.38603,,,0.97964681
2002,铜川市,610200,陕西省,610000,40.9,10.07,45.23,44.69,4889,,,,83.789,39.1821,216,175,180903,,8165.061366,1150567271,16005.72941,,,1512.491733,,,0.07912922
2002,宝鸡市,610300,陕西省,610000,250.37,12.34,49.06,38.6,6863,,,,365.208,87.0856,201,,909165,,26197.55486,4071739438,47291.63529,,,5889.932492,,,0.066987086
2002,咸阳市,610400,陕西省,610000,281.89,22.14,42.46,35.4,5879,,,,495.6563,101.4216,472,1835,881156,,40415.97427,6392998371,72257.48627,,,8428.61576,,,0.167201083
2002,渭南市,610500,陕西省,610000,201.53,24.37,36.57,39.06,3790,,,,532.651,95.3097,406,4122,630151,,48557.10245,5060993995,89503.48235,,,5439.365119,,,0.085596763
2002,延安市,610600,陕西省,610000,179.71,19.23,54.86,25.91,9010,,,,200.7403,45.9715,54,500,700063,,40492.1066,8097137845,72801.08627,,,7432.116388,,,0.040275747
2002,汉中市,610700,陕西省,610000,141.31,23.29,33.58,43.13,3819,,,,370.4388,70.3497,136,1605,504797,,16390.19784,3418187549,31053.84314,,,2531.503247,,,0.019536393
2002,榆林市,610800,陕西省,610000,162.83,15.88,53.75,30.37,4953,,,,329.5633,49.2041,76,,614178,,36275.98756,10099732479,60804.01569,,,8541.67275,,,0.039110768
2002,安康市,610900,陕西省,610000,91.08,27.53,24.32,48.14,3107,,,,293.2395,41.9864,125,,420567,,8099.906245,2207466829,15996.47059,,,1357.651625,,,0.012105616
2002,福州市,350100,福建省,350000,1160.53,13.4,44.4,42.1,19387,,,,597.54,,499,109817,2327077,,62577.79884,9440112437,100638.0314,,,14267.40303,,,0.260633149
2002,厦门市,350200,福建省,350000,648.36,3.4,53.1,43.4,47270,,,,137.16,,876,62093,2070498,,37098.76315,5690570530,51617.23529,,,22883.87289,,,2.931133039
2002,莆田市,350300,福建省,350000,232.08,17,47,36,7708,,,,301.15,,738,24057,300003,,24180.53778,3881211519,40790.67843,,,4504.527762,,,0.249307162
2002,三明市,350400,福建省,350000,286.57,27.3,34.1,38.6,10679,,,,267.49,,117,6108,421810,,21134.5137,3609841141,39925.57255,,,3199.234884,,,0.03108988
2002,泉州市,350500,福建省,350000,1223.06,7.7,56.4,35.9,16650,,,,659.03,,607,82101,1370648,,92788.29175,15830934321,147145.4314,,,31766.63107,,,0.628263207
2002,漳州市,350600,福建省,350000,534.7,28.3,33.5,38.2,11749,,,,453.25,,359,71420,893697,,40768.57843,6521832250,72963.66667,,,6584.869721,,,0.109915403
2002,南平市,350700,福建省,350000,254.98,27.9,31.4,40.7,8368,,,,304.47,,116,22006,526191,,20535.94517,3277889686,38860.81569,,,2867.189529,,,0.024136445
2002,龙岩市,350800,福建省,350000,257.86,23.6,38.5,37.9,8944,,,,286.85,,151,3029,469012,,21694.5874,3538720677,40211.49412,,,4537.752584,,,0.053653814
2002,宁德市,350900,福建省,350000,244.06,28,30.7,41.3,7483,,,,325.44,,242,6861,353543,,22232.01668,2413863953,40800.30588,,,1621.635466,,,0.026606556
2002,南宁市,450100,广西壮族自治区,450000,356.07,14.37,28.8,56.83,12025,,,,297.71,124.08,297,11987,1455600,,41500.56016,7351045159,72944.39216,,,10794.98033,,,0.111925439
2002,柳州市,450200,广西壮族自治区,450000,285.23,9.74,49.71,40.55,8207,,,,348.5,119.48,354,5283,757800,,23283.86903,4404454287,39282.35686,,,4209.031869,,,0.051076682
2002,桂林市,450300,广西壮族自治区,450000,357.75,29.83,30.9,39.27,7358,,,,487.62,108.34,175,10160,974100,,22517.91834,4126575521,39798.07451,,,4759.82423,,,0.03872281
2002,梧州市,450400,广西壮族自治区,450000,153.16,30.1,30.73,39.18,5276,,,,291.35,57.42,231,6283,301400,,8490.554496,2047109073,15954.7098,,,566.8779792,,,0.0103068
2002,北海市,450500,广西壮族自治区,450000,134.39,28.95,28.23,42.82,9262,,,,145.49,42.37,436,2223,266000,,13278.02383,1854916993,24427.22745,,,1723.883834,,,0.104609481
2002,防城港市,450600,广西壮族自治区,450000,69.28,29.37,31.8,38.83,8879,,,,78.31,19.51,127,2055,160300,,5963.153093,1070513728,10755.96078,,,510.0079439,,,0.018920649
2002,钦州市,450700,广西壮族自治区,450000,154.66,48.68,19.94,31.38,4663,,,,333.44,36.34,308,780,353000,,9883.042266,1853608395,19043.10196,,,1730.143807,,,0.036427656
2002,贵港市,450800,广西壮族自治区,450000,126.27,37.01,23.52,39.47,2745,,,,462.45,49.21,436,750,294700,,14086.36337,1941433855,25399.46275,,,902.9030827,,,0.019451429
2002,玉林市,450900,广西壮族自治区,450000,225.61,35.73,31.69,32.58,3859,,,,587.13,67.76,457,4997,338600,,16236.18041,2679279363,29948.3098,,,2149.032907,,,0.038506978
2002,百色市,451000,广西壮族自治区,450000,144.24,35.46,28.88,35.66,3877,,,,366.87,46.21,101,1160,580800,,14260.13165,3713643260,25899.6,,,1806.035135,,,0.011335532
2002,贺州市,451100,广西壮族自治区,450000,110.26,37.93,27.83,34.24,5301,,,,208.53,28.35,176,1471,125100,,6279.129548,1280277561,12503.65098,,,507.3009551,,,0.009787006
2002,河池市,451200,广西壮族自治区,450000,144.61,30.87,26.39,42.74,3864,,,,379.51,56.2,113,67,534500,,12544.41978,2932154809,23151.50196,,,960.2499074,,,0.006489731
2002,来宾市,451300,广西壮族自治区,450000,103.59,39.66,31.47,28.87,4324,,,,240.95,34.73,188,58,241100,,9453.001032,1807265570,18181.15294,,,574.3417979,,,0.009774892
2002,郑州市,410100,河南省,410000,928.289,5.0937,48.8765,46.0298,14527,,,,644,241.616,872,9156,3320775,,85909.31797,14573365706,138599.6784,,,39022.17812,,,1.065582146
2002,开封市,410200,河南省,410000,269.8982,30.3915,35.9417,33.6668,5757,,,,470.25,93.437,735,1048,483223,,30099.312,3261381728,54060.48235,,,7784.809422,,,0.255863925
2002,洛阳市,410300,河南省,410000,535.0145,10.1948,53.5496,36.2556,8489,,,,632.1,159.657,417,1856,1449926,,50735.59246,7472947515,87731.96078,,,13238.5837,,,0.179470958
2002,平顶山市,410400,河南省,410000,321.513,14.1915,53.2672,32.5414,6634,,,,486.21,119.375,615,1827,588694,,34574.8273,5200747505,62307.58431,,,5581.495976,,,0.146342949
2002,安阳市,410500,河南省,410000,312.641,18.9769,50.1158,30.9073,5978,,,,524.73,97.906,709,1353,806626,,49836.76921,5874269045,84489.82353,,,13950.73768,,,0.384014456
2002,鹤壁市,410600,河南省,410000,105.0506,19.4585,50.5359,30.0055,7422,,,,141.97,44.898,664,1243,254334,,16317.94981,1891317080,27953.01961,,,2325.640194,,,0.219999217
2002,新乡市,410700,河南省,410000,340.4699,21.3254,44.2189,34.4557,6268,,,,544.59,115.177,674,3693,987766,,55391.36867,6741211094,94202.22745,,,9013.726373,,,0.221993881
2002,焦作市,410800,河南省,410000,287.6249,14.7781,52.6275,32.5944,8599,,,,336.26,96.763,827,3936,719999,,37122.37375,4512018843,62738.56078,,,10727.23132,,,0.539667825
2002,濮阳市,410900,河南省,410000,237.135,20.9021,54.2968,24.8011,6745,,,,352.6,62.625,843,3447,895269,,32960.72032,3500759610,54785.02745,,,5671.601555,,,0.269810485
2002,许昌市,411000,河南省,410000,362.8207,18.9753,55.4071,25.6176,8173,,,,445.07,78.922,890,2059,749168,,31843.20005,3813823454,57664.06667,,,5402.288813,,,0.223796979
2002,漯河市,411100,河南省,410000,200.7737,21.9949,55.327,22.6782,8108,,,,248.71,59.761,984,3416,495972,,18825.79,2088647605,31568.15686,,,4838.389489,,,0.373042423
2002,三门峡市,411200,河南省,410000,197.1858,11.2316,53.7757,34.9927,8995,,,,220.13,62.115,209,2120,586986,,23605.57713,2998102083,42063.91373,,,7253.431696,,,0.150417002
2002,南阳市,411300,河南省,410000,625.0672,29.2316,45.6514,25.117,5909,,,,1060.33,154.742,397,3349,1579715,,54002.69756,6528811289,96574.9451,,,8184.40849,,,0.064463316
2002,商丘市,411400,河南省,410000,342.7291,40.4239,32.8465,26.7297,4258,,,,807.12,136.446,767,1800,1041169,,44013.41349,4499261716,83052.04706,,,5491.020231,,,0.10568703
2002,信阳市,411500,河南省,410000,311.9211,31.5831,37.0511,31.3658,4034,,,,775.82,119.407,399,1552,1163452,,29771.41396,3713564430,58354.15294,,,3577.498277,,,0.039952702
2002,周口市,411600,河南省,410000,413.5687,36.71,39.1366,24.1534,3936,,,,1054,114.242,892,1187,1046326,,40166.72793,3640279689,80675.28235,,,4066.957844,,,0.070473024
2002,驻马店市,411700,河南省,410000,331.6976,32.7151,39.5499,27.7351,4053,,,,821.04,91.883,544,770,764297,,32534.64491,3665519042,61836.01176,,,4515.966922,,,0.062650022
2002,哈尔滨市,230100,黑龙江省,230000,1232.1,16.2,35.2,48.6,12993,,,,948.28,,179,20456,,,142069.3883,17202409560,243521.2627,,,70715.38467,,,0.232947172
2002,齐齐哈尔市,230200,黑龙江省,230000,331.4,26.8,33.2,40.1,5912,,,,561.06,,132,1740,,,62859.82298,7836073119,117949.1059,,,23854.74309,,,0.095051424
2002,鸡西市,230300,黑龙江省,230000,149.1,24.9,41.1,34,7607,,,,196.03,,87,594,,,34152.81194,3883960182,62929.00784,,,7581.90376,,,0.058909769
2002,鹤岗市,230400,黑龙江省,230000,76.9,24.9,40.9,34.2,6922,,,,110.89,,76,14,,,26410.49824,3006770505,43693.2902,,,7039.279402,,,0.080619559
2002,双鸭山市,230500,黑龙江省,230000,100.6,28.5,38.5,33,6681,,,,150.93,,67,,,,38032.64792,4338110420,69343.29412,,,7497.582192,,,0.056146293
2002,大庆市,230600,黑龙江省,230000,1030.7,2.9,86.2,10.9,40674,,,,254.62,,120,1663,,,110600.8302,14624390894,172719.6745,,,65179.08871,,,0.530734627
2002,伊春市,230700,黑龙江省,230000,85.3,16,48.7,35.2,6464,,,,131.88,,40,164,,,32367.90228,4486381132,54304.2902,,,9278.026009,,,0.047472419
2002,佳木斯市,230800,黑龙江省,230000,184.7,26.8,28,45.2,7628,,,,243.62,,74,117,,,57298.84586,5904379772,97571.31765,,,10162.15157,,,0.05300839
2002,七台河市,230900,黑龙江省,230000,69.7,11.4,48.9,39.8,8054,,,,86.34,,139,863,,,21031.03438,2286739965,36237.23922,,,3727.48081,,,0.118395072
2002,牡丹江市,231000,黑龙江省,230000,242.4,10.5,43.3,46.2,8943,,,,271.01,,67,1687,,,29912.75184,5998434769,50294.81569,,,12637.51971,,,0.057935562
2002,黑河市,231100,黑龙江省,230000,89.6,32.9,20.8,46.3,5167,,,,173.79,,25,86,,,35436.14041,6416874990,59399.66667,,,7512.26256,,,0.01834198
2002,绥化市,231200,黑龙江省,230000,320.2,31.6,25,43.4,5830,,,,550.56,,157,530,,,60432.93659,6162726408,112186.8471,,,11840.83623,,,0.058006214
2002,大兴安岭地区,232700,黑龙江省,230000,48.6,14.3,45.2,40.5,9176,,,,53.05,,,,,,16688.87446,4997015401,32175.5098,,,4261.140746,,,0.009869905
2002,武汉市,420100,湖北省,420000,1492.74,6,44.24,49.76,,,,,768.1,,904,157602,5704800,,74017.57617,14050338851,118283.8392,,,38484.85457,,,0.962458413
2002,黄石市,420200,湖北省,420000,245.45,8.12,53.04,38.83,,,,,253.3,,553,15404,544500,,11712.07452,1818392143,21255.56471,,,1817.491375,,,0.085967685
2002,十堰市,420300,湖北省,420000,231.52,12.47,54.95,32.58,,,,,338.7,,143,2405,457000,,15093.25324,3117875045,26384.85098,,,3805.911223,,,0.033778744
2002,宜昌市,420500,湖北省,420000,444.06,13.44,55.48,31.08,,,,,397.3,,189,25533,2649100,,30486.95739,4433750300,51351.76471,,,4992.412322,,,0.050381584
2002,襄阳市,420600,湖北省,420000,456.62,22.67,45.53,31.8,,,,,577.4,,293,5526,967800,,30446.9759,4333684115,53113.85882,,,6447.968672,,,0.069169536
2002,鄂州市,420700,湖北省,420000,111.34,14.06,51.34,34.61,,,,,103.6,,689,4523,322800,,7748.662058,1204915887,13991.85098,,,1759.653743,,,0.238476271
2002,荆门市,420800,湖北省,420000,293.46,20.88,44.04,35.09,,,,,300.5,,242,5097,617200,,15055.67331,1989419492,26779.30588,,,2444.926623,,,0.042274606
2002,孝感市,420900,湖北省,420000,314.06,24.19,41.93,33.88,,,,,506.3,,568,5808,813900,,18505.04781,2394489835,35481.66275,,,3733.796769,,,0.089406308
2002,荆州市,421000,湖北省,420000,359.1,26.93,41.38,31.69,,,,,647.5,,456,5011,1005700,,27296.1529,3014183202,49066.78039,,,3012.869719,,,0.046154021
