city,cityCode,year,hdmsp,province,provinceCode
可克达拉市,659008,1994,718.9647059,新疆维吾尔自治区,650000
昆玉市,659009,1994,0,新疆维吾尔自治区,650000
石河子市,659001,1994,5451.701961,新疆维吾尔自治区,650000
双河市,659007,1994,713.7254902,新疆维吾尔自治区,650000
铁门关市,659006,1994,918.027451,新疆维吾尔自治区,650000
图木舒克市,659003,1994,0,新疆维吾尔自治区,650000
五家渠市,659004,1994,2346.698039,新疆维吾尔自治区,650000
新星市,659011,1994,84.24313725,新疆维吾尔自治区,650000
澳门特别行政区,820000,1994,3176.933333,澳门特别行政区,820000
香港特别行政区,810000,1994,65752.83137,香港特别行政区,810000
大兴安岭地区,232700,1995,26486.72549,黑龙江省,230000
台湾省,710000,1995,683180.9922,台湾省,710000
安庆市,340800,1995,21615.90196,安徽省,340000
蚌埠市,340300,1995,21345.21569,安徽省,340000
亳州市,341600,1995,18105.40784,安徽省,340000
池州市,341700,1995,6786.458824,安徽省,340000
滁州市,341100,1995,32484.24314,安徽省,340000
阜阳市,341200,1995,38004.44706,安徽省,340000
合肥市,340100,1995,56499.17647,安徽省,340000
淮北市,340600,1995,19464.21176,安徽省,340000
淮南市,340400,1995,28364.56471,安徽省,340000
黄山市,341000,1995,5502.396078,安徽省,340000
六安市,341500,1995,18368.04314,安徽省,340000
马鞍山市,340500,1995,28974.29804,安徽省,340000
宿州市,341300,1995,28791.63529,安徽省,340000
铜陵市,340700,1995,11546.74902,安徽省,340000
芜湖市,340200,1995,26853.91765,安徽省,340000
宣城市,341800,1995,17841.85882,安徽省,340000
福州市,350100,1995,70922.55686,福建省,350000
龙岩市,350800,1995,28096.5098,福建省,350000
南平市,350700,1995,25487.3098,福建省,350000
宁德市,350900,1995,20216.38039,福建省,350000
莆田市,350300,1995,25859.64706,福建省,350000
泉州市,350500,1995,83723.10588,福建省,350000
三明市,350400,1995,24830.27059,福建省,350000
厦门市,350200,1995,36486.58039,福建省,350000
漳州市,350600,1995,50811.19216,福建省,350000
白银市,620400,1995,25227.21569,甘肃省,620000
定西市,621100,1995,6383.592157,甘肃省,620000
嘉峪关市,620200,1995,4925.858824,甘肃省,620000
金昌市,620300,1995,6902.019608,甘肃省,620000
酒泉市,620900,1995,16497.38431,甘肃省,620000
兰州市,620100,1995,53227.2902,甘肃省,620000
陇南市,621200,1995,7260.701961,甘肃省,620000
平凉市,620800,1995,10999.17255,甘肃省,620000
庆阳市,621000,1995,14242.27843,甘肃省,620000
天水市,620500,1995,12719.40784,甘肃省,620000
武威市,620600,1995,9176.870588,甘肃省,620000
张掖市,620700,1995,9328.831373,甘肃省,620000
潮州市,445100,1995,26450.58039,广东省,440000
东莞市,441900,1995,119459.7137,广东省,440000
佛山市,440600,1995,110566.3686,广东省,440000
广州市,440100,1995,157843.8745,广东省,440000
河源市,441600,1995,16062.62353,广东省,440000
惠州市,441300,1995,63403.38039,广东省,440000
江门市,440700,1995,72565.43137,广东省,440000
揭阳市,445200,1995,42727.23529,广东省,440000
茂名市,440900,1995,39342.38431,广东省,440000
梅州市,441400,1995,33295.39216,广东省,440000
清远市,441800,1995,36946.31373,广东省,440000
汕头市,440500,1995,53474.98039,广东省,440000
汕尾市,441500,1995,27939.47843,广东省,440000
韶关市,440200,1995,30572.85098,广东省,440000
深圳市,440300,1995,101326.3333,广东省,440000
阳江市,441700,1995,21782.40392,广东省,440000
云浮市,445300,1995,17748.00784,广东省,440000
湛江市,440800,1995,51631.78039,广东省,440000
肇庆市,441200,1995,39545.35294,广东省,440000
中山市,442000,1995,61560.68627,广东省,440000
珠海市,440400,1995,39669.32941,广东省,440000
安顺市,520400,1995,8528.564706,贵州省,520000
毕节市,520500,1995,6074.12549,贵州省,520000
贵阳市,520100,1995,26638.81176,贵州省,520000
六盘水市,520200,1995,21859.3098,贵州省,520000
铜仁市,520600,1995,2725.407843,贵州省,520000
遵义市,520300,1995,12152.02745,贵州省,520000
儋州市,460400,1995,10543.62353,海南省,460000
海口市,460100,1995,21279.70588,海南省,460000
三沙市,460300,1995,50.20784314,海南省,460000
三亚市,460200,1995,17152.44314,海南省,460000
保定市,130600,1995,145815.0745,河北省,130000
沧州市,130900,1995,145139.5137,河北省,130000
承德市,130800,1995,35689.42745,河北省,130000
邯郸市,130400,1995,159305.8745,河北省,130000
衡水市,131100,1995,70949.53333,河北省,130000
廊坊市,131000,1995,100874.9373,河北省,130000
秦皇岛市,130300,1995,49021.84706,河北省,130000
石家庄市,130100,1995,137173.2627,河北省,130000
唐山市,130200,1995,155217.102,河北省,130000
邢台市,130500,1995,107493.2275,河北省,130000
张家口市,130700,1995,66594.51373,河北省,130000
安阳市,410500,1995,68680.36863,河南省,410000
鹤壁市,410600,1995,21728.36078,河南省,410000
焦作市,410800,1995,53711.48627,河南省,410000
开封市,410200,1995,35340.05882,河南省,410000
洛阳市,410300,1995,69130.72549,河南省,410000
漯河市,411100,1995,20438.88627,河南省,410000
南阳市,411300,1995,62839.61176,河南省,410000
平顶山市,410400,1995,63088.09804,河南省,410000
濮阳市,410900,1995,45154.43529,河南省,410000
三门峡市,411200,1995,35190.82353,河南省,410000
商丘市,411400,1995,32823.62353,河南省,410000
新乡市,410700,1995,69984.74902,河南省,410000
信阳市,411500,1995,31669.02353,河南省,410000
许昌市,411000,1995,41112.95686,河南省,410000
郑州市,410100,1995,109723.6275,河南省,410000
周口市,411600,1995,39569.79216,河南省,410000
驻马店市,411700,1995,31895.25098,河南省,410000
大庆市,230600,1995,101716.5059,黑龙江省,230000
哈尔滨市,230100,1995,182425.0353,黑龙江省,230000
鹤岗市,230400,1995,29780.32549,黑龙江省,230000
黑河市,231100,1995,54348.3451,黑龙江省,230000
鸡西市,230300,1995,43550.78824,黑龙江省,230000
佳木斯市,230800,1995,58309.36078,黑龙江省,230000
牡丹江市,231000,1995,47940.86275,黑龙江省,230000
七台河市,230900,1995,19657.21961,黑龙江省,230000
齐齐哈尔市,230200,1995,81722.09412,黑龙江省,230000
双鸭山市,230500,1995,38816.66667,黑龙江省,230000
绥化市,231200,1995,66011.56078,黑龙江省,230000
伊春市,230700,1995,32319.00784,黑龙江省,230000
鄂州市,420700,1995,11325.07059,湖北省,420000
黄冈市,421100,1995,27537.89412,湖北省,420000
黄石市,420200,1995,20049.67843,湖北省,420000
荆门市,420800,1995,18420.22745,湖北省,420000
荆州市,421000,1995,32640.51765,湖北省,420000
十堰市,420300,1995,17693.3098,湖北省,420000
随州市,421300,1995,7299.92549,湖北省,420000
武汉市,420100,1995,85231.82745,湖北省,420000
咸宁市,421200,1995,11869.03922,湖北省,420000
襄阳市,420600,1995,42761.47059,湖北省,420000
孝感市,420900,1995,20110.78039,湖北省,420000
宜昌市,420500,1995,41430.0902,湖北省,420000
常德市,430700,1995,17707.81569,湖南省,430000
郴州市,431000,1995,17156.6549,湖南省,430000
衡阳市,430400,1995,17200.9451,湖南省,430000
怀化市,431200,1995,12404.18039,湖南省,430000
娄底市,431300,1995,13748.27451,湖南省,430000
邵阳市,430500,1995,8376.607843,湖南省,430000
湘潭市,430300,1995,14632.25882,湖南省,430000
益阳市,430900,1995,8660.678431,湖南省,430000
永州市,431100,1995,9673.023529,湖南省,430000
岳阳市,430600,1995,23104.30196,湖南省,430000
张家界市,430800,1995,3643.192157,湖南省,430000
长沙市,430100,1995,33359.10588,湖南省,430000
株洲市,430200,1995,13751.75294,湖南省,430000
白城市,220800,1995,20777.91373,吉林省,220000
白山市,220600,1995,25369.26667,吉林省,220000
吉林市,220200,1995,78347.65098,吉林省,220000
辽源市,220400,1995,17088.35686,吉林省,220000
四平市,220300,1995,31133.00392,吉林省,220000
松原市,220700,1995,38268.50196,吉林省,220000
通化市,220500,1995,30377.25098,吉林省,220000
长春市,220100,1995,117883.0863,吉林省,220000
常州市,320400,1995,58102.53725,江苏省,320000
淮安市,320800,1995,55534.84706,江苏省,320000
连云港市,320700,1995,59917.31373,江苏省,320000
南京市,320100,1995,99512.43922,江苏省,320000
南通市,320600,1995,107274.0118,江苏省,320000
苏州市,320500,1995,141413.8275,江苏省,320000
宿迁市,321300,1995,38316.01176,江苏省,320000
泰州市,321200,1995,64704.08235,江苏省,320000
无锡市,320200,1995,89656.61569,江苏省,320000
徐州市,320300,1995,93497.6,江苏省,320000
盐城市,320900,1995,83896.37647,江苏省,320000
扬州市,321000,1995,70316.59608,江苏省,320000
镇江市,321100,1995,49802.47059,江苏省,320000
抚州市,361000,1995,7227.933333,江西省,360000
赣州市,360700,1995,19496.36078,江西省,360000
吉安市,360800,1995,11265.18431,江西省,360000
景德镇市,360200,1995,8078.490196,江西省,360000
九江市,360400,1995,20881.58039,江西省,360000
南昌市,360100,1995,29202.52941,江西省,360000
萍乡市,360300,1995,5789.439216,江西省,360000
上饶市,361100,1995,17156.43529,江西省,360000
新余市,360500,1995,8100.917647,江西省,360000
宜春市,360900,1995,19124.64314,江西省,360000
鹰潭市,360600,1995,6025.784314,江西省,360000
鞍山市,210300,1995,58763.41569,辽宁省,210000
本溪市,210500,1995,25113.98431,辽宁省,210000
朝阳市,211300,1995,54511.85882,辽宁省,210000
大连市,210200,1995,102793.7961,辽宁省,210000
丹东市,210600,1995,29241.29804,辽宁省,210000
抚顺市,210400,1995,34947.75686,辽宁省,210000
阜新市,210900,1995,30131.20784,辽宁省,210000
葫芦岛市,211400,1995,49190.68627,辽宁省,210000
锦州市,210700,1995,60448.36078,辽宁省,210000
辽阳市,211000,1995,40575.4902,辽宁省,210000
盘锦市,211100,1995,43544.03922,辽宁省,210000
沈阳市,210100,1995,117385.4078,辽宁省,210000
铁岭市,211200,1995,48059.62745,辽宁省,210000
营口市,210800,1995,41123.84706,辽宁省,210000
海东市,630200,1995,7683.098039,青海省,630000
西宁市,630100,1995,16626.74902,青海省,630000
滨州市,371600,1995,75129.11765,山东省,370000
德州市,371400,1995,97801.83922,山东省,370000
东营市,370500,1995,84953.8902,山东省,370000
菏泽市,371700,1995,64270.69804,山东省,370000
济南市,370100,1995,124484.1176,山东省,370000
济宁市,370800,1995,100573.8588,山东省,370000
聊城市,371500,1995,74665.6902,山东省,370000
临沂市,371300,1995,119866.7255,山东省,370000
青岛市,370200,1995,139155.8078,山东省,370000
日照市,371100,1995,38630.10196,山东省,370000
泰安市,370900,1995,74957.55294,山东省,370000
威海市,371000,1995,51136.95294,山东省,370000
潍坊市,370700,1995,147575.3059,山东省,370000
烟台市,370600,1995,133745.949,山东省,370000
枣庄市,370400,1995,54465.72549,山东省,370000
淄博市,370300,1995,90179.61176,山东省,370000
大同市,140200,1995,75885.81961,山西省,140000
晋城市,140500,1995,68356.1098,山西省,140000
晋中市,140700,1995,86973.01569,山西省,140000
临汾市,141000,1995,156527.2941,山西省,140000
吕梁市,141100,1995,107021.4157,山西省,140000
朔州市,140600,1995,36792.69412,山西省,140000
太原市,140100,1995,84472.30196,山西省,140000
忻州市,140900,1995,60433.28627,山西省,140000
阳泉市,140300,1995,33044.04314,山西省,140000
运城市,140800,1995,75886.35686,山西省,140000
长治市,140400,1995,64672.05098,山西省,140000
安康市,610900,1995,5490.12549,陕西省,610000
宝鸡市,610300,1995,37640.61176,陕西省,610000
汉中市,610700,1995,19044.98039,陕西省,610000
商洛市,611000,1995,6007.062745,陕西省,610000
铜川市,610200,1995,12670.30588,陕西省,610000
渭南市,610500,1995,76380.12549,陕西省,610000
西安市,610100,1995,83274.58039,陕西省,610000
咸阳市,610400,1995,52565.08235,陕西省,610000
延安市,610600,1995,34155.35294,陕西省,610000
榆林市,610800,1995,54586.09804,陕西省,610000
巴中市,511900,1995,2351.27451,四川省,510000
成都市,510100,1995,66978.77647,四川省,510000
达州市,511700,1995,14335.10588,四川省,510000
德阳市,510600,1995,22453.27451,四川省,510000
广安市,511600,1995,7445.827451,四川省,510000
广元市,510800,1995,15774.55686,四川省,510000
乐山市,511100,1995,9853.941176,四川省,510000
泸州市,510500,1995,5908.109804,四川省,510000
眉山市,511400,1995,5352.34902,四川省,510000
绵阳市,510700,1995,22058.27059,四川省,510000
南充市,511300,1995,8861.258824,四川省,510000
内江市,511000,1995,10093.52941,四川省,510000
攀枝花市,510400,1995,25044.63922,四川省,510000
遂宁市,510900,1995,5106.596078,四川省,510000
雅安市,511800,1995,3270.247059,四川省,510000
宜宾市,511500,1995,6690.070588,四川省,510000
资阳市,512000,1995,1980.427451,四川省,510000
自贡市,510300,1995,5531.572549,四川省,510000
保山市,530500,1995,8179.611765,云南省,530000
昆明市,530100,1995,64061.78431,云南省,530000
丽江市,530700,1995,5767.223529,云南省,530000
临沧市,530900,1995,5992.439216,云南省,530000
普洱市,530800,1995,7665.631373,云南省,530000
曲靖市,530300,1995,35312.07843,云南省,530000
玉溪市,530400,1995,22829.14118,云南省,530000
昭通市,530600,1995,3612.811765,云南省,530000
杭州市,330100,1995,99912.59216,浙江省,330000
湖州市,330500,1995,49650.83529,浙江省,330000
嘉兴市,330400,1995,61422.37647,浙江省,330000
金华市,330700,1995,44652.96863,浙江省,330000
丽水市,331100,1995,15502.96078,浙江省,330000
宁波市,330200,1995,98726.15294,浙江省,330000
衢州市,330800,1995,19790.83922,浙江省,330000
绍兴市,330600,1995,56139.99608,浙江省,330000
台州市,331000,1995,49363.42745,浙江省,330000
温州市,330300,1995,57482.17647,浙江省,330000
舟山市,330900,1995,10160.93725,浙江省,330000
甘南藏族自治州,623000,1995,1453,甘肃省,620000
临夏回族自治州,622900,1995,8178.968627,甘肃省,620000
黔东南苗族侗族自治州,522600,1995,4352.972549,贵州省,520000
黔南布依族苗族自治州,522700,1995,8405.615686,贵州省,520000
黔西南布依族苗族自治州,522300,1995,9129.164706,贵州省,520000
恩施土家族苗族自治州,422800,1995,5202.988235,湖北省,420000
湘西土家族苗族自治州,433100,1995,4791.156863,湖南省,430000
延边朝鲜族自治州,222400,1995,33985.32157,吉林省,220000
果洛藏族自治州,632600,1995,47,青海省,630000
海北藏族自治州,632200,1995,2163.313725,青海省,630000
海南藏族自治州,632500,1995,1529,青海省,630000
海西蒙古族藏族自治州,632800,1995,13995.65882,青海省,630000
黄南藏族自治州,632300,1995,1428.270588,青海省,630000
玉树藏族自治州,632700,1995,157,青海省,630000
阿坝藏族羌族自治州,513200,1995,1023.188235,四川省,510000
甘孜藏族自治州,513300,1995,532.6666667,四川省,510000
凉山彝族自治州,513400,1995,9074.592157,四川省,510000
楚雄彝族自治州,532300,1995,11963.89804,云南省,530000
大理白族自治州,532900,1995,14521.06667,云南省,530000
德宏傣族景颇族自治州,533100,1995,8270.007843,云南省,530000
迪庆藏族自治州,533400,1995,526.9411765,云南省,530000
红河哈尼族彝族自治州,532500,1995,31068.01961,云南省,530000
怒江傈僳族自治州,533300,1995,1345.254902,云南省,530000
文山壮族苗族自治州,532600,1995,6133.168627,云南省,530000
西双版纳傣族自治州,532800,1995,6947.447059,云南省,530000
白沙黎族自治县,469025,1995,1267.466667,海南省,460000
保亭黎族苗族自治县,469029,1995,1222.713725,海南省,460000
昌江黎族自治县,469026,1995,3874.976471,海南省,460000
澄迈县,469023,1995,4268.52549,海南省,460000
定安县,469021,1995,1789.533333,海南省,460000
东方市,469007,1995,5587.87451,海南省,460000
乐东黎族自治县,469027,1995,2734,海南省,460000
临高县,469024,1995,2939.501961,海南省,460000
陵水黎族自治县,469028,1995,3712.019608,海南省,460000
琼海市,469002,1995,5612.058824,海南省,460000
琼中黎族苗族自治县,469030,1995,1266.827451,海南省,460000
屯昌县,469022,1995,1754.411765,海南省,460000
万宁市,469006,1995,8363.517647,海南省,460000
文昌市,469005,1995,4235.407843,海南省,460000
五指山市,469001,1995,1687.352941,海南省,460000
济源市,419001,1995,13000.68235,河南省,410000
潜江市,429005,1995,8899.266667,湖北省,420000
神农架林区,429021,1995,212,湖北省,420000
天门市,429006,1995,3702.039216,湖北省,420000
仙桃市,429004,1995,5286.933333,湖北省,420000
北京市,110000,1995,324343.3961,北京市,110000
上海市,310000,1995,252677.4353,上海市,310000
天津市,120000,1995,254806.498,天津市,120000
重庆市,500000,1995,76456.52941,重庆市,500000
阿拉善盟,152900,1995,9999.278431,内蒙古自治区,150000
锡林郭勒盟,152500,1995,11159.01961,内蒙古自治区,150000
兴安盟,152200,1995,11453.99608,内蒙古自治区,150000
阿里地区,542500,1995,49,西藏自治区,540000
阿克苏地区,652900,1995,13277.4549,新疆维吾尔自治区,650000
阿勒泰地区,654300,1995,7933.160784,新疆维吾尔自治区,650000
和田地区,653200,1995,4233.098039,新疆维吾尔自治区,650000
喀什地区,653100,1995,16481,新疆维吾尔自治区,650000
塔城地区,654200,1995,22616.25882,新疆维吾尔自治区,650000
百色市,451000,1995,16226.04706,广西壮族自治区,450000
北海市,450500,1995,17934.69804,广西壮族自治区,450000
崇左市,451400,1995,9978.941176,广西壮族自治区,450000
防城港市,450600,1995,8112.607843,广西壮族自治区,450000
贵港市,450800,1995,14582.96078,广西壮族自治区,450000
桂林市,450300,1995,21298.32549,广西壮族自治区,450000
河池市,451200,1995,14002.01176,广西壮族自治区,450000
贺州市,451100,1995,7201.078431,广西壮族自治区,450000
来宾市,451300,1995,10085.31765,广西壮族自治区,450000
柳州市,450200,1995,26064.07843,广西壮族自治区,450000
南宁市,450100,1995,39498.9098,广西壮族自治区,450000
钦州市,450700,1995,10365.53333,广西壮族自治区,450000
梧州市,450400,1995,10798.27843,广西壮族自治区,450000
玉林市,450900,1995,22233.43922,广西壮族自治区,450000
巴彦淖尔市,150800,1995,23079.42353,内蒙古自治区,150000
包头市,150200,1995,49935.6,内蒙古自治区,150000
赤峰市,150400,1995,59163.36078,内蒙古自治区,150000
鄂尔多斯市,150600,1995,34759.49412,内蒙古自治区,150000
呼和浩特市,150100,1995,49346.32549,内蒙古自治区,150000
呼伦贝尔市,150700,1995,68703.52157,内蒙古自治区,150000
通辽市,150500,1995,25577.09804,内蒙古自治区,150000
乌海市,150300,1995,26095.53725,内蒙古自治区,150000
乌兰察布市,150900,1995,17219.42745,内蒙古自治区,150000
固原市,640400,1995,4575.109804,宁夏回族自治区,640000
石嘴山市,640200,1995,19701.51373,宁夏回族自治区,640000
吴忠市,640300,1995,20936.8902,宁夏回族自治区,640000
银川市,640100,1995,33621.3451,宁夏回族自治区,640000
中卫市,640500,1995,10741.10588,宁夏回族自治区,640000
昌都市,540300,1995,246,西藏自治区,540000
拉萨市,540100,1995,3990,西藏自治区,540000
林芝市,540400,1995,552,西藏自治区,540000
那曲市,540600,1995,276,西藏自治区,540000
日喀则市,540200,1995,455,西藏自治区,540000
山南市,540500,1995,2825.062745,西藏自治区,540000
哈密市,650500,1995,11670.29804,新疆维吾尔自治区,650000
克拉玛依市,650200,1995,26643,新疆维吾尔自治区,650000
吐鲁番市,650400,1995,56795.1451,新疆维吾尔自治区,650000
乌鲁木齐市,650100,1995,54003.21961,新疆维吾尔自治区,650000
巴音郭楞蒙古自治州,652800,1995,60625.23137,新疆维吾尔自治区,650000
博尔塔拉蒙古自治州,652700,1995,3698.458824,新疆维吾尔自治区,650000
昌吉回族自治州,652300,1995,40177.33725,新疆维吾尔自治区,650000
克孜勒苏柯尔克孜自治州,653000,1995,999,新疆维吾尔自治区,650000
伊犁哈萨克自治州,654000,1995,20703.95686,新疆维吾尔自治区,650000
阿拉尔市,659002,1995,3823.443137,新疆维吾尔自治区,650000
北屯市,659005,1995,571.1607843,新疆维吾尔自治区,650000
胡杨河市,659010,1995,1197.564706,新疆维吾尔自治区,650000
可克达拉市,659008,1995,890.9647059,新疆维吾尔自治区,650000
昆玉市,659009,1995,0,新疆维吾尔自治区,650000
石河子市,659001,1995,5446.003922,新疆维吾尔自治区,650000
双河市,659007,1995,946.4862745,新疆维吾尔自治区,650000
铁门关市,659006,1995,2365.337255,新疆维吾尔自治区,650000
图木舒克市,659003,1995,429,新疆维吾尔自治区,650000
五家渠市,659004,1995,2212.537255,新疆维吾尔自治区,650000
新星市,659011,1995,383.4156863,新疆维吾尔自治区,650000
澳门特别行政区,820000,1995,3218.576471,澳门特别行政区,820000
香港特别行政区,810000,1995,70667.55294,香港特别行政区,810000
大兴安岭地区,232700,1996,32118.01176,黑龙江省,230000
台湾省,710000,1996,729482.898,台湾省,710000
安庆市,340800,1996,16436.34902,安徽省,340000
蚌埠市,340300,1996,20997.91373,安徽省,340000
亳州市,341600,1996,17852.03922,安徽省,340000
池州市,341700,1996,5133.172549,安徽省,340000
滁州市,341100,1996,36277.46275,安徽省,340000
阜阳市,341200,1996,30907.20392,安徽省,340000
合肥市,340100,1996,51999.12157,安徽省,340000
淮北市,340600,1996,18178.2549,安徽省,340000
淮南市,340400,1996,32083.95294,安徽省,340000
黄山市,341000,1996,5270.454902,安徽省,340000
六安市,341500,1996,14155.1098,安徽省,340000
马鞍山市,340500,1996,22338.63922,安徽省,340000
宿州市,341300,1996,26536.82353,安徽省,340000
铜陵市,340700,1996,9341.231373,安徽省,340000
芜湖市,340200,1996,24161.39608,安徽省,340000
宣城市,341800,1996,20016.8902,安徽省,340000
福州市,350100,1996,71946.94902,福建省,350000
龙岩市,350800,1996,29704.18431,福建省,350000
南平市,350700,1996,25334.15294,福建省,350000
宁德市,350900,1996,20327.56471,福建省,350000
莆田市,350300,1996,25878.78039,福建省,350000
泉州市,350500,1996,89102.39608,福建省,350000
三明市,350400,1996,25842.2,福建省,350000
厦门市,350200,1996,36298.72941,福建省,350000
漳州市,350600,1996,53180.19608,福建省,350000
白银市,620400,1996,21075.77647,甘肃省,620000
定西市,621100,1996,5587.996078,甘肃省,620000
嘉峪关市,620200,1996,7027.011765,甘肃省,620000
金昌市,620300,1996,6715,甘肃省,620000
酒泉市,620900,1996,17668.29804,甘肃省,620000
兰州市,620100,1996,46624.98039,甘肃省,620000
陇南市,621200,1996,4164.603922,甘肃省,620000
平凉市,620800,1996,12150.06275,甘肃省,620000
庆阳市,621000,1996,14258.52549,甘肃省,620000
天水市,620500,1996,11633.06275,甘肃省,620000
武威市,620600,1996,8208.835294,甘肃省,620000
张掖市,620700,1996,8896.376471,甘肃省,620000
潮州市,445100,1996,24891.80392,广东省,440000
东莞市,441900,1996,117293.0588,广东省,440000
佛山市,440600,1996,112525.6941,广东省,440000
广州市,440100,1996,153922.8471,广东省,440000
河源市,441600,1996,13046.32549,广东省,440000
惠州市,441300,1996,59021.33725,广东省,440000
江门市,440700,1996,71987.59216,广东省,440000
揭阳市,445200,1996,41778.3098,广东省,440000
茂名市,440900,1996,40656.26667,广东省,440000
梅州市,441400,1996,29137.90196,广东省,440000
清远市,441800,1996,36000.55686,广东省,440000
汕头市,440500,1996,50880.54118,广东省,440000
汕尾市,441500,1996,26280.16471,广东省,440000
韶关市,440200,1996,27893.15294,广东省,440000
深圳市,440300,1996,101704.9922,广东省,440000
阳江市,441700,1996,19559.83137,广东省,440000
云浮市,445300,1996,18790.69412,广东省,440000
湛江市,440800,1996,48559.02353,广东省,440000
肇庆市,441200,1996,38235.71373,广东省,440000
中山市,442000,1996,63046.01961,广东省,440000
珠海市,440400,1996,39390.73333,广东省,440000
安顺市,520400,1996,7018.964706,贵州省,520000
毕节市,520500,1996,4540.556863,贵州省,520000
贵阳市,520100,1996,25498.26275,贵州省,520000
六盘水市,520200,1996,19529.86275,贵州省,520000
铜仁市,520600,1996,2594.717647,贵州省,520000
遵义市,520300,1996,11600.11765,贵州省,520000
儋州市,460400,1996,9163.705882,海南省,460000
海口市,460100,1996,20419.00392,海南省,460000
三沙市,460300,1996,48.79215686,海南省,460000
三亚市,460200,1996,17330.57647,海南省,460000
保定市,130600,1996,140941.6235,河北省,130000
沧州市,130900,1996,140113.3412,河北省,130000
承德市,130800,1996,36248.72941,河北省,130000
邯郸市,130400,1996,142068.8745,河北省,130000
衡水市,131100,1996,68099.72941,河北省,130000
廊坊市,131000,1996,96532.28235,河北省,130000
秦皇岛市,130300,1996,48083.83529,河北省,130000
石家庄市,130100,1996,123689.2941,河北省,130000
唐山市,130200,1996,152283.2235,河北省,130000
邢台市,130500,1996,101030.6549,河北省,130000
张家口市,130700,1996,65571.73725,河北省,130000
安阳市,410500,1996,63257.81961,河南省,410000
鹤壁市,410600,1996,20313.68627,河南省,410000
焦作市,410800,1996,48406.16863,河南省,410000
开封市,410200,1996,31133.67059,河南省,410000
洛阳市,410300,1996,65732.92157,河南省,410000
漯河市,411100,1996,16538.22745,河南省,410000
南阳市,411300,1996,53971.59608,河南省,410000
平顶山市,410400,1996,50103.31765,河南省,410000
濮阳市,410900,1996,42940.07451,河南省,410000
三门峡市,411200,1996,30894.8,河南省,410000
商丘市,411400,1996,25694.19608,河南省,410000
新乡市,410700,1996,63255.20784,河南省,410000
信阳市,411500,1996,20018.94902,河南省,410000
许昌市,411000,1996,39527.07843,河南省,410000
郑州市,410100,1996,98353.47059,河南省,410000
周口市,411600,1996,28372.53333,河南省,410000
驻马店市,411700,1996,21449.63137,河南省,410000
大庆市,230600,1996,104007.4745,黑龙江省,230000
哈尔滨市,230100,1996,185375.3961,黑龙江省,230000
鹤岗市,230400,1996,24933.97255,黑龙江省,230000
黑河市,231100,1996,44910.13333,黑龙江省,230000
鸡西市,230300,1996,48786.7098,黑龙江省,230000
佳木斯市,230800,1996,48517.44706,黑龙江省,230000
牡丹江市,231000,1996,57651.28235,黑龙江省,230000
七台河市,230900,1996,20348.46275,黑龙江省,230000
齐齐哈尔市,230200,1996,73021.33333,黑龙江省,230000
双鸭山市,230500,1996,38949.50588,黑龙江省,230000
绥化市,231200,1996,77520.2902,黑龙江省,230000
伊春市,230700,1996,33843.35294,黑龙江省,230000
鄂州市,420700,1996,9068.333333,湖北省,420000
黄冈市,421100,1996,21274.93725,湖北省,420000
黄石市,420200,1996,15334.93333,湖北省,420000
荆门市,420800,1996,17884.33333,湖北省,420000
荆州市,421000,1996,29395.83529,湖北省,420000
十堰市,420300,1996,14184.73333,湖北省,420000
随州市,421300,1996,6149.152941,湖北省,420000
武汉市,420100,1996,71741.92549,湖北省,420000
咸宁市,421200,1996,9663.415686,湖北省,420000
襄阳市,420600,1996,35526.64314,湖北省,420000
孝感市,420900,1996,16268.67059,湖北省,420000
宜昌市,420500,1996,39259.12157,湖北省,420000
常德市,430700,1996,18428.23922,湖南省,430000
郴州市,431000,1996,18762.90196,湖南省,430000
衡阳市,430400,1996,17917.70588,湖南省,430000
怀化市,431200,1996,11072.37647,湖南省,430000
娄底市,431300,1996,15396.21176,湖南省,430000
邵阳市,430500,1996,10512.59608,湖南省,430000
湘潭市,430300,1996,15523.25882,湖南省,430000
益阳市,430900,1996,8192.639216,湖南省,430000
永州市,431100,1996,10421.17647,湖南省,430000
岳阳市,430600,1996,20844.27451,湖南省,430000
张家界市,430800,1996,4044.607843,湖南省,430000
长沙市,430100,1996,34638.95686,湖南省,430000
株洲市,430200,1996,12430.10196,湖南省,430000
白城市,220800,1996,21289.78039,吉林省,220000
白山市,220600,1996,23977.87843,吉林省,220000
吉林市,220200,1996,81090.18039,吉林省,220000
辽源市,220400,1996,21579.01176,吉林省,220000
四平市,220300,1996,45594.15686,吉林省,220000
松原市,220700,1996,37838.18824,吉林省,220000
通化市,220500,1996,31729.03137,吉林省,220000
长春市,220100,1996,148553.1647,吉林省,220000
常州市,320400,1996,52703.1098,江苏省,320000
淮安市,320800,1996,49276.25098,江苏省,320000
连云港市,320700,1996,50293.7451,江苏省,320000
南京市,320100,1996,92476.88235,江苏省,320000
南通市,320600,1996,99144.56863,江苏省,320000
苏州市,320500,1996,121713.3294,江苏省,320000
宿迁市,321300,1996,32914.97647,江苏省,320000
泰州市,321200,1996,59351.02353,江苏省,320000
无锡市,320200,1996,79924.44314,江苏省,320000
徐州市,320300,1996,89582.34902,江苏省,320000
盐城市,320900,1996,79758.34118,江苏省,320000
扬州市,321000,1996,65319.90588,江苏省,320000
