city,cityCode,year,viirsl,province,provinceCode
阿坝藏族羌族自治州,513200,2005,1395.2921,四川省,510000
甘孜藏族自治州,513300,2005,846.3692926,四川省,510000
凉山彝族自治州,513400,2005,2769.282707,四川省,510000
楚雄彝族自治州,532300,2005,3718.643637,云南省,530000
大理白族自治州,532900,2005,4867.85948,云南省,530000
德宏傣族景颇族自治州,533100,2005,2600.233094,云南省,530000
迪庆藏族自治州,533400,2005,592.7357788,云南省,530000
红河哈尼族彝族自治州,532500,2005,7865.03777,云南省,530000
怒江傈僳族自治州,533300,2005,478.2277736,云南省,530000
文山壮族苗族自治州,532600,2005,2036.613334,云南省,530000
西双版纳傣族自治州,532800,2005,1199.392,云南省,530000
白沙黎族自治县,469025,2005,95.66052282,海南省,460000
保亭黎族苗族自治县,469029,2005,88.85199463,海南省,460000
昌江黎族自治县,469026,2005,464.6326485,海南省,460000
澄迈县,469023,2005,711.5704341,海南省,460000
定安县,469021,2005,210.3107945,海南省,460000
东方市,469007,2005,769.734737,海南省,460000
乐东黎族自治县,469027,2005,101.476827,海南省,460000
临高县,469024,2005,111.6508923,海南省,460000
陵水黎族自治县,469028,2005,210.1107414,海南省,460000
琼海市,469002,2005,1270.885331,海南省,460000
琼中黎族苗族自治县,469030,2005,95.10879529,海南省,460000
屯昌县,469022,2005,232.2645133,海南省,460000
万宁市,469006,2005,798.0780131,海南省,460000
文昌市,469005,2005,603.2043961,海南省,460000
五指山市,469001,2005,62.32773638,海南省,460000
济源市,419001,2005,4284.210368,河南省,410000
潜江市,429005,2005,741.0076733,湖北省,420000
神农架林区,429021,2005,101.1356554,湖北省,420000
天门市,429006,2005,356.8679294,湖北省,420000
仙桃市,429004,2005,950.896182,湖北省,420000
北京市,110000,2005,336198.6127,北京市,110000
上海市,310000,2005,255958.676,上海市,310000
天津市,120000,2005,166036.8669,天津市,120000
重庆市,500000,2005,44035.04321,重庆市,500000
阿拉善盟,152900,2005,3895.41565,内蒙古自治区,150000
锡林郭勒盟,152500,2005,9839.060385,内蒙古自治区,150000
兴安盟,152200,2005,2465.406351,内蒙古自治区,150000
阿里地区,542500,2005,42.44168949,西藏自治区,540000
阿克苏地区,652900,2005,23858.27595,新疆维吾尔自治区,650000
阿勒泰地区,654300,2005,2857.201363,新疆维吾尔自治区,650000
和田地区,653200,2005,4409.305208,新疆维吾尔自治区,650000
喀什地区,653100,2005,12244.94191,新疆维吾尔自治区,650000
塔城地区,654200,2005,6250.093961,新疆维吾尔自治区,650000
百色市,451000,2005,1723.811062,广西壮族自治区,450000
北海市,450500,2005,2516.493743,广西壮族自治区,450000
崇左市,451400,2005,677.8600968,广西壮族自治区,450000
防城港市,450600,2005,700.1654136,广西壮族自治区,450000
贵港市,450800,2005,1485.641259,广西壮族自治区,450000
桂林市,450300,2005,4936.717449,广西壮族自治区,450000
河池市,451200,2005,1523.805532,广西壮族自治区,450000
贺州市,451100,2005,562.2644994,广西壮族自治区,450000
来宾市,451300,2005,1311.288172,广西壮族自治区,450000
柳州市,450200,2005,5203.482077,广西壮族自治区,450000
南宁市,450100,2005,12811.71017,广西壮族自治区,450000
钦州市,450700,2005,2557.574252,广西壮族自治区,450000
梧州市,450400,2005,1275.17802,广西壮族自治区,450000
玉林市,450900,2005,2794.569185,广西壮族自治区,450000
巴彦淖尔市,150800,2005,5258.881462,内蒙古自治区,150000
包头市,150200,2005,35805.43779,内蒙古自治区,150000
赤峰市,150400,2005,10147.69057,内蒙古自治区,150000
鄂尔多斯市,150600,2005,14746.83749,内蒙古自治区,150000
呼和浩特市,150100,2005,26375.57149,内蒙古自治区,150000
呼伦贝尔市,150700,2005,15068.3782,内蒙古自治区,150000
通辽市,150500,2005,6214.011443,内蒙古自治区,150000
乌海市,150300,2005,12808.02879,内蒙古自治区,150000
乌兰察布市,150900,2005,8598.986308,内蒙古自治区,150000
固原市,640400,2005,2445.461804,宁夏回族自治区,640000
石嘴山市,640200,2005,5621.136552,宁夏回族自治区,640000
吴忠市,640300,2005,3488.564891,宁夏回族自治区,640000
银川市,640100,2005,28315.71283,宁夏回族自治区,640000
中卫市,640500,2005,2294.363705,宁夏回族自治区,640000
昌都市,540300,2005,327.0137475,西藏自治区,540000
拉萨市,540100,2005,4331.608184,西藏自治区,540000
林芝市,540400,2005,185.8107457,西藏自治区,540000
那曲市,540600,2005,304.1541938,西藏自治区,540000
日喀则市,540200,2005,1138.076034,西藏自治区,540000
山南市,540500,2005,1013.296238,西藏自治区,540000
哈密市,650500,2005,5218.744653,新疆维吾尔自治区,650000
克拉玛依市,650200,2005,13518.38126,新疆维吾尔自治区,650000
吐鲁番市,650400,2005,14390.00764,新疆维吾尔自治区,650000
乌鲁木齐市,650100,2005,44237.93544,新疆维吾尔自治区,650000
巴音郭楞蒙古自治州,652800,2005,21321.18295,新疆维吾尔自治区,650000
博尔塔拉蒙古自治州,652700,2005,3878.421591,新疆维吾尔自治区,650000
昌吉回族自治州,652300,2005,8859.360064,新疆维吾尔自治区,650000
克孜勒苏柯尔克孜自治州,653000,2005,1103.549835,新疆维吾尔自治区,650000
伊犁哈萨克自治州,654000,2005,6896.412218,新疆维吾尔自治区,650000
阿拉尔市,659002,2005,1008.857808,新疆维吾尔自治区,650000
北屯市,659005,2005,191.9034068,新疆维吾尔自治区,650000
胡杨河市,659010,2005,53.21717227,新疆维吾尔自治区,650000
可克达拉市,659008,2005,12.79435301,新疆维吾尔自治区,650000
昆玉市,659009,2005,1.277950474,新疆维吾尔自治区,650000
石河子市,659001,2005,3056.134226,新疆维吾尔自治区,650000
双河市,659007,2005,321.2615034,新疆维吾尔自治区,650000
铁门关市,659006,2005,14.47779521,新疆维吾尔自治区,650000
图木舒克市,659003,2005,101.2942911,新疆维吾尔自治区,650000
五家渠市,659004,2005,534.0041923,新疆维吾尔自治区,650000
新星市,659011,2005,19.52278632,新疆维吾尔自治区,650000
澳门特别行政区,820000,2005,1696.837403,澳门特别行政区,820000
香港特别行政区,810000,2005,37684.62086,香港特别行政区,810000
大兴安岭地区,232700,2006,3403.408031,黑龙江省,230000
台湾省,710000,2006,408140.4097,台湾省,710000
安庆市,340800,2006,2448.163248,安徽省,340000
蚌埠市,340300,2006,3910.92825,安徽省,340000
亳州市,341600,2006,3507.92847,安徽省,340000
池州市,341700,2006,596.6813068,安徽省,340000
滁州市,341100,2006,4569.026519,安徽省,340000
阜阳市,341200,2006,6846.959781,安徽省,340000
合肥市,340100,2006,28525.69031,安徽省,340000
淮北市,340600,2006,6175.895451,安徽省,340000
淮南市,340400,2006,5212.986267,安徽省,340000
黄山市,341000,2006,1494.606883,安徽省,340000
六安市,341500,2006,5011.25581,安徽省,340000
马鞍山市,340500,2006,7149.862161,安徽省,340000
宿州市,341300,2006,4131.044547,安徽省,340000
铜陵市,340700,2006,2727.718584,安徽省,340000
芜湖市,340200,2006,7685.203564,安徽省,340000
宣城市,341800,2006,1530.350239,安徽省,340000
福州市,350100,2006,16544.57739,福建省,350000
龙岩市,350800,2006,3935.868115,福建省,350000
南平市,350700,2006,1284.927185,福建省,350000
宁德市,350900,2006,1372.43533,福建省,350000
莆田市,350300,2006,4637.908347,福建省,350000
泉州市,350500,2006,45491.61155,福建省,350000
三明市,350400,2006,2391.79118,福建省,350000
厦门市,350200,2006,25809.2261,福建省,350000
漳州市,350600,2006,5707.894809,福建省,350000
白银市,620400,2006,5752.985323,甘肃省,620000
定西市,621100,2006,1722.144898,甘肃省,620000
嘉峪关市,620200,2006,10100.14586,甘肃省,620000
金昌市,620300,2006,5327.32914,甘肃省,620000
酒泉市,620900,2006,6359.785151,甘肃省,620000
兰州市,620100,2006,32336.23041,甘肃省,620000
陇南市,621200,2006,686.0624868,甘肃省,620000
平凉市,620800,2006,1953.463628,甘肃省,620000
庆阳市,621000,2006,3742.207069,甘肃省,620000
天水市,620500,2006,2280.447512,甘肃省,620000
武威市,620600,2006,1659.197101,甘肃省,620000
张掖市,620700,2006,2560.862777,甘肃省,620000
潮州市,445100,2006,8864.767935,广东省,440000
东莞市,441900,2006,166751.6306,广东省,440000
佛山市,440600,2006,128196.9693,广东省,440000
广州市,440100,2006,149570.7609,广东省,440000
河源市,441600,2006,4849.771818,广东省,440000
惠州市,441300,2006,28672.58273,广东省,440000
江门市,440700,2006,30129.64582,广东省,440000
揭阳市,445200,2006,5612.859837,广东省,440000
茂名市,440900,2006,6840.834089,广东省,440000
梅州市,441400,2006,5028.032896,广东省,440000
清远市,441800,2006,6965.983246,广东省,440000
汕头市,440500,2006,16264.00418,广东省,440000
汕尾市,441500,2006,2508.686028,广东省,440000
韶关市,440200,2006,3930.654513,广东省,440000
深圳市,440300,2006,131046.1034,广东省,440000
阳江市,441700,2006,4405.116608,广东省,440000
云浮市,445300,2006,3170.831913,广东省,440000
湛江市,440800,2006,7002.599946,广东省,440000
肇庆市,441200,2006,6672.765121,广东省,440000
中山市,442000,2006,61364.64612,广东省,440000
珠海市,440400,2006,14656.49338,广东省,440000
安顺市,520400,2006,1189.664516,贵州省,520000
毕节市,520500,2006,1482.514177,贵州省,520000
贵阳市,520100,2006,10009.22617,贵州省,520000
六盘水市,520200,2006,2610.809894,贵州省,520000
铜仁市,520600,2006,1132.127332,贵州省,520000
遵义市,520300,2006,4357.440244,贵州省,520000
儋州市,460400,2006,2526.881534,海南省,460000
海口市,460100,2006,9087.784375,海南省,460000
三沙市,460300,2006,0,海南省,460000
三亚市,460200,2006,4123.882225,海南省,460000
保定市,130600,2006,31141.23825,河北省,130000
沧州市,130900,2006,22165.93807,河北省,130000
承德市,130800,2006,4687.4754,河北省,130000
邯郸市,130400,2006,32355.10572,河北省,130000
衡水市,131100,2006,8612.689056,河北省,130000
廊坊市,131000,2006,32593.1492,河北省,130000
秦皇岛市,130300,2006,26273.45865,河北省,130000
石家庄市,130100,2006,42715.84706,河北省,130000
唐山市,130200,2006,57451.94103,河北省,130000
邢台市,130500,2006,14852.45638,河北省,130000
张家口市,130700,2006,15016.42945,河北省,130000
安阳市,410500,2006,17505.67443,河南省,410000
鹤壁市,410600,2006,4618.058996,河南省,410000
焦作市,410800,2006,16339.17623,河南省,410000
开封市,410200,2006,9767.35365,河南省,410000
洛阳市,410300,2006,26474.16692,河南省,410000
漯河市,411100,2006,5067.639137,河南省,410000
南阳市,411300,2006,12292.29694,河南省,410000
平顶山市,410400,2006,13794.90798,河南省,410000
濮阳市,410900,2006,8225.36887,河南省,410000
三门峡市,411200,2006,4726.59236,河南省,410000
商丘市,411400,2006,10689.76828,河南省,410000
新乡市,410700,2006,23110.51934,河南省,410000
信阳市,411500,2006,6321.987727,河南省,410000
许昌市,411000,2006,9922.762759,河南省,410000
郑州市,410100,2006,80553.66028,河南省,410000
周口市,411600,2006,7139.805365,河南省,410000
驻马店市,411700,2006,6440.414787,河南省,410000
大庆市,230600,2006,68047.63618,黑龙江省,230000
哈尔滨市,230100,2006,74863.5577,黑龙江省,230000
鹤岗市,230400,2006,5954.760396,黑龙江省,230000
黑河市,231100,2006,5675.881621,黑龙江省,230000
鸡西市,230300,2006,5916.391541,黑龙江省,230000
佳木斯市,230800,2006,9460.406272,黑龙江省,230000
牡丹江市,231000,2006,11461.87202,黑龙江省,230000
七台河市,230900,2006,5351.127651,黑龙江省,230000
齐齐哈尔市,230200,2006,17841.10063,黑龙江省,230000
双鸭山市,230500,2006,5994.852471,黑龙江省,230000
绥化市,231200,2006,8044.309797,黑龙江省,230000
伊春市,230700,2006,7288.37426,黑龙江省,230000
鄂州市,420700,2006,1174.898272,湖北省,420000
黄冈市,421100,2006,1707.544884,湖北省,420000
黄石市,420200,2006,1716.944836,湖北省,420000
荆门市,420800,2006,3022.806672,湖北省,420000
荆州市,421000,2006,3320.057214,湖北省,420000
十堰市,420300,2006,3567.94529,湖北省,420000
随州市,421300,2006,1425.857199,湖北省,420000
武汉市,420100,2006,45300.83506,湖北省,420000
咸宁市,421200,2006,1101.529773,湖北省,420000
襄阳市,420600,2006,6409.200234,湖北省,420000
孝感市,420900,2006,3010.831781,湖北省,420000
宜昌市,420500,2006,5408.967411,湖北省,420000
常德市,430700,2006,6067.696092,湖南省,430000
郴州市,431000,2006,1897.879532,湖南省,430000
衡阳市,430400,2006,2647.380208,湖南省,430000
怀化市,431200,2006,1975.539336,湖南省,430000
娄底市,431300,2006,3098.070876,湖南省,430000
邵阳市,430500,2006,1146.130891,湖南省,430000
湘潭市,430300,2006,2713.52941,湖南省,430000
益阳市,430900,2006,1269.01343,湖南省,430000
永州市,431100,2006,2295.131205,湖南省,430000
岳阳市,430600,2006,3204.2073,湖南省,430000
张家界市,430800,2006,611.45954,湖南省,430000
长沙市,430100,2006,28900.53744,湖南省,430000
株洲市,430200,2006,2686.355,湖南省,430000
白城市,220800,2006,3894.775851,吉林省,220000
白山市,220600,2006,3764.60822,吉林省,220000
吉林市,220200,2006,25968.23725,吉林省,220000
辽源市,220400,2006,2756.081584,吉林省,220000
四平市,220300,2006,4692.112869,吉林省,220000
松原市,220700,2006,8983.154725,吉林省,220000
通化市,220500,2006,5996.087062,吉林省,220000
长春市,220100,2006,71206.58035,吉林省,220000
常州市,320400,2006,41278.62805,江苏省,320000
淮安市,320800,2006,15947.35288,江苏省,320000
连云港市,320700,2006,16778.18256,江苏省,320000
南京市,320100,2006,52426.6715,江苏省,320000
南通市,320600,2006,23664.05858,江苏省,320000
苏州市,320500,2006,154932.5782,江苏省,320000
宿迁市,321300,2006,12771.06399,江苏省,320000
泰州市,321200,2006,17620.78621,江苏省,320000
无锡市,320200,2006,78964.02919,江苏省,320000
徐州市,320300,2006,29083.92907,江苏省,320000
盐城市,320900,2006,18172.3829,江苏省,320000
扬州市,321000,2006,18269.62958,江苏省,320000
镇江市,321100,2006,13492.57967,江苏省,320000
抚州市,361000,2006,1271.708768,江西省,360000
赣州市,360700,2006,4239.335943,江西省,360000
吉安市,360800,2006,1701.535382,江西省,360000
景德镇市,360200,2006,1048.288609,江西省,360000
九江市,360400,2006,3341.647903,江西省,360000
南昌市,360100,2006,11821.75958,江西省,360000
萍乡市,360300,2006,1251.546833,江西省,360000
上饶市,361100,2006,2157.083138,江西省,360000
新余市,360500,2006,2631.609281,江西省,360000
宜春市,360900,2006,3184.411872,江西省,360000
鹰潭市,360600,2006,842.0120693,江西省,360000
鞍山市,210300,2006,30675.89989,辽宁省,210000
本溪市,210500,2006,7481.979547,辽宁省,210000
朝阳市,211300,2006,8095.343796,辽宁省,210000
大连市,210200,2006,74205.30922,辽宁省,210000
丹东市,210600,2006,6583.09809,辽宁省,210000
抚顺市,210400,2006,11923.6301,辽宁省,210000
阜新市,210900,2006,5123.284312,辽宁省,210000
葫芦岛市,211400,2006,7589.699336,辽宁省,210000
锦州市,210700,2006,11330.66181,辽宁省,210000
辽阳市,211000,2006,14704.38625,辽宁省,210000
盘锦市,211100,2006,13923.0896,辽宁省,210000
沈阳市,210100,2006,92789.52575,辽宁省,210000
铁岭市,211200,2006,9142.66335,辽宁省,210000
营口市,210800,2006,16816.63226,辽宁省,210000
海东市,630200,2006,1310.253626,青海省,630000
西宁市,630100,2006,12539.7855,青海省,630000
滨州市,371600,2006,21814.8907,山东省,370000
德州市,371400,2006,17069.81562,山东省,370000
东营市,370500,2006,42277.73528,山东省,370000
菏泽市,371700,2006,11939.8995,山东省,370000
济南市,370100,2006,72208.75477,山东省,370000
济宁市,370800,2006,25019.36946,山东省,370000
聊城市,371500,2006,15614.99265,山东省,370000
临沂市,371300,2006,36847.7306,山东省,370000
青岛市,370200,2006,115879.2493,山东省,370000
日照市,371100,2006,24312.09887,山东省,370000
泰安市,370900,2006,18131.73787,山东省,370000
威海市,371000,2006,30159.04615,山东省,370000
潍坊市,370700,2006,57623.97571,山东省,370000
烟台市,370600,2006,68953.55872,山东省,370000
枣庄市,370400,2006,12789.46438,山东省,370000
淄博市,370300,2006,48408.57627,山东省,370000
大同市,140200,2006,28381.18509,山西省,140000
晋城市,140500,2006,10195.30213,山西省,140000
晋中市,140700,2006,19072.26025,山西省,140000
临汾市,141000,2006,25887.7253,山西省,140000
吕梁市,141100,2006,22037.21263,山西省,140000
朔州市,140600,2006,9380.879571,山西省,140000
太原市,140100,2006,56723.40377,山西省,140000
忻州市,140900,2006,8643.482333,山西省,140000
阳泉市,140300,2006,7176.42191,山西省,140000
运城市,140800,2006,14043.15824,山西省,140000
长治市,140400,2006,24339.00935,山西省,140000
安康市,610900,2006,2368.890909,陕西省,610000
宝鸡市,610300,2006,4256.925754,陕西省,610000
汉中市,610700,2006,3026.139832,陕西省,610000
商洛市,611000,2006,776.3304788,陕西省,610000
铜川市,610200,2006,1151.534862,陕西省,610000
渭南市,610500,2006,7301.607492,陕西省,610000
西安市,610100,2006,74217.62868,陕西省,610000
咸阳市,610400,2006,11106.24127,陕西省,610000
延安市,610600,2006,20007.08872,陕西省,610000
榆林市,610800,2006,21874.0115,陕西省,610000
巴中市,511900,2006,601.4842967,四川省,510000
成都市,510100,2006,54210.95139,四川省,510000
达州市,511700,2006,2959.643521,四川省,510000
德阳市,510600,2006,4752.94828,四川省,510000
广安市,511600,2006,1108.773587,四川省,510000
广元市,510800,2006,895.7576286,四川省,510000
乐山市,511100,2006,1318.849527,四川省,510000
泸州市,510500,2006,1560.598311,四川省,510000
眉山市,511400,2006,1094.11046,四川省,510000
绵阳市,510700,2006,6204.60716,四川省,510000
南充市,511300,2006,4747.820183,四川省,510000
内江市,511000,2006,2092.285561,四川省,510000
攀枝花市,510400,2006,9725.122526,四川省,510000
遂宁市,510900,2006,3710.71714,四川省,510000
雅安市,511800,2006,367.2178736,四川省,510000
宜宾市,511500,2006,1692.33815,四川省,510000
资阳市,512000,2006,1084.86696,四川省,510000
自贡市,510300,2006,876.4688698,四川省,510000
保山市,530500,2006,3695.50977,云南省,530000
昆明市,530100,2006,51752.6909,云南省,530000
丽江市,530700,2006,3056.671593,云南省,530000
临沧市,530900,2006,2290.498525,云南省,530000
普洱市,530800,2006,2267.099907,云南省,530000
曲靖市,530300,2006,9965.231597,云南省,530000
玉溪市,530400,2006,9967.484924,云南省,530000
昭通市,530600,2006,1883.402402,云南省,530000
杭州市,330100,2006,63724.91206,浙江省,330000
湖州市,330500,2006,11006.72993,浙江省,330000
嘉兴市,330400,2006,21437.12769,浙江省,330000
金华市,330700,2006,16689.20446,浙江省,330000
丽水市,331100,2006,2443.68432,浙江省,330000
宁波市,330200,2006,52148.34266,浙江省,330000
衢州市,330800,2006,2331.110363,浙江省,330000
绍兴市,330600,2006,19813.13561,浙江省,330000
台州市,331000,2006,15864.73417,浙江省,330000
温州市,330300,2006,19198.07404,浙江省,330000
舟山市,330900,2006,2893.635287,浙江省,330000
甘南藏族自治州,623000,2006,732.2890867,甘肃省,620000
临夏回族自治州,622900,2006,1375.438204,甘肃省,620000
黔东南苗族侗族自治州,522600,2006,1932.593198,贵州省,520000
黔南布依族苗族自治州,522700,2006,1758.644829,贵州省,520000
黔西南布依族苗族自治州,522300,2006,1370.178007,贵州省,520000
恩施土家族苗族自治州,422800,2006,1792.450106,湖北省,420000
湘西土家族苗族自治州,433100,2006,1336.691072,湖南省,430000
延边朝鲜族自治州,222400,2006,10574.92596,吉林省,220000
果洛藏族自治州,632600,2006,89.38589098,青海省,630000
海北藏族自治州,632200,2006,549.7818274,青海省,630000
海南藏族自治州,632500,2006,569.8946808,青海省,630000
海西蒙古族藏族自治州,632800,2006,6543.440406,青海省,630000
黄南藏族自治州,632300,2006,237.2418733,青海省,630000
玉树藏族自治州,632700,2006,120.8566759,青海省,630000
阿坝藏族羌族自治州,513200,2006,1632.484544,四川省,510000
甘孜藏族自治州,513300,2006,985.7462479,四川省,510000
凉山彝族自治州,513400,2006,3537.651482,四川省,510000
楚雄彝族自治州,532300,2006,3905.417892,云南省,530000
大理白族自治州,532900,2006,5618.040615,云南省,530000
德宏傣族景颇族自治州,533100,2006,2378.110704,云南省,530000
迪庆藏族自治州,533400,2006,652.9135372,云南省,530000
红河哈尼族彝族自治州,532500,2006,8067.575956,云南省,530000
怒江傈僳族自治州,533300,2006,349.7535731,云南省,530000
文山壮族苗族自治州,532600,2006,2072.725332,云南省,530000
西双版纳傣族自治州,532800,2006,1769.655872,云南省,530000
白沙黎族自治县,469025,2006,106.7458771,海南省,460000
保亭黎族苗族自治县,469029,2006,130.7546542,海南省,460000
昌江黎族自治县,469026,2006,382.7612289,海南省,460000
澄迈县,469023,2006,475.528442,海南省,460000
定安县,469021,2006,217.4197379,海南省,460000
东方市,469007,2006,851.8940601,海南省,460000
乐东黎族自治县,469027,2006,124.9277251,海南省,460000
临高县,469024,2006,155.5589924,海南省,460000
陵水黎族自治县,469028,2006,226.7524432,海南省,460000
琼海市,469002,2006,1173.49686,海南省,460000
琼中黎族苗族自治县,469030,2006,91.13704276,海南省,460000
屯昌县,469022,2006,178.644508,海南省,460000
万宁市,469006,2006,1044.192723,海南省,460000
文昌市,469005,2006,803.2007708,海南省,460000
五指山市,469001,2006,24.45624852,海南省,460000
济源市,419001,2006,4780.802215,河南省,410000
潜江市,429005,2006,603.3679613,湖北省,420000
神农架林区,429021,2006,65.25875568,湖北省,420000
天门市,429006,2006,460.5420971,湖北省,420000
仙桃市,429004,2006,851.0620754,湖北省,420000
北京市,110000,2006,366744.6662,北京市,110000
上海市,310000,2006,316808.9324,上海市,310000
天津市,120000,2006,221107.0206,天津市,120000
重庆市,500000,2006,53585.85967,重庆市,500000
阿拉善盟,152900,2006,5153.519209,内蒙古自治区,150000
锡林郭勒盟,152500,2006,7214.018763,内蒙古自治区,150000
兴安盟,152200,2006,1861.64185,内蒙古自治区,150000
阿里地区,542500,2006,44.64599419,西藏自治区,540000
阿克苏地区,652900,2006,25322.30708,新疆维吾尔自治区,650000
阿勒泰地区,654300,2006,2916.455071,新疆维吾尔自治区,650000
和田地区,653200,2006,3163.569118,新疆维吾尔自治区,650000
喀什地区,653100,2006,11759.05849,新疆维吾尔自治区,650000
塔城地区,654200,2006,4846.649622,新疆维吾尔自治区,650000
百色市,451000,2006,2383.958254,广西壮族自治区,450000
北海市,450500,2006,3274.908186,广西壮族自治区,450000
崇左市,451400,2006,1231.144081,广西壮族自治区,450000
防城港市,450600,2006,1110.680885,广西壮族自治区,450000
贵港市,450800,2006,1746.939987,广西壮族自治区,450000
桂林市,450300,2006,5157.908198,广西壮族自治区,450000
河池市,451200,2006,1762.05798,广西壮族自治区,450000
贺州市,451100,2006,593.3248233,广西壮族自治区,450000
来宾市,451300,2006,1706.776649,广西壮族自治区,450000
柳州市,450200,2006,6098.118118,广西壮族自治区,450000
南宁市,450100,2006,21370.93615,广西壮族自治区,450000
钦州市,450700,2006,2424.523935,广西壮族自治区,450000
梧州市,450400,2006,2688.84877,广西壮族自治区,450000
玉林市,450900,2006,3464.113057,广西壮族自治区,450000
巴彦淖尔市,150800,2006,7883.011261,内蒙古自治区,150000
包头市,150200,2006,57241.10526,内蒙古自治区,150000
赤峰市,150400,2006,11099.25306,内蒙古自治区,150000
鄂尔多斯市,150600,2006,20908.51882,内蒙古自治区,150000
呼和浩特市,150100,2006,44752.11318,内蒙古自治区,150000
呼伦贝尔市,150700,2006,20033.0883,内蒙古自治区,150000
通辽市,150500,2006,8760.515021,内蒙古自治区,150000
乌海市,150300,2006,9774.799714,内蒙古自治区,150000
乌兰察布市,150900,2006,8006.369879,内蒙古自治区,150000
固原市,640400,2006,2886.321308,宁夏回族自治区,640000
石嘴山市,640200,2006,9538.606165,宁夏回族自治区,640000
吴忠市,640300,2006,3469.780239,宁夏回族自治区,640000
银川市,640100,2006,34202.19218,宁夏回族自治区,640000
中卫市,640500,2006,3315.491521,宁夏回族自治区,640000
昌都市,540300,2006,203.8210988,西藏自治区,540000
拉萨市,540100,2006,5021.01182,西藏自治区,540000
林芝市,540400,2006,319.8472174,西藏自治区,540000
那曲市,540600,2006,147.8592763,西藏自治区,540000
日喀则市,540200,2006,745.7228299,西藏自治区,540000
山南市,540500,2006,477.6602818,西藏自治区,540000
哈密市,650500,2006,5446.515306,新疆维吾尔自治区,650000
克拉玛依市,650200,2006,14659.9179,新疆维吾尔自治区,650000
吐鲁番市,650400,2006,10612.36578,新疆维吾尔自治区,650000
乌鲁木齐市,650100,2006,56534.34523,新疆维吾尔自治区,650000
巴音郭楞蒙古自治州,652800,2006,27203.89129,新疆维吾尔自治区,650000
博尔塔拉蒙古自治州,652700,2006,3134.889589,新疆维吾尔自治区,650000
昌吉回族自治州,652300,2006,11051.93979,新疆维吾尔自治区,650000
克孜勒苏柯尔克孜自治州,653000,2006,974.0843872,新疆维吾尔自治区,650000
伊犁哈萨克自治州,654000,2006,7500.702359,新疆维吾尔自治区,650000
阿拉尔市,659002,2006,782.3002111,新疆维吾尔自治区,650000
北屯市,659005,2006,161.666322,新疆维吾尔自治区,650000
胡杨河市,659010,2006,42.81064665,新疆维吾尔自治区,650000
可克达拉市,659008,2006,21.43132993,新疆维吾尔自治区,650000
昆玉市,659009,2006,1.277950474,新疆维吾尔自治区,650000
石河子市,659001,2006,5138.2409,新疆维吾尔自治区,650000
双河市,659007,2006,129.4822443,新疆维吾尔自治区,650000
铁门关市,659006,2006,14.41017437,新疆维吾尔自治区,650000
图木舒克市,659003,2006,142.0164723,新疆维吾尔自治区,650000
五家渠市,659004,2006,773.345291,新疆维吾尔自治区,650000
新星市,659011,2006,46.055564,新疆维吾尔自治区,650000
澳门特别行政区,820000,2006,1945.724644,澳门特别行政区,820000
香港特别行政区,810000,2006,41990.38569,香港特别行政区,810000
大兴安岭地区,232700,2007,2432.676569,黑龙江省,230000
台湾省,710000,2007,416594.6494,台湾省,710000
安庆市,340800,2007,4898.597475,安徽省,340000
蚌埠市,340300,2007,5238.360927,安徽省,340000
亳州市,341600,2007,3891.545004,安徽省,340000
池州市,341700,2007,1909.939019,安徽省,340000
滁州市,341100,2007,5536.917581,安徽省,340000
阜阳市,341200,2007,9262.836436,安徽省,340000
合肥市,340100,2007,45039.04532,安徽省,340000
淮北市,340600,2007,6925.38358,安徽省,340000
淮南市,340400,2007,7658.793509,安徽省,340000
黄山市,341000,2007,3733.057052,安徽省,340000
六安市,341500,2007,5512.880569,安徽省,340000
马鞍山市,340500,2007,9798.134581,安徽省,340000
宿州市,341300,2007,5153.452643,安徽省,340000
铜陵市,340700,2007,2912.882082,安徽省,340000
芜湖市,340200,2007,9046.074874,安徽省,340000
宣城市,341800,2007,3821.351189,安徽省,340000
福州市,350100,2007,16112.9296,福建省,350000
龙岩市,350800,2007,4462.612496,福建省,350000
南平市,350700,2007,2649.66004,福建省,350000
宁德市,350900,2007,2191.506467,福建省,350000
莆田市,350300,2007,6477.720866,福建省,350000
泉州市,350500,2007,56460.91757,福建省,350000
三明市,350400,2007,4152.188378,福建省,350000
厦门市,350200,2007,39507.63566,福建省,350000
漳州市,350600,2007,8037.094891,福建省,350000
白银市,620400,2007,4594.426215,甘肃省,620000
定西市,621100,2007,1758.291857,甘肃省,620000
嘉峪关市,620200,2007,11225.91228,甘肃省,620000
金昌市,620300,2007,2280.665102,甘肃省,620000
酒泉市,620900,2007,7165.385021,甘肃省,620000
兰州市,620100,2007,26425.74676,甘肃省,620000
陇南市,621200,2007,828.0410834,甘肃省,620000
平凉市,620800,2007,1680.634956,甘肃省,620000
庆阳市,621000,2007,2411.249607,甘肃省,620000
天水市,620500,2007,2777.55312,甘肃省,620000
武威市,620600,2007,1520.83172,甘肃省,620000
张掖市,620700,2007,1521.636026,甘肃省,620000
潮州市,445100,2007,13064.70606,广东省,440000
东莞市,441900,2007,171164.1266,广东省,440000
佛山市,440600,2007,134286.5038,广东省,440000
广州市,440100,2007,137599.1239,广东省,440000
河源市,441600,2007,5706.199351,广东省,440000
惠州市,441300,2007,34907.50832,广东省,440000
