city,cityCode,year,ccnl,province,provinceCode
南京市,320100,1998,71791.28732,江苏省,320000
南通市,320600,1998,68618.2677,江苏省,320000
苏州市,320500,1998,95888.1453,江苏省,320000
宿迁市,321300,1998,31843.08931,江苏省,320000
泰州市,321200,1998,43403.13081,江苏省,320000
无锡市,320200,1998,58336.06831,江苏省,320000
徐州市,320300,1998,63526.35671,江苏省,320000
盐城市,320900,1998,60064.18866,江苏省,320000
扬州市,321000,1998,47842.7683,江苏省,320000
镇江市,321100,1998,33331.22342,江苏省,320000
抚州市,361000,1998,5675.667037,江西省,360000
赣州市,360700,1998,14207.30331,江西省,360000
吉安市,360800,1998,8138.350828,江西省,360000
景德镇市,360200,1998,6339.977168,江西省,360000
九江市,360400,1998,12058.15164,江西省,360000
南昌市,360100,1998,20392.97042,江西省,360000
萍乡市,360300,1998,3388.844601,江西省,360000
上饶市,361100,1998,13769.02483,江西省,360000
新余市,360500,1998,4064.66445,江西省,360000
宜春市,360900,1998,12328.56783,江西省,360000
鹰潭市,360600,1998,3498.319672,江西省,360000
鞍山市,210300,1998,46182.68094,辽宁省,210000
本溪市,210500,1998,18486.71185,辽宁省,210000
朝阳市,211300,1998,24396.82135,辽宁省,210000
大连市,210200,1998,79820.33109,辽宁省,210000
丹东市,210600,1998,23578.00089,辽宁省,210000
抚顺市,210400,1998,26598.62644,辽宁省,210000
阜新市,210900,1998,20104.04239,辽宁省,210000
葫芦岛市,211400,1998,31409.8723,辽宁省,210000
锦州市,210700,1998,39134.90521,辽宁省,210000
辽阳市,211000,1998,32208.1551,辽宁省,210000
盘锦市,211100,1998,32284.36003,辽宁省,210000
沈阳市,210100,1998,93546.44134,辽宁省,210000
铁岭市,211200,1998,36281.36711,辽宁省,210000
营口市,210800,1998,30789.53182,辽宁省,210000
海东市,630200,1998,4502.939459,青海省,630000
西宁市,630100,1998,12512.53726,青海省,630000
滨州市,371600,1998,47895.89294,山东省,370000
德州市,371400,1998,67589.74347,山东省,370000
东营市,370500,1998,54215.76018,山东省,370000
菏泽市,371700,1998,51853.30511,山东省,370000
济南市,370100,1998,82255.49794,山东省,370000
济宁市,370800,1998,71766.47618,山东省,370000
聊城市,371500,1998,51502.2821,山东省,370000
临沂市,371300,1998,78326.60269,山东省,370000
青岛市,370200,1998,95793.14376,山东省,370000
日照市,371100,1998,25428.45418,山东省,370000
泰安市,370900,1998,49936.62458,山东省,370000
威海市,371000,1998,37527.30067,山东省,370000
潍坊市,370700,1998,93325.64014,山东省,370000
烟台市,370600,1998,85151.73295,山东省,370000
枣庄市,370400,1998,34602.22114,山东省,370000
淄博市,370300,1998,53291.35358,山东省,370000
大同市,140200,1998,53977.80319,山西省,140000
晋城市,140500,1998,38543.4743,山西省,140000
晋中市,140700,1998,46793.7558,山西省,140000
临汾市,141000,1998,81936.59624,山西省,140000
吕梁市,141100,1998,52237.40353,山西省,140000
朔州市,140600,1998,26238.97868,山西省,140000
太原市,140100,1998,55768.84911,山西省,140000
忻州市,140900,1998,37990.60198,山西省,140000
阳泉市,140300,1998,20042.08856,山西省,140000
运城市,140800,1998,57585.38043,山西省,140000
长治市,140400,1998,42586.39645,山西省,140000
安康市,610900,1998,6976.548257,陕西省,610000
宝鸡市,610300,1998,23678.28027,陕西省,610000
汉中市,610700,1998,10996.17653,陕西省,610000
商洛市,611000,1998,7768.089222,陕西省,610000
铜川市,610200,1998,9822.841807,陕西省,610000
渭南市,610500,1998,50113.69044,陕西省,610000
西安市,610100,1998,60127.91065,陕西省,610000
咸阳市,610400,1998,37242.2518,陕西省,610000
延安市,610600,1998,24879.64827,陕西省,610000
榆林市,610800,1998,38630.09519,陕西省,610000
巴中市,511900,1998,1593.779105,四川省,510000
成都市,510100,1998,53336.08024,四川省,510000
达州市,511700,1998,9534.449033,四川省,510000
德阳市,510600,1998,14701.19218,四川省,510000
广安市,511600,1998,6426.824153,四川省,510000
广元市,510800,1998,5180.138782,四川省,510000
乐山市,511100,1998,8095.935272,四川省,510000
泸州市,510500,1998,5626.473788,四川省,510000
眉山市,511400,1998,5671.379766,四川省,510000
绵阳市,510700,1998,17305.9016,四川省,510000
南充市,511300,1998,7794.80598,四川省,510000
内江市,511000,1998,6117.027745,四川省,510000
攀枝花市,510400,1998,14670.99142,四川省,510000
遂宁市,510900,1998,4010.753824,四川省,510000
雅安市,511800,1998,3483.600691,四川省,510000
宜宾市,511500,1998,5803.617037,四川省,510000
资阳市,512000,1998,1781.303783,四川省,510000
自贡市,510300,1998,3787.784703,四川省,510000
保山市,530500,1998,7555.012022,云南省,530000
昆明市,530100,1998,55937.11725,云南省,530000
丽江市,530700,1998,4485.899344,云南省,530000
临沧市,530900,1998,5170.027793,云南省,530000
普洱市,530800,1998,6815.486747,云南省,530000
曲靖市,530300,1998,29008.50735,云南省,530000
玉溪市,530400,1998,21045.18187,云南省,530000
昭通市,530600,1998,3845.274475,云南省,530000
杭州市,330100,1998,72241.43127,浙江省,330000
湖州市,330500,1998,27109.32494,浙江省,330000
嘉兴市,330400,1998,40380.91244,浙江省,330000
金华市,330700,1998,32799.62909,浙江省,330000
丽水市,331100,1998,9268.894433,浙江省,330000
宁波市,330200,1998,63042.14946,浙江省,330000
衢州市,330800,1998,13096.96764,浙江省,330000
绍兴市,330600,1998,36428.67575,浙江省,330000
台州市,331000,1998,37597.74299,浙江省,330000
温州市,330300,1998,49216.63242,浙江省,330000
舟山市,330900,1998,6795.963359,浙江省,330000
甘南藏族自治州,623000,1998,987.0830795,甘肃省,620000
临夏回族自治州,622900,1998,4386.334716,甘肃省,620000
黔东南苗族侗族自治州,522600,1998,4747.825436,贵州省,520000
黔南布依族苗族自治州,522700,1998,11158.32916,贵州省,520000
黔西南布依族苗族自治州,522300,1998,7839.217248,贵州省,520000
恩施土家族苗族自治州,422800,1998,5086.744106,湖北省,420000
湘西土家族苗族自治州,433100,1998,3323.85936,湖南省,430000
延边朝鲜族自治州,222400,1998,23361.18667,吉林省,220000
果洛藏族自治州,632600,1998,49.09629442,青海省,630000
海北藏族自治州,632200,1998,1100.857023,青海省,630000
海南藏族自治州,632500,1998,1161.265594,青海省,630000
海西蒙古族藏族自治州,632800,1998,6905.303762,青海省,630000
黄南藏族自治州,632300,1998,857.1336423,青海省,630000
玉树藏族自治州,632700,1998,140.3493631,青海省,630000
阿坝藏族羌族自治州,513200,1998,1578.046633,四川省,510000
甘孜藏族自治州,513300,1998,660.1908041,四川省,510000
凉山彝族自治州,513400,1998,7693.932234,四川省,510000
楚雄彝族自治州,532300,1998,9652.641957,云南省,530000
大理白族自治州,532900,1998,13739.75681,云南省,530000
德宏傣族景颇族自治州,533100,1998,6370.684968,云南省,530000
迪庆藏族自治州,533400,1998,1424.130113,云南省,530000
红河哈尼族彝族自治州,532500,1998,25809.88755,云南省,530000
怒江傈僳族自治州,533300,1998,1021.542607,云南省,530000
文山壮族苗族自治州,532600,1998,5489.187955,云南省,530000
西双版纳傣族自治州,532800,1998,5622.957681,云南省,530000
白沙黎族自治县,469025,1998,972.8317126,海南省,460000
保亭黎族苗族自治县,469029,1998,782.3840293,海南省,460000
昌江黎族自治县,469026,1998,3481.277786,海南省,460000
澄迈县,469023,1998,1631.902294,海南省,460000
定安县,469021,1998,886.0407921,海南省,460000
东方市,469007,1998,3336.269309,海南省,460000
乐东黎族自治县,469027,1998,2393.04937,海南省,460000
临高县,469024,1998,1066.958117,海南省,460000
陵水黎族自治县,469028,1998,2860.807375,海南省,460000
琼海市,469002,1998,3473.816938,海南省,460000
琼中黎族苗族自治县,469030,1998,609.3905837,海南省,460000
屯昌县,469022,1998,667.6219787,海南省,460000
万宁市,469006,1998,5196.87393,海南省,460000
文昌市,469005,1998,3226.949219,海南省,460000
五指山市,469001,1998,1095.294529,海南省,460000
济源市,419001,1998,9257.676935,河南省,410000
潜江市,429005,1998,5291.212722,湖北省,420000
神农架林区,429021,1998,266.4114166,湖北省,420000
天门市,429006,1998,3496.387166,湖北省,420000
仙桃市,429004,1998,4622.048457,湖北省,420000
北京市,110000,1998,246219.7314,北京市,110000
上海市,310000,1998,193235.3773,上海市,310000
天津市,120000,1998,193924.6142,天津市,120000
重庆市,500000,1998,80240.84892,重庆市,500000
阿拉善盟,152900,1998,5098.169919,内蒙古自治区,150000
锡林郭勒盟,152500,1998,7569.259803,内蒙古自治区,150000
兴安盟,152200,1998,8886.703752,内蒙古自治区,150000
阿里地区,542500,1998,64.88648388,西藏自治区,540000
阿克苏地区,652900,1998,26003.45184,新疆维吾尔自治区,650000
阿勒泰地区,654300,1998,5744.821389,新疆维吾尔自治区,650000
和田地区,653200,1998,3037.800416,新疆维吾尔自治区,650000
喀什地区,653100,1998,15557.49559,新疆维吾尔自治区,650000
塔城地区,654200,1998,39000.12588,新疆维吾尔自治区,650000
百色市,451000,1998,10489.48002,广西壮族自治区,450000
北海市,450500,1998,10637.65953,广西壮族自治区,450000
崇左市,451400,1998,6132.981496,广西壮族自治区,450000
防城港市,450600,1998,4918.172851,广西壮族自治区,450000
贵港市,450800,1998,14002.21573,广西壮族自治区,450000
桂林市,450300,1998,15819.21917,广西壮族自治区,450000
河池市,451200,1998,11032.5852,广西壮族自治区,450000
贺州市,451100,1998,5581.412618,广西壮族自治区,450000
来宾市,451300,1998,9598.738106,广西壮族自治区,450000
柳州市,450200,1998,20059.59808,广西壮族自治区,450000
南宁市,450100,1998,34210.1701,广西壮族自治区,450000
钦州市,450700,1998,8234.366129,广西壮族自治区,450000
梧州市,450400,1998,8903.868282,广西壮族自治区,450000
玉林市,450900,1998,16740.20355,广西壮族自治区,450000
巴彦淖尔市,150800,1998,13298.79182,内蒙古自治区,150000
包头市,150200,1998,33334.70043,内蒙古自治区,150000
赤峰市,150400,1998,34068.68964,内蒙古自治区,150000
鄂尔多斯市,150600,1998,23483.21755,内蒙古自治区,150000
呼和浩特市,150100,1998,31974.56556,内蒙古自治区,150000
呼伦贝尔市,150700,1998,50623.63818,内蒙古自治区,150000
通辽市,150500,1998,20788.4491,内蒙古自治区,150000
乌海市,150300,1998,11276.58305,内蒙古自治区,150000
乌兰察布市,150900,1998,11722.70978,内蒙古自治区,150000
固原市,640400,1998,2728.499609,宁夏回族自治区,640000
石嘴山市,640200,1998,12802.35844,宁夏回族自治区,640000
吴忠市,640300,1998,12880.16714,宁夏回族自治区,640000
银川市,640100,1998,24336.68507,宁夏回族自治区,640000
中卫市,640500,1998,7526.249529,宁夏回族自治区,640000
昌都市,540300,1998,237.5364086,西藏自治区,540000
拉萨市,540100,1998,4189.339997,西藏自治区,540000
林芝市,540400,1998,545.5518695,西藏自治区,540000
那曲市,540600,1998,248.9076808,西藏自治区,540000
日喀则市,540200,1998,1056.715123,西藏自治区,540000
山南市,540500,1998,2452.470279,西藏自治区,540000
哈密市,650500,1998,9833.393004,新疆维吾尔自治区,650000
克拉玛依市,650200,1998,22376.14375,新疆维吾尔自治区,650000
吐鲁番市,650400,1998,30543.20169,新疆维吾尔自治区,650000
乌鲁木齐市,650100,1998,44826.34058,新疆维吾尔自治区,650000
巴音郭楞蒙古自治州,652800,1998,53595.0614,新疆维吾尔自治区,650000
博尔塔拉蒙古自治州,652700,1998,4568.562827,新疆维吾尔自治区,650000
昌吉回族自治州,652300,1998,33160.74295,新疆维吾尔自治区,650000
克孜勒苏柯尔克孜自治州,653000,1998,913.8919992,新疆维吾尔自治区,650000
伊犁哈萨克自治州,654000,1998,19210.65354,新疆维吾尔自治区,650000
阿拉尔市,659002,1998,3244.398145,新疆维吾尔自治区,650000
北屯市,659005,1998,521.5736133,新疆维吾尔自治区,650000
胡杨河市,659010,1998,1810.838995,新疆维吾尔自治区,650000
可克达拉市,659008,1998,668.6777716,新疆维吾尔自治区,650000
昆玉市,659009,1998,0.234040055,新疆维吾尔自治区,650000
石河子市,659001,1998,5784.222119,新疆维吾尔自治区,650000
双河市,659007,1998,1796.879017,新疆维吾尔自治区,650000
铁门关市,659006,1998,1012.300158,新疆维吾尔自治区,650000
图木舒克市,659003,1998,642.0993322,新疆维吾尔自治区,650000
五家渠市,659004,1998,2150.049791,新疆维吾尔自治区,650000
新星市,659011,1998,633.3865485,新疆维吾尔自治区,650000
澳门特别行政区,820000,1998,2987.617482,澳门特别行政区,820000
香港特别行政区,810000,1998,58967.78012,香港特别行政区,810000
大兴安岭地区,232700,1999,17333.26159,黑龙江省,230000
台湾省,710000,1999,586174.1169,台湾省,710000
安庆市,340800,1999,15123.81373,安徽省,340000
蚌埠市,340300,1999,13588.18295,安徽省,340000
亳州市,341600,1999,15992.28376,安徽省,340000
池州市,341700,1999,3093.328505,安徽省,340000
滁州市,341100,1999,21814.09934,安徽省,340000
阜阳市,341200,1999,27739.10947,安徽省,340000
合肥市,340100,1999,37156.61688,安徽省,340000
淮北市,340600,1999,12141.25325,安徽省,340000
淮南市,340400,1999,16787.04141,安徽省,340000
黄山市,341000,1999,3819.130432,安徽省,340000
六安市,341500,1999,12415.80487,安徽省,340000
马鞍山市,340500,1999,14710.5882,安徽省,340000
宿州市,341300,1999,20777.23463,安徽省,340000
铜陵市,340700,1999,7049.84399,安徽省,340000
芜湖市,340200,1999,17477.47615,安徽省,340000
宣城市,341800,1999,9597.397143,安徽省,340000
福州市,350100,1999,54583.93222,福建省,350000
龙岩市,350800,1999,22274.8244,福建省,350000
南平市,350700,1999,18905.18546,福建省,350000
宁德市,350900,1999,19123.51312,福建省,350000
莆田市,350300,1999,22181.87209,福建省,350000
泉州市,350500,1999,83378.93388,福建省,350000
三明市,350400,1999,17691.31959,福建省,350000
厦门市,350200,1999,32730.59694,福建省,350000
漳州市,350600,1999,45483.23785,福建省,350000
白银市,620400,1999,12210.44334,甘肃省,620000
定西市,621100,1999,4829.41562,甘肃省,620000
嘉峪关市,620200,1999,3774.276764,甘肃省,620000
金昌市,620300,1999,3885.148641,甘肃省,620000
酒泉市,620900,1999,10635.37696,甘肃省,620000
兰州市,620100,1999,29630.97786,甘肃省,620000
陇南市,621200,1999,3225.704227,甘肃省,620000
平凉市,620800,1999,7630.246266,甘肃省,620000
庆阳市,621000,1999,8611.41113,甘肃省,620000
天水市,620500,1999,8979.059656,甘肃省,620000
武威市,620600,1999,6320.601711,甘肃省,620000
张掖市,620700,1999,5668.489739,甘肃省,620000
潮州市,445100,1999,21877.13476,广东省,440000
东莞市,441900,1999,108366.4701,广东省,440000
佛山市,440600,1999,95284.14631,广东省,440000
广州市,440100,1999,130741.6641,广东省,440000
河源市,441600,1999,11964.04516,广东省,440000
惠州市,441300,1999,53420.88977,广东省,440000
江门市,440700,1999,55221.24303,广东省,440000
揭阳市,445200,1999,34509.3452,广东省,440000
茂名市,440900,1999,26940.62472,广东省,440000
梅州市,441400,1999,25486.20254,广东省,440000
清远市,441800,1999,28909.14564,广东省,440000
汕头市,440500,1999,40481.17929,广东省,440000
汕尾市,441500,1999,21603.3645,广东省,440000
韶关市,440200,1999,26434.54269,广东省,440000
深圳市,440300,1999,93996.46526,广东省,440000
阳江市,441700,1999,15124.04656,广东省,440000
云浮市,445300,1999,12555.65205,广东省,440000
湛江市,440800,1999,37063.75809,广东省,440000
肇庆市,441200,1999,33204.9917,广东省,440000
中山市,442000,1999,52304.0051,广东省,440000
珠海市,440400,1999,29494.81353,广东省,440000
安顺市,520400,1999,6412.388903,贵州省,520000
毕节市,520500,1999,8464.979723,贵州省,520000
贵阳市,520100,1999,22534.65468,贵州省,520000
六盘水市,520200,1999,15943.16383,贵州省,520000
铜仁市,520600,1999,2938.613838,贵州省,520000
遵义市,520300,1999,10868.82919,贵州省,520000
儋州市,460400,1999,7065.940044,海南省,460000
海口市,460100,1999,14289.93274,海南省,460000
三沙市,460300,1999,41.38622402,海南省,460000
三亚市,460200,1999,12317.08491,海南省,460000
保定市,130600,1999,99964.70816,河北省,130000
沧州市,130900,1999,99408.38644,河北省,130000
承德市,130800,1999,18010.01986,河北省,130000
邯郸市,130400,1999,99989.95501,河北省,130000
衡水市,131100,1999,45258.54367,河北省,130000
廊坊市,131000,1999,72098.13447,河北省,130000
秦皇岛市,130300,1999,33632.91072,河北省,130000
石家庄市,130100,1999,99985.26948,河北省,130000
唐山市,130200,1999,92774.8523,河北省,130000
邢台市,130500,1999,72295.78199,河北省,130000
张家口市,130700,1999,42728.36104,河北省,130000
安阳市,410500,1999,46646.60295,河南省,410000
鹤壁市,410600,1999,14282.19283,河南省,410000
焦作市,410800,1999,31973.52543,河南省,410000
开封市,410200,1999,28061.79227,河南省,410000
洛阳市,410300,1999,43236.68193,河南省,410000
漯河市,411100,1999,15834.93339,河南省,410000
南阳市,411300,1999,42993.69319,河南省,410000
平顶山市,410400,1999,31465.89638,河南省,410000
濮阳市,410900,1999,34083.49675,河南省,410000
三门峡市,411200,1999,21287.07489,河南省,410000
商丘市,411400,1999,32554.60065,河南省,410000
新乡市,410700,1999,49649.17915,河南省,410000
信阳市,411500,1999,20583.40552,河南省,410000
许昌市,411000,1999,29716.27637,河南省,410000
郑州市,410100,1999,69606.16632,河南省,410000
周口市,411600,1999,31513.89203,河南省,410000
驻马店市,411700,1999,20383.1216,河南省,410000
大庆市,230600,1999,79421.74152,黑龙江省,230000
哈尔滨市,230100,1999,112567.1132,黑龙江省,230000
鹤岗市,230400,1999,18094.35123,黑龙江省,230000
黑河市,231100,1999,32186.01078,黑龙江省,230000
鸡西市,230300,1999,31313.16226,黑龙江省,230000
佳木斯市,230800,1999,37978.55088,黑龙江省,230000
牡丹江市,231000,1999,24269.18593,黑龙江省,230000
七台河市,230900,1999,13476.34173,黑龙江省,230000
齐齐哈尔市,230200,1999,38122.25907,黑龙江省,230000
双鸭山市,230500,1999,25042.11461,黑龙江省,230000
绥化市,231200,1999,46933.10583,黑龙江省,230000
伊春市,230700,1999,23863.3838,黑龙江省,230000
鄂州市,420700,1999,6747.77373,湖北省,420000
黄冈市,421100,1999,20110.12741,湖北省,420000
黄石市,420200,1999,12116.06042,湖北省,420000
荆门市,420800,1999,12250.83994,湖北省,420000
荆州市,421000,1999,23731.70791,湖北省,420000
十堰市,420300,1999,10366.44949,湖北省,420000
随州市,421300,1999,6403.610141,湖北省,420000
武汉市,420100,1999,65444.47404,湖北省,420000
咸宁市,421200,1999,8789.452756,湖北省,420000
襄阳市,420600,1999,24174.96326,湖北省,420000
孝感市,420900,1999,16346.13397,湖北省,420000
宜昌市,420500,1999,24173.20412,湖北省,420000
常德市,430700,1999,15741.7705,湖南省,430000
郴州市,431000,1999,17258.1605,湖南省,430000
衡阳市,430400,1999,14732.02057,湖南省,430000
怀化市,431200,1999,9258.819586,湖南省,430000
娄底市,431300,1999,10102.06909,湖南省,430000
邵阳市,430500,1999,7625.200128,湖南省,430000
湘潭市,430300,1999,11585.66083,湖南省,430000
益阳市,430900,1999,7114.314531,湖南省,430000
永州市,431100,1999,7560.63417,湖南省,430000
岳阳市,430600,1999,15786.87345,湖南省,430000
张家界市,430800,1999,3313.577689,湖南省,430000
长沙市,430100,1999,29047.46818,湖南省,430000
株洲市,430200,1999,9898.718606,湖南省,430000
白城市,220800,1999,11398.08728,吉林省,220000
白山市,220600,1999,14301.21875,吉林省,220000
吉林市,220200,1999,52494.27589,吉林省,220000
辽源市,220400,1999,11895.0532,吉林省,220000
四平市,220300,1999,28086.90553,吉林省,220000
松原市,220700,1999,20457.14975,吉林省,220000
通化市,220500,1999,18802.12472,吉林省,220000
长春市,220100,1999,94061.5962,吉林省,220000
常州市,320400,1999,37354.52016,江苏省,320000
淮安市,320800,1999,36527.39406,江苏省,320000
连云港市,320700,1999,42985.95137,江苏省,320000
南京市,320100,1999,69022.31171,江苏省,320000
南通市,320600,1999,63108.63905,江苏省,320000
苏州市,320500,1999,96281.54869,江苏省,320000
宿迁市,321300,1999,28502.2793,江苏省,320000
泰州市,321200,1999,41019.17007,江苏省,320000
无锡市,320200,1999,55727.65476,江苏省,320000
徐州市,320300,1999,63047.28149,江苏省,320000
盐城市,320900,1999,50204.70434,江苏省,320000
扬州市,321000,1999,43204.1036,江苏省,320000
镇江市,321100,1999,32178.56067,江苏省,320000
抚州市,361000,1999,5743.166938,江西省,360000
赣州市,360700,1999,16904.99896,江西省,360000
吉安市,360800,1999,8835.83521,江西省,360000
景德镇市,360200,1999,6826.58191,江西省,360000
九江市,360400,1999,12972.70054,江西省,360000
南昌市,360100,1999,20597.10581,江西省,360000
萍乡市,360300,1999,3638.68711,江西省,360000
上饶市,361100,1999,13791.00148,江西省,360000
新余市,360500,1999,4301.747761,江西省,360000
宜春市,360900,1999,12543.74953,江西省,360000
鹰潭市,360600,1999,4069.854205,江西省,360000
鞍山市,210300,1999,38275.8923,辽宁省,210000
本溪市,210500,1999,16880.46476,辽宁省,210000
朝阳市,211300,1999,19094.42059,辽宁省,210000
大连市,210200,1999,67764.66324,辽宁省,210000
丹东市,210600,1999,17982.26958,辽宁省,210000
抚顺市,210400,1999,22433.56307,辽宁省,210000
阜新市,210900,1999,17647.97695,辽宁省,210000
葫芦岛市,211400,1999,31476.81794,辽宁省,210000
锦州市,210700,1999,36609.26335,辽宁省,210000
辽阳市,211000,1999,27022.21356,辽宁省,210000
盘锦市,211100,1999,29442.94147,辽宁省,210000
沈阳市,210100,1999,93289.48955,辽宁省,210000
铁岭市,211200,1999,32334.95751,辽宁省,210000
营口市,210800,1999,27727.14381,辽宁省,210000
海东市,630200,1999,4983.84419,青海省,630000
西宁市,630100,1999,12578.91679,青海省,630000
滨州市,371600,1999,46229.28601,山东省,370000
德州市,371400,1999,64207.36978,山东省,370000
东营市,370500,1999,49147.67926,山东省,370000
菏泽市,371700,1999,51814.52987,山东省,370000
济南市,370100,1999,87474.8838,山东省,370000
济宁市,370800,1999,71174.11316,山东省,370000
聊城市,371500,1999,51850.65085,山东省,370000
临沂市,371300,1999,74967.37113,山东省,370000
青岛市,370200,1999,97975.59088,山东省,370000
日照市,371100,1999,25060.5275,山东省,370000
泰安市,370900,1999,47390.07627,山东省,370000
威海市,371000,1999,38477.71571,山东省,370000
潍坊市,370700,1999,85709.37317,山东省,370000
烟台市,370600,1999,82099.85355,山东省,370000
枣庄市,370400,1999,32429.17106,山东省,370000
淄博市,370300,1999,52411.28189,山东省,370000
大同市,140200,1999,46769.70671,山西省,140000
晋城市,140500,1999,34090.81635,山西省,140000
晋中市,140700,1999,42460.64039,山西省,140000
临汾市,141000,1999,80963.07344,山西省,140000
吕梁市,141100,1999,47244.17815,山西省,140000
朔州市,140600,1999,21857.31633,山西省,140000
太原市,140100,1999,54372.38304,山西省,140000
忻州市,140900,1999,32850.90155,山西省,140000
阳泉市,140300,1999,17521.66078,山西省,140000
运城市,140800,1999,58591.38632,山西省,140000
长治市,140400,1999,40089.51004,山西省,140000
安康市,610900,1999,5573.806241,陕西省,610000
宝鸡市,610300,1999,22801.97133,陕西省,610000
汉中市,610700,1999,10329.4813,陕西省,610000
商洛市,611000,1999,5638.093271,陕西省,610000
铜川市,610200,1999,9464.415447,陕西省,610000
渭南市,610500,1999,46548.68766,陕西省,610000
西安市,610100,1999,57077.66775,陕西省,610000
咸阳市,610400,1999,34492.68879,陕西省,610000
延安市,610600,1999,28368.18793,陕西省,610000
榆林市,610800,1999,42009.61557,陕西省,610000
巴中市,511900,1999,1562.329878,四川省,510000
成都市,510100,1999,59674.2928,四川省,510000
达州市,511700,1999,6455.019668,四川省,510000
德阳市,510600,1999,16068.62582,四川省,510000
广安市,511600,1999,4876.97807,四川省,510000
广元市,510800,1999,4715.167418,四川省,510000
乐山市,511100,1999,6193.362331,四川省,510000
泸州市,510500,1999,4731.866508,四川省,510000
眉山市,511400,1999,5443.255295,四川省,510000
绵阳市,510700,1999,19155.68333,四川省,510000
南充市,511300,1999,8529.503565,四川省,510000
内江市,511000,1999,4459.771409,四川省,510000
攀枝花市,510400,1999,14293.33187,四川省,510000
遂宁市,510900,1999,3719.304127,四川省,510000
雅安市,511800,1999,3600.864695,四川省,510000
宜宾市,511500,1999,4920.983991,四川省,510000
资阳市,512000,1999,1965.604423,四川省,510000
自贡市,510300,1999,2894.866259,四川省,510000
保山市,530500,1999,8892.692045,云南省,530000
昆明市,530100,1999,57946.447,云南省,530000
丽江市,530700,1999,4852.146344,云南省,530000
临沧市,530900,1999,5973.516336,云南省,530000
普洱市,530800,1999,7087.457605,云南省,530000
曲靖市,530300,1999,30062.87,云南省,530000
玉溪市,530400,1999,20841.15446,云南省,530000
昭通市,530600,1999,6014.199497,云南省,530000
杭州市,330100,1999,75418.19335,浙江省,330000
湖州市,330500,1999,27472.00981,浙江省,330000
嘉兴市,330400,1999,41757.47743,浙江省,330000
金华市,330700,1999,35970.47993,浙江省,330000
丽水市,331100,1999,11098.89094,浙江省,330000
宁波市,330200,1999,71478.58765,浙江省,330000
衢州市,330800,1999,14158.40575,浙江省,330000
绍兴市,330600,1999,38720.63473,浙江省,330000
台州市,331000,1999,46585.76792,浙江省,330000
温州市,330300,1999,57655.39414,浙江省,330000
舟山市,330900,1999,8423.922932,浙江省,330000
甘南藏族自治州,623000,1999,966.8125544,甘肃省,620000
临夏回族自治州,622900,1999,4110.067613,甘肃省,620000
黔东南苗族侗族自治州,522600,1999,7989.696801,贵州省,520000
黔南布依族苗族自治州,522700,1999,12979.10964,贵州省,520000
黔西南布依族苗族自治州,522300,1999,7676.693773,贵州省,520000
恩施土家族苗族自治州,422800,1999,4170.355039,湖北省,420000
湘西土家族苗族自治州,433100,1999,4680.587233,湖南省,430000
延边朝鲜族自治州,222400,1999,17998.97409,吉林省,220000
果洛藏族自治州,632600,1999,68.54377795,青海省,630000
海北藏族自治州,632200,1999,1070.953009,青海省,630000
海南藏族自治州,632500,1999,923.9670304,青海省,630000
海西蒙古族藏族自治州,632800,1999,5863.545284,青海省,630000
黄南藏族自治州,632300,1999,791.7869538,青海省,630000
玉树藏族自治州,632700,1999,205.0907186,青海省,630000
阿坝藏族羌族自治州,513200,1999,1982.914228,四川省,510000
甘孜藏族自治州,513300,1999,1034.370285,四川省,510000
凉山彝族自治州,513400,1999,7916.519342,四川省,510000
楚雄彝族自治州,532300,1999,9731.294743,云南省,530000
大理白族自治州,532900,1999,18426.14047,云南省,530000
德宏傣族景颇族自治州,533100,1999,6692.157694,云南省,530000
迪庆藏族自治州,533400,1999,1468.024017,云南省,530000
红河哈尼族彝族自治州,532500,1999,25316.49969,云南省,530000
怒江傈僳族自治州,533300,1999,1587.133296,云南省,530000
文山壮族苗族自治州,532600,1999,5180.532844,云南省,530000
西双版纳傣族自治州,532800,1999,5543.701294,云南省,530000
白沙黎族自治县,469025,1999,593.3739216,海南省,460000
保亭黎族苗族自治县,469029,1999,817.562964,海南省,460000
昌江黎族自治县,469026,1999,2726.246996,海南省,460000
澄迈县,469023,1999,2222.977677,海南省,460000
定安县,469021,1999,845.3641081,海南省,460000
东方市,469007,1999,3242.410513,海南省,460000
乐东黎族自治县,469027,1999,2451.391992,海南省,460000
临高县,469024,1999,1094.732451,海南省,460000
陵水黎族自治县,469028,1999,3602.66807,海南省,460000
琼海市,469002,1999,3101.082098,海南省,460000
琼中黎族苗族自治县,469030,1999,483.9238449,海南省,460000
屯昌县,469022,1999,600.0951425,海南省,460000
万宁市,469006,1999,4699.29569,海南省,460000
文昌市,469005,1999,2856.488823,海南省,460000
五指山市,469001,1999,859.4582012,海南省,460000
济源市,419001,1999,7932.858722,河南省,410000
潜江市,429005,1999,5241.794219,湖北省,420000
神农架林区,429021,1999,168.3978574,湖北省,420000
天门市,429006,1999,3691.184477,湖北省,420000
仙桃市,429004,1999,4941.229368,湖北省,420000
北京市,110000,1999,253041.7412,北京市,110000
上海市,310000,1999,201854.8605,上海市,310000
天津市,120000,1999,187202.1029,天津市,120000
重庆市,500000,1999,67896.3108,重庆市,500000
