city,cityCode,year,hviirs,province,provinceCode
周口市,411600,2015,147076.1961,河南省,410000
驻马店市,411700,2015,167008.3176,河南省,410000
大庆市,230600,2015,197982.3608,黑龙江省,230000
哈尔滨市,230100,2015,272115.2314,黑龙江省,230000
鹤岗市,230400,2015,31693.35686,黑龙江省,230000
黑河市,231100,2015,56570.07843,黑龙江省,230000
鸡西市,230300,2015,52451.61176,黑龙江省,230000
佳木斯市,230800,2015,99021.6549,黑龙江省,230000
牡丹江市,231000,2015,167394.5098,黑龙江省,230000
七台河市,230900,2015,26714.74118,黑龙江省,230000
齐齐哈尔市,230200,2015,117569.3725,黑龙江省,230000
双鸭山市,230500,2015,58288.73333,黑龙江省,230000
绥化市,231200,2015,94963.3098,黑龙江省,230000
伊春市,230700,2015,30235.63922,黑龙江省,230000
鄂州市,420700,2015,29496.68627,湖北省,420000
黄冈市,421100,2015,124155.502,湖北省,420000
黄石市,420200,2015,61162.01569,湖北省,420000
荆门市,420800,2015,78897.65882,湖北省,420000
荆州市,421000,2015,125362.0078,湖北省,420000
十堰市,420300,2015,83188.39216,湖北省,420000
随州市,421300,2015,58309.41961,湖北省,420000
武汉市,420100,2015,234751.5373,湖北省,420000
咸宁市,421200,2015,73554.6549,湖北省,420000
襄阳市,420600,2015,125839.1882,湖北省,420000
孝感市,420900,2015,90685.07451,湖北省,420000
宜昌市,420500,2015,135158.2471,湖北省,420000
常德市,430700,2015,103984.0431,湖南省,430000
郴州市,431000,2015,129193.2745,湖南省,430000
衡阳市,430400,2015,104728.3451,湖南省,430000
怀化市,431200,2015,102696.749,湖南省,430000
娄底市,431300,2015,65136.1098,湖南省,430000
邵阳市,430500,2015,91367.32157,湖南省,430000
湘潭市,430300,2015,59398.74118,湖南省,430000
益阳市,430900,2015,61416.64314,湖南省,430000
永州市,431100,2015,96908.06275,湖南省,430000
岳阳市,430600,2015,113996.2039,湖南省,430000
张家界市,430800,2015,30915.45098,湖南省,430000
长沙市,430100,2015,177302.3137,湖南省,430000
株洲市,430200,2015,76368.86275,湖南省,430000
白城市,220800,2015,83205.33725,吉林省,220000
白山市,220600,2015,84890.40784,吉林省,220000
吉林市,220200,2015,244953.2941,吉林省,220000
辽源市,220400,2015,62001.25098,吉林省,220000
四平市,220300,2015,122369.6549,吉林省,220000
松原市,220700,2015,194642.4667,吉林省,220000
通化市,220500,2015,129836.8824,吉林省,220000
长春市,220100,2015,406940.3373,吉林省,220000
常州市,320400,2015,155773.9451,江苏省,320000
淮安市,320800,2015,149424.2588,江苏省,320000
连云港市,320700,2015,147648.2627,江苏省,320000
南京市,320100,2015,233875.0392,江苏省,320000
南通市,320600,2015,257139.2549,江苏省,320000
苏州市,320500,2015,475628.9216,江苏省,320000
宿迁市,321300,2015,128196.2667,江苏省,320000
泰州市,321200,2015,148978.4118,江苏省,320000
无锡市,320200,2015,226295.949,江苏省,320000
徐州市,320300,2015,217181.7412,江苏省,320000
盐城市,320900,2015,237291.5647,江苏省,320000
扬州市,321000,2015,148059.5647,江苏省,320000
镇江市,321100,2015,128909.8353,江苏省,320000
抚州市,361000,2015,77977.23922,江西省,360000
赣州市,360700,2015,183563.4275,江西省,360000
吉安市,360800,2015,96743.20784,江西省,360000
景德镇市,360200,2015,33217.39216,江西省,360000
九江市,360400,2015,118059.5804,江西省,360000
南昌市,360100,2015,99765.73725,江西省,360000
萍乡市,360300,2015,27850.7451,江西省,360000
上饶市,361100,2015,116291.1451,江西省,360000
新余市,360500,2015,26548.65098,江西省,360000
宜春市,360900,2015,119651.7412,江西省,360000
鹰潭市,360600,2015,24417.50588,江西省,360000
鞍山市,210300,2015,128558.1961,辽宁省,210000
本溪市,210500,2015,92858.76078,辽宁省,210000
朝阳市,211300,2015,174877.4314,辽宁省,210000
大连市,210200,2015,241113.7569,辽宁省,210000
丹东市,210600,2015,114727.6667,辽宁省,210000
抚顺市,210400,2015,123838.3451,辽宁省,210000
阜新市,210900,2015,98972.52157,辽宁省,210000
葫芦岛市,211400,2015,110926.8275,辽宁省,210000
锦州市,210700,2015,124090.4902,辽宁省,210000
辽阳市,211000,2015,93414.33725,辽宁省,210000
盘锦市,211100,2015,102903.3412,辽宁省,210000
沈阳市,210100,2015,284623.2941,辽宁省,210000
铁岭市,211200,2015,151924.0588,辽宁省,210000
营口市,210800,2015,110407.1098,辽宁省,210000
海东市,630200,2015,88071.0902,青海省,630000
西宁市,630100,2015,80683.22745,青海省,630000
滨州市,371600,2015,168617.702,山东省,370000
德州市,371400,2015,146763.8196,山东省,370000
东营市,370500,2015,162453.5569,山东省,370000
菏泽市,371700,2015,171729.1882,山东省,370000
济南市,370100,2015,215086.4706,山东省,370000
济宁市,370800,2015,194970.2667,山东省,370000
聊城市,371500,2015,139848.1647,山东省,370000
临沂市,371300,2015,273011.4627,山东省,370000
青岛市,370200,2015,276778.1765,山东省,370000
日照市,371100,2015,95805.78431,山东省,370000
泰安市,370900,2015,113708.1922,山东省,370000
威海市,371000,2015,109556.2314,山东省,370000
潍坊市,370700,2015,287340.2353,山东省,370000
烟台市,370600,2015,256695.7373,山东省,370000
枣庄市,370400,2015,85022.49804,山东省,370000
淄博市,370300,2015,131062.9569,山东省,370000
大同市,140200,2015,167264.2824,山西省,140000
晋城市,140500,2015,92314.76078,山西省,140000
晋中市,140700,2015,174199.651,山西省,140000
临汾市,141000,2015,179007.4235,山西省,140000
吕梁市,141100,2015,206382.8549,山西省,140000
朔州市,140600,2015,140122.8902,山西省,140000
太原市,140100,2015,130680.6235,山西省,140000
忻州市,140900,2015,229794.8941,山西省,140000
阳泉市,140300,2015,53740.2,山西省,140000
运城市,140800,2015,147763.0549,山西省,140000
长治市,140400,2015,154521.4941,山西省,140000
安康市,610900,2015,74855.56863,陕西省,610000
宝鸡市,610300,2015,109417.6706,陕西省,610000
汉中市,610700,2015,115822.9098,陕西省,610000
商洛市,611000,2015,72335.18431,陕西省,610000
铜川市,610200,2015,38119.3451,陕西省,610000
渭南市,610500,2015,153262.5176,陕西省,610000
西安市,610100,2015,199667.2745,陕西省,610000
咸阳市,610400,2015,146422.6471,陕西省,610000
延安市,610600,2015,377976.1725,陕西省,610000
榆林市,610800,2015,487527.1922,陕西省,610000
巴中市,511900,2015,50669.45098,四川省,510000
成都市,510100,2015,357785.6549,四川省,510000
达州市,511700,2015,101169.8706,四川省,510000
德阳市,510600,2015,91464.09412,四川省,510000
广安市,511600,2015,70944.65098,四川省,510000
广元市,510800,2015,82497.27059,四川省,510000
乐山市,511100,2015,98828.38039,四川省,510000
泸州市,510500,2015,85171.38039,四川省,510000
眉山市,511400,2015,75013.99216,四川省,510000
绵阳市,510700,2015,138066.4706,四川省,510000
南充市,511300,2015,105286.0078,四川省,510000
内江市,511000,2015,60865.86667,四川省,510000
攀枝花市,510400,2015,61950.56863,四川省,510000
遂宁市,510900,2015,62659.67451,四川省,510000
雅安市,511800,2015,76721.21569,四川省,510000
宜宾市,511500,2015,103888.0549,四川省,510000
资阳市,512000,2015,46517.8549,四川省,510000
自贡市,510300,2015,44669.32157,四川省,510000
保山市,530500,2015,98211.46275,云南省,530000
昆明市,530100,2015,257787.5529,云南省,530000
丽江市,530700,2015,86767.7098,云南省,530000
临沧市,530900,2015,89698.47843,云南省,530000
普洱市,530800,2015,104040.1412,云南省,530000
曲靖市,530300,2015,226937.7922,云南省,530000
玉溪市,530400,2015,120486.4941,云南省,530000
昭通市,530600,2015,138289.4588,云南省,530000
杭州市,330100,2015,309881.4314,浙江省,330000
湖州市,330500,2015,124884.4588,浙江省,330000
嘉兴市,330400,2015,183135.9882,浙江省,330000
金华市,330700,2015,194250.8118,浙江省,330000
丽水市,331100,2015,103664.5725,浙江省,330000
宁波市,330200,2015,340200.9098,浙江省,330000
衢州市,330800,2015,78263.66667,浙江省,330000
绍兴市,330600,2015,178763.6784,浙江省,330000
台州市,331000,2015,206559.8431,浙江省,330000
温州市,330300,2015,225902.2235,浙江省,330000
舟山市,330900,2015,54029.35686,浙江省,330000
甘南藏族自治州,623000,2015,66432.37255,甘肃省,620000
临夏回族自治州,622900,2015,61976.47059,甘肃省,620000
黔东南苗族侗族自治州,522600,2015,129518.5765,贵州省,520000
黔南布依族苗族自治州,522700,2015,165101.1059,贵州省,520000
黔西南布依族苗族自治州,522300,2015,147694.1059,贵州省,520000
恩施土家族苗族自治州,422800,2015,76979.90588,湖北省,420000
湘西土家族苗族自治州,433100,2015,58844.36471,湖南省,430000
延边朝鲜族自治州,222400,2015,155534.9922,吉林省,220000
果洛藏族自治州,632600,2015,36911.94118,青海省,630000
海北藏族自治州,632200,2015,41227.6,青海省,630000
海南藏族自治州,632500,2015,62497.61961,青海省,630000
海西蒙古族藏族自治州,632800,2015,252743.3137,青海省,630000
黄南藏族自治州,632300,2015,22443.0902,青海省,630000
玉树藏族自治州,632700,2015,40716.70588,青海省,630000
阿坝藏族羌族自治州,513200,2015,128183.5255,四川省,510000
甘孜藏族自治州,513300,2015,167110.9294,四川省,510000
凉山彝族自治州,513400,2015,206965.5725,四川省,510000
楚雄彝族自治州,532300,2015,116985.102,云南省,530000
大理白族自治州,532900,2015,149508.1882,云南省,530000
德宏傣族景颇族自治州,533100,2015,66476.4,云南省,530000
迪庆藏族自治州,533400,2015,46070.4549,云南省,530000
红河哈尼族彝族自治州,532500,2015,198750.4745,云南省,530000
怒江傈僳族自治州,533300,2015,37066.83529,云南省,530000
文山壮族苗族自治州,532600,2015,178014.2745,云南省,530000
西双版纳傣族自治州,532800,2015,67897.22745,云南省,530000
白沙黎族自治县,469025,2015,9910.113725,海南省,460000
保亭黎族苗族自治县,469029,2015,8590.737255,海南省,460000
昌江黎族自治县,469026,2015,17425.13725,海南省,460000
澄迈县,469023,2015,25781.47059,海南省,460000
定安县,469021,2015,10627.16863,海南省,460000
东方市,469007,2015,25403.01961,海南省,460000
乐东黎族自治县,469027,2015,22117.06275,海南省,460000
临高县,469024,2015,13741.21569,海南省,460000
陵水黎族自治县,469028,2015,20342.91765,海南省,460000
琼海市,469002,2015,17514.4549,海南省,460000
琼中黎族苗族自治县,469030,2015,12638.9451,海南省,460000
屯昌县,469022,2015,8695.584314,海南省,460000
万宁市,469006,2015,26488.56863,海南省,460000
文昌市,469005,2015,28751.05882,海南省,460000
五指山市,469001,2015,7393.415686,海南省,460000
济源市,419001,2015,24290.8549,河南省,410000
潜江市,429005,2015,22726.98039,湖北省,420000
神农架林区,429021,2015,6143,湖北省,420000
天门市,429006,2015,25213.94118,湖北省,420000
仙桃市,429004,2015,24043.67059,湖北省,420000
北京市,110000,2015,494950.0039,北京市,110000
上海市,310000,2015,461068.0863,上海市,310000
天津市,120000,2015,486985.1059,天津市,120000
重庆市,500000,2015,695570.5059,重庆市,500000
阿拉善盟,152900,2015,144856.3804,内蒙古自治区,150000
锡林郭勒盟,152500,2015,198697.3961,内蒙古自治区,150000
兴安盟,152200,2015,71170.37647,内蒙古自治区,150000
阿里地区,542500,2015,76494.52941,西藏自治区,540000
阿克苏地区,652900,2015,559628.4353,新疆维吾尔自治区,650000
阿勒泰地区,654300,2015,57574.41176,新疆维吾尔自治区,650000
和田地区,653200,2015,256821.0392,新疆维吾尔自治区,650000
喀什地区,653100,2015,336319.4706,新疆维吾尔自治区,650000
塔城地区,654200,2015,173918.9373,新疆维吾尔自治区,650000
百色市,451000,2015,174337.0235,广西壮族自治区,450000
北海市,450500,2015,54630.89804,广西壮族自治区,450000
崇左市,451400,2015,78301.97255,广西壮族自治区,450000
防城港市,450600,2015,51469.64314,广西壮族自治区,450000
贵港市,450800,2015,85934.38824,广西壮族自治区,450000
桂林市,450300,2015,133542.6118,广西壮族自治区,450000
河池市,451200,2015,101848.4667,广西壮族自治区,450000
贺州市,451100,2015,57563.05882,广西壮族自治区,450000
来宾市,451300,2015,83243.81176,广西壮族自治区,450000
柳州市,450200,2015,119952.6549,广西壮族自治区,450000
南宁市,450100,2015,215766.9608,广西壮族自治区,450000
钦州市,450700,2015,89174.28627,广西壮族自治区,450000
梧州市,450400,2015,80958.09412,广西壮族自治区,450000
玉林市,450900,2015,109495.6235,广西壮族自治区,450000
巴彦淖尔市,150800,2015,184404,内蒙古自治区,150000
包头市,150200,2015,173404.1373,内蒙古自治区,150000
赤峰市,150400,2015,314372.1647,内蒙古自治区,150000
鄂尔多斯市,150600,2015,472028.5961,内蒙古自治区,150000
呼和浩特市,150100,2015,195641.302,内蒙古自治区,150000
呼伦贝尔市,150700,2015,118536.9176,内蒙古自治区,150000
通辽市,150500,2015,283365.5529,内蒙古自治区,150000
乌海市,150300,2015,36939.12941,内蒙古自治区,150000
乌兰察布市,150900,2015,233557.8078,内蒙古自治区,150000
固原市,640400,2015,66353.87843,宁夏回族自治区,640000
石嘴山市,640200,2015,55807.85882,宁夏回族自治区,640000
吴忠市,640300,2015,137993.9647,宁夏回族自治区,640000
银川市,640100,2015,152183.8706,宁夏回族自治区,640000
中卫市,640500,2015,81779.15686,宁夏回族自治区,640000
昌都市,540300,2015,54313.24314,西藏自治区,540000
拉萨市,540100,2015,70487.60784,西藏自治区,540000
林芝市,540400,2015,71020.02353,西藏自治区,540000
那曲市,540600,2015,52929.30196,西藏自治区,540000
日喀则市,540200,2015,116758.5294,西藏自治区,540000
山南市,540500,2015,121451.9686,西藏自治区,540000
哈密市,650500,2015,195949.2,新疆维吾尔自治区,650000
克拉玛依市,650200,2015,85565.15686,新疆维吾尔自治区,650000
吐鲁番市,650400,2015,151133.7373,新疆维吾尔自治区,650000
乌鲁木齐市,650100,2015,184261.8588,新疆维吾尔自治区,650000
巴音郭楞蒙古自治州,652800,2015,352700.9843,新疆维吾尔自治区,650000
博尔塔拉蒙古自治州,652700,2015,68843.03922,新疆维吾尔自治区,650000
昌吉回族自治州,652300,2015,330360.1804,新疆维吾尔自治区,650000
克孜勒苏柯尔克孜自治州,653000,2015,69180.10588,新疆维吾尔自治区,650000
伊犁哈萨克自治州,654000,2015,248933.1098,新疆维吾尔自治区,650000
阿拉尔市,659002,2015,28247.60784,新疆维吾尔自治区,650000
北屯市,659005,2015,6289.435294,新疆维吾尔自治区,650000
胡杨河市,659010,2015,12148.48627,新疆维吾尔自治区,650000
可克达拉市,659008,2015,7393.341176,新疆维吾尔自治区,650000
昆玉市,659009,2015,5717.94902,新疆维吾尔自治区,650000
石河子市,659001,2015,21601.01961,新疆维吾尔自治区,650000
双河市,659007,2015,9894.266667,新疆维吾尔自治区,650000
铁门关市,659006,2015,5216.317647,新疆维吾尔自治区,650000
图木舒克市,659003,2015,19403.36471,新疆维吾尔自治区,650000
五家渠市,659004,2015,15546.13725,新疆维吾尔自治区,650000
新星市,659011,2015,11354.66275,新疆维吾尔自治区,650000
澳门特别行政区,820000,2015,4179.282353,澳门特别行政区,820000
香港特别行政区,810000,2015,76326.92157,香港特别行政区,810000
大兴安岭地区,232700,2016,13153.41961,黑龙江省,230000
台湾省,710000,2016,1010703.043,台湾省,710000
安庆市,340800,2016,90361.72157,安徽省,340000
蚌埠市,340300,2016,86627.60392,安徽省,340000
亳州市,341600,2016,104257.7922,安徽省,340000
池州市,341700,2016,46494.11373,安徽省,340000
滁州市,341100,2016,153765.898,安徽省,340000
阜阳市,341200,2016,146696.4824,安徽省,340000
合肥市,340100,2016,211948.9059,安徽省,340000
淮北市,340600,2016,51938.24314,安徽省,340000
淮南市,340400,2016,77080.38039,安徽省,340000
黄山市,341000,2016,36777.92941,安徽省,340000
六安市,341500,2016,122743.502,安徽省,340000
马鞍山市,340500,2016,84461.23137,安徽省,340000
宿州市,341300,2016,120156.4471,安徽省,340000
铜陵市,340700,2016,39556.58431,安徽省,340000
芜湖市,340200,2016,119714.3725,安徽省,340000
宣城市,341800,2016,95120.80392,安徽省,340000
福州市,350100,2016,237105.2118,福建省,350000
龙岩市,350800,2016,132014.6157,福建省,350000
南平市,350700,2016,138217.5412,福建省,350000
宁德市,350900,2016,132510.0706,福建省,350000
莆田市,350300,2016,96398.2,福建省,350000
泉州市,350500,2016,264205.7765,福建省,350000
三明市,350400,2016,131263.0627,福建省,350000
厦门市,350200,2016,88648.3098,福建省,350000
漳州市,350600,2016,202844.8196,福建省,350000
白银市,620400,2016,85992.56078,甘肃省,620000
定西市,621100,2016,102957.4471,甘肃省,620000
嘉峪关市,620200,2016,24699.07451,甘肃省,620000
金昌市,620300,2016,35538.08627,甘肃省,620000
酒泉市,620900,2016,185396.7765,甘肃省,620000
兰州市,620100,2016,137234.6078,甘肃省,620000
陇南市,621200,2016,100880.3647,甘肃省,620000
平凉市,620800,2016,76219.47451,甘肃省,620000
庆阳市,621000,2016,226056.4824,甘肃省,620000
天水市,620500,2016,86727.09412,甘肃省,620000
武威市,620600,2016,93586.69412,甘肃省,620000
张掖市,620700,2016,93328.07451,甘肃省,620000
潮州市,445100,2016,61621.43922,广东省,440000
东莞市,441900,2016,168426.098,广东省,440000
佛山市,440600,2016,190418.8118,广东省,440000
广州市,440100,2016,298427.2431,广东省,440000
河源市,441600,2016,117393.1059,广东省,440000
惠州市,441300,2016,206411.8078,广东省,440000
江门市,440700,2016,157355.9569,广东省,440000
揭阳市,445200,2016,102965.2784,广东省,440000
茂名市,440900,2016,122273.8824,广东省,440000
梅州市,441400,2016,122913.6549,广东省,440000
清远市,441800,2016,169229.2824,广东省,440000
汕头市,440500,2016,94908.91765,广东省,440000
汕尾市,441500,2016,72335.91373,广东省,440000
韶关市,440200,2016,113605.3412,广东省,440000
深圳市,440300,2016,140474.5608,广东省,440000
阳江市,441700,2016,81920.04314,广东省,440000
云浮市,445300,2016,73920.72157,广东省,440000
湛江市,440800,2016,157248.9529,广东省,440000
肇庆市,441200,2016,133842.2392,广东省,440000
中山市,442000,2016,101684.5804,广东省,440000
珠海市,440400,2016,76602.07059,广东省,440000
安顺市,520400,2016,107911.3922,贵州省,520000
毕节市,520500,2016,195071.5333,贵州省,520000
贵阳市,520100,2016,157772.4039,贵州省,520000
六盘水市,520200,2016,103070.2549,贵州省,520000
铜仁市,520600,2016,126596.7373,贵州省,520000
遵义市,520300,2016,231725.851,贵州省,520000
儋州市,460400,2016,44653.4,海南省,460000
海口市,460100,2016,59764.16863,海南省,460000
三沙市,460300,2016,13590.0549,海南省,460000
三亚市,460200,2016,48052.15294,海南省,460000
保定市,130600,2016,291938.4784,河北省,130000
沧州市,130900,2016,250992.0549,河北省,130000
承德市,130800,2016,235769.0039,河北省,130000
邯郸市,130400,2016,188085.2471,河北省,130000
衡水市,131100,2016,116048.5765,河北省,130000
廊坊市,131000,2016,180389.4118,河北省,130000
秦皇岛市,130300,2016,114284.6431,河北省,130000
石家庄市,130100,2016,222557.2627,河北省,130000
唐山市,130200,2016,345246.7529,河北省,130000
邢台市,130500,2016,163755.7961,河北省,130000
张家口市,130700,2016,268351.0039,河北省,130000
安阳市,410500,2016,118205.2745,河南省,410000
鹤壁市,410600,2016,36213.05098,河南省,410000
焦作市,410800,2016,75796.60392,河南省,410000
开封市,410200,2016,91659.27059,河南省,410000
洛阳市,410300,2016,164369.7373,河南省,410000
漯河市,411100,2016,45066.07451,河南省,410000
南阳市,411300,2016,223361.8,河南省,410000
平顶山市,410400,2016,109718.3216,河南省,410000
濮阳市,410900,2016,74163.21961,河南省,410000
三门峡市,411200,2016,74431.14118,河南省,410000
商丘市,411400,2016,145024.4157,河南省,410000
新乡市,410700,2016,134932.502,河南省,410000
信阳市,411500,2016,134688.9333,河南省,410000
许昌市,411000,2016,83548.30196,河南省,410000
郑州市,410100,2016,236901.5725,河南省,410000
周口市,411600,2016,144677.4588,河南省,410000
驻马店市,411700,2016,159464.7255,河南省,410000
大庆市,230600,2016,183376.2235,黑龙江省,230000
哈尔滨市,230100,2016,242727.3686,黑龙江省,230000
鹤岗市,230400,2016,33220.83922,黑龙江省,230000
黑河市,231100,2016,55682.52549,黑龙江省,230000
鸡西市,230300,2016,46102.09412,黑龙江省,230000
佳木斯市,230800,2016,101101.4157,黑龙江省,230000
牡丹江市,231000,2016,147614.6824,黑龙江省,230000
七台河市,230900,2016,21587.74118,黑龙江省,230000
齐齐哈尔市,230200,2016,109539.2863,黑龙江省,230000
双鸭山市,230500,2016,57405.99216,黑龙江省,230000
绥化市,231200,2016,81894.89804,黑龙江省,230000
伊春市,230700,2016,34647.79216,黑龙江省,230000
鄂州市,420700,2016,29224.18431,湖北省,420000
黄冈市,421100,2016,117261.8275,湖北省,420000
黄石市,420200,2016,59142.83137,湖北省,420000
荆门市,420800,2016,74867.48627,湖北省,420000
荆州市,421000,2016,121586.0039,湖北省,420000
十堰市,420300,2016,77662.69412,湖北省,420000
随州市,421300,2016,64515.28235,湖北省,420000
武汉市,420100,2016,235902.8392,湖北省,420000
咸宁市,421200,2016,68981.8549,湖北省,420000
襄阳市,420600,2016,120039.3059,湖北省,420000
孝感市,420900,2016,89307.1451,湖北省,420000
宜昌市,420500,2016,125144.4275,湖北省,420000
常德市,430700,2016,108392.5451,湖南省,430000
郴州市,431000,2016,119029.9882,湖南省,430000
衡阳市,430400,2016,108893.9412,湖南省,430000
怀化市,431200,2016,105529.898,湖南省,430000
娄底市,431300,2016,61886.34118,湖南省,430000
邵阳市,430500,2016,100876.2353,湖南省,430000
湘潭市,430300,2016,59760.68235,湖南省,430000
益阳市,430900,2016,68023.47451,湖南省,430000
永州市,431100,2016,99647.79216,湖南省,430000
岳阳市,430600,2016,116103.0667,湖南省,430000
张家界市,430800,2016,35144.61961,湖南省,430000
长沙市,430100,2016,182387.5765,湖南省,430000
株洲市,430200,2016,74081.58039,湖南省,430000
白城市,220800,2016,68553.84706,吉林省,220000
白山市,220600,2016,79424.30588,吉林省,220000
吉林市,220200,2016,206128.4471,吉林省,220000
辽源市,220400,2016,55592.08627,吉林省,220000
四平市,220300,2016,103605.5137,吉林省,220000
松原市,220700,2016,160390.4863,吉林省,220000
通化市,220500,2016,110118.4784,吉林省,220000
长春市,220100,2016,382653.302,吉林省,220000
常州市,320400,2016,161233.1725,江苏省,320000
淮安市,320800,2016,144023.7059,江苏省,320000
连云港市,320700,2016,146827.2275,江苏省,320000
南京市,320100,2016,235954.5843,江苏省,320000
南通市,320600,2016,255883.4588,江苏省,320000
苏州市,320500,2016,475406.7961,江苏省,320000
宿迁市,321300,2016,127597.4863,江苏省,320000
泰州市,321200,2016,153682.8471,江苏省,320000
无锡市,320200,2016,228839.9608,江苏省,320000
徐州市,320300,2016,213038.8941,江苏省,320000
盐城市,320900,2016,235811.0627,江苏省,320000
扬州市,321000,2016,149733.6196,江苏省,320000
镇江市,321100,2016,132342.5686,江苏省,320000
抚州市,361000,2016,75944.00784,江西省,360000
赣州市,360700,2016,177615.3843,江西省,360000
吉安市,360800,2016,91406.57255,江西省,360000
景德镇市,360200,2016,34743.8,江西省,360000
九江市,360400,2016,109498.6078,江西省,360000
南昌市,360100,2016,106113.5647,江西省,360000
萍乡市,360300,2016,25677.43137,江西省,360000
上饶市,361100,2016,114093.7725,江西省,360000
新余市,360500,2016,26875.6,江西省,360000
宜春市,360900,2016,113074.3059,江西省,360000
鹰潭市,360600,2016,25627.14118,江西省,360000
鞍山市,210300,2016,128639.6627,辽宁省,210000
本溪市,210500,2016,87743.22353,辽宁省,210000
朝阳市,211300,2016,168346.7686,辽宁省,210000
大连市,210200,2016,234879.5686,辽宁省,210000
丹东市,210600,2016,103105.3765,辽宁省,210000
抚顺市,210400,2016,113332.1333,辽宁省,210000
阜新市,210900,2016,87488.51765,辽宁省,210000
葫芦岛市,211400,2016,108170.9569,辽宁省,210000
锦州市,210700,2016,113040.8353,辽宁省,210000
辽阳市,211000,2016,86624.69804,辽宁省,210000
盘锦市,211100,2016,99727.90196,辽宁省,210000
沈阳市,210100,2016,273234.1882,辽宁省,210000
铁岭市,211200,2016,129381.6706,辽宁省,210000
营口市,210800,2016,106038.0588,辽宁省,210000
海东市,630200,2016,80825.14902,青海省,630000
西宁市,630100,2016,80663.71765,青海省,630000
滨州市,371600,2016,173739.1098,山东省,370000
德州市,371400,2016,143842.4941,山东省,370000
东营市,370500,2016,164993.3255,山东省,370000
菏泽市,371700,2016,173211.8039,山东省,370000
济南市,370100,2016,216497.0549,山东省,370000
济宁市,370800,2016,188977.2824,山东省,370000
聊城市,371500,2016,141028.9294,山东省,370000
临沂市,371300,2016,266947.4118,山东省,370000
青岛市,370200,2016,279250.5922,山东省,370000
日照市,371100,2016,94643.35294,山东省,370000
泰安市,370900,2016,111681.9059,山东省,370000
威海市,371000,2016,110610.8118,山东省,370000
潍坊市,370700,2016,294633.6196,山东省,370000
烟台市,370600,2016,252592.5255,山东省,370000
枣庄市,370400,2016,81426.49804,山东省,370000
淄博市,370300,2016,131860.7804,山东省,370000
大同市,140200,2016,161703.0235,山西省,140000
晋城市,140500,2016,84674.30196,山西省,140000
晋中市,140700,2016,159809.2235,山西省,140000
临汾市,141000,2016,166368.3216,山西省,140000
吕梁市,141100,2016,190338.098,山西省,140000
朔州市,140600,2016,135975.9216,山西省,140000
太原市,140100,2016,127094.2275,山西省,140000
忻州市,140900,2016,213923.4745,山西省,140000
阳泉市,140300,2016,49954.79608,山西省,140000
运城市,140800,2016,139777.3373,山西省,140000
长治市,140400,2016,144113.451,山西省,140000
安康市,610900,2016,72576.67843,陕西省,610000
宝鸡市,610300,2016,105400.4118,陕西省,610000
汉中市,610700,2016,108608.8314,陕西省,610000
商洛市,611000,2016,73968.97647,陕西省,610000
铜川市,610200,2016,36465.85882,陕西省,610000
渭南市,610500,2016,147462.7804,陕西省,610000
西安市,610100,2016,198852.8784,陕西省,610000
咸阳市,610400,2016,143265.8706,陕西省,610000
延安市,610600,2016,328261.4157,陕西省,610000
榆林市,610800,2016,460534.4196,陕西省,610000
巴中市,511900,2016,51287.2549,四川省,510000
成都市,510100,2016,362157.7882,四川省,510000
达州市,511700,2016,95316.04706,四川省,510000
德阳市,510600,2016,87411.58824,四川省,510000
广安市,511600,2016,66023.60392,四川省,510000
广元市,510800,2016,73488.89804,四川省,510000
乐山市,511100,2016,92352.4549,四川省,510000
泸州市,510500,2016,86922.76471,四川省,510000
眉山市,511400,2016,73961.52549,四川省,510000
绵阳市,510700,2016,128077.8,四川省,510000
南充市,511300,2016,102172.3412,四川省,510000
内江市,511000,2016,60759.03529,四川省,510000
攀枝花市,510400,2016,51011.40784,四川省,510000
遂宁市,510900,2016,63360.08627,四川省,510000
雅安市,511800,2016,68328.45098,四川省,510000
宜宾市,511500,2016,98413.03529,四川省,510000
资阳市,512000,2016,41601.28235,四川省,510000
自贡市,510300,2016,43780.0902,四川省,510000
保山市,530500,2016,83532.95294,云南省,530000
昆明市,530100,2016,248773.051,云南省,530000
丽江市,530700,2016,61090.20392,云南省,530000
临沧市,530900,2016,71835.5451,云南省,530000
普洱市,530800,2016,82600.21961,云南省,530000
曲靖市,530300,2016,199943.3922,云南省,530000
玉溪市,530400,2016,109052.2471,云南省,530000
昭通市,530600,2016,126979.1451,云南省,530000
杭州市,330100,2016,321081.8,浙江省,330000
湖州市,330500,2016,127318.902,浙江省,330000
嘉兴市,330400,2016,185578.9843,浙江省,330000
金华市,330700,2016,210050.6235,浙江省,330000
丽水市,331100,2016,104860.5059,浙江省,330000
宁波市,330200,2016,342805.3412,浙江省,330000
衢州市,330800,2016,80267.26667,浙江省,330000
绍兴市,330600,2016,183726.2431,浙江省,330000
台州市,331000,2016,208105.7216,浙江省,330000
温州市,330300,2016,230444.0314,浙江省,330000
舟山市,330900,2016,54067.54118,浙江省,330000
甘南藏族自治州,623000,2016,55812.89412,甘肃省,620000
临夏回族自治州,622900,2016,55192.40784,甘肃省,620000
黔东南苗族侗族自治州,522600,2016,141839.9373,贵州省,520000
黔南布依族苗族自治州,522700,2016,183081.7255,贵州省,520000
黔西南布依族苗族自治州,522300,2016,122930.8902,贵州省,520000
