region,regionCode,year,total_sol
澳门特别行政区,820000,1996,4116327.003921569
香港特别行政区,810000,1996,2.257595217579706E10
安徽省,340000,1997,4.059899330986665E10
福建省,350000,1997,4.2395920519829926E10
甘肃省,620000,1997,3.6235621340394066E10
广东省,440000,1997,1.5360468133507956E11
贵州省,520000,1997,1.8414061030024284E10
海南省,460000,1997,9.332909576088867E9
河北省,130000,1997,8.391650389556284E10
河南省,410000,1997,6.913962266095053E10
黑龙江省,230000,1997,7.051590147384282E10
湖北省,420000,1997,3.788830621055255E10
湖南省,430000,1997,2.8782733083651623E10
吉林省,220000,1997,3.640594078779924E10
江苏省,320000,1997,1.1719595145483646E11
江西省,360000,1997,2.2772343483247288E10
辽宁省,210000,1997,5.7638840430973175E10
青海省,630000,1997,3.728327726355171E10
山东省,370000,1997,1.1083943612600737E11
山西省,140000,1997,6.658106472128294E10
陕西省,610000,1997,4.319789011571381E10
四川省,510000,1997,4.967913793448606E10
台湾省,710000,1997,52094.71096813725
云南省,530000,1997,4.562503591054666E10
浙江省,330000,1997,6.687757497615213E10
北京市,110000,1997,3.5905931886198784E10
上海市,310000,1997,3.231781001369661E10
天津市,120000,1997,2.6899616878056236E10
重庆市,500000,1997,1.3875185670426643E10
广西壮族自治区,450000,1997,3.1602240042341755E10
内蒙古自治区,150000,1997,9.043417803017087E10
宁夏回族自治区,640000,1997,1.1058484529412378E10
西藏自治区,540000,1997,5.5855284958545944E10
新疆维吾尔自治区,650000,1997,1.2212601416010335E11
澳门特别行政区,820000,1997,4553456.339215687
香港特别行政区,810000,1997,2.3544734286331985E10
安徽省,340000,1998,4.144953853801498E10
福建省,350000,1998,4.2944559768115524E10
甘肃省,620000,1998,3.645644837620215E10
广东省,440000,1998,1.551222211699665E11
贵州省,520000,1998,1.9032441145617737E10
海南省,460000,1998,9.416420370085938E9
河北省,130000,1998,8.52044438084973E10
河南省,410000,1998,7.033076001238298E10
黑龙江省,230000,1998,7.13492293745787E10
湖北省,420000,1998,3.898312177950488E10
湖南省,430000,1998,2.9563297492108902E10
