SgnYear,AreaID,CountyName,PrefLevCity,Province,CountyCode,FixAst
2000,20407661,金沙县,毕节地区,贵州省,522424,3.04
2000,20407662,织金县,毕节地区,贵州省,522425,0.42
2000,20406705,纳雍县,毕节地区,贵州省,522426,1.34
2000,20406706,威宁彝族回族苗族自治县,毕节地区,贵州省,522427,0.32
2000,20406707,赫章县,毕节地区,贵州省,522428,0.16
2000,20406802,凯里市,黔东南苗族侗族自治州,贵州省,522601,8.85
2000,20406803,黄平县,黔东南苗族侗族自治州,贵州省,522622,0.18
2000,20406804,施秉县,黔东南苗族侗族自治州,贵州省,522623,0.47
2000,20406805,三穗县,黔东南苗族侗族自治州,贵州省,522624,0.44
2000,20406806,镇远县,黔东南苗族侗族自治州,贵州省,522625,0.89
2000,20406807,岑巩县,黔东南苗族侗族自治州,贵州省,522626,0.31
2000,20406808,天柱县,黔东南苗族侗族自治州,贵州省,522627,0.28
2000,20406809,锦屏县,黔东南苗族侗族自治州,贵州省,522628,0.2
2000,20406810,剑河县,黔东南苗族侗族自治州,贵州省,522629,0.46
2000,20406811,台江县,黔东南苗族侗族自治州,贵州省,522630,0.27
2000,20406812,黎平县,黔东南苗族侗族自治州,贵州省,522631,0.23
2000,20406813,榕江县,黔东南苗族侗族自治州,贵州省,522632,0.41
2000,20406814,从江县,黔东南苗族侗族自治州,贵州省,522633,0.27
2000,20406815,雷山县,黔东南苗族侗族自治州,贵州省,522634,0.38
2000,20406816,麻江县,黔东南苗族侗族自治州,贵州省,522635,2.41
2000,20406817,丹寨县,黔东南苗族侗族自治州,贵州省,522636,0.5
2000,20406819,都匀市,黔南布依族苗族自治州,贵州省,522701,5.85
2000,20406820,福泉市,黔南布依族苗族自治州,贵州省,522702,1.64
2000,20406821,荔波县,黔南布依族苗族自治州,贵州省,522722,0.56
2000,20406822,贵定县,黔南布依族苗族自治州,贵州省,522723,0.47
2000,20406823,瓮安县,黔南布依族苗族自治州,贵州省,522725,0.62
2000,20406824,独山县,黔南布依族苗族自治州,贵州省,522726,0.86
