SgnYear,AreaID,CountyName,PrefLevCity,Province,CountyCode,PopNum,Pop_Agr,Pop_NonAgr,ResdPop_Urban,ResdPop_Rural
2003,20405162,新昌县,绍兴市,浙江省,330624,43.38,35.92,7.46,,
2003,20405163,诸暨市,绍兴市,浙江省,330681,105.49,91.4,14.09,,
2003,20405165,嵊州市,绍兴市,浙江省,330683,73.54,61.01,12.53,,
2003,20405168,婺城区,金华市,浙江省,330702,62.34,34.92,27.42,,
2003,20405169,金东区,金华市,浙江省,330703,29.83,28.19,1.64,,
2003,20405170,武义县,金华市,浙江省,330723,32.75,28.01,4.74,,
2003,20405171,浦江县,金华市,浙江省,330726,38.07,32.2,5.87,,
2003,20405172,磐安县,金华市,浙江省,330727,20.62,18.38,2.24,,
2003,20405173,兰溪市,金华市,浙江省,330781,65.42,53.81,11.61,,
2003,20405174,义乌市,金华市,浙江省,330782,68.04,49.16,18.88,,
2003,20405175,东阳市,金华市,浙江省,330783,78.99,66.71,12.28,,
2003,20405176,永康市,金华市,浙江省,330784,53.83,45.53,8.3,,
2003,20405179,柯城区,衢州市,浙江省,330802,40.4,23.19,17.21,,
2003,20405180,衢江区,衢州市,浙江省,330803,39.83,38.09,1.74,,
2003,20405181,常山县,衢州市,浙江省,330822,32.33,28.14,4.19,,
2003,20405182,开化县,衢州市,浙江省,330824,34.36,30.21,4.15,,
2003,20405183,龙游县,衢州市,浙江省,330825,40.72,34.62,6.1,,
2003,20405184,江山市,衢州市,浙江省,330881,57.19,48.78,8.41,,
2003,20405187,定海区,舟山市,浙江省,330902,36.82,22.08,14.74,,
2003,20405188,普陀区,舟山市,浙江省,330903,32.14,20.85,11.29,,
2003,20405189,岱山县,舟山市,浙江省,330921,19.97,15.11,4.86,,
2003,20405190,嵊泗县,舟山市,浙江省,330922,8.19,5.49,2.7,,
2003,20405193,椒江区,台州市,浙江省,331002,47.15,34.84,12.31,,
2003,20405194,黄岩区,台州市,浙江省,331003,57.19,46.85,10.34,,
2003,20405195,路桥区,台州市,浙江省,331004,41.7,35.81,5.89,,
2003,20405196,玉环县,台州市,浙江省,331021,39.28,21.69,17.59,,
2003,20405197,三门县,台州市,浙江省,331022,40.25,36.2,4.05,,
2003,20405198,天台县,台州市,浙江省,331023,55.52,46.48,9.04,,
2003,20405199,仙居县,台州市,浙江省,331024,46.43,41.86,4.57,,
2003,20405200,温岭市,台州市,浙江省,331081,114.5,97.01,17.49,,
2003,20405201,临海市,台州市,浙江省,331082,110.58,96.51,14.07,,
2003,20405359,莲都区,丽水市,浙江省,331102,36.84,24.54,12.3,,
2003,20405360,青田县,丽水市,浙江省,331121,47.17,41.52,5.65,,
2003,20405364,云和县,丽水市,浙江省,331125,10.93,9.03,1.9,,
2003,20405365,庆元县,丽水市,浙江省,331126,19.79,17.07,2.72,,
2003,20405361,缙云县,丽水市,浙江省,331122,43.53,39.67,3.86,,
2003,20405362,遂昌县,丽水市,浙江省,331123,22.55,19.07,3.48,,
2003,20405363,松阳县,丽水市,浙江省,331124,23.1,20.18,2.92,,
2003,20405366,景宁畲族自治县,丽水市,浙江省,331127,17.93,15.37,2.56,,
2003,20405367,龙泉市,丽水市,浙江省,331181,27.55,23.38,4.17,,
2003,20407186,城关区,拉萨市,西藏自治区,540102,15.29,,,,
2003,20407187,林周县,拉萨市,西藏自治区,540121,5.54,,,,
2003,20407188,当雄县,拉萨市,西藏自治区,540122,4.25,,,,
2003,20407189,尼木县,拉萨市,西藏自治区,540123,2.92,,,,
2003,20407190,曲水县,拉萨市,西藏自治区,540124,3.27,,,,
2003,20407191,堆龙德庆县,拉萨市,西藏自治区,540125,4.1,,,,
2003,20407192,达孜县,拉萨市,西藏自治区,540126,2.58,,,,
2003,20407193,墨竹工卡县,拉萨市,西藏自治区,540127,4.13,,,,
2003,20407195,昌都县,昌都地区,西藏自治区,542121,9.07,,,,
2003,20407196,江达县,昌都地区,西藏自治区,542122,6.85,,,,
2003,20407271,贡觉县,昌都地区,西藏自治区,542123,4.13,,,,
2003,20407272,类乌齐县,昌都地区,西藏自治区,542124,4.12,,,,
2003,20407273,丁青县,昌都地区,西藏自治区,542125,6.24,,,,
2003,20407274,察雅县,昌都地区,西藏自治区,542126,5.4,,,,
2003,20407275,八宿县,昌都地区,西藏自治区,542127,3.71,,,,
2003,20407276,左贡县,昌都地区,西藏自治区,542128,4.36,,,,
2003,20407277,芒康县,昌都地区,西藏自治区,542129,7.22,,,,
2003,20407278,洛隆县,昌都地区,西藏自治区,542132,4.19,,,,
2003,20407279,边坝县,昌都地区,西藏自治区,542133,3.07,,,,
2003,20407281,乃东县,山南地区,西藏自治区,542221,5.55,,,,
2003,20407282,扎囊县,山南地区,西藏自治区,542222,3.66,,,,
2003,20407283,贡嘎县,山南地区,西藏自治区,542223,4.62,,,,
2003,20407284,桑日县,山南地区,西藏自治区,542224,1.6,,,,
2003,20407285,琼结县,山南地区,西藏自治区,542225,1.81,,,,
2003,20407286,曲松县,山南地区,西藏自治区,542226,1.59,,,,
2003,20407289,加查县,山南地区,西藏自治区,542229,1.81,,,,
2003,20407290,隆子县,山南地区,西藏自治区,542231,3.25,,,,
2003,20407291,错那县,山南地区,西藏自治区,542232,1.48,,,,
2003,20407287,措美县,山南地区,西藏自治区,542227,1.38,,,,
2003,20407288,洛扎县,山南地区,西藏自治区,542228,1.87,,,,
2003,20407292,浪卡子县,山南地区,西藏自治区,542233,3.41,,,,
2003,20407368,南木林县,日喀则地区,西藏自治区,542322,7.43,,,,
2003,20407370,定日县,日喀则地区,西藏自治区,542324,4.75,,,,
2003,20407371,萨迦县,日喀则地区,西藏自治区,542325,4.51,,,,
2003,20407372,拉孜县,日喀则地区,西藏自治区,542326,4.84,,,,
2003,20407373,昂仁县,日喀则地区,西藏自治区,542327,4.61,,,,
2003,20407374,谢通门县,日喀则地区,西藏自治区,542328,4.16,,,,
2003,20407378,定结县,日喀则地区,西藏自治区,542332,1.82,,,,
2003,20407379,仲巴县,日喀则地区,西藏自治区,542333,1.85,,,,
2003,20407381,吉隆县,日喀则地区,西藏自治区,542335,1.24,,,,
2003,20407382,聂拉木县,日喀则地区,西藏自治区,542336,1.44,,,,
2003,20407383,萨嘎县,日喀则地区,西藏自治区,542337,1.23,,,,
2003,20407369,江孜县,日喀则地区,西藏自治区,542323,6.19,,,,
2003,20407375,白朗县,日喀则地区,西藏自治区,542329,4.26,,,,
2003,20407376,仁布县,日喀则地区,西藏自治区,542330,3.11,,,,
2003,20407377,康马县,日喀则地区,西藏自治区,542331,2.01,,,,
2003,20407380,亚东县,日喀则地区,西藏自治区,542334,1.17,,,,
2003,20407384,岗巴县,日喀则地区,西藏自治区,542338,0.96,,,,
2003,20407386,那曲县,那曲地区,西藏自治区,542421,8.6,,,,
2003,20407387,嘉黎县,那曲地区,西藏自治区,542422,2.64,,,,
2003,20407388,比如县,那曲地区,西藏自治区,542423,4.85,,,,
2003,20407389,聂荣县,那曲地区,西藏自治区,542424,2.96,,,,
2003,20407390,安多县,那曲地区,西藏自治区,542425,3.44,,,,
2003,20407391,申扎县,那曲地区,西藏自治区,542426,1.7,,,,
2003,20407466,索县,那曲地区,西藏自治区,542427,3.7,,,,
2003,20407306,班戈县,那曲地区,西藏自治区,542428,3.46,,,,
2003,20407307,巴青县,那曲地区,西藏自治区,542429,3.83,,,,
2003,20407308,尼玛县,那曲地区,西藏自治区,542430,3.54,,,,
2003,20407310,普兰县,阿里地区,西藏自治区,542521,0.82,,,,
2003,20407311,札达县,阿里地区,西藏自治区,542522,0.57,,,,
2003,20407312,噶尔县,阿里地区,西藏自治区,542523,1.28,,,,
2003,20407313,日土县,阿里地区,西藏自治区,542524,0.76,,,,
2003,20407314,革吉县,阿里地区,西藏自治区,542525,1.26,,,,
2003,20407315,改则县,阿里地区,西藏自治区,542526,1.86,,,,
2003,20407316,措勤县,阿里地区,西藏自治区,542527,1.22,,,,
2003,20407318,林芝县,林芝地区,西藏自治区,542621,3.44,,,,
2003,20407392,工布江达县,林芝地区,西藏自治区,542622,2.5,,,,
2003,20407393,米林县,林芝地区,西藏自治区,542623,1.81,,,,
2003,20407394,墨脱县,林芝地区,西藏自治区,542624,0.98,,,,
2003,20407395,波密县,林芝地区,西藏自治区,542625,2.76,,,,
2003,20407396,察隅县,林芝地区,西藏自治区,542626,2.52,,,,
2003,20407397,朗县,林芝地区,西藏自治区,542627,1.47,,,,
2003,20404309,小店区,太原市,山西省,140105,,,,50.05,0
2003,20404310,迎泽区,太原市,山西省,140106,,,,47.65,0
2003,20404311,杏花岭区,太原市,山西省,140107,,,,52.64,0
2003,20404312,尖草坪区,太原市,山西省,140108,,,,34.31,0
2003,20404313,万柏林区,太原市,山西省,140109,,,,56.56,0
2003,20404314,晋源区,太原市,山西省,140110,,,,12.2,6.14
2003,20404315,清徐县,太原市,山西省,140121,,,,5.55,27.97
2003,20404316,阳曲县,太原市,山西省,140122,,,,3.43,11.02
2003,20404317,娄烦县,太原市,山西省,140123,,,,2.35,8.91
2003,20404318,古交市,太原市,山西省,140181,,,,14.28,6.79
2003,20404323,南郊区,大同市,山西省,140211,,,,6.14,37.18
2003,20404324,新荣区,大同市,山西省,140212,,,,3.61,7.27
2003,20404325,阳高县,大同市,山西省,140221,,,,6.67,20.18
2003,20404326,天镇县,大同市,山西省,140222,,,,2.1,17.15
2003,20404327,广灵县,大同市,山西省,140223,,,,0.98,15.71
2003,20404328,灵丘县,大同市,山西省,140224,,,,1.56,19.99
2003,20404329,浑源县,大同市,山西省,140225,,,,10.06,23.35
2003,20404330,左云县,大同市,山西省,140226,,,,3.78,12.92
2003,20404331,大同县,大同市,山西省,140227,,,,3.97,12.72
2003,20404336,平定县,阳泉市,山西省,140321,,,,7.1,25.59
2003,20404337,盂县,阳泉市,山西省,140322,,,,3.83,25.92
2003,20404333,城区,阳泉市,山西省,140302,,,,36.82,0
2003,20404335,郊区,阳泉市,山西省,140311,,,,21.33,7.98
2003,20404463,长治县,长治市,山西省,140421,,,,4.54,28.37
2003,20404464,襄垣县,长治市,山西省,140423,,,,7.01,18.35
2003,20404465,屯留县,长治市,山西省,140424,,,,3.15,22.2
2003,20404466,平顺县,长治市,山西省,140425,,,,2.39,13.97
2003,20404467,黎城县,长治市,山西省,140426,,,,3.54,12.28
2003,20404468,壶关县,长治市,山西省,140427,,,,2.76,26.09
2003,20404469,长子县,长治市,山西省,140428,,,,5.31,29.11
2003,20404470,武乡县,长治市,山西省,140429,,,,3.23,16.72
2003,20404471,沁县,长治市,山西省,140430,,,,3.64,13.65
2003,20404472,沁源县,长治市,山西省,140431,,,,3.25,12.45
2003,20404473,潞城市,长治市,山西省,140481,,,,10.33,11.48
2003,20404477,沁水县,晋城市,山西省,140521,,,,5.51,15.88
2003,20404478,阳城县,晋城市,山西省,140522,,,,12.56,28.45
2003,20404244,陵川县,晋城市,山西省,140524,,,,6.02,19.3
2003,20404245,泽州县,晋城市,山西省,140525,,,,15.58,36.9
2003,20404246,高平市,晋城市,山西省,140581,,,,15.6,32.33
2003,20404249,朔城区,朔州市,山西省,140602,,,,18.78,20.99
2003,20404250,平鲁区,朔州市,山西省,140603,,,,7.17,10.77
2003,20404251,山阴县,朔州市,山西省,140621,,,,8.6,13.62
2003,20404252,应县,朔州市,山西省,140622,,,,4.97,23.61
2003,20404253,右玉县,朔州市,山西省,140623,,,,4.24,6.53
2003,20404254,怀仁县,朔州市,山西省,140624,,,,12.08,17.2
2003,20404257,榆次区,晋中市,山西省,140702,,,,35.93,18.31
2003,20404258,榆社县,晋中市,山西省,140721,,,,2.53,10.3
2003,20404259,左权县,晋中市,山西省,140722,,,,3.28,12.4
2003,20404260,和顺县,晋中市,山西省,140723,,,,3.89,9.65
2003,20404261,昔阳县,晋中市,山西省,140724,,,,3.46,18.7
2003,20404262,寿阳县,晋中市,山西省,140725,,,,4.12,17
2003,20404263,太谷县,晋中市,山西省,140726,,,,9.3,19.8
2003,20404264,祁县,晋中市,山西省,140727,,,,7.1,18.71
2003,20404265,平遥县,晋中市,山西省,140728,,,,11.22,37.06
2003,20404144,灵石县,晋中市,山西省,140729,,,,8.71,15.98
2003,20404145,介休市,晋中市,山西省,140781,,,,19.81,17.99
2003,20404148,盐湖区,运城市,山西省,140802,,,,36.17,25.45
2003,20404149,临猗县,运城市,山西省,140821,,,,7.59,47.22
2003,20404150,万荣县,运城市,山西省,140822,,,,4.56,38.83
2003,20404151,闻喜县,运城市,山西省,140823,,,,7.26,31.33
2003,20404152,稷山县,运城市,山西省,140824,,,,6.38,26.79
2003,20404153,新绛县,运城市,山西省,140825,,,,8.08,23.85
2003,20404154,绛县,运城市,山西省,140826,,,,7.45,19.7
2003,20404155,垣曲县,运城市,山西省,140827,,,,6.57,15.84
2003,20404156,夏县,运城市,山西省,140828,,,,7.3,27.77
2003,20404157,平陆县,运城市,山西省,140829,,,,3.26,21.53
2003,20404158,芮城县,运城市,山西省,140830,,,,9.19,28.86
2003,20404159,永济市,运城市,山西省,140881,,,,21.37,21.77
2003,20404160,河津市,运城市,山西省,140882,,,,13.12,24.64
2003,20404163,忻府区,忻州市,山西省,140902,,,,21.45,29.21
2003,20404164,定襄县,忻州市,山西省,140921,,,,6.32,15.18
2003,20404165,五台县,忻州市,山西省,140922,,,,6.27,25.69
2003,20404166,代县,忻州市,山西省,140923,,,,5.89,14.91
2003,20404167,繁峙县,忻州市,山西省,140924,,,,7.29,17.46
2003,20404168,宁武县,忻州市,山西省,140925,,,,5.87,9.76
2003,20404169,静乐县,忻州市,山西省,140926,,,,2.78,13.17
2003,20404170,神池县,忻州市,山西省,140927,,,,1.96,8.64
2003,20404171,五寨县,忻州市,山西省,140928,,,,2.58,8.51
2003,20404172,岢岚县,忻州市,山西省,140929,,,,1.96,6.3
2003,20404173,河曲县,忻州市,山西省,140930,,,,4.77,9.39
2003,20404174,保德县,忻州市,山西省,140931,,,,3.03,12.02
2003,20404225,偏关县,忻州市,山西省,140932,,,,3.41,8.08
2003,20404226,原平市,忻州市,山西省,140981,,,,17.85,30.21
2003,20404229,尧都区,临汾市,山西省,141002,,,,39.42,34.68
2003,20404230,曲沃县,临汾市,山西省,141021,,,,5.05,17.62
2003,20404231,翼城县,临汾市,山西省,141022,,,,6.6,24.51
2003,20404232,襄汾县,临汾市,山西省,141023,,,,7.19,40.56
2003,20404233,洪洞县,临汾市,山西省,141024,,,,19.92,52.09
2003,20404234,古县,临汾市,山西省,141025,,,,2.16,6.48
2003,20404235,安泽县,临汾市,山西省,141026,,,,2.04,5.78
2003,20404236,浮山县,临汾市,山西省,141027,,,,2.19,10.34
2003,20404237,吉县,临汾市,山西省,141028,,,,1.64,8.54
2003,20404238,乡宁县,临汾市,山西省,141029,,,,3.75,18.48
2003,20404239,大宁县,临汾市,山西省,141030,,,,1.67,4.38
2003,20404240,隰县,临汾市,山西省,141031,,,,2.04,7.83
2003,20404241,永和县,临汾市,山西省,141032,,,,1.67,4.59
2003,20404341,蒲县,临汾市,山西省,141033,,,,3.05,6.93
2003,20404342,汾西县,临汾市,山西省,141034,,,,4.16,9.61
2003,20404343,侯马市,临汾市,山西省,141081,,,,10.34,12.72
2003,20404344,霍州市,临汾市,山西省,141082,,,,13.71,14.44
2003,20404347,离石区,吕梁市,山西省,141102,,,,15.81,8.37
2003,20404358,孝义市,吕梁市,山西省,141181,,,,18.52,23.86
2003,20404359,汾阳市,吕梁市,山西省,141182,,,,11.13,28.61
2003,20404348,文水县,吕梁市,山西省,141121,,,,7.03,34.17
2003,20404349,交城县,吕梁市,山西省,141122,,,,8.12,13.2
2003,20404350,兴县,吕梁市,山西省,141123,,,,3.91,22.8
2003,20404351,临县,吕梁市,山西省,141124,,,,5.12,51.78
2003,20404352,柳林县,吕梁市,山西省,141125,,,,6.66,22.42
2003,20404353,石楼县,吕梁市,山西省,141126,,,,2.69,7.79
2003,20404354,岚县,吕梁市,山西省,141127,,,,2.69,14.08
2003,20404355,方山县,吕梁市,山西省,141128,,,,2.09,11.86
2003,20404356,中阳县,吕梁市,山西省,141129,,,,4.07,9.51
2003,20404357,交口县,吕梁市,山西省,141130,,,,2.69,8.38
2003,20406375,从化市,广州市,广东省,440184,53.56,39.02,14.53,,
2003,20406374,增城市,广州市,广东省,440183,83.38,60.63,22.75,,
2003,20406384,南澳县,汕头市,广东省,440523,7.28,4.56,2.71,,
2003,20406484,乐昌市,韶关市,广东省,440281,51.67,25.67,26,,
2003,20406485,南雄市,韶关市,广东省,440282,45.68,37.51,8.17,,
2003,20406480,仁化县,韶关市,广东省,440224,17.56,12.04,5.51,,
2003,20406479,始兴县,韶关市,广东省,440222,23.94,18.79,5.15,,
2003,20406481,翁源县,韶关市,广东省,440229,37.7,27.04,10.66,,
2003,20406483,新丰县,韶关市,广东省,440233,23.75,17.76,5.99,,
2003,20406478,曲江县,韶关市,广东省,440221,41.01,29.79,11.23,,
2003,20406482,乳源瑶族自治县,韶关市,广东省,440232,20.13,16.27,3.86,,
2003,20406152,东源县,河源市,广东省,441625,51.58,45.33,6.24,,
2003,20406151,和平县,河源市,广东省,441624,48.75,42.05,6.71,,
2003,20406149,龙川县,河源市,广东省,441622,86.13,71.33,14.81,,
2003,20406148,紫金县,河源市,广东省,441621,80.16,59.51,20.65,,
2003,20406150,连平县,河源市,广东省,441623,37.35,29.39,7.96,,
2003,20406138,兴宁市,梅州市,广东省,441481,113.1,82.53,30.57,,
2003,20406132,梅县,梅州市,广东省,441421,60.57,46.64,13.94,,
2003,20406136,平远县,梅州市,广东省,441426,25.17,17.06,8.1,,
2003,20406137,蕉岭县,梅州市,广东省,441427,22.46,16.2,6.26,,
2003,20406133,大埔县,梅州市,广东省,441422,52.44,41.46,10.99,,
2003,20406134,丰顺县,梅州市,广东省,441423,55.56,45.41,10.16,,
2003,20406135,五华县,梅州市,广东省,441424,119.58,103.27,16.32,,
2003,20406327,惠东县,惠州市,广东省,441323,69.84,8.72,61.12,,
2003,20406326,博罗县,惠州市,广东省,441322,75.81,39.76,36.04,,
2003,20406328,龙门县,惠州市,广东省,441324,31.97,17.55,14.42,,
2003,20406144,陆丰市,汕尾市,广东省,441581,157.09,157.09,0,,
2003,20406142,海丰县,汕尾市,广东省,441521,75.52,-56.93,132.45,,
2003,20406143,陆河县,汕尾市,广东省,441523,28.14,-0.08,28.22,,
2003,20406397,台山市,江门市,广东省,440781,98.64,50.53,48.11,,
2003,20406398,开平市,江门市,广东省,440783,57.93,24.3,33.62,,
2003,20406399,鹤山市,江门市,广东省,440784,35.69,18.32,17.38,,
2003,20406400,恩平市,江门市,广东省,440785,47.26,24.91,22.35,,
2003,20406158,阳春市,阳江市,广东省,441781,105.29,82.98,22.31,,
2003,20406157,阳东县,阳江市,广东省,441723,44.42,36.19,8.22,,
2003,20406156,阳西县,阳江市,广东省,441721,46.97,37.81,9.15,,
2003,20406302,雷州市,湛江市,广东省,440882,150.73,124.33,26.4,,
2003,20406301,廉江市,湛江市,广东省,440881,150.79,124.31,26.49,,
2003,20406303,吴川市,湛江市,广东省,440883,100.68,72.66,28.01,,
2003,20406299,遂溪县,湛江市,广东省,440823,99.46,80.08,19.38,,
2003,20406300,徐闻县,湛江市,广东省,440825,68.03,54.35,13.68,,
2003,20406311,信宜市,茂名市,广东省,440983,124.49,89.52,34.97,,
2003,20406309,高州市,茂名市,广东省,440981,158.36,122.12,36.24,,
2003,20406310,化州市,茂名市,广东省,440982,141.69,121.17,20.51,,
2003,20406321,四会市,肇庆市,广东省,441284,42.42,29.26,13.15,,
2003,20406320,高要市,肇庆市,广东省,441283,72.89,61.73,11.16,,
2003,20406316,广宁县,肇庆市,广东省,441223,54.01,42.82,11.19,,
2003,20406319,德庆县,肇庆市,广东省,441226,35.5,28.42,7.09,,
2003,20406318,封开县,肇庆市,广东省,441225,46.98,39.61,7.38,,
2003,20406317,怀集县,肇庆市,广东省,441224,93.1,81.25,11.85,,
2003,20406167,英德市,清远市,广东省,441881,105,83.36,21.64,,
2003,20406168,连州市,清远市,广东省,441882,50.46,41.18,9.28,,
2003,20406166,清新县,清远市,广东省,441827,69.62,60.66,8.96,,
2003,20406162,佛冈县,清远市,广东省,441821,30.94,24.67,6.28,,
2003,20406164,连山壮族瑶族自治县,清远市,广东省,441825,11.47,8.99,2.47,,
2003,20406165,连南瑶族自治县,清远市,广东省,441826,15.56,12.73,2.83,,
2003,20406163,阳山县,清远市,广东省,441823,52.7,45.36,7.34,,
2003,20406405,饶平县,潮州市,广东省,445122,96.38,74.34,22.04,,
2003,20406404,潮安县,潮州市,广东省,445121,118.27,100.65,17.62,,
2003,20406412,普宁市,揭阳市,广东省,445281,204.04,142.44,61.6,,
2003,20406409,揭东县,揭阳市,广东省,445221,121.62,96.4,25.22,,
2003,20406410,揭西县,揭阳市,广东省,445222,90.26,66.42,23.84,,
2003,20406411,惠来县,揭阳市,广东省,445224,108.79,80.53,28.26,,
2003,20406419,罗定市,云浮市,广东省,445381,109.46,72.94,36.52,,
2003,20406416,新兴县,云浮市,广东省,445321,44.52,28.78,15.74,,
2003,20406417,郁南县,云浮市,广东省,445322,47.9,38.37,9.53,,
2003,20406418,云安县,云浮市,广东省,445323,30.74,23.17,7.58,,
2003,20404481,东城区,北京市,北京市,110101,64.3,0,64.3,,
2003,20404482,西城区,北京市,北京市,110102,79.7,0,79.7,,
2003,20407775,崇文区,北京市,北京市,110103,39.6,0,39.6,,
2003,20408015,宣武区,北京市,北京市,110104,56.8,0,56.8,,
2003,20404483,朝阳区,北京市,北京市,110105,159.8,16.6,143.2,,
2003,20404484,丰台区,北京市,北京市,110106,86.4,14,72.4,,
2003,20404485,石景山区,北京市,北京市,110107,33.8,0,33.8,,
2003,20404486,海淀区,北京市,北京市,110108,178.4,11.4,167,,
2003,20404487,门头沟区,北京市,北京市,110109,23.6,7.1,16.5,,
2003,20404488,房山区,北京市,北京市,110111,74.9,43.6,31.3,,
2003,20404489,通州区,北京市,北京市,110112,61,37.2,23.8,,
2003,20404490,顺义区,北京市,北京市,110113,54.8,38.3,16.5,,
2003,20404491,昌平区,北京市,北京市,110114,45.3,23.3,22,,
2003,20404492,大兴区,北京市,北京市,110115,54.7,34.9,19.8,,
2003,20404494,平谷区,北京市,北京市,110117,39.2,26.1,13.1,,
2003,20404493,怀柔区,北京市,北京市,110116,26.9,17.1,9.8,,
2003,20404496,密云县,北京市,北京市,110228,42.4,29.4,13,,
2003,20404497,延庆县,北京市,北京市,110229,27.2,19,8.2,,
2003,20405469,福清市,福州市,福建省,350181,120.51,62.09,58.42,,
2003,20405470,长乐市,福州市,福建省,350182,66.03,34.91,31.13,,
2003,20405463,闽侯县,福州市,福建省,350121,60.78,32.13,28.65,,
2003,20405464,连江县,福州市,福建省,350122,61.31,31.74,29.57,,
2003,20405465,罗源县,福州市,福建省,350123,25.34,13.37,11.97,,
2003,20405466,闽清县,福州市,福建省,350124,30.15,15.99,14.16,,
2003,20405467,永泰县,福州市,福建省,350125,35.88,18.99,16.88,,
2003,20405468,平潭县,福州市,福建省,350128,38.61,19.74,18.87,,
2003,20405485,仙游县,莆田市,福建省,350322,100.2,51.25,48.95,,
2003,20405403,永安市,三明市,福建省,350481,31.84,16.84,15,,
2003,20405394,明溪县,三明市,福建省,350421,11.54,5.97,5.57,,
2003,20405395,清流县,三明市,福建省,350423,14.7,7.71,6.99,,
2003,20405396,宁化县,三明市,福建省,350424,31.61,17.88,13.73,,
2003,20405397,大田县,三明市,福建省,350425,36.81,19.37,17.44,,
2003,20405398,尤溪县,三明市,福建省,350426,42.03,22.31,19.72,,
2003,20405399,沙县,三明市,福建省,350427,24.01,12.57,11.44,,
2003,20405400,将乐县,三明市,福建省,350428,16.74,8.7,8.04,,
2003,20405401,泰宁县,三明市,福建省,350429,12.7,6.58,6.12,,
2003,20405402,建宁县,三明市,福建省,350430,14.43,7.37,7.06,,
2003,20405415,石狮市,泉州市,福建省,350581,30.31,15.51,14.8,,
2003,20405416,晋江市,泉州市,福建省,350582,102.43,52.08,50.36,,
2003,20405417,南安市,泉州市,福建省,350583,148.11,75.76,72.35,,
2003,20405410,惠安县,泉州市,福建省,350521,92.18,45.46,46.72,,
2003,20405411,安溪县,泉州市,福建省,350524,106.37,54.7,51.68,,
2003,20405412,永春县,泉州市,福建省,350525,54.96,28.45,26.51,,
2003,20405413,德化县,泉州市,福建省,350526,30.48,15.86,14.62,,
2003,20405430,龙海市,漳州市,福建省,350681,78.26,39.54,38.73,,
2003,20405422,云霄县,漳州市,福建省,350622,41.32,21.5,19.82,,
2003,20405423,漳浦县,漳州市,福建省,350623,80.89,41.33,39.56,,
2003,20405424,诏安县,漳州市,福建省,350624,57.01,29.52,27.49,,
2003,20405425,长泰县,漳州市,福建省,350625,18.82,9.63,9.19,,
2003,20405426,东山县,漳州市,福建省,350626,20.29,10.16,10.13,,
2003,20405427,南靖县,漳州市,福建省,350627,34.16,17.55,16.61,,
2003,20405428,平和县,漳州市,福建省,350628,55.37,29.4,25.96,,
2003,20405429,华安县,漳州市,福建省,350629,15.94,8.31,7.63,,
2003,20405439,邵武市,南平市,福建省,350781,30.13,15.58,14.55,,
2003,20405440,武夷山市,南平市,福建省,350782,21.98,11.46,10.52,,
2003,20405441,建瓯市,南平市,福建省,350783,51.66,26.77,24.89,,
2003,20405442,建阳市,南平市,福建省,350784,33.57,17.57,16,,
2003,20405434,顺昌县,南平市,福建省,350721,24.12,12.43,11.69,,
2003,20405435,浦城县,南平市,福建省,350722,40.61,21.21,19.4,,
2003,20405436,光泽县,南平市,福建省,350723,15.54,8.11,7.43,,
2003,20405437,松溪县,南平市,福建省,350724,15.88,8.27,7.61,,
2003,20405438,政和县,南平市,福建省,350725,21.97,11.78,10.19,,
2003,20405451,漳平市,龙岩市,福建省,350881,27.42,14.41,13.01,,
2003,20405446,长汀县,龙岩市,福建省,350821,49.24,25.02,24.21,,
2003,20405447,永定县,龙岩市,福建省,350822,46.31,23.81,22.49,,
2003,20405448,上杭县,龙岩市,福建省,350823,48.35,24.43,23.91,,
2003,20405449,武平县,龙岩市,福建省,350824,36.5,18.63,17.88,,
2003,20405450,连城县,龙岩市,福建省,350825,32.67,16.75,15.92,,
2003,20405586,福安市,宁德市,福建省,350981,60.71,32.32,28.38,,
2003,20405587,福鼎市,宁德市,福建省,350982,56.35,29.64,26.71,,
2003,20405455,霞浦县,宁德市,福建省,350921,51.48,27.43,24.05,,
2003,20405456,古田县,宁德市,福建省,350922,42.53,22.45,20.08,,
2003,20405582,屏南县,宁德市,福建省,350923,18.13,9.72,8.41,,
2003,20405583,寿宁县,宁德市,福建省,350924,25.48,13.57,11.91,,
2003,20405584,周宁县,宁德市,福建省,350925,19.37,10.5,8.87,,
2003,20405585,柘荣县,宁德市,福建省,350926,10.01,5.35,4.66,,
2003,20407634,城关区,兰州市,甘肃省,620102,81.61,4.41,77.2,,
2003,20407635,七里河区,兰州市,甘肃省,620103,43.01,9.96,33.05,,
2003,20407636,西固区,兰州市,甘肃省,620104,31.96,7.73,24.23,,
2003,20407637,安宁区,兰州市,甘肃省,620105,17.79,4.27,13.52,,
2003,20406778,红古区,兰州市,甘肃省,620111,13.61,4.9,8.71,,
2003,20406779,永登县,兰州市,甘肃省,620121,51.03,43.91,7.12,,
2003,20406876,皋兰县,兰州市,甘肃省,620122,17.64,15.28,2.36,,
2003,20406877,榆中县,兰州市,甘肃省,620123,43.16,39.57,3.59,,
2003,20406882,金川区,金昌市,甘肃省,620302,20.82,5.06,15.76,,
2003,20406883,永昌县,金昌市,甘肃省,620321,25.21,19.02,6.19,,
2003,20406886,白银区,白银市,甘肃省,620402,27.88,7.94,19.94,,
2003,20406887,平川区,白银市,甘肃省,620403,19.36,10.31,9.05,,
