SgnYear,AreaID,CountyName,PrefLevCity,Province,CountyCode,TotalImpExp,Import,Export
2001,20405702,兰山区,临沂市,山东省,371302,,,0.41
2001,20405703,罗庄区,临沂市,山东省,371311,,,0.33
2001,20405704,河东区,临沂市,山东省,371312,,,0.88
2001,20405705,沂南县,临沂市,山东省,371321,,,0.06
2001,20405706,郯城县,临沂市,山东省,371322,,,0.07
2001,20405707,沂水县,临沂市,山东省,371323,,,0.23
2001,20405708,苍山县,临沂市,山东省,371324,,,0.12
2001,20405709,费县,临沂市,山东省,371325,,,0.18
2001,20405710,平邑县,临沂市,山东省,371326,,,0.06
2001,20405711,莒南县,临沂市,山东省,371327,,,0.54
2001,20405712,蒙阴县,临沂市,山东省,371328,,,0.15
2001,20405713,临沭县,临沂市,山东省,371329,,,1.26
2001,20405716,德城区,德州市,山东省,371402,,,0.76
2001,20405717,陵县,德州市,山东省,371421,,,0
2001,20405718,宁津县,德州市,山东省,371422,,,0.04
2001,20405720,临邑县,德州市,山东省,371424,,,0.02
2001,20405721,齐河县,德州市,山东省,371425,,,0.14
2001,20405722,平原县,德州市,山东省,371426,,,0.04
2001,20405723,夏津县,德州市,山东省,371427,,,0.28
2001,20405725,乐陵市,德州市,山东省,371481,,,0.16
2001,20405726,禹城市,德州市,山东省,371482,,,0.24
2001,20405729,东昌府区,聊城市,山东省,371502,,,0.09
2001,20405730,阳谷县,聊城市,山东省,371521,,,0.49
2001,20405731,莘县,聊城市,山东省,371522,,,0.04
2001,20405832,茌平县,聊城市,山东省,371523,,,0.04
2001,20405834,冠县,聊城市,山东省,371525,,,0
2001,20405835,高唐县,聊城市,山东省,371526,,,0.09
2001,20405836,临清市,聊城市,山东省,371581,,,0.13
2001,20405839,滨城区,滨州市,山东省,371602,,,1.17
2001,20405840,惠民县,滨州市,山东省,371621,,,0.04
2001,20405841,阳信县,滨州市,山东省,371622,,,0.25
2001,20405842,无棣县,滨州市,山东省,371623,,,0.16
2001,20405843,沾化县,滨州市,山东省,371624,,,0.02
2001,20405844,博兴县,滨州市,山东省,371625,,,0.06
2001,20405845,邹平县,滨州市,山东省,371626,,,1.71
2001,20405848,牡丹区,菏泽市,山东省,371702,,,0.49
2001,20405849,曹县,菏泽市,山东省,371721,,,0.31
2001,20405850,单县,菏泽市,山东省,371722,,,0.03
2001,20405851,成武县,菏泽市,山东省,371723,,,0.01
2001,20405852,巨野县,菏泽市,山东省,371724,,,0.02
2001,20405853,郓城县,菏泽市,山东省,371725,,,0.06
2001,20405854,鄄城县,菏泽市,山东省,371726,,,0.04
2001,20405855,定陶县,菏泽市,山东省,371727,,,0.04
2001,20405856,东明县,菏泽市,山东省,371728,,,0.04
2001,20405760,蔡甸区,武汉市,湖北省,420114,,,0.12
2001,20405761,江夏区,武汉市,湖北省,420115,,,0.1
2001,20405762,黄陂区,武汉市,湖北省,420116,,,0.07
2001,20405770,阳新县,黄石市,湖北省,420222,,,0.03
2001,20405771,大冶市,黄石市,湖北省,420281,,,0.05
2001,20405776,郧县,十堰市,湖北省,420321,,,0
2001,20405777,郧西县,十堰市,湖北省,420322,,,0
2001,20405779,竹溪县,十堰市,湖北省,420324,,,0.01
2001,20405780,房县,十堰市,湖北省,420325,,,0
2001,20405781,丹江口市,十堰市,湖北省,420381,,,0.02
2001,20406018,夷陵区,宜昌市,湖北省,420506,,,0.33
2001,20406019,远安县,宜昌市,湖北省,420525,,,0.01
2001,20406020,兴山县,宜昌市,湖北省,420526,,,0.29
2001,20406021,秭归县,宜昌市,湖北省,420527,,,0
2001,20406024,宜都市,宜昌市,湖北省,420581,,,0.01
2001,20406025,当阳市,宜昌市,湖北省,420582,,,0.02
2001,20406026,枝江市,宜昌市,湖北省,420583,,,0.17
2001,20406031,襄阳区,襄樊市,湖北省,420607,,,0.02
2001,20406032,南漳县,襄樊市,湖北省,420624,,,0
2001,20406033,谷城县,襄樊市,湖北省,420625,,,0.05
2001,20406035,老河口市,襄樊市,湖北省,420682,,,0.07
2001,20406036,枣阳市,襄樊市,湖北省,420683,,,0
2001,20406037,宜城市,襄樊市,湖北省,420684,,,0.03
2001,20406276,京山县,荆门市,湖北省,420821,,,0.28
2001,20406277,沙洋县,荆门市,湖北省,420822,,,0.06
2001,20406278,钟祥市,荆门市,湖北省,420881,,,0.05
2001,20406281,孝南区,孝感市,湖北省,420902,,,0.08
2001,20406282,孝昌县,孝感市,湖北省,420921,,,0.02
2001,20406283,大悟县,孝感市,湖北省,420922,,,0
2001,20406284,云梦县,孝感市,湖北省,420923,,,0.02
2001,20406285,应城市,孝感市,湖北省,420981,,,0.06
2001,20406286,安陆市,孝感市,湖北省,420982,,,0.03
2001,20406287,汉川市,孝感市,湖北省,420984,,,0.03
2001,20406292,公安县,荆州市,湖北省,421022,,,0.01
2001,20406293,监利县,荆州市,湖北省,421023,,,0.02
2001,20406295,石首市,荆州市,湖北省,421081,,,0.31
2001,20406041,洪湖市,荆州市,湖北省,421083,,,0.09
2001,20406042,松滋市,荆州市,湖北省,421087,,,0.03
2001,20406046,团风县,黄冈市,湖北省,421121,,,0.04
2001,20406047,红安县,黄冈市,湖北省,421122,,,0.02
2001,20406048,罗田县,黄冈市,湖北省,421123,,,0.03
2001,20406049,英山县,黄冈市,湖北省,421124,,,0.02
2001,20406050,浠水县,黄冈市,湖北省,421125,,,0
2001,20406051,蕲春县,黄冈市,湖北省,421126,,,0.23
2001,20406052,黄梅县,黄冈市,湖北省,421127,,,0.07
2001,20406053,麻城市,黄冈市,湖北省,421181,,,0.05
2001,20406054,武穴市,黄冈市,湖北省,421182,,,0.13
2001,20406057,咸安区,咸宁市,湖北省,421202,,,0.14
2001,20406058,嘉鱼县,咸宁市,湖北省,421221,,,0.03
2001,20406059,通城县,咸宁市,湖北省,421222,,,0.04
2001,20406060,崇阳县,咸宁市,湖北省,421223,,,0.16
2001,20406062,赤壁市,咸宁市,湖北省,421281,,,0.26
2001,20406065,曾都区,随州市,湖北省,421303,,,0.26
2001,20406069,恩施市,恩施土家族苗族自治州,湖北省,422801,,,0
2001,20406070,利川市,恩施土家族苗族自治州,湖北省,422802,,,0
2001,20406073,宣恩县,恩施土家族苗族自治州,湖北省,422825,,,0
2001,20406074,咸丰县,恩施土家族苗族自治州,湖北省,422826,,,0
2001,20406076,鹤峰县,恩施土家族苗族自治州,湖北省,422828,,,0.16
2001,20406078,仙桃市,,湖北省,429004,,,0.41
2001,20406079,潜江市,,湖北省,429005,,,0.26
2001,20406080,天门市,,湖北省,429006,,,0.12
2001,20408037,江浦县,南京市,江苏省,320122,2178,,1599
2001,20405086,六合县,南京市,江苏省,320123,2563,,1290
2001,20405087,溧水县,南京市,江苏省,320124,2681,,2007
2001,20405088,高淳县,南京市,江苏省,320125,4511,,3266
2001,20405097,江阴市,无锡市,江苏省,320281,143742,,67593
2001,20405098,宜兴市,无锡市,江苏省,320282,31776,,25664
2001,20405010,丰县,徐州市,江苏省,320321,227,,205
2001,20405011,沛县,徐州市,江苏省,320322,220,,211
2001,20405009,铜山县,徐州市,江苏省,320323,2946,,2310
2001,20405012,睢宁县,徐州市,江苏省,320324,267,,162
2001,20405013,新沂市,徐州市,江苏省,320381,2117,,1008
2001,20405014,邳州市,徐州市,江苏省,320382,1200,,1193
