county,countyCode,year,total_sol,city,cityCode,province,provinceCode
江源区,220605,2013,2244.16882063466,白山市,220600,吉林省,220000
昌邑区,220202,2013,11507.32080132202,吉林市,220200,吉林省,220000
船营区,220204,2013,8247.763057987302,吉林市,220200,吉林省,220000
丰满区,220211,2013,10237.091455714959,吉林市,220200,吉林省,220000
龙潭区,220203,2013,12355.347700060058,吉林市,220200,吉林省,220000
龙山区,220402,2013,6678.287844719957,辽源市,220400,吉林省,220000
西安区,220403,2013,2164.4623915584634,辽源市,220400,吉林省,220000
铁东区,220303,2013,7353.755254579175,四平市,220300,吉林省,220000
宁江区,220702,2013,14379.64890448141,松原市,220700,吉林省,220000
东昌区,220502,2013,3065.0396292762434,通化市,220500,吉林省,220000
二道江区,220503,2013,2276.951878558012,通化市,220500,吉林省,220000
朝阳区,220104,2013,28696.348533269465,长春市,220100,吉林省,220000
二道区,220105,2013,17963.186785388694,长春市,220100,吉林省,220000
九台区,220113,2013,11521.676727909202,长春市,220100,吉林省,220000
宽城区,220103,2013,22962.965641766554,长春市,220100,吉林省,220000
绿园区,220106,2013,28411.35721470375,长春市,220100,吉林省,220000
南关区,220102,2013,38242.09053844911,长春市,220100,吉林省,220000
双阳区,220112,2013,8057.846151982978,长春市,220100,吉林省,220000
铁西区,220302,2013,5163.556934916972,四平市,220300,吉林省,220000
长白朝鲜族自治县,220623,2013,404.5715430874158,白山市,220600,吉林省,220000
伊通满族自治县,220323,2013,3799.781809538077,四平市,220300,吉林省,220000
前郭尔罗斯蒙古族自治县,220721,2013,7067.033512833186,松原市,220700,吉林省,220000
南江县,511922,2013,1388.3979235475845,巴中市,511900,四川省,510000
平昌县,511923,2013,1039.445144834121,巴中市,511900,四川省,510000
通江县,511921,2013,816.641400270164,巴中市,511900,四川省,510000
大邑县,510129,2013,4371.620688818774,成都市,510100,四川省,510000
金堂县,510121,2013,6299.928199537303,成都市,510100,四川省,510000
蒲江县,510131,2013,1296.9729113551916,成都市,510100,四川省,510000
大竹县,511724,2013,2360.9310634501426,达州市,511700,四川省,510000
开江县,511723,2013,1374.8855749281013,达州市,511700,四川省,510000
渠县,511725,2013,1942.5149062753892,达州市,511700,四川省,510000
宣汉县,511722,2013,3389.4938073612307,达州市,511700,四川省,510000
中江县,510623,2013,3171.607638056255,德阳市,510600,四川省,510000
邻水县,511623,2013,1572.9456985739516,广安市,511600,四川省,510000
武胜县,511622,2013,1842.886854226566,广安市,511600,四川省,510000
岳池县,511621,2013,1579.1264426331309,广安市,511600,四川省,510000
苍溪县,510824,2013,1810.7416386521916,广元市,510800,四川省,510000
剑阁县,510823,2013,1188.0865882403127,广元市,510800,四川省,510000
青川县,510822,2013,1016.0159343295237,广元市,510800,四川省,510000
旺苍县,510821,2013,1256.677388957727,广元市,510800,四川省,510000
夹江县,511126,2013,2378.8421868105734,乐山市,511100,四川省,510000
犍为县,511123,2013,930.4236660325644,乐山市,511100,四川省,510000
井研县,511124,2013,407.91772773861885,乐山市,511100,四川省,510000
沐川县,511129,2013,725.6424106657505,乐山市,511100,四川省,510000
古蔺县,510525,2013,1430.7740236863785,泸州市,510500,四川省,510000
合江县,510522,2013,1786.0152427439011,泸州市,510500,四川省,510000
泸县,510521,2013,1153.2808664053678,泸州市,510500,四川省,510000
叙永县,510524,2013,998.8886820302874,泸州市,510500,四川省,510000
丹棱县,511424,2013,345.16298199927104,眉山市,511400,四川省,510000
洪雅县,511423,2013,932.7467992842198,眉山市,511400,四川省,510000
青神县,511425,2013,724.6877169766847,眉山市,511400,四川省,510000
仁寿县,511421,2013,2919.477595371826,眉山市,511400,四川省,510000
平武县,510727,2013,509.52943396661794,绵阳市,510700,四川省,510000
三台县,510722,2013,1944.181839850019,绵阳市,510700,四川省,510000
盐亭县,510723,2013,1323.3405083569241,绵阳市,510700,四川省,510000
梓潼县,510725,2013,1309.1530771316268,绵阳市,510700,四川省,510000
南部县,511321,2013,2003.329818437029,南充市,511300,四川省,510000
蓬安县,511323,2013,1159.861192902455,南充市,511300,四川省,510000
西充县,511325,2013,1159.4953916362688,南充市,511300,四川省,510000
仪陇县,511324,2013,1260.8171723306762,南充市,511300,四川省,510000
营山县,511322,2013,1458.702764784939,南充市,511300,四川省,510000
威远县,511024,2013,4335.79052583663,内江市,511000,四川省,510000
资中县,511025,2013,1818.8689448045163,内江市,511000,四川省,510000
米易县,510421,2013,2811.5163756619772,攀枝花市,510400,四川省,510000
盐边县,510422,2013,2251.3148948000626,攀枝花市,510400,四川省,510000
大英县,510923,2013,2108.5283165957417,遂宁市,510900,四川省,510000
蓬溪县,510921,2013,1858.1957332288519,遂宁市,510900,四川省,510000
宝兴县,511827,2013,338.3674360960722,雅安市,511800,四川省,510000
汉源县,511823,2013,2110.9513951399745,雅安市,511800,四川省,510000
芦山县,511826,2013,540.7905229105669,雅安市,511800,四川省,510000
石棉县,511824,2013,2296.8185798345535,雅安市,511800,四川省,510000
天全县,511825,2013,444.99100947070355,雅安市,511800,四川省,510000
荥经县,511822,2013,1026.3020179867744,雅安市,511800,四川省,510000
高县,511525,2013,507.4366050031839,宜宾市,511500,四川省,510000
珙县,511526,2013,990.0319560834589,宜宾市,511500,四川省,510000
江安县,511523,2013,727.6239714257857,宜宾市,511500,四川省,510000
屏山县,511529,2013,695.4256222121857,宜宾市,511500,四川省,510000
兴文县,511528,2013,591.576295521797,宜宾市,511500,四川省,510000
筠连县,511527,2013,704.6126387365309,宜宾市,511500,四川省,510000
长宁县,511524,2013,429.3408878029561,宜宾市,511500,四川省,510000
安岳县,512021,2013,4725.196915981933,资阳市,512000,四川省,510000
乐至县,512022,2013,1744.8519475150927,资阳市,512000,四川省,510000
富顺县,510322,2013,1708.7257046053223,自贡市,510300,四川省,510000
荣县,510321,2013,1519.8007229274394,自贡市,510300,四川省,510000
崇州市,510184,2013,5448.847811857859,成都市,510100,四川省,510000
都江堰市,510181,2013,7303.839010030615,成都市,510100,四川省,510000
简阳市,510185,2013,3215.5051445384825,成都市,510100,四川省,510000
彭州市,510182,2013,8559.771883550928,成都市,510100,四川省,510000
邛崃市,510183,2013,3891.2003995377645,成都市,510100,四川省,510000
万源市,511781,2013,1049.634631144416,达州市,511700,四川省,510000
广汉市,510681,2013,6309.076483584973,德阳市,510600,四川省,510000
绵竹市,510683,2013,4569.105227714834,德阳市,510600,四川省,510000
什邡市,510682,2013,4035.2854081392284,德阳市,510600,四川省,510000
华蓥市,511681,2013,1219.2149017079203,广安市,511600,四川省,510000
峨眉山市,511181,2013,5236.48285714458,乐山市,511100,四川省,510000
江油市,510781,2013,5979.272105997392,绵阳市,510700,四川省,510000
阆中市,511381,2013,5236.306137306666,南充市,511300,四川省,510000
隆昌市,511083,2013,2440.6696329321353,内江市,511000,四川省,510000
