SgnYear,AreaCode,AreaName,Schools,NormalCoursesGraduates,ShortcycleCoursesGraduates
2019,520000,贵州省,72,67065,102590
2019,530000,云南省,81,101738,94725
2019,540000,西藏自治区,7,5968,3967
2019,610000,陕西省,95,160501,132995
2019,620000,甘肃省,49,68928,54386
2019,630000,青海省,12,8570,10388
2019,640000,宁夏回族自治区,19,17975,14013
2019,650000,新疆维吾尔自治区,54,35939,48420
2020,156,中国,2738,4205097,3766894
2020,410000,河南省,151,302728,335427
2020,110000,北京市,92,124729,25840
2020,120000,天津市,56,84316,58404
2020,130000,河北省,125,192224,192901
2020,140000,山西省,85,129035,89771
2020,150000,内蒙古自治区,54,64977,65795
2020,210000,辽宁省,114,168423,87574
2020,220000,吉林省,64,120607,56286
2020,230000,黑龙江省,80,127638,64993
2020,310000,上海市,63,91637,43968
2020,320000,江苏省,167,281438,231503
2020,330000,浙江省,109,152455,134103
2020,340000,安徽省,120,166654,160186
2020,350000,福建省,89,124411,83295
2020,360000,江西省,105,134251,174960
2020,370000,山东省,152,274840,330542
2020,420000,湖北省,129,218641,183138
2020,430000,湖南省,128,175258,200785
2020,440000,广东省,154,274415,275675
2020,450000,广西壮族自治区,82,119756,143061
2020,460000,海南省,21,27431,23829
2020,500000,重庆市,68,112852,98715
2020,510000,四川省,132,222385,210721
2020,520000,贵州省,75,84786,109729
2020,530000,云南省,82,117049,118157
2020,540000,西藏自治区,7,6020,3826
2020,610000,陕西省,96,167048,124600
2020,620000,甘肃省,50,71341,62149
2020,630000,青海省,12,9224,10408
2020,640000,宁夏回族自治区,20,18623,15511
2020,650000,新疆维吾尔自治区,56,39905,51042
