Sgnyea,Ctnm,Ctnm_id,Cttyp,Prvcnm_id,Prvcnm,Envirct04,Envirct06,Envirct09
2003,安康市,610900,地级市,610000,陕西省,504,446,3715
2003,安庆市,340800,地级市,340000,安徽省,4267,16980,18245
2003,安顺市,520400,地级市,520000,贵州省,592,3402,3255
2003,安阳市,410500,地级市,410000,河南省,10263,13151,71390
2003,鞍山市,210300,地级市,210000,辽宁省,6942,16613,37405
2003,巴彦淖尔市,150800,地级市,150000,内蒙古自治区,2124,6793,11520
2003,巴中市,511900,地级市,510000,四川省,274,3606,1296
2003,白城市,220800,地级市,220000,吉林省,1607,1125,6383
2003,白山市,220600,地级市,220000,吉林省,1151,2617,18910
2003,白银市,620400,地级市,620000,甘肃省,1826,193942,12741
2003,百色市,451000,地级市,450000,广西壮族自治区,4636,7000,34822
2003,蚌埠市,340300,地级市,340000,安徽省,4639,2107,11463
2003,包头市,150200,地级市,150000,内蒙古自治区,7901,58305,82293
2003,宝鸡市,610300,地级市,610000,陕西省,8123,5632,19147
2003,保定市,130600,地级市,130000,河北省,15577,23377,25935
2003,保山市,530500,地级市,530000,云南省,3628,12391,2120
2003,北海市,450500,地级市,450000,广西壮族自治区,1487,2811,17574
2003,本溪市,210500,地级市,210000,辽宁省,6906,4766,21581
2003,滨州市,371600,地级市,370000,山东省,2989,24709,15991
2003,亳州市,341600,地级市,340000,安徽省,1149,3490,1535
2003,沧州市,130900,地级市,130000,河北省,5527,14795,16111
2003,长春市,220100,副省级市,220000,吉林省,3198,11693,35310
2003,长沙市,430100,地级市,430000,湖南省,4006,25309,40407
2003,长治市,140400,地级市,140000,山西省,2261,623,75208
2003,常德市,430700,地级市,430000,湖南省,22761,24502,15919
2003,常州市,320400,地级市,320000,江苏省,24072,5816,15375
2003,朝阳市,211300,地级市,210000,辽宁省,3707,3551,41086
2003,潮州市,445100,地级市,440000,广东省,894,51,886
2003,郴州市,431000,地级市,430000,湖南省,6350,11922,38946
2003,成都市,510100,副省级市,510000,四川省,32601,18586,200758
2003,承德市,130800,地级市,130000,河北省,2176,16311,18107
2003,池州市,341700,地级市,340000,安徽省,596,16570,37037
2003,赤峰市,150400,地级市,150000,内蒙古自治区,2214,59687,30469
2003,崇左市,451400,地级市,450000,广西壮族自治区,7625,7711,7116
2003,滁州市,341100,地级市,340000,安徽省,1976,1590,16118
2003,达州市,511700,地级市,510000,四川省,2722,671,74853
2003,大连市,210200,副省级市,210000,辽宁省,31889,158609,29843
2003,大庆市,230600,地级市,230000,黑龙江省,7312,3992,38401
2003,大同市,140200,地级市,140000,山西省,3417,51438,104187
2003,丹东市,210600,地级市,210000,辽宁省,5116,7033,18856
2003,德阳市,510600,地级市,510000,四川省,6110,8805,10687
2003,德州市,371400,地级市,370000,山东省,8751,3754,24780
2003,定西市,621100,地级市,620000,甘肃省,309,496,2090
2003,东莞市,441900,地级市,440000,广东省,23389,7400,6038
2003,东营市,370500,地级市,370000,山东省,7810,25693,9431
2003,鄂尔多斯市,150600,地级市,150000,内蒙古自治区,1809,3110,74457
2003,鄂州市,420700,地级市,420000,湖北省,2301,109,13632
2003,防城港市,450600,地级市,450000,广西壮族自治区,2043,178,2589
2003,佛山市,440600,地级市,440000,广东省,11020,10034,14892
2003,福州市,350100,地级市,350000,福建省,4951,5620,14509
2003,抚顺市,210400,地级市,210000,辽宁省,7461,36615,32461
2003,抚州市,361000,地级市,360000,江西省,2753,1048,28432
2003,阜新市,210900,地级市,210000,辽宁省,635,2699,7833
2003,阜阳市,341200,地级市,340000,安徽省,2017,3515,3764
2003,赣州市,360700,地级市,360000,江西省,3361,671,15209
2003,固原市,640400,地级市,640000,宁夏回族自治区,310,0,2045
2003,广安市,511600,地级市,510000,四川省,803,7303,56219
2003,广元市,510800,地级市,510000,四川省,4212,617,19129
2003,广州市,440100,副省级市,440000,广东省,21213,44320,14005
2003,贵港市,450800,地级市,450000,广西壮族自治区,11028,15478,51245
2003,贵阳市,520100,地级市,520000,贵州省,5845,81958,48247
2003,桂林市,450300,地级市,450000,广西壮族自治区,5033,1289,37631
2003,哈尔滨市,230100,副省级市,230000,黑龙江省,5780,2865,55707
2003,海口市,460100,地级市,460000,海南省,694,0,301
2003,邯郸市,130400,地级市,130000,河北省,11650,43717,80282
2003,汉中市,610700,地级市,610000,陕西省,2174,56215,30383
2003,杭州市,330100,副省级市,330000,浙江省,67775,47267,41082
2003,合肥市,340100,地级市,340000,安徽省,6994,1487,12362
2003,河池市,451200,地级市,450000,广西壮族自治区,7956,78047,12418
2003,河源市,441600,地级市,440000,广东省,787,530,5176
2003,菏泽市,371700,地级市,370000,山东省,3978,1750,15029
2003,贺州市,451100,地级市,450000,广西壮族自治区,2915,1432,17025
2003,鹤壁市,410600,地级市,410000,河南省,1905,5034,13583
2003,鹤岗市,230400,地级市,230000,黑龙江省,3300,0,20861
2003,黑河市,231100,地级市,230000,黑龙江省,667,52,3484
2003,衡水市,131100,地级市,130000,河北省,4004,12820,29417
2003,衡阳市,430400,地级市,430000,湖南省,9172,49453,30480
2003,呼和浩特市,150100,地级市,150000,内蒙古自治区,1289,2185,10217
2003,湖州市,330500,地级市,330000,浙江省,9998,27635,13180
2003,葫芦岛市,211400,地级市,210000,辽宁省,2541,377312,22183
2003,怀化市,431200,地级市,430000,湖南省,8435,19069,8101
2003,淮安市,320800,地级市,320000,江苏省,7126,2909,20204
2003,淮北市,340600,地级市,340000,安徽省,2398,7667,25219
2003,淮南市,340400,地级市,340000,安徽省,7505,7033,27818
2003,黄冈市,421100,地级市,420000,湖北省,5242,1554,4192
2003,黄山市,341000,地级市,340000,安徽省,464,0,2218
2003,黄石市,420200,地级市,420000,湖北省,9696,216012,10779
2003,惠州市,441300,地级市,440000,广东省,3432,361,698
2003,鸡西市,230300,地级市,230000,黑龙江省,888,986,30871
2003,吉安市,360800,地级市,360000,江西省,7144,1852,11804
2003,吉林市,220200,地级市,220000,吉林省,13101,20055,41660
2003,济南市,370100,副省级市,370000,山东省,4865,20874,19372
2003,济宁市,370800,地级市,370000,山东省,8854,14261,27403
2003,佳木斯市,230800,地级市,230000,黑龙江省,7734,0,52833
2003,嘉兴市,330400,地级市,330000,浙江省,17630,12722,24841
2003,嘉峪关市,620200,地级市,620000,甘肃省,3028,749,9063
2003,江门市,440700,地级市,440000,广东省,10882,7504,15097
2003,焦作市,410800,地级市,410000,河南省,13934,6740,54588
2003,揭阳市,445200,地级市,440000,广东省,1301,379,225
2003,金昌市,620300,地级市,620000,甘肃省,2086,343901,28389
2003,金华市,330700,地级市,330000,浙江省,7500,1682,12330
2003,锦州市,210700,地级市,210000,辽宁省,3714,19274,49217
2003,晋城市,140500,地级市,140000,山西省,2956,7036,60909
2003,晋中市,140700,地级市,140000,山西省,1217,23728,54321
2003,荆门市,420800,地级市,420000,湖北省,5395,19694,35860
2003,荆州市,421000,地级市,420000,湖北省,5001,12587,19021
2003,景德镇市,360200,地级市,360000,江西省,5039,1294,10439
2003,九江市,360400,地级市,360000,江西省,6191,5783,21309
2003,酒泉市,620900,地级市,620000,甘肃省,880,4582,2366
2003,开封市,410200,地级市,410000,河南省,3726,3762,18173
2003,克拉玛依市,650200,地级市,650000,新疆维吾尔自治区,2332,0,3066
2003,昆明市,530100,地级市,530000,云南省,5070,326207,9857
2003,来宾市,451300,地级市,450000,广西壮族自治区,5398,45571,100257
2003,莱芜市,371200,地级市,370000,山东省,1873,9264,25817
2003,兰州市,620100,地级市,620000,甘肃省,5144,3292,23459
2003,廊坊市,131000,地级市,130000,河北省,8426,3010,22588
2003,乐山市,511100,地级市,510000,四川省,11070,8001,159722
2003,丽江市,530700,地级市,530000,云南省,157,23,259
2003,丽水市,331100,地级市,330000,浙江省,3433,1996,6463
2003,连云港市,320700,地级市,320000,江苏省,5298,3277,18471
2003,辽阳市,211000,地级市,210000,辽宁省,6050,7524,19154
2003,辽源市,220400,地级市,220000,吉林省,398,113,10922
2003,聊城市,371500,地级市,370000,山东省,11529,29708,19344
2003,临沧市,530900,地级市,530000,云南省,2969,0,749
2003,临汾市,141000,地级市,140000,山西省,4402,14031,134703
2003,临沂市,371300,地级市,370000,山东省,5002,47238,23721
2003,柳州市,450200,地级市,450000,广西壮族自治区,27237,165854,51837
2003,六安市,341500,地级市,340000,安徽省,4259,152,7192
2003,六盘水市,520200,地级市,520000,贵州省,4790,13122,51198
2003,龙岩市,350800,地级市,350000,福建省,3551,1043,8039
2003,娄底市,431300,地级市,430000,湖南省,16011,7645,50638
2003,泸州市,510500,地级市,510000,四川省,11483,3658,9941
2003,吕梁市,141100,地级市,140000,山西省,721,3512,73688
2003,洛阳市,410300,地级市,410000,河南省,10769,33103,123565
2003,漯河市,411100,地级市,410000,河南省,3320,3477,6438
2003,马鞍山市,340500,地级市,340000,安徽省,13134,7466,9976
2003,茂名市,440900,地级市,440000,广东省,6505,11615,8176
2003,眉山市,511400,地级市,510000,四川省,6348,5620,19681
2003,梅州市,441400,地级市,440000,广东省,4065,0,7150
2003,绵阳市,510700,地级市,510000,四川省,8596,62503,28831
2003,牡丹江市,231000,地级市,230000,黑龙江省,7725,3447,43917
2003,内江市,511000,地级市,510000,四川省,5134,5070,23815
2003,南昌市,360100,地级市,360000,江西省,6988,5150,23271
2003,南充市,511300,地级市,510000,四川省,3848,5418,3409
2003,南京市,320100,副省级市,320000,江苏省,48836,150824,44617
2003,南宁市,450100,地级市,450000,广西壮族自治区,15315,20070,48791
2003,南平市,350700,地级市,350000,福建省,7179,94415,3056
2003,南通市,320600,地级市,320000,江苏省,12055,9545,38256
2003,南阳市,411300,地级市,410000,河南省,9998,1394,32862
2003,宁波市,330200,副省级市,330000,浙江省,14321,192235,22607
2003,宁德市,350900,地级市,350000,福建省,230,112,245
2003,攀枝花市,510400,地级市,510000,四川省,2683,1560,13556
2003,盘锦市,211100,地级市,210000,辽宁省,1299,10559,9876
2003,平顶山市,410400,地级市,410000,河南省,5114,6072,39504
2003,平凉市,620800,地级市,620000,甘肃省,896,325,7088
2003,萍乡市,360300,地级市,360000,江西省,1857,5493,26104
2003,莆田市,350300,地级市,350000,福建省,1591,890,1205
2003,濮阳市,410900,地级市,410000,河南省,6114,691,17211
2003,七台河市,230900,地级市,230000,黑龙江省,836,550,14830
2003,齐齐哈尔市,230200,地级市,230000,黑龙江省,10412,2532,56324
2003,钦州市,450700,地级市,450000,广西壮族自治区,4704,13459,17953
2003,秦皇岛市,130300,地级市,130000,河北省,3887,17512,14863
2003,青岛市,370200,副省级市,370000,山东省,9295,20158,19541
2003,清远市,441800,地级市,440000,广东省,2752,16415,7930
2003,庆阳市,621000,地级市,620000,甘肃省,397,445,2600
2003,曲靖市,530300,地级市,530000,云南省,2690,46478,33641
2003,衢州市,330800,地级市,330000,浙江省,16018,21509,17108
2003,泉州市,350500,地级市,350000,福建省,16916,11267,19536
2003,日照市,371100,地级市,370000,山东省,3490,3275,7632
2003,三门峡市,411200,地级市,410000,河南省,2515,75704,21046
2003,三明市,350400,地级市,350000,福建省,16553,2837,18705
2003,三亚市,460200,地级市,460000,海南省,179,0,140
2003,汕头市,440500,地级市,440000,广东省,4800,329,3599
2003,汕尾市,441500,地级市,440000,广东省,220,0,51
2003,商洛市,611000,地级市,610000,陕西省,667,1589,10361
2003,商丘市,411400,地级市,410000,河南省,2212,1421,35966
2003,上饶市,361100,地级市,360000,江西省,4272,9689,14870
2003,韶关市,440200,地级市,440000,广东省,14342,15714,18808
2003,邵阳市,430500,地级市,430000,湖南省,8389,8051,24348
2003,绍兴市,330600,地级市,330000,浙江省,18864,25397,22495
2003,深圳市,440300,副省级市,440000,广东省,5362,12687,4921
2003,沈阳市,210100,副省级市,210000,辽宁省,7019,16417,25495
2003,十堰市,420300,地级市,420000,湖北省,3801,1595,14685
2003,石家庄市,130100,地级市,130000,河北省,19204,25445,91248
2003,石嘴山市,640200,地级市,640000,宁夏回族自治区,2220,10913,76704
2003,双鸭山市,230500,地级市,230000,黑龙江省,585,1660,20526
2003,朔州市,140600,地级市,140000,山西省,4025,6754,66292
2003,四平市,220300,地级市,220000,吉林省,842,3909,17350
2003,松原市,220700,地级市,220000,吉林省,689,3799,28062
2003,苏州市,320500,地级市,320000,江苏省,59909,39608,46335
2003,宿迁市,321300,地级市,320000,江苏省,3581,10978,2797
2003,宿州市,341300,地级市,340000,安徽省,1395,986,9022
2003,绥化市,231200,地级市,230000,黑龙江省,825,606,6488
2003,随州市,421300,地级市,420000,湖北省,1527,0,5074
2003,遂宁市,510900,地级市,510000,四川省,1687,19718,3814
2003,台州市,331000,地级市,330000,浙江省,4018,3223,9646
2003,太原市,140100,地级市,140000,山西省,4446,34316,72171
2003,泰安市,370900,地级市,370000,山东省,3885,68829,30103
2003,泰州市,321200,地级市,320000,江苏省,14985,8770,10149
2003,唐山市,130200,地级市,130000,河北省,23937,43849,250308
2003,天水市,620500,地级市,620000,甘肃省,698,8627,9538
2003,铁岭市,211200,地级市,210000,辽宁省,3095,4409,70301
2003,通化市,220500,地级市,220000,吉林省,5023,4456,13926
2003,通辽市,150500,地级市,150000,内蒙古自治区,929,1728,10079
2003,铜川市,610200,地级市,610000,陕西省,335,2672,2789
2003,铜陵市,340700,地级市,340000,安徽省,4965,491860,9830
2003,威海市,371000,地级市,370000,山东省,2306,23003,5448
2003,潍坊市,370700,地级市,370000,山东省,10872,39533,32983
2003,渭南市,610500,地级市,610000,陕西省,3518,14465,64297
2003,温州市,330300,地级市,330000,浙江省,10176,13267,8385
2003,乌海市,150300,地级市,150000,内蒙古自治区,803,3239,41254
2003,乌兰察布市,150900,地级市,150000,内蒙古自治区,723,349,9966
2003,乌鲁木齐市,650100,地级市,650000,新疆维吾尔自治区,4049,41061,39431
2003,无锡市,320200,地级市,320000,江苏省,31520,37527,21990
2003,吴忠市,640300,地级市,640000,宁夏回族自治区,5550,5327,25887
2003,芜湖市,340200,地级市,340000,安徽省,4355,1241,8451
2003,梧州市,450400,地级市,450000,广西壮族自治区,5117,3442,15425
2003,武汉市,420100,副省级市,420000,湖北省,34577,27700,56300
2003,武威市,620600,地级市,620000,甘肃省,713,457,2747
2003,西安市,610100,副省级市,610000,陕西省,11247,7471,38326
2003,西宁市,630100,地级市,630000,青海省,2065,0,29167
2003,厦门市,350200,副省级市,350000,福建省,3543,2700,7600
2003,咸宁市,421200,地级市,420000,湖北省,2480,1108,8850
2003,咸阳市,610400,地级市,610000,陕西省,5470,1499,29278
2003,湘潭市,430300,地级市,430000,湖南省,14960,7852,48551
2003,襄阳市,420600,地级市,420000,湖北省,10541,18785,20491
2003,孝感市,420900,地级市,420000,湖北省,5441,5107,22499
2003,忻州市,140900,地级市,140000,山西省,953,2042,37148
2003,新乡市,410700,地级市,410000,河南省,20949,4054,37123
2003,新余市,360500,地级市,360000,江西省,4608,6345,3711
2003,信阳市,411500,地级市,410000,河南省,2003,833,16316
2003,邢台市,130500,地级市,130000,河北省,6756,6322,67566
2003,徐州市,320300,地级市,320000,江苏省,9581,17380,53802
2003,许昌市,411000,地级市,410000,河南省,2090,0,15022
2003,宣城市,341800,地级市,340000,安徽省,1586,11808,7195
2003,雅安市,511800,地级市,510000,四川省,2122,7639,15137
2003,烟台市,370600,地级市,370000,山东省,6861,104668,15031
2003,延安市,610600,地级市,610000,陕西省,419,71,6756
2003,盐城市,320900,地级市,320000,江苏省,11205,5745,21882
2003,扬州市,321000,地级市,320000,江苏省,9192,5520,15885
2003,阳江市,441700,地级市,440000,广东省,1288,1030,2189
2003,阳泉市,140300,地级市,140000,山西省,1413,19849,82310
2003,伊春市,230700,地级市,230000,黑龙江省,1271,699,27107
2003,宜宾市,511500,地级市,510000,四川省,9351,29742,41741
2003,宜昌市,420500,地级市,420000,湖北省,6933,23839,38932
2003,宜春市,360900,地级市,360000,江西省,1794,6993,19771
2003,益阳市,430900,地级市,430000,湖南省,7208,4635,36594
2003,银川市,640100,地级市,640000,宁夏回族自治区,2671,9769,4787
2003,鹰潭市,360600,地级市,360000,江西省,6199,624143,11469
2003,营口市,210800,地级市,210000,辽宁省,2467,4879,14135
2003,永州市,431100,地级市,430000,湖南省,3530,7087,25505
2003,榆林市,610800,地级市,610000,陕西省,762,2395,22961
2003,玉林市,450900,地级市,450000,广西壮族自治区,2349,2313,43619
2003,玉溪市,530400,地级市,530000,云南省,1903,6841,4436
2003,岳阳市,430600,地级市,430000,湖南省,10798,8766,16992
2003,云浮市,445300,地级市,440000,广东省,2122,993,4344
2003,运城市,140800,地级市,140000,山西省,4130,101812,110007
2003,枣庄市,370400,地级市,370000,山东省,13026,33899,15389
2003,湛江市,440800,地级市,440000,广东省,8625,73426,12654
2003,张家界市,430800,地级市,430000,湖南省,829,1014,4951
2003,张家口市,130700,地级市,130000,河北省,5662,4641,23118
2003,张掖市,620700,地级市,620000,甘肃省,848,4479,4776
2003,漳州市,350600,地级市,350000,福建省,43874,34361,655
2003,昭通市,530600,地级市,530000,云南省,585,4875,3167
2003,肇庆市,441200,地级市,440000,广东省,6640,5645,8163
2003,镇江市,321100,地级市,320000,江苏省,10000,40053,37416
2003,郑州市,410100,地级市,410000,河南省,10852,18971,86209
2003,中山市,442000,地级市,440000,广东省,6999,975,2757
2003,舟山市,330900,地级市,330000,浙江省,958,0,3988
2003,周口市,411600,地级市,410000,河南省,2991,4841,15907
2003,株洲市,430200,地级市,430000,湖南省,9435,318567,41430
2003,珠海市,440400,地级市,440000,广东省,2527,3584,3614
2003,驻马店市,411700,地级市,410000,河南省,4059,4862,23454
2003,资阳市,512000,地级市,510000,四川省,4519,1936,14721
2003,淄博市,370300,地级市,370000,山东省,10024,94422,65595
2003,自贡市,510300,地级市,510000,四川省,3017,17365,15333
2003,遵义市,520300,地级市,520000,贵州省,1791,7356,25157
2003,北京市,110000,直辖市,110000,北京市,13107,23902,29218
2003,上海市,310000,直辖市,310000,上海市,61112,48551,49671
2003,天津市,120000,直辖市,120000,天津市,21605,43821,86525
2003,重庆市,500000,直辖市,500000,重庆市,81973,293913,119817
2003,呼伦贝尔市,150700,地级市,150000,内蒙古自治区,4366,0,18025
2003,普洱市,530800,地级市,530000,云南省,2410,2696,2627
2003,巢湖市,341400,地级市,340000,安徽省,1843,1794,15950
2004,安康市,610900,地级市,610000,陕西省,561,451,4055
2004,安庆市,340800,地级市,340000,安徽省,3526,18293,23882
2004,安顺市,520400,地级市,520000,贵州省,580,40287,3359
2004,安阳市,410500,地级市,410000,河南省,10943,14003,90961
2004,鞍山市,210300,地级市,210000,辽宁省,6934,22923,38128
2004,巴彦淖尔市,150800,地级市,150000,内蒙古自治区,3690,6793,14615
2004,巴中市,511900,地级市,510000,四川省,381,112,712
2004,白城市,220800,地级市,220000,吉林省,1411,317,7646
2004,白山市,220600,地级市,220000,吉林省,1410,6568,30701
2004,白银市,620400,地级市,620000,甘肃省,1730,252326,14291
2004,百色市,451000,地级市,450000,广西壮族自治区,5245,10015,45312
2004,蚌埠市,340300,地级市,340000,安徽省,4750,2094,11393
2004,包头市,150200,地级市,150000,内蒙古自治区,6465,69628,93582
2004,宝鸡市,610300,地级市,610000,陕西省,7110,4919,15305
2004,保定市,130600,地级市,130000,河北省,16374,23328,27417
2004,保山市,530500,地级市,530000,云南省,3182,9924,2251
2004,北海市,450500,地级市,450000,广西壮族自治区,1807,344,17903
2004,本溪市,210500,地级市,210000,辽宁省,6770,4830,22705
2004,滨州市,371600,地级市,370000,山东省,8485,19416,23599
2004,亳州市,341600,地级市,340000,安徽省,1467,3598,1433
2004,沧州市,130900,地级市,130000,河北省,7084,21055,13590
2004,长春市,220100,副省级市,220000,吉林省,2998,11840,33311
2004,长沙市,430100,地级市,430000,湖南省,4047,15331,46948
2004,长治市,140400,地级市,140000,山西省,2203,4673,86729
2004,常德市,430700,地级市,430000,湖南省,19619,26133,25638
2004,常州市,320400,地级市,320000,江苏省,23082,10424,28086
2004,朝阳市,211300,地级市,210000,辽宁省,3230,3551,39142
2004,潮州市,445100,地级市,440000,广东省,1162,51,1947
2004,郴州市,431000,地级市,430000,湖南省,6012,20096,43957
2004,成都市,510100,副省级市,510000,四川省,32965,19213,203065
2004,承德市,130800,地级市,130000,河北省,9085,19706,17892
2004,池州市,341700,地级市,340000,安徽省,1106,12413,25786
2004,赤峰市,150400,地级市,150000,内蒙古自治区,2136,105532,32365
2004,崇左市,451400,地级市,450000,广西壮族自治区,6043,1167,8599
2004,滁州市,341100,地级市,340000,安徽省,1902,5111,16514
2004,达州市,511700,地级市,510000,四川省,2779,1036,68285
2004,大连市,210200,副省级市,210000,辽宁省,39804,152520,28342
2004,大庆市,230600,地级市,230000,黑龙江省,7799,4979,43001
2004,大同市,140200,地级市,140000,山西省,4180,34186,105324
2004,丹东市,210600,地级市,210000,辽宁省,4084,6600,18100
2004,德阳市,510600,地级市,510000,四川省,4785,10057,10825
2004,德州市,371400,地级市,370000,山东省,12717,3755,37273
2004,定西市,621100,地级市,620000,甘肃省,313,544,2255
2004,东莞市,441900,地级市,440000,广东省,22501,25000,5800
2004,东营市,370500,地级市,370000,山东省,7979,31921,16184
2004,鄂尔多斯市,150600,地级市,150000,内蒙古自治区,2125,,194156
2004,鄂州市,420700,地级市,420000,湖北省,2515,111,13476
2004,防城港市,450600,地级市,450000,广西壮族自治区,2029,,7007
2004,佛山市,440600,地级市,440000,广东省,17874,9368,14862
2004,福州市,350100,地级市,350000,福建省,5053,4691,14865
2004,抚顺市,210400,地级市,210000,辽宁省,7095,31239,31903
2004,抚州市,361000,地级市,360000,江西省,3474,1133,32009
2004,阜新市,210900,地级市,210000,辽宁省,538,4653,10103
2004,阜阳市,341200,地级市,340000,安徽省,1758,4506,3500
2004,赣州市,360700,地级市,360000,江西省,3319,866,16071
2004,固原市,640400,地级市,640000,宁夏回族自治区,349,,2016
2004,广安市,511600,地级市,510000,四川省,1128,8114,63178
2004,广元市,510800,地级市,510000,四川省,4335,1576,18107
2004,广州市,440100,副省级市,440000,广东省,21638,79192,23856
2004,贵港市,450800,地级市,450000,广西壮族自治区,9011,21298,54798
2004,贵阳市,520100,地级市,520000,贵州省,5449,81914,54809
2004,桂林市,450300,地级市,450000,广西壮族自治区,4168,3744,32964
2004,哈尔滨市,230100,副省级市,230000,黑龙江省,5356,6031,60560
2004,海口市,460100,地级市,460000,海南省,688,,332
2004,邯郸市,130400,地级市,130000,河北省,12159,156587,80765
2004,汉中市,610700,地级市,610000,陕西省,2014,69086,33737
2004,杭州市,330100,副省级市,330000,浙江省,62100,40595,42720
2004,合肥市,340100,地级市,340000,安徽省,6112,1282,12642
2004,河池市,451200,地级市,450000,广西壮族自治区,14998,117364,14360
2004,河源市,441600,地级市,440000,广东省,670,310,5714
2004,菏泽市,371700,地级市,370000,山东省,4412,1572,22935
2004,贺州市,451100,地级市,450000,广西壮族自治区,1576,58777,139
2004,鹤壁市,410600,地级市,410000,河南省,2413,4635,15665
2004,鹤岗市,230400,地级市,230000,黑龙江省,3313,,20948
2004,黑河市,231100,地级市,230000,黑龙江省,598,62,4001
2004,衡水市,131100,地级市,130000,河北省,4458,9622,28182
2004,衡阳市,430400,地级市,430000,湖南省,8633,60541,37536
2004,呼和浩特市,150100,地级市,150000,内蒙古自治区,1452,3158,45527
2004,呼伦贝尔市,150700,地级市,150000,内蒙古自治区,4476,,22658
2004,湖州市,330500,地级市,330000,浙江省,10677,54988,14492
2004,葫芦岛市,211400,地级市,210000,辽宁省,2633,397132,22115
2004,怀化市,431200,地级市,430000,湖南省,8913,30772,15785
2004,淮安市,320800,地级市,320000,江苏省,6229,3990,27422
2004,淮北市,340600,地级市,340000,安徽省,2673,6983,29241
2004,淮南市,340400,地级市,340000,安徽省,7108,7033,27970
2004,黄冈市,421100,地级市,420000,湖北省,5070,1569,4295
2004,黄山市,341000,地级市,340000,安徽省,1192,,2534
2004,黄石市,420200,地级市,420000,湖北省,8921,292549,8667
2004,惠州市,441300,地级市,440000,广东省,4039,169,990
2004,鸡西市,230300,地级市,230000,黑龙江省,5143,1419,31953
2004,吉安市,360800,地级市,360000,江西省,7438,938,18748
2004,吉林市,220200,地级市,220000,吉林省,13124,7365,59875
2004,济南市,370100,副省级市,370000,山东省,4754,59759,22975
2004,济宁市,370800,地级市,370000,山东省,9748,21043,34582
2004,佳木斯市,230800,地级市,230000,黑龙江省,7507,9,52836
2004,嘉兴市,330400,地级市,330000,浙江省,15789,13564,37093
2004,嘉峪关市,620200,地级市,620000,甘肃省,2840,812,7564
2004,江门市,440700,地级市,440000,广东省,9840,13256,15123
2004,焦作市,410800,地级市,410000,河南省,13233,7217,57936
2004,揭阳市,445200,地级市,440000,广东省,1952,362,287
2004,金昌市,620300,地级市,620000,甘肃省,2145,347810,21412
2004,金华市,330700,地级市,330000,浙江省,7430,2031,13270
2004,锦州市,210700,地级市,210000,辽宁省,4116,25352,44109
2004,晋城市,140500,地级市,140000,山西省,2763,4681,68166
2004,晋中市,140700,地级市,140000,山西省,1382,37532,52712
2004,荆门市,420800,地级市,420000,湖北省,5359,19579,36081
2004,荆州市,421000,地级市,420000,湖北省,4752,12399,20003
2004,景德镇市,360200,地级市,360000,江西省,5585,3206,9544
2004,九江市,360400,地级市,360000,江西省,7770,19764,24323
2004,酒泉市,620900,地级市,620000,甘肃省,889,2715,2131
2004,开封市,410200,地级市,410000,河南省,3343,3706,20048
2004,克拉玛依市,650200,地级市,650000,新疆维吾尔自治区,1809,,3439
2004,昆明市,530100,地级市,530000,云南省,5332,363125,8969
2004,来宾市,451300,地级市,450000,广西壮族自治区,4337,48153,32119
2004,莱芜市,371200,地级市,370000,山东省,1611,9041,29398
2004,兰州市,620100,地级市,620000,甘肃省,4655,3331,17143
2004,廊坊市,131000,地级市,130000,河北省,6175,3335,25623
2004,乐山市,511100,地级市,510000,四川省,11686,7947,170965
2004,丽江市,530700,地级市,530000,云南省,139,257,957
2004,丽水市,331100,地级市,330000,浙江省,6071,3987,10383
2004,连云港市,320700,地级市,320000,江苏省,4229,3434,17226
2004,辽阳市,211000,地级市,210000,辽宁省,5172,9260,19235
2004,辽源市,220400,地级市,220000,吉林省,582,266,16559
2004,聊城市,371500,地级市,370000,山东省,12948,38513,21014
2004,临沧市,530900,地级市,530000,云南省,3021,,837
2004,临汾市,141000,地级市,140000,山西省,5355,14748,138388
2004,临沂市,371300,地级市,370000,山东省,5107,61460,34164
2004,柳州市,450200,地级市,450000,广西壮族自治区,39907,129824,75793
2004,六安市,341500,地级市,340000,安徽省,5005,276,8548
2004,六盘水市,520200,地级市,520000,贵州省,3646,18934,54878
2004,龙岩市,350800,地级市,350000,福建省,3630,978,10298
2004,陇南市,621200,地级市,620000,甘肃省,513,610,4496
2004,娄底市,431300,地级市,430000,湖南省,14810,13365,56551
2004,泸州市,510500,地级市,510000,四川省,10902,5685,11159
2004,吕梁市,141100,地级市,140000,山西省,680,3511,95122
2004,洛阳市,410300,地级市,410000,河南省,12355,43136,140327
2004,漯河市,411100,地级市,410000,河南省,3678,3680,7437
2004,马鞍山市,340500,地级市,340000,安徽省,13785,8010,9288
2004,茂名市,440900,地级市,440000,广东省,6601,1104,9210
2004,眉山市,511400,地级市,510000,四川省,5378,13754,24139
2004,梅州市,441400,地级市,440000,广东省,4138,445,9285
2004,绵阳市,510700,地级市,510000,四川省,7920,62652,21258
2004,牡丹江市,231000,地级市,230000,黑龙江省,7857,2989,41511
2004,内江市,511000,地级市,510000,四川省,5311,6235,55231
2004,南昌市,360100,地级市,360000,江西省,6062,5304,23893
2004,南充市,511300,地级市,510000,四川省,3627,3338,8861
2004,南京市,320100,副省级市,320000,江苏省,46974,173528,47387
2004,南宁市,450100,地级市,450000,广西壮族自治区,14484,16141,49352
2004,南平市,350700,地级市,350000,福建省,8019,1406,6226
2004,南通市,320600,地级市,320000,江苏省,14233,20081,37618
