"SgnYear","CityCode","CityName","AverageTemperature","AverageRelativeHumidity","Precipitation","SunshineHours"
"1998","540100","拉萨市","9.0000","46.0000","580.9000","2750.9000"
"1998","610100","西安市","15.0000","69.0000","600.5000","1585.8000"
"1998","620100","兰州市","11.4000","53.0000","319.2000","2539.7000"
"1998","630100","西宁市","6.3000","61.0000","460.3000","2479.9000"
"1998","640100","银川市","10.5000","58.0000","197.7000","2578.1000"
"1998","650100","乌鲁木齐市","7.8000","61.0000","419.2000","2217.6000"
"1999","110000","北京市","13.0583","53.0000","279.8000","2403.0000"
"1999","120000","天津市","13.0667","64.0000","377.7000","2331.0000"
"1999","130100","石家庄市","14.7083","58.0000","518.3000","2204.0000"
"1999","140100","太原市","11.4833","51.0000","343.3000","2593.0000"
"1999","150100","呼和浩特市","8.3667","47.0000","256.1000","2792.0000"
"1999","210100","沈阳市","8.9167","60.0000","496.1000","2275.0000"
"1999","210200","大连市","11.9833","63.0000","250.4000","2847.0000"
"1999","220100","长春市","6.0333","60.0000","463.4000","2811.0000"
"1999","230100","哈尔滨市","4.8083","64.0000","398.0000","2528.0000"
"1999","310000","上海市","16.5583","77.0000","1419.3000","1531.0000"
"1999","320100","南京市","15.6750","76.0000","1231.3000","1815.0000"
"1999","330100","杭州市","16.6750","77.0000","1814.1000","1524.0000"
"1999","340100","合肥市","16.2667","74.0000","894.6000","1787.0000"
"1999","350100","福州市","20.3917","74.0000","1492.7000","1515.0000"
"1999","360100","南昌市","18.1167","78.0000","2366.5000","1600.0000"
"1999","370100","济南市","15.0583","56.0000","555.0000","1984.0000"
"1999","370200","青岛市","13.6667","72.0000","614.0000","2235.0000"
"1999","410100","郑州市","15.3667","63.0000","640.2000","1996.0000"
"1999","420100","武汉市","17.4500","75.0000","1358.3000","1764.0000"
"1999","430100","长沙市","17.2250","81.0000","1544.8000","1268.0000"
"1999","440100","广州市","22.4167","74.0000","1577.2000","1600.0000"
"1999","450100","南宁市","21.6583","78.0000","1211.4000","1602.0000"
"1999","460100","海口市","24.5333","82.0000","1296.8000","1807.0000"
"1999","450300","桂林市","19.4417","73.0000","1777.0000","1465.0000"
"1999","500000","重庆市","18.3583","80.0000","1295.3000","833.0000"
"1999","510100","成都市","16.7000","78.0000","784.8000","826.0000"
"1999","520100","贵阳市","15.9000","76.0000","1171.1000","923.0000"
"1999","530100","昆明市","16.3167","68.0000","1428.1000","2085.0000"
"1999","540100","拉萨市","9.0083","41.0000","506.1000","2823.0000"
"1999","610100","西安市","14.9750","63.0000","588.4000","1368.0000"
"1999","620100","兰州市","11.0833","49.0000","1212.9000","2674.0000"
"1999","630100","西宁市","6.0667","57.0000","396.1000","2501.0000"
"1999","640100","银川市","9.4750","52.0000","169.2000","2754.0000"
"1999","650100","乌鲁木齐市","7.9500","58.0000","336.3000","2325.0000"
"2000","110000","北京市","12.8250","54.2500","371.1000","2667.2000"
"2000","120000","天津市","12.8667","64.4167","458.8000","2247.8000"
"2000","130100","石家庄市","13.9250","60.8333","595.9000","2007.8000"
"2000","140100","太原市","10.7167","56.4167","419.3000","2438.7000"
"2000","150100","呼和浩特市","7.5417","50.0000","316.8000","2741.1000"
"2000","210100","沈阳市","8.3250","62.8333","501.5000","2366.7000"
"2000","210200","大连市","11.4417","63.1667","419.2000","2704.5000"
"2000","220100","长春市","5.6333","64.0833","416.3000","2711.5000"
"2000","230100","哈尔滨市","4.6083","65.8333","488.0000","2506.5000"
"2000","310000","上海市","17.1833","76.3333","1331.7000","1649.5000"
"2000","320100","南京市","16.4250","74.5000","1029.6000","1933.3000"
"2000","330100","杭州市","17.2167","76.3333","1198.3000","1513.8000"
"2000","340100","合肥市","16.7250","73.6667","901.9000","1704.5000"
"2000","350100","福州市","20.4667","76.0000","1560.2000","1449.5000"
"2000","360100","南昌市","17.9000","79.4167","1436.0000","1712.3000"
"2000","370100","济南市","14.5333","60.5000","721.2000","2233.9000"
"2000","370200","青岛市","13.2167","71.1667","788.2000","2360.6000"
"2000","410100","郑州市","14.9917","66.4167","637.1000","1880.4000"
"2000","420100","武汉市","17.6917","75.0000","1179.8000","1752.2000"
"2000","430100","长沙市","17.1417","82.7500","1507.8000","1295.9000"
"2000","440100","广州市","22.4500","76.3333","1798.9000","1609.2000"
"2000","450100","南宁市","21.4750","79.0000","905.0000","1478.2000"
"2000","460100","海口市","24.5167","83.2500","2163.7000","1800.0000"
"2000","450300","桂林市","18.8333","75.8333","2056.1000","1472.8000"
"2000","500000","重庆市","18.1750","80.0833","1010.9000","961.1000"
"2000","510100","成都市","16.5750","78.4167","783.3000","1010.2000"
"2000","520100","贵阳市","13.8333","82.4167","1441.2000","1068.2000"
"2000","530100","昆明市","15.6250","69.9167","886.0000","1995.5000"
"2000","540100","拉萨市","8.3750","44.6667","529.7000","2672.9000"
"2000","610100","西安市","14.4917","66.4167","539.0000","1091.9000"
"2000","620100","兰州市","10.9667","52.0000","359.9000","2657.3000"
"2000","630100","西宁市","5.7500","59.6667","343.0000","2534.2000"
"2000","640100","银川市","9.6167","53.1667","133.8000","2759.3000"
"2000","650100","乌鲁木齐市","7.2500","58.5833","332.3000","2570.5000"
"2001","110000","北京市","12.8833","56.2500","338.9000","2611.7000"
"2001","120000","天津市","13.0500","61.7500","502.9000","2100.7000"
"2001","130100","石家庄市","14.4000","59.9167","303.2000","2127.3000"
"2001","140100","太原市","10.9917","56.4167","298.0000","2390.2000"
"2001","150100","呼和浩特市","8.2333","49.1667","296.1000","2636.7000"
"2001","210100","沈阳市","8.3750","62.0000","583.8000","2300.8000"
"2001","210200","大连市","11.5333","62.7500","485.9000","2715.4000"
"2001","220100","长春市","6.0500","60.0000","389.9000","2843.9000"
"2001","230100","哈尔滨市","4.8417","62.7500","385.2000","2599.6000"
"2001","310000","上海市","17.2083","75.8333","1276.8000","1914.9000"
"2001","320100","南京市","16.5667","72.7500","737.3000","1870.8000"
"2001","330100","杭州市","17.2833","76.2500","1566.6000","1664.4000"
"2001","340100","合肥市","16.8083","71.9167","794.3000","1662.2000"
"2001","350100","福州市","20.6333","75.8333","1273.0000","1631.8000"
"2001","360100","南昌市","18.2083","77.4167","1416.5000","1917.9000"
"2001","370100","济南市","14.6250","57.7500","599.3000","2314.0000"
"2001","370200","青岛市","13.1583","70.9167","766.0000","2374.7000"
"2001","410100","郑州市","15.0583","63.5000","401.8000","2045.2000"
"2001","420100","武汉市","18.0250","71.9167","899.8000","2106.3000"
"2001","430100","长沙市","17.5667","80.1667","1451.5000","1555.1000"
"2001","440100","广州市","22.5333","76.2500","2678.9000","1651.0000"
"2001","450100","南宁市","21.2833","83.3333","1987.5000","1337.8000"
"2001","460100","海口市","24.8583","82.7500","2247.0000","1606.9000"
"2001","450300","桂林市","19.2417","75.5833","1419.1000","1402.9000"
"2001","500000","重庆市","18.8000","78.7500","814.8000","1050.4000"
"2001","510100","成都市","17.3167","75.5833","826.2000","1065.2000"
"2001","520100","贵阳市","14.4500","80.1667","942.3000","997.9000"
"2001","530100","昆明市","16.0333","68.7500","1173.0000","2068.7000"
"2001","540100","拉萨市","8.7833","44.9167","492.3000","2819.2000"
"2001","610100","西安市","14.9500","63.5000","405.9000","1378.7000"
"2001","620100","兰州市","11.0000","50.0000","270.3000","2501.9000"
"2001","630100","西宁市","6.0250","56.9167","397.8000","2465.2000"
"2001","640100","银川市","10.1417","52.9167","163.2000","2869.9000"
"2001","650100","乌鲁木齐市","7.7000","58.0000","277.7000","2504.3000"
"2002","110000","北京市","13.1000","49.0000","370.1000","2508.0000"
"2002","120000","天津市","13.2000","61.0000","375.8000","2061.0000"
"2002","130100","石家庄市","14.4000","55.0000","447.4000","2304.0000"
"2002","140100","太原市","10.9000","54.0000","419.4000","2333.0000"
"2002","150100","呼和浩特市","8.0000","45.0000","482.7000","2579.0000"
"2002","210100","沈阳市","9.2000","55.0000","679.2000","2119.0000"
"2002","210200","大连市","11.8000","58.0000","312.6000","2474.0000"
"2002","220100","长春市","6.8000","55.0000","489.9000","2608.0000"
"2002","230100","哈尔滨市","5.4000","63.0000","599.3000","2169.0000"
"2002","310000","上海市","17.5000","73.0000","1435.4000","1780.0000"
"2002","320100","南京市","16.6000","72.0000","1042.5000","1928.0000"
"2002","330100","杭州市","17.4000","74.0000","1742.8000","1434.0000"
"2002","340100","合肥市","17.2000","75.0000","1090.0000","1584.0000"
"2002","350100","福州市","20.9000","75.0000","1408.4000","1489.0000"
"2002","360100","南昌市","18.3000","78.0000","1761.7000","1558.0000"
"2002","370100","济南市","15.0000","51.0000","455.7000","2305.0000"
"2002","370200","青岛市","13.4000","67.0000","424.0000","2157.0000"
"2002","410100","郑州市","15.4000","59.0000","628.7000","1862.0000"
"2002","420100","武汉市","17.9000","74.0000","1516.1000","1555.0000"
"2002","430100","长沙市","17.7000","79.0000","1594.3000","1375.0000"
"2002","440100","广州市","22.9000","75.0000","1865.7000","1492.0000"
"2002","450100","南宁市","21.7000","82.0000","1317.9000","1275.0000"
"2002","460100","海口市","25.0000","82.0000","1781.3000","1706.0000"
"2002","450300","桂林市","19.3000","77.0000","2805.1000","1225.0000"
"2002","500000","重庆市","18.7000","79.0000","1429.0000","1114.0000"
"2002","510100","成都市","17.4000","75.0000","681.6000","979.0000"
"2002","520100","贵阳市","14.6000","78.0000","1132.3000","1086.0000"
"2002","530100","昆明市","16.1000","65.0000","949.0000","2121.0000"
"2002","540100","拉萨市","8.5000","40.0000","535.5000","2309.0000"
"2002","610100","西安市","15.4000","61.0000","406.0000","1905.0000"
"2002","620100","兰州市","11.0000","49.0000","279.7000","2419.0000"
"2002","630100","西宁市","6.1000","50.0000","410.8000","2256.0000"
"2002","640100","银川市","10.0000","53.0000","319.0000","2655.0000"
"2002","650100","乌鲁木齐市","8.0000","56.0000","342.2000","2577.0000"
"2003","110000","北京市","12.8000","54.0000","444.5000","2260.0000"
"2003","120000","天津市","12.7000","64.0000","668.0000","1994.0000"
"2003","130100","石家庄市","13.6000","63.0000","641.1000","1724.0000"
"2003","140100","太原市","10.1000","62.0000","525.4000","2135.0000"
"2003","150100","呼和浩特市","7.1000","55.0000","653.1000","2474.0000"
"2003","210100","沈阳市","9.0000","58.0000","643.0000","1996.0000"
"2003","210200","大连市","11.2000","62.0000","521.2000","2371.0000"
"2003","220100","长春市","7.0000","57.0000","517.2000","2500.0000"
"2003","230100","哈尔滨市","5.9000","63.0000","513.1000","2089.0000"
"2003","310000","上海市","17.0000","75.0000","756.9000","1714.0000"
"2003","320100","南京市","16.0000","72.0000","1623.5000","1719.0000"
"2003","330100","杭州市","17.4000","71.0000","947.7000","1726.0000"
"2003","340100","合肥市","16.3000","77.0000","1413.4000","1693.0000"
"2003","350100","福州市","20.9000","71.0000","776.6000","1902.0000"
"2003","360100","南昌市","18.5000","73.0000","1742.9000","2197.0000"
"2003","370100","济南市","13.8000","58.0000","985.2000","2017.0000"
"2003","370200","青岛市","12.4000","72.0000","809.6000","1925.0000"
"2003","410100","郑州市","14.4000","67.0000","1010.6000","1392.0000"
"2003","420100","武汉市","17.4000","73.0000","1385.3000","1628.0000"
"2003","430100","长沙市","17.6000","76.0000","1065.1000","1470.0000"
"2003","440100","广州市","22.9000","72.0000","1338.2000","1742.0000"
"2003","450100","南宁市","22.0000","79.0000","1296.7000","1833.0000"
"2003","460100","海口市","25.2000","80.0000","1421.4000","2002.0000"
"2003","450300","桂林市","19.5000","71.0000","1553.8000","1630.0000"
"2003","500000","重庆市","18.8000","76.0000","1065.7000","888.0000"
"2003","510100","成都市","17.2000","74.0000","741.1000","819.0000"
"2003","520100","贵阳市","14.8083","78.1667","924.8000","915.0000"
"2003","530100","昆明市","16.4000","65.0000","832.4000","2295.0000"
"2003","540100","拉萨市","8.7000","42.0000","547.5000","2953.0000"
"2003","610100","西安市","14.3000","67.0000","882.8000","1657.0000"
"2003","620100","兰州市","10.8000","51.0000","324.1000","2414.0000"
"2003","630100","西宁市","6.0000","53.0000","564.0000","2375.0000"
"2003","640100","银川市","9.7000","52.0000","201.6000","2569.0000"
"2003","650100","乌鲁木齐市","6.7000","55.0000","369.4000","2550.0000"
"2004","110000","北京市","13.5083","49.1667","483.5000","2515.4000"
"2004","120000","天津市","13.1833","58.7500","490.5000","2126.1000"
"2004","130100","石家庄市","14.3417","54.2500","522.2000","2423.1000"
"2004","140100","太原市","10.8833","55.7500","377.2000","2419.8000"
"2004","150100","呼和浩特市","8.0333","48.3333","423.6000","2758.0000"
"2004","210100","沈阳市","9.6000","57.0000","705.2000","2291.7000"
"2004","210200","大连市","12.1500","62.2500","614.9000","2465.7000"
"2004","220100","长春市","7.1333","57.5833","476.2000","2602.6000"
"2004","230100","哈尔滨市","5.8417","59.2500","520.7000","2363.4000"
"2004","310000","上海市","17.5000","72.3333","1061.0000","1965.0000"
"2004","320100","南京市","16.9417","69.9167","975.1000","2141.3000"
"2004","330100","杭州市","17.7500","69.6667","1046.5000","1874.9000"
"2004","340100","合肥市","16.6000","72.3333","908.3000","2027.7000"
"2004","350100","福州市","20.7750","66.5000","994.6000","1968.8000"
"2004","360100","南昌市","18.7833","69.7500","1210.1000","2149.0000"
"2004","370100","济南市","14.7833","56.3333","1090.0000","2179.7000"
"2004","370200","青岛市","13.6417","68.0000","626.2000","2222.9000"
"2004","410100","郑州市","15.5000","62.2500","767.4000","1764.2000"
"2004","420100","武汉市","18.2667","69.5000","1572.2000","1918.0000"
"2004","430100","长沙市","18.2500","71.9167","1346.5000","1626.2000"
"2004","440100","广州市","22.8250","67.5000","1636.5000","1767.4000"
"2004","450100","南宁市","21.4500","78.1667","906.3000","1616.6000"
"2004","460100","海口市","24.7333","80.1667","983.6000","2069.3000"
"2004","450300","桂林市","19.6333","71.1667","1842.9000","1627.4000"
"2004","500000","重庆市","18.3917","77.9167","1182.1000","974.7000"
"2004","510100","成都市","16.2250","76.6667","1060.4000","984.0000"
"2004","520100","贵阳市","14.6250","76.3333","1048.3000","989.0000"
"2004","530100","昆明市","15.6333","65.9167","1093.7000","2104.1000"
"2004","540100","拉萨市","8.5667","40.8333","555.2000","2940.3000"
"2004","610100","西安市","15.3667","59.2500","512.7000","1913.1000"
"2004","620100","兰州市","10.8750","44.5000","209.1000","2565.0000"
"2004","630100","西宁市","5.7500","56.5000","429.5000","2389.8000"
"2004","640100","银川市","10.3333","48.8333","144.0000","2751.6000"
"2004","650100","乌鲁木齐市","7.9750","56.4167","333.6000","2495.6000"
"2005","110000","北京市","13.2000","49.0000","410.7000","2576.1000"
"2005","120000","天津市","12.9000","57.0000","618.5000","2348.2000"
"2005","130100","石家庄市","14.3000","52.0000","389.5000","2274.1000"
"2005","140100","太原市","10.9000","53.0000","274.7000","2620.9000"
"2005","150100","呼和浩特市","7.7000","46.0000","248.3000","2816.8000"
"2005","210100","沈阳市","8.0000","64.0000","822.2000","2249.9000"
"2005","210200","大连市","10.9000","65.0000","768.5000","2749.7000"
"2005","220100","长春市","5.6000","61.0000","681.0000","2324.6000"
"2005","230100","哈尔滨市","4.7000","62.0000","507.9000","2134.0000"
"2005","310000","上海市","17.1000","70.0000","1059.8000","1829.0000"
"2005","320100","南京市","16.3000","66.0000","992.3000","1937.5000"
"2005","330100","杭州市","17.5000","69.0000","1138.6000","1762.2000"
"2005","340100","合肥市","16.2000","71.0000","1091.3000","1834.1000"
"2005","350100","福州市","20.3000","69.0000","1705.4000","1469.2000"
"2005","360100","南昌市","18.2000","70.0000","1908.7000","1794.5000"
"2005","370100","济南市","14.4000","53.0000","965.4000","2369.5000"
"2005","370200","青岛市","12.8000","65.0000","830.8000","2355.1000"
"2005","410100","郑州市","14.9000","59.0000","728.8000","1740.9000"
"2005","420100","武汉市","17.8000","69.0000","1116.6000","1829.7000"
"2005","430100","长沙市","17.7000","73.0000","1600.9000","1423.1000"
"2005","440100","广州市","22.8000","71.0000","1986.2000","1288.5000"
"2005","450100","南宁市","21.4000","83.0000","1119.2000","1423.2000"
"2005","460100","海口市","25.1000","78.0000","1187.0000","1840.5000"
"2005","450300","桂林市","19.2000","73.0000","1877.4000","1466.8000"
"2005","500000","重庆市","18.6000","78.0000","1019.8000","903.9000"
"2005","510100","成都市","16.2000","78.0000","765.6000","777.0000"
"2005","520100","贵阳市","14.1000","79.0000","1067.5000","1004.1000"
"2005","530100","昆明市","16.7000","62.0000","976.0000","2054.3000"
"2005","540100","拉萨市","9.3000","42.0000","495.8000","3100.0000"
"2005","610100","西安市","15.0000","60.0000","541.4000","1949.4000"
"2005","620100","兰州市","7.2000","64.0000","431.4000","2469.9000"
"2005","630100","西宁市","5.8000","58.0000","484.1000","2477.5000"
"2005","640100","银川市","10.1000","48.0000","74.9000","2813.4000"
"2005","650100","乌鲁木齐市","7.5000","56.0000","276.3000","2528.7000"
"2006","110000","北京市","13.4000","53.0000","318.0000","2192.7000"
"2006","120000","天津市","13.2000","61.0000","415.2000","2130.0000"
"2006","130100","石家庄市","14.6000","55.0000","407.8000","2228.2000"
"2006","140100","太原市","11.8000","58.0000","424.8000","2239.9000"
"2006","150100","呼和浩特市","8.6000","47.0000","290.8000","2667.9000"
"2006","210100","沈阳市","8.3000","68.0000","576.3000","2219.4000"
"2006","220100","长春市","6.6000","59.0000","632.6000","2424.9000"
"2006","230100","哈尔滨市","5.3000","57.0000","487.9000","2227.9000"
"2006","310000","上海市","17.9000","70.0000","1149.7000","1678.1000"
"2006","320100","南京市","16.9000","71.0000","1106.8000","1766.9000"
"2006","330100","杭州市","18.2000","71.0000","1164.3000","1422.8000"
"2006","340100","合肥市","17.0000","72.0000","992.8000","1857.8000"
"2006","350100","福州市","20.8000","72.0000","1904.7000","1564.3000"
"2006","360100","南昌市","18.6000","71.0000","1567.5000","1800.3000"
"2006","370100","济南市","15.3000","58.0000","652.5000","2088.4000"
"2006","410100","郑州市","15.8000","62.0000","692.6000","1804.2000"
"2006","420100","武汉市","18.3000","71.0000","1047.1000","1919.3000"
"2006","430100","长沙市","18.5000","72.0000","1310.4000","1681.7000"
"2006","440100","广州市","23.2000","71.0000","2175.7000","1328.7000"
"2006","450100","南宁市","22.0000","76.0000","1159.4000","1478.8000"
"2006","460100","海口市","25.4000","78.0000","1547.7000","1848.8000"
"2006","500000","重庆市","19.2000","75.0000","839.6000","1097.1000"
"2006","510100","成都市","16.9000","77.0000","704.4000","1092.6000"
"2006","520100","贵阳市","14.8000","79.0000","1016.9000","1052.3000"
"2006","530100","昆明市","16.4000","69.0000","993.6000","2270.4000"
"2006","540100","拉萨市","9.7000","35.0000","339.3000","3137.2000"
"2006","610100","西安市","15.2000","67.0000","434.0000","1991.4000"
"2006","620100","兰州市","8.5000","56.0000","208.9000","2508.9000"
"2006","630100","西宁市","6.4000","56.0000","352.3000","2417.1000"
"2006","640100","银川市","10.9000","51.0000","195.8000","2665.8000"
"2006","650100","乌鲁木齐市","8.6000","54.0000","235.9000","2841.8000"
"2007","110000","北京市","14.0000","54.0000","483.9000","2351.1000"
"2007","120000","天津市","13.6083","60.7500","389.7000","2165.4000"
"2007","130100","石家庄市","14.9083","58.7500","430.4000","2167.7000"
