region,regionCode,year,total_sol
安徽省,340000,2013,0.7192912112010953
福建省,350000,2013,0.9514996711708649
甘肃省,620000,2013,0.11196568787295555
广东省,440000,2013,1.5699074237565525
贵州省,520000,2013,0.2977943814469319
海南省,460000,2013,0.5780263195716066
河北省,130000,2013,0.7337884089758974
河南省,410000,2013,0.7654422408095208
黑龙江省,230000,2013,0.20253590628755014
湖北省,420000,2013,0.3879263067953977
湖南省,430000,2013,0.283371847277083
吉林省,220000,2013,0.3175658846973449
江苏省,320000,2013,2.75398821031107
江西省,360000,2013,0.23948323951035155
辽宁省,210000,2013,0.8642173345596191
青海省,630000,2013,0.023762413944219334
山东省,370000,2013,1.2414404917372976
山西省,140000,2013,0.6492309009506332
陕西省,610000,2013,0.5406520641838526
四川省,510000,2013,0.21976945759261207
台湾省,710000,2013,3.9837802819530497
云南省,530000,2013,0.2076065717521557
浙江省,330000,2013,1.8632667495636177
北京市,110000,2013,4.008877313338774
上海市,310000,2013,12.795210439607118
天津市,120000,2013,5.448614156548149
重庆市,500000,2013,0.4718442462355046
广西壮族自治区,450000,2013,0.25978819559970545
内蒙古自治区,150000,2013,0.08005352772118111
宁夏回族自治区,640000,2013,0.5954901232422144
西藏自治区,540000,2013,0.006038239964542685
新疆维吾尔自治区,650000,2013,0.06539844481821282
澳门特别行政区,820000,2013,70.11202926364872
香港特别行政区,810000,2013,16.923332532571052
安徽省,340000,2014,0.6995964481295329
福建省,350000,2014,0.924029596647553
甘肃省,620000,2014,0.11216515531247785
广东省,440000,2014,1.5580000178568272
贵州省,520000,2014,0.2955164841871884
海南省,460000,2014,0.6282634720777862
河北省,130000,2014,0.7267033684555653
河南省,410000,2014,0.7339715822902811
黑龙江省,230000,2014,0.1439670350036726
湖北省,420000,2014,0.36081728155743464
湖南省,430000,2014,0.2694475887078852
吉林省,220000,2014,0.2458790767293062
江苏省,320000,2014,2.6882949178693667
江西省,360000,2014,0.21684594974457913
辽宁省,210000,2014,0.7922056371865973
青海省,630000,2014,0.02421109716250906
山东省,370000,2014,1.2375230576840908
山西省,140000,2014,0.59928310674468
陕西省,610000,2014,0.5300653858746687
四川省,510000,2014,0.21508670597077167
台湾省,710000,2014,4.0837363338330785
云南省,530000,2014,0.20705905785961726
浙江省,330000,2014,1.8402904907202886
北京市,110000,2014,3.9239154329608867
上海市,310000,2014,12.408426892441675
天津市,120000,2014,5.47400339451203
重庆市,500000,2014,0.46757763759268367
广西壮族自治区,450000,2014,0.27297151642594625
内蒙古自治区,150000,2014,0.07089769685620424
宁夏回族自治区,640000,2014,0.5832723455581302
西藏自治区,540000,2014,0.005728589683492391
新疆维吾尔自治区,650000,2014,0.07329011301722825
澳门特别行政区,820000,2014,66.45813965553289
香港特别行政区,810000,2014,17.169155757032833
安徽省,340000,2015,0.7222830789625517
福建省,350000,2015,0.9538466408001104
甘肃省,620000,2015,0.10795622642730297
广东省,440000,2015,1.5905079969957092
贵州省,520000,2015,0.3100126777053274
海南省,460000,2015,0.6667659692985825
河北省,130000,2015,0.7223389365273262
河南省,410000,2015,0.7206510928495031
黑龙江省,230000,2015,0.158652007975291
湖北省,420000,2015,0.37596886842448135
湖南省,430000,2015,0.28000274703337996
吉林省,220000,2015,0.2756464497580112
江苏省,320000,2015,2.7544223464164603
江西省,360000,2015,0.23154360602023102
辽宁省,210000,2015,0.7650980599213154
青海省,630000,2015,0.02378700970671416
山东省,370000,2015,1.2189538882924815
山西省,140000,2015,0.5521120761395697
陕西省,610000,2015,0.4983902170427025
四川省,510000,2015,0.232601963729504
台湾省,710000,2015,4.142441212191805
云南省,530000,2015,0.20701600881907925
浙江省,330000,2015,1.9117027394103414
北京市,110000,2015,4.068355732542712
上海市,310000,2015,12.754688344754896
天津市,120000,2015,5.494725259521311
重庆市,500000,2015,0.5007935312412192
广西壮族自治区,450000,2015,0.2840160969575706
内蒙古自治区,150000,2015,0.06553929979676366
宁夏回族自治区,640000,2015,0.5509397924067939
西藏自治区,540000,2015,0.006542873350397026
新疆维吾尔自治区,650000,2015,0.0702633741212882
澳门特别行政区,820000,2015,72.04655579807923
香港特别行政区,810000,2015,16.605975409895684
安徽省,340000,2016,0.780488388527709
福建省,350000,2016,0.9568014665922817
甘肃省,620000,2016,0.11160997984431496
广东省,440000,2016,1.5483792258915816
贵州省,520000,2016,0.38107296176225586
海南省,460000,2016,0.690111147288881
河北省,130000,2016,0.7165328581986056
河南省,410000,2016,0.7510588156592672
黑龙江省,230000,2016,0.1629924647920578
湖北省,420000,2016,0.3866729938374937
湖南省,430000,2016,0.3166968953792553
吉林省,220000,2016,0.28845461621388724
江苏省,320000,2016,2.8872241917647936
江西省,360000,2016,0.26357230598320913
辽宁省,210000,2016,0.8058650225997186
青海省,630000,2016,0.026287055698650277
山东省,370000,2016,1.2740113609095869
山西省,140000,2016,0.5382218524405485
陕西省,610000,2016,0.4911433811394762
四川省,510000,2016,0.2367137027208356
台湾省,710000,2016,4.206212699666085
云南省,530000,2016,0.20228422103732416
浙江省,330000,2016,2.0285287322383794
北京市,110000,2016,4.258637013000781
上海市,310000,2016,12.724745937348535
天津市,120000,2016,5.546713533860958
重庆市,500000,2016,0.5542603047607928
广西壮族自治区,450000,2016,0.30716740786131963
内蒙古自治区,150000,2016,0.07115343076206777
宁夏回族自治区,640000,2016,0.5939621093952197
西藏自治区,540000,2016,0.0070037613791752535
新疆维吾尔自治区,650000,2016,0.07134374281456464
澳门特别行政区,820000,2016,72.86669194556742
香港特别行政区,810000,2016,15.46401550594735
