Sgnyea,Ctnm,Ctnm_id,Cttyp,Prvcnm_id,Prvcnm,Gdpct01,Gdpct02,Gdpct03,Gdpct04,GDP_PerCapita
1992,迪庆藏族自治州,533400,地级市,530000,云南省,3.4281,47.1,27.5,25.4,
1992,临沧市,530900,地级市,530000,云南省,16.3004,54.4,19.7,25.9,
1992,咸阳市,610400,地级市,610000,陕西省,62.2281,,,,1406
1992,渭南市,610500,地级市,610000,陕西省,57.8981,,,,1180
1992,汉中市,610700,地级市,610000,陕西省,52.7132,,,,1461
1992,安康市,610900,地级市,610000,陕西省,28.394,,,,991
1992,商洛市,611000,地级市,610000,陕西省,18.1958,,,,783
1992,延安市,610600,地级市,610000,陕西省,24.5072,,,,1342
1992,榆林市,610800,地级市,610000,陕西省,21.68,,,,731
1992,西安市,610100,副省级市,610000,陕西省,144.5989,,,,2336
1992,铜川市,610200,地级市,610000,陕西省,11.2925,,,,1445
1992,宝鸡市,610300,地级市,610000,陕西省,59.2132,,,,1764
1992,福州市,350100,地级市,350000,福建省,150,26.4,41.9,31.6,3029
1992,厦门市,350200,副省级市,350000,福建省,78.91,8.3,42.4,49.4,6501
1992,莆田市,350300,地级市,350000,福建省,43.11,35.1,38.3,26.6,1641
1992,三明市,350400,地级市,350000,福建省,75.75,35.5,46.1,18.4,2993
1992,泉州市,350500,地级市,350000,福建省,127.12,19.4,49.6,31,2244
1992,漳州市,350600,地级市,350000,福建省,77.18,35.6,32.4,32,1838
1992,南平市,350700,地级市,350000,福建省,61.53,32.6,38.3,29.1,2107
1992,宁德市,350900,地级市,350000,福建省,36.7,42.3,22.8,34.9,1251
1992,龙岩市,350800,地级市,350000,福建省,46.82,28.2,37.9,33.8,1712
1992,南宁市,450100,地级市,450000,广西壮族自治区,62.4798,,,,
1992,柳州市,450200,地级市,450000,广西壮族自治区,60.0044,,,,
1992,桂林市,450300,地级市,450000,广西壮族自治区,30.351,,,,
1992,梧州市,450400,地级市,450000,广西壮族自治区,19.598,,,,
1992,北海市,450500,地级市,450000,广西壮族自治区,32.6994,,,,
1992,郑州市,410100,地级市,410000,河南省,146.75,10.4,60.1,29.5,2591
1992,开封市,410200,地级市,410000,河南省,54,34.9,37.9,27.2,1247
1992,洛阳市,410300,地级市,410000,河南省,104.29,10.5,62.4,27.1,1793
1992,平顶山市,410400,地级市,410000,河南省,87.01,24.8,52.7,22.5,1663
1992,安阳市,410500,地级市,410000,河南省,79.02,23.4,52.6,24,1614
1992,鹤壁市,410600,地级市,410000,河南省,19.92,32,49,19,1589
1992,新乡市,410700,地级市,410000,河南省,81.91,29.4,46.6,24,1642
1992,焦作市,410800,地级市,410000,河南省,86.04,24.1,49.9,26,2406
1992,濮阳市,410900,地级市,410000,河南省,55.87,29.8,50.9,19.3,1759
1992,许昌市,411000,地级市,410000,河南省,57.11,31.7,43.9,24.4,1685
1992,漯河市,411100,地级市,410000,河南省,30.29,42.5,36.3,21.2,1358
1992,三门峡市,411200,地级市,410000,河南省,36,22.5,48.3,29.2,1787
1992,商丘市,411400,地级市,410000,河南省,66.04,55.9,22.9,21.2,902
1992,周口市,411600,地级市,410000,河南省,82.5,47.4,30.5,22.1,867
1992,驻马店市,411700,地级市,410000,河南省,61.57,44.7,26.9,28.4,812
1992,南阳市,411300,地级市,410000,河南省,115.52,36.9,36.7,26.4,1154
1992,信阳市,411500,地级市,410000,河南省,54.61,48.3,24.2,27.5,763
1992,哈尔滨市,230100,副省级市,230000,黑龙江省,169.26,11.9,44.3,43.8,
1992,齐齐哈尔市,230200,地级市,230000,黑龙江省,99.41,38.4,32.5,29.1,
1992,牡丹江市,231000,地级市,230000,黑龙江省,76.56,23.6,46.7,29.7,
1992,佳木斯市,230800,地级市,230000,黑龙江省,44.07,29.9,35.4,34.8,
1992,鸡西市,230300,地级市,230000,黑龙江省,25.93,10.6,60.5,29,
1992,鹤岗市,230400,地级市,230000,黑龙江省,20.62,20.8,53.7,25.6,
1992,双鸭山市,230500,地级市,230000,黑龙江省,23.93,23.1,49.7,27.2,
1992,大庆市,230600,地级市,230000,黑龙江省,197.57,1.9,91.9,6.1,
1992,伊春市,230700,地级市,230000,黑龙江省,27.03,12.6,51.5,35.9,
1992,七台河市,230900,地级市,230000,黑龙江省,14.5,17.2,61.2,21.6,
1992,绥化市,231200,地级市,230000,黑龙江省,79.33,57.5,19.1,23.4,
1992,黑河市,231100,地级市,230000,黑龙江省,30.54,44.2,22.3,33.5,
1992,大兴安岭地区,232700,地级市,230000,黑龙江省,16.99,6.3,67.6,26.1,
1992,武汉市,420100,副省级市,420000,湖北省,240.08,,,,1831
1992,黄石市,420200,地级市,420000,湖北省,35.63,,,,3515
1992,十堰市,420300,地级市,420000,湖北省,40.3,,,,2446
1992,沙市区,421002,地级市,420000,湖北省,13.04,,,,9086
1992,宜昌市,420500,地级市,420000,湖北省,75.61,,,,3801
1992,襄阳市,420600,地级市,420000,湖北省,121.24,,,,1949
1992,鄂州市,420700,地级市,420000,湖北省,21.2,,,,1806
1992,荆门市,420800,地级市,420000,湖北省,26.71,,,,2067
1992,黄冈市,421100,地级市,420000,湖北省,75.52,,,,2339
1992,孝感市,420900,地级市,420000,湖北省,76.34,,,,1087
1992,咸宁市,421200,地级市,420000,湖北省,40.22,,,,1342
1992,荆州市,421000,地级市,420000,湖北省,177.02,,,,1176
1992,乌鲁木齐市,650100,地级市,650000,新疆维吾尔自治区,84.1504,,,,5758
1992,塔城地区,654200,地级市,650000,新疆维吾尔自治区,20.8997,,,,1842
1992,阿勒泰地区,654300,地级市,650000,新疆维吾尔自治区,10.0003,,,,1914
1992,博尔塔拉蒙古自治州,652700,地级市,650000,新疆维吾尔自治区,7.1239,,,,2106
1992,巴音郭楞蒙古自治州,652800,地级市,650000,新疆维吾尔自治区,26.2461,,,,2832
1992,阿克苏地区,652900,地级市,650000,新疆维吾尔自治区,29.7686,,,,1700
1992,克孜勒苏柯尔克孜自治州,653000,地级市,650000,新疆维吾尔自治区,3.8019,,,,973
1992,喀什地区,653100,地级市,650000,新疆维吾尔自治区,34.2834,,,,1185
1992,克拉玛依市,650200,地级市,650000,新疆维吾尔自治区,36.4797,,,,17151
1992,吐鲁番地区,652100,地级市,650000,新疆维吾尔自治区,16.9868,,,,3419
1992,哈密地区,652200,地级市,650000,新疆维吾尔自治区,9.9889,,,,2390
1992,昌吉回族自治州,652300,地级市,650000,新疆维吾尔自治区,27.6573,,,,1965
1992,伊犁哈萨克自治州,654000,地级市,650000,新疆维吾尔自治区,62.1208,,,,1732
1992,和田地区,653200,地级市,650000,新疆维吾尔自治区,12.9248,,,,903
1992,伊犁地区,654100,地级市,650000,新疆维吾尔自治区,27.0496,,,,1459
1993,北京市,110000,直辖市,110000,北京市,888.9,6,46.8,47.2,8030
1993,天津市,120000,直辖市,120000,天津市,538.94,6.6,57.2,36.2,5800
1993,长春市,220100,副省级市,220000,吉林省,141.008,,,,
1993,吉林市,220200,地级市,220000,吉林省,90.193,,,,
1993,四平市,220300,地级市,220000,吉林省,19.5223,,,,
1993,辽源市,220400,地级市,220000,吉林省,14.9628,,,,
1993,通化市,220500,地级市,220000,吉林省,20.4404,,,,
1993,白山市,220600,地级市,220000,吉林省,16.9004,,,,
1993,白城市,220800,地级市,220000,吉林省,9.2639,,,,
1993,上海市,310000,直辖市,310000,上海市,1519.23,2.4,59,38.6,11061
1993,温州市,330300,地级市,330000,浙江省,196.53,,,,2880
1993,南昌市,360100,地级市,360000,江西省,80.2207,,,,
1993,景德镇市,360200,地级市,360000,江西省,16.9619,,,,
