county,countyCode,year,hviirs,city,cityCode,province,provinceCode
上蔡县,411722,2013,17147.98039,驻马店市,411700,河南省,410000
遂平县,411728,2013,12719.89804,驻马店市,411700,河南省,410000
西平县,411721,2013,13189.05882,驻马店市,411700,河南省,410000
新蔡县,411729,2013,14422.11373,驻马店市,411700,河南省,410000
正阳县,411724,2013,15793.87059,驻马店市,411700,河南省,410000
林州市,410581,2013,25731.9098,安阳市,410500,河南省,410000
孟州市,410883,2013,8822.176471,焦作市,410800,河南省,410000
沁阳市,410882,2013,9585.435294,焦作市,410800,河南省,410000
邓州市,411381,2013,23889.0902,南阳市,411300,河南省,410000
汝州市,410482,2013,21271.06667,平顶山市,410400,河南省,410000
舞钢市,410481,2013,10876.07843,平顶山市,410400,河南省,410000
灵宝市,411282,2013,33011.68235,三门峡市,411200,河南省,410000
义马市,411281,2013,4890.305882,三门峡市,411200,河南省,410000
永城市,411481,2013,30415.57647,商丘市,411400,河南省,410000
辉县市,410782,2013,27430.90588,新乡市,410700,河南省,410000
卫辉市,410781,2013,13310.81961,新乡市,410700,河南省,410000
长垣市,410783,2013,17581.70588,新乡市,410700,河南省,410000
禹州市,411081,2013,25656.58431,许昌市,411000,河南省,410000
长葛市,411082,2013,15277.2,许昌市,411000,河南省,410000
登封市,410185,2013,18781.03529,郑州市,410100,河南省,410000
巩义市,410181,2013,18981.31373,郑州市,410100,河南省,410000
新密市,410183,2013,19686.78824,郑州市,410100,河南省,410000
新郑市,410184,2013,31823.60784,郑州市,410100,河南省,410000
荥阳市,410182,2013,22998.72941,郑州市,410100,河南省,410000
项城市,411681,2013,14033.72941,周口市,411600,河南省,410000
北关区,410503,2013,3419.517647,安阳市,410500,河南省,410000
龙安区,410506,2013,6748.694118,安阳市,410500,河南省,410000
文峰区,410502,2013,8601.976471,安阳市,410500,河南省,410000
殷都区,410505,2013,4398.776471,安阳市,410500,河南省,410000
鹤山区,410602,2013,2280.45098,鹤壁市,410600,河南省,410000
淇滨区,410611,2013,10718.06275,鹤壁市,410600,河南省,410000
山城区,410603,2013,3736.364706,鹤壁市,410600,河南省,410000
解放区,410802,2013,4032.988235,焦作市,410800,河南省,410000
马村区,410804,2013,4183.815686,焦作市,410800,河南省,410000
山阳区,410811,2013,8568.062745,焦作市,410800,河南省,410000
中站区,410803,2013,3710.580392,焦作市,410800,河南省,410000
鼓楼区,410204,2013,2611.764706,开封市,410200,河南省,410000
龙亭区,410202,2013,16227.7098,开封市,410200,河南省,410000
顺河回族区,410203,2013,3285.211765,开封市,410200,河南省,410000
祥符区,410212,2013,15632.68235,开封市,410200,河南省,410000
禹王台区,410205,2013,2607.639216,开封市,410200,河南省,410000
瀍河回族区,410304,2013,2067.501961,洛阳市,410300,河南省,410000
孟津区,410306,2013,16339.72549,洛阳市,410300,河南省,410000
涧西区,410305,2013,8059.658824,洛阳市,410300,河南省,410000
老城区,410302,2013,3913.2,洛阳市,410300,河南省,410000
洛龙区,410311,2013,21202.59216,洛阳市,410300,河南省,410000
西工区,410303,2013,3969.372549,洛阳市,410300,河南省,410000
偃师区,410312,2013,11189.18431,洛阳市,410300,河南省,410000
郾城区,411103,2013,8125.537255,漯河市,411100,河南省,410000
源汇区,411102,2013,5605.47451,漯河市,411100,河南省,410000
召陵区,411104,2013,9598.403922,漯河市,411100,河南省,410000
宛城区,411302,2013,20847.1451,南阳市,411300,河南省,410000
卧龙区,411303,2013,19390.47451,南阳市,411300,河南省,410000
石龙区,410404,2013,1090.796078,平顶山市,410400,河南省,410000
卫东区,410403,2013,6249.082353,平顶山市,410400,河南省,410000
新华区,410402,2013,9065.203922,平顶山市,410400,河南省,410000
湛河区,410411,2013,4881.34902,平顶山市,410400,河南省,410000
华龙区,410902,2013,15184.01961,濮阳市,410900,河南省,410000
湖滨区,411202,2013,6397.956863,三门峡市,411200,河南省,410000
陕州区,411203,2013,18006.24314,三门峡市,411200,河南省,410000
梁园区,411402,2013,18171.46667,商丘市,411400,河南省,410000
睢阳区,411403,2013,18108.04314,商丘市,411400,河南省,410000
凤泉区,410704,2013,4690.509804,新乡市,410700,河南省,410000
红旗区,410702,2013,7771.098039,新乡市,410700,河南省,410000
牧野区,410711,2013,6236.835294,新乡市,410700,河南省,410000
卫滨区,410703,2013,4133.898039,新乡市,410700,河南省,410000
平桥区,411503,2013,26361.90196,信阳市,411500,河南省,410000
浉河区,411502,2013,17965.24314,信阳市,411500,河南省,410000
建安区,411003,2013,18535.84314,许昌市,411000,河南省,410000
魏都区,411002,2013,6062.243137,许昌市,411000,河南省,410000
二七区,410103,2013,9489.788235,郑州市,410100,河南省,410000
管城回族区,410104,2013,15808.60784,郑州市,410100,河南省,410000
惠济区,410108,2013,11273.1098,郑州市,410100,河南省,410000
金水区,410105,2013,19175.4902,郑州市,410100,河南省,410000
上街区,410106,2013,3101.066667,郑州市,410100,河南省,410000
中原区,410102,2013,15325.16863,郑州市,410100,河南省,410000
川汇区,411602,2013,11777.28627,周口市,411600,河南省,410000
淮阳区,411603,2013,15681.37647,周口市,411600,河南省,410000
驿城区,411702,2013,24653.54118,驻马店市,411700,河南省,410000
安吉县,330523,2013,26536.28235,湖州市,330500,浙江省,330000
德清县,330521,2013,21518.18039,湖州市,330500,浙江省,330000
长兴县,330522,2013,30900.47059,湖州市,330500,浙江省,330000
海盐县,330424,2013,23065.15294,嘉兴市,330400,浙江省,330000
嘉善县,330421,2013,18975.28235,嘉兴市,330400,浙江省,330000
磐安县,330727,2013,8568.87451,金华市,330700,浙江省,330000
浦江县,330726,2013,12660.51373,金华市,330700,浙江省,330000
武义县,330723,2013,13113.50196,金华市,330700,浙江省,330000
缙云县,331122,2013,13428.54118,丽水市,331100,浙江省,330000
青田县,331121,2013,16487.85882,丽水市,331100,浙江省,330000
庆元县,331126,2013,4938.952941,丽水市,331100,浙江省,330000
松阳县,331124,2013,9148.384314,丽水市,331100,浙江省,330000
遂昌县,331123,2013,10431.24706,丽水市,331100,浙江省,330000
云和县,331125,2013,6415.133333,丽水市,331100,浙江省,330000
宁海县,330226,2013,25765.49412,宁波市,330200,浙江省,330000
象山县,330225,2013,29297.78039,宁波市,330200,浙江省,330000
常山县,330822,2013,12069.91765,衢州市,330800,浙江省,330000
开化县,330824,2013,15214.77255,衢州市,330800,浙江省,330000
龙游县,330825,2013,11562.06275,衢州市,330800,浙江省,330000
新昌县,330624,2013,15866.91765,绍兴市,330600,浙江省,330000
三门县,331022,2013,14881.01961,台州市,331000,浙江省,330000
天台县,331023,2013,14096.96471,台州市,331000,浙江省,330000
仙居县,331024,2013,16022.45098,台州市,331000,浙江省,330000
苍南县,330327,2013,19453.19216,温州市,330300,浙江省,330000
平阳县,330326,2013,21606.85882,温州市,330300,浙江省,330000
泰顺县,330329,2013,11356.43137,温州市,330300,浙江省,330000
文成县,330328,2013,9837.231373,温州市,330300,浙江省,330000
永嘉县,330324,2013,24324.46667,温州市,330300,浙江省,330000
岱山县,330921,2013,5519.392157,舟山市,330900,浙江省,330000
嵊泗县,330922,2013,5913.854902,舟山市,330900,浙江省,330000
淳安县,330127,2013,17818.15294,杭州市,330100,浙江省,330000
桐庐县,330122,2013,22642.67059,杭州市,330100,浙江省,330000
海宁市,330481,2013,34279.62353,嘉兴市,330400,浙江省,330000
平湖市,330482,2013,25949.12549,嘉兴市,330400,浙江省,330000
桐乡市,330483,2013,29693.56471,嘉兴市,330400,浙江省,330000
东阳市,330783,2013,31150.42745,金华市,330700,浙江省,330000
兰溪市,330781,2013,17388.65098,金华市,330700,浙江省,330000
义乌市,330782,2013,43763.64706,金华市,330700,浙江省,330000
永康市,330784,2013,21102.25882,金华市,330700,浙江省,330000
龙泉市,331181,2013,15467.00392,丽水市,331100,浙江省,330000
慈溪市,330282,2013,70889.40392,宁波市,330200,浙江省,330000
余姚市,330281,2013,52406.56078,宁波市,330200,浙江省,330000
江山市,330881,2013,14471.97647,衢州市,330800,浙江省,330000
嵊州市,330683,2013,17995.78431,绍兴市,330600,浙江省,330000
诸暨市,330681,2013,39780.56078,绍兴市,330600,浙江省,330000
临海市,331082,2013,34525.58824,台州市,331000,浙江省,330000
温岭市,331081,2013,37774.21176,台州市,331000,浙江省,330000
玉环市,331083,2013,22593.14902,台州市,331000,浙江省,330000
乐清市,330382,2013,35554.54118,温州市,330300,浙江省,330000
龙港市,330383,2013,5877.086275,温州市,330300,浙江省,330000
瑞安市,330381,2013,29095.01569,温州市,330300,浙江省,330000
建德市,330182,2013,20056.08235,杭州市,330100,浙江省,330000
南浔区,330503,2013,17037.07451,湖州市,330500,浙江省,330000
吴兴区,330502,2013,28588.93725,湖州市,330500,浙江省,330000
南湖区,330402,2013,20392.25098,嘉兴市,330400,浙江省,330000
秀洲区,330411,2013,20996.21569,嘉兴市,330400,浙江省,330000
金东区,330703,2013,13164.8549,金华市,330700,浙江省,330000
婺城区,330702,2013,20762.61961,金华市,330700,浙江省,330000
莲都区,331102,2013,19121.27843,丽水市,331100,浙江省,330000
北仑区,330206,2013,41146.02353,宁波市,330200,浙江省,330000
奉化区,330213,2013,22884.22745,宁波市,330200,浙江省,330000
海曙区,330203,2013,22767.76863,宁波市,330200,浙江省,330000
江北区,330205,2013,14341.38824,宁波市,330200,浙江省,330000
鄞州区,330212,2013,36242.57647,宁波市,330200,浙江省,330000
镇海区,330211,2013,19531.21176,宁波市,330200,浙江省,330000
柯城区,330802,2013,11470.20784,衢州市,330800,浙江省,330000
衢江区,330803,2013,14673.34118,衢州市,330800,浙江省,330000
柯桥区,330603,2013,36083.44314,绍兴市,330600,浙江省,330000
上虞区,330604,2013,38868.91373,绍兴市,330600,浙江省,330000
越城区,330602,2013,26215.5098,绍兴市,330600,浙江省,330000
黄岩区,331003,2013,17950.35294,台州市,331000,浙江省,330000
椒江区,331002,2013,17871.4,台州市,331000,浙江省,330000
路桥区,331004,2013,17367.53333,台州市,331000,浙江省,330000
洞头区,330305,2013,6701.568627,温州市,330300,浙江省,330000
龙湾区,330303,2013,17498.3451,温州市,330300,浙江省,330000
鹿城区,330302,2013,12948.52549,温州市,330300,浙江省,330000
瓯海区,330304,2013,19071.03529,温州市,330300,浙江省,330000
定海区,330902,2013,24713.96863,舟山市,330900,浙江省,330000
普陀区,330903,2013,14338.06275,舟山市,330900,浙江省,330000
滨江区,330108,2013,5840.52549,杭州市,330100,浙江省,330000
富阳区,330111,2013,37336.35686,杭州市,330100,浙江省,330000
拱墅区,330105,2013,8304.411765,杭州市,330100,浙江省,330000
钱塘区,330114,2013,26828.52157,杭州市,330100,浙江省,330000
临安区,330112,2013,28167.59608,杭州市,330100,浙江省,330000
上城区,330102,2013,10065.86275,杭州市,330100,浙江省,330000
西湖区,330106,2013,20899.53725,杭州市,330100,浙江省,330000
萧山区,330109,2013,52560.29804,杭州市,330100,浙江省,330000
余杭区,330110,2013,36355.71765,杭州市,330100,浙江省,330000
临平区,330113,2013,20384.42745,杭州市,330100,浙江省,330000
景宁畲族自治县,331127,2013,5602.815686,丽水市,331100,浙江省,330000
儋州市,460400,2013,38695.41961,儋州市,460400,海南省,460000
龙华区,460106,2013,7803.047059,海口市,460100,海南省,460000
美兰区,460108,2013,17422.59216,海口市,460100,海南省,460000
琼山区,460107,2013,11191.05882,海口市,460100,海南省,460000
秀英区,460105,2013,17468.94902,海口市,460100,海南省,460000
南沙区,460302,2013,5168.788235,三沙市,460300,海南省,460000
西沙区,460301,2013,1151.701961,三沙市,460300,海南省,460000
海棠区,460202,2013,6959.917647,三亚市,460200,海南省,460000
吉阳区,460203,2013,18360.05098,三亚市,460200,海南省,460000
天涯区,460204,2013,14601.63137,三亚市,460200,海南省,460000
崖州区,460205,2013,6529.713725,三亚市,460200,海南省,460000
红安县,421122,2013,12745.67451,黄冈市,421100,湖北省,420000
黄梅县,421127,2013,16163.5451,黄冈市,421100,湖北省,420000
罗田县,421123,2013,12338.71765,黄冈市,421100,湖北省,420000
蕲春县,421126,2013,18123.79216,黄冈市,421100,湖北省,420000
团风县,421121,2013,9176.45098,黄冈市,421100,湖北省,420000
浠水县,421125,2013,19815.49804,黄冈市,421100,湖北省,420000
英山县,421124,2013,7790.6,黄冈市,421100,湖北省,420000
阳新县,420222,2013,28765.36863,黄石市,420200,湖北省,420000
沙洋县,420822,2013,14116.72549,荆门市,420800,湖北省,420000
公安县,421022,2013,20574.66667,荆州市,421000,湖北省,420000
江陵县,421024,2013,8423.627451,荆州市,421000,湖北省,420000
房县,420325,2013,12900.22353,十堰市,420300,湖北省,420000
郧西县,420322,2013,15974.16078,十堰市,420300,湖北省,420000
竹山县,420323,2013,11320.63137,十堰市,420300,湖北省,420000
竹溪县,420324,2013,7455.407843,十堰市,420300,湖北省,420000
随县,421321,2013,43442.66667,随州市,421300,湖北省,420000
崇阳县,421223,2013,12852.83922,咸宁市,421200,湖北省,420000
嘉鱼县,421221,2013,10005.91765,咸宁市,421200,湖北省,420000
通城县,421222,2013,8517.439216,咸宁市,421200,湖北省,420000
通山县,421224,2013,16904.41176,咸宁市,421200,湖北省,420000
保康县,420626,2013,12982.54118,襄阳市,420600,湖北省,420000
谷城县,420625,2013,13892.02745,襄阳市,420600,湖北省,420000
南漳县,420624,2013,15018.16078,襄阳市,420600,湖北省,420000
大悟县,420922,2013,16790.78431,孝感市,420900,湖北省,420000
孝昌县,420921,2013,10317.22353,孝感市,420900,湖北省,420000
云梦县,420923,2013,7451.094118,孝感市,420900,湖北省,420000
兴山县,420526,2013,9851.231373,宜昌市,420500,湖北省,420000
远安县,420525,2013,11968.52157,宜昌市,420500,湖北省,420000
秭归县,420527,2013,7270.380392,宜昌市,420500,湖北省,420000
麻城市,421181,2013,26496.62745,黄冈市,421100,湖北省,420000
武穴市,421182,2013,14645.92941,黄冈市,421100,湖北省,420000
大冶市,420281,2013,26256.57647,黄石市,420200,湖北省,420000
京山市,420882,2013,21351.58431,荆门市,420800,湖北省,420000
钟祥市,420881,2013,25585.95294,荆门市,420800,湖北省,420000
洪湖市,421083,2013,18192.16863,荆州市,421000,湖北省,420000
监利市,421023,2013,24561.11765,荆州市,421000,湖北省,420000
石首市,421081,2013,10846.70196,荆州市,421000,湖北省,420000
松滋市,421087,2013,14953.33333,荆州市,421000,湖北省,420000
丹江口市,420381,2013,23135.46275,十堰市,420300,湖北省,420000
广水市,421381,2013,18527.31765,随州市,421300,湖北省,420000
赤壁市,421281,2013,15655.43137,咸宁市,421200,湖北省,420000
老河口市,420682,2013,9379.54902,襄阳市,420600,湖北省,420000
宜城市,420684,2013,15273.74118,襄阳市,420600,湖北省,420000
枣阳市,420683,2013,27946.87059,襄阳市,420600,湖北省,420000
安陆市,420982,2013,13046.38824,孝感市,420900,湖北省,420000
汉川市,420984,2013,19861.28235,孝感市,420900,湖北省,420000
应城市,420981,2013,10717.62745,孝感市,420900,湖北省,420000
当阳市,420582,2013,13032.41176,宜昌市,420500,湖北省,420000
宜都市,420581,2013,12166.08235,宜昌市,420500,湖北省,420000
枝江市,420583,2013,16687.76863,宜昌市,420500,湖北省,420000
鄂城区,420704,2013,16997.32157,鄂州市,420700,湖北省,420000
华容区,420703,2013,10623.42745,鄂州市,420700,湖北省,420000
梁子湖区,420702,2013,3935.337255,鄂州市,420700,湖北省,420000
黄州区,421102,2013,10041.13725,黄冈市,421100,湖北省,420000
黄石港区,420202,2013,2176.356863,黄石市,420200,湖北省,420000
铁山区,420205,2013,1235.286275,黄石市,420200,湖北省,420000
西塞山区,420203,2013,3793.141176,黄石市,420200,湖北省,420000
下陆区,420204,2013,3773.082353,黄石市,420200,湖北省,420000
东宝区,420802,2013,13073.3098,荆门市,420800,湖北省,420000
掇刀区,420804,2013,10187.68235,荆门市,420800,湖北省,420000
荆州区,421003,2013,11942.54118,荆州市,421000,湖北省,420000
沙市区,421002,2013,10016.39216,荆州市,421000,湖北省,420000
茅箭区,420302,2013,8140.737255,十堰市,420300,湖北省,420000
郧阳区,420304,2013,19180.64706,十堰市,420300,湖北省,420000
张湾区,420303,2013,8968.92549,十堰市,420300,湖北省,420000
曾都区,421303,2013,15700.57255,随州市,421300,湖北省,420000
蔡甸区,420114,2013,31133.07843,武汉市,420100,湖北省,420000
东西湖区,420112,2013,18337.18431,武汉市,420100,湖北省,420000
汉南区,420113,2013,4452.686275,武汉市,420100,湖北省,420000
汉阳区,420105,2013,9272.396078,武汉市,420100,湖北省,420000
洪山区,420111,2013,33835.0902,武汉市,420100,湖北省,420000
黄陂区,420116,2013,37116.8549,武汉市,420100,湖北省,420000
江岸区,420102,2013,6586.12549,武汉市,420100,湖北省,420000
江汉区,420103,2013,2430.329412,武汉市,420100,湖北省,420000
江夏区,420115,2013,39942.17647,武汉市,420100,湖北省,420000
硚口区,420104,2013,3398.576471,武汉市,420100,湖北省,420000
青山区,420107,2013,7229.741176,武汉市,420100,湖北省,420000
武昌区,420106,2013,8010.262745,武汉市,420100,湖北省,420000
新洲区,420117,2013,22876.67059,武汉市,420100,湖北省,420000
咸安区,421202,2013,20230.25882,咸宁市,421200,湖北省,420000
樊城区,420606,2013,14197.08235,襄阳市,420600,湖北省,420000
襄城区,420602,2013,11037.52941,襄阳市,420600,湖北省,420000
襄州区,420607,2013,26744.33725,襄阳市,420600,湖北省,420000
孝南区,420902,2013,17644.72157,孝感市,420900,湖北省,420000
点军区,420504,2013,6671.380392,宜昌市,420500,湖北省,420000
伍家岗区,420503,2013,4466.235294,宜昌市,420500,湖北省,420000
西陵区,420502,2013,4305.345098,宜昌市,420500,湖北省,420000
猇亭区,420505,2013,4739.670588,宜昌市,420500,湖北省,420000
夷陵区,420506,2013,25707.79608,宜昌市,420500,湖北省,420000
五峰土家族自治县,420529,2013,4523.776471,宜昌市,420500,湖北省,420000
长阳土家族自治县,420528,2013,17314.03922,宜昌市,420500,湖北省,420000
安乡县,430721,2013,7345.082353,常德市,430700,湖南省,430000
汉寿县,430722,2013,11776.83922,常德市,430700,湖南省,430000
澧县,430723,2013,14012.72157,常德市,430700,湖南省,430000
临澧县,430724,2013,8299.035294,常德市,430700,湖南省,430000
石门县,430726,2013,8107.556863,常德市,430700,湖南省,430000
桃源县,430725,2013,14096.5098,常德市,430700,湖南省,430000
安仁县,431028,2013,7600.329412,郴州市,431000,湖南省,430000
桂东县,431027,2013,5258.011765,郴州市,431000,湖南省,430000
桂阳县,431021,2013,20883.8902,郴州市,431000,湖南省,430000
嘉禾县,431024,2013,6742.898039,郴州市,431000,湖南省,430000
临武县,431025,2013,9941.611765,郴州市,431000,湖南省,430000
汝城县,431026,2013,14820.34902,郴州市,431000,湖南省,430000
宜章县,431022,2013,18552.48235,郴州市,431000,湖南省,430000
永兴县,431023,2013,14176.32549,郴州市,431000,湖南省,430000
衡东县,430424,2013,11986.77647,衡阳市,430400,湖南省,430000
衡南县,430422,2013,17288.83529,衡阳市,430400,湖南省,430000
衡山县,430423,2013,6699.4,衡阳市,430400,湖南省,430000
衡阳县,430421,2013,14040.36471,衡阳市,430400,湖南省,430000
祁东县,430426,2013,11691.19216,衡阳市,430400,湖南省,430000
辰溪县,431223,2013,9714.65098,怀化市,431200,湖南省,430000
会同县,431225,2013,6718.54902,怀化市,431200,湖南省,430000
溆浦县,431224,2013,16264.37255,怀化市,431200,湖南省,430000
沅陵县,431222,2013,10513.32157,怀化市,431200,湖南省,430000
中方县,431221,2013,11159.49804,怀化市,431200,湖南省,430000
双峰县,431321,2013,12565.02353,娄底市,431300,湖南省,430000
新化县,431322,2013,21112.61961,娄底市,431300,湖南省,430000
洞口县,430525,2013,12043.13333,邵阳市,430500,湖南省,430000
隆回县,430524,2013,12402.05098,邵阳市,430500,湖南省,430000
邵阳县,430523,2013,12568.40784,邵阳市,430500,湖南省,430000
绥宁县,430527,2013,7199.811765,邵阳市,430500,湖南省,430000
新宁县,430528,2013,10792.21961,邵阳市,430500,湖南省,430000
新邵县,430522,2013,12223.13333,邵阳市,430500,湖南省,430000
湘潭县,430321,2013,16257.00392,湘潭市,430300,湖南省,430000
安化县,430923,2013,18199.30196,益阳市,430900,湖南省,430000
南县,430921,2013,5888.215686,益阳市,430900,湖南省,430000
桃江县,430922,2013,11845.81569,益阳市,430900,湖南省,430000
道县,431124,2013,11284.63922,永州市,431100,湖南省,430000
东安县,431122,2013,6896.498039,永州市,431100,湖南省,430000
江永县,431125,2013,7288.235294,永州市,431100,湖南省,430000
蓝山县,431127,2013,9652.4,永州市,431100,湖南省,430000
宁远县,431126,2013,12201.83529,永州市,431100,湖南省,430000
双牌县,431123,2013,4011.780392,永州市,431100,湖南省,430000
新田县,431128,2013,4301.415686,永州市,431100,湖南省,430000
华容县,430623,2013,10301.21176,岳阳市,430600,湖南省,430000
平江县,430626,2013,21578.63922,岳阳市,430600,湖南省,430000
湘阴县,430624,2013,11479.67843,岳阳市,430600,湖南省,430000
岳阳县,430621,2013,17783.96078,岳阳市,430600,湖南省,430000
慈利县,430821,2013,9420.717647,张家界市,430800,湖南省,430000
桑植县,430822,2013,5209.933333,张家界市,430800,湖南省,430000
长沙县,430121,2013,30762.89804,长沙市,430100,湖南省,430000
茶陵县,430224,2013,11614.02745,株洲市,430200,湖南省,430000
炎陵县,430225,2013,8837.176471,株洲市,430200,湖南省,430000
攸县,430223,2013,13581.13725,株洲市,430200,湖南省,430000
津市市,430781,2013,5128.717647,常德市,430700,湖南省,430000
资兴市,431081,2013,14423.36471,郴州市,431000,湖南省,430000
常宁市,430482,2013,16197.15294,衡阳市,430400,湖南省,430000
耒阳市,430481,2013,22536.60392,衡阳市,430400,湖南省,430000
洪江市,431281,2013,12963.89804,怀化市,431200,湖南省,430000
冷水江市,431381,2013,6980.117647,娄底市,431300,湖南省,430000
涟源市,431382,2013,16324.92157,娄底市,431300,湖南省,430000
邵东市,430582,2013,12403.96863,邵阳市,430500,湖南省,430000
武冈市,430581,2013,10223.37255,邵阳市,430500,湖南省,430000
韶山市,430382,2013,3449.729412,湘潭市,430300,湖南省,430000
湘乡市,430381,2013,19635.17255,湘潭市,430300,湖南省,430000
沅江市,430981,2013,9818.25098,益阳市,430900,湖南省,430000
祁阳市,431121,2013,13667.07451,永州市,431100,湖南省,430000
临湘市,430682,2013,13056.17647,岳阳市,430600,湖南省,430000
汨罗市,430681,2013,15223.16471,岳阳市,430600,湖南省,430000
浏阳市,430181,2013,35005.13333,长沙市,430100,湖南省,430000
宁乡市,430182,2013,27550.38824,长沙市,430100,湖南省,430000
醴陵市,430281,2013,19320.43922,株洲市,430200,湖南省,430000
鼎城区,430703,2013,18163.05098,常德市,430700,湖南省,430000
武陵区,430702,2013,11575.44706,常德市,430700,湖南省,430000
北湖区,431002,2013,12518.98824,郴州市,431000,湖南省,430000
苏仙区,431003,2013,19302.96471,郴州市,431000,湖南省,430000
南岳区,430412,2013,982.7411765,衡阳市,430400,湖南省,430000
石鼓区,430407,2013,2950.737255,衡阳市,430400,湖南省,430000
雁峰区,430406,2013,4116.905882,衡阳市,430400,湖南省,430000
蒸湘区,430408,2013,4815.717647,衡阳市,430400,湖南省,430000
珠晖区,430405,2013,5874.352941,衡阳市,430400,湖南省,430000
鹤城区,431202,2013,11630.52549,怀化市,431200,湖南省,430000
娄星区,431302,2013,14911.28235,娄底市,431300,湖南省,430000
北塔区,430511,2013,2806.933333,邵阳市,430500,湖南省,430000
大祥区,430503,2013,4218.545098,邵阳市,430500,湖南省,430000
双清区,430502,2013,4506.321569,邵阳市,430500,湖南省,430000
雨湖区,430302,2013,13134.75294,湘潭市,430300,湖南省,430000
岳塘区,430304,2013,10808.02353,湘潭市,430300,湖南省,430000
赫山区,430903,2013,15058.98039,益阳市,430900,湖南省,430000
资阳区,430902,2013,5252.184314,益阳市,430900,湖南省,430000
冷水滩区,431103,2013,10920.18824,永州市,431100,湖南省,430000
零陵区,431102,2013,11669.91373,永州市,431100,湖南省,430000
君山区,430611,2013,5990.223529,岳阳市,430600,湖南省,430000
岳阳楼区,430602,2013,15641.19608,岳阳市,430600,湖南省,430000
云溪区,430603,2013,9180.545098,岳阳市,430600,湖南省,430000
武陵源区,430811,2013,2500.14902,张家界市,430800,湖南省,430000
永定区,430802,2013,11500.64706,张家界市,430800,湖南省,430000
芙蓉区,430102,2013,3524.905882,长沙市,430100,湖南省,430000
开福区,430105,2013,11116,长沙市,430100,湖南省,430000
天心区,430103,2013,8752.188235,长沙市,430100,湖南省,430000
望城区,430112,2013,23255.59608,长沙市,430100,湖南省,430000
雨花区,430111,2013,12289.71373,长沙市,430100,湖南省,430000
岳麓区,430104,2013,20487.81176,长沙市,430100,湖南省,430000
荷塘区,430202,2013,4652.796078,株洲市,430200,湖南省,430000
芦淞区,430203,2013,5168.231373,株洲市,430200,湖南省,430000
渌口区,430212,2013,6760.403922,株洲市,430200,湖南省,430000
石峰区,430204,2013,7028.654902,株洲市,430200,湖南省,430000
天元区,430211,2013,9218.090196,株洲市,430200,湖南省,430000
靖州苗族侗族自治县,431229,2013,7641.639216,怀化市,431200,湖南省,430000
麻阳苗族自治县,431226,2013,5076.015686,怀化市,431200,湖南省,430000
通道侗族自治县,431230,2013,8468.211765,怀化市,431200,湖南省,430000
新晃侗族自治县,431227,2013,7928.984314,怀化市,431200,湖南省,430000
芷江侗族自治县,431228,2013,10235.02353,怀化市,431200,湖南省,430000
城步苗族自治县,430529,2013,7023.4,邵阳市,430500,湖南省,430000
江华瑶族自治县,431129,2013,11177.8902,永州市,431100,湖南省,430000
会宁县,620422,2013,18981.38039,白银市,620400,甘肃省,620000
景泰县,620423,2013,26213.81176,白银市,620400,甘肃省,620000
靖远县,620421,2013,29734.28627,白银市,620400,甘肃省,620000
临洮县,621124,2013,16526.8902,定西市,621100,甘肃省,620000
陇西县,621122,2013,19187.23529,定西市,621100,甘肃省,620000
岷县,621126,2013,16785.72941,定西市,621100,甘肃省,620000
通渭县,621121,2013,16135.56078,定西市,621100,甘肃省,620000
渭源县,621123,2013,15387.00784,定西市,621100,甘肃省,620000
漳县,621125,2013,12676.62353,定西市,621100,甘肃省,620000
永昌县,620321,2013,26420.38039,金昌市,620300,甘肃省,620000
瓜州县,620922,2013,62346.03529,酒泉市,620900,甘肃省,620000
金塔县,620921,2013,26193.52549,酒泉市,620900,甘肃省,620000
皋兰县,620122,2013,26541.86667,兰州市,620100,甘肃省,620000
永登县,620121,2013,47270.00784,兰州市,620100,甘肃省,620000
榆中县,620123,2013,25588.98431,兰州市,620100,甘肃省,620000
成县,621221,2013,13644.88235,陇南市,621200,甘肃省,620000
宕昌县,621223,2013,14941.80392,陇南市,621200,甘肃省,620000
徽县,621227,2013,13971.09412,陇南市,621200,甘肃省,620000
康县,621224,2013,9481.796078,陇南市,621200,甘肃省,620000
礼县,621226,2013,20070.62353,陇南市,621200,甘肃省,620000
两当县,621228,2013,5609.733333,陇南市,621200,甘肃省,620000
文县,621222,2013,15317.87059,陇南市,621200,甘肃省,620000
西和县,621225,2013,15397.27451,陇南市,621200,甘肃省,620000
崇信县,620823,2013,7965.552941,平凉市,620800,甘肃省,620000
泾川县,620821,2013,13303.62353,平凉市,620800,甘肃省,620000
静宁县,620826,2013,13401.42745,平凉市,620800,甘肃省,620000
灵台县,620822,2013,10458.53725,平凉市,620800,甘肃省,620000
庄浪县,620825,2013,10539.57255,平凉市,620800,甘肃省,620000
合水县,621024,2013,22957.43137,庆阳市,621000,甘肃省,620000
华池县,621023,2013,38025.8,庆阳市,621000,甘肃省,620000
环县,621022,2013,61880.77255,庆阳市,621000,甘肃省,620000
宁县,621026,2013,18356.95686,庆阳市,621000,甘肃省,620000
庆城县,621021,2013,27321.47451,庆阳市,621000,甘肃省,620000
镇原县,621027,2013,25348.05882,庆阳市,621000,甘肃省,620000
正宁县,621025,2013,7200.568627,庆阳市,621000,甘肃省,620000
甘谷县,620523,2013,13383.17255,天水市,620500,甘肃省,620000
