countycode,plngdppc2001,plngdppc2002,plngdppc2003,plngdppc2004,plngdppc2005,plngdppc2006,plngdppc2007,plngdppc2008,plngdppc2009,plngdppc2010,plngdppc2011,plngdppc2012,plngdppc2013,plngdppc2014,plngdppc2015,plngdppc2016,plngdppc2017,plngdppc2018,plngdppc2019,plngdppc2020,plngdppc2021,id,county,city,citycode,province,provincecode
131127,8.3602686,8.4692049,8.6863012,8.866847,9.0270071,9.1436424,9.2851715,9.4707422,9.6460037,9.7419052,9.9728718,10.124077,10.158687,10.235186,10.278268,10.332311,10.428702,10.483244,10.549119,10.612337,10.714623,197,景县,衡水市,131100,河北省,130000
131128,8.3412447,8.4264507,8.5136528,8.7383604,8.8990726,9.1018238,9.2182226,9.3959913,9.5628633,9.6791515,9.9907131,10.015017,10.058659,10.127409,10.183162,10.277314,10.36252,10.428159,10.495535,10.564148,10.677434,198,阜城县,衡水市,131100,河北省,130000
131182,8.377964,8.4362259,8.5447102,8.7236471,8.9400101,9.0300646,9.2017612,9.4216099,9.6096306,9.6934681,9.9917288,10.085561,10.204412,10.261204,10.311375,10.391564,10.453937,10.498347,10.571909,10.627161,10.735351,199,深州市,衡水市,131100,河北省,130000
140105,9.1001873,9.1554337,9.254549,9.398982,9.6035624,9.8002701,9.9595385,10.190903,10.320084,10.424907,10.646117,10.800091,10.823667,10.898973,10.961069,11.016974,11.071384,11.124549,11.198313,11.268686,11.37165,200,小店区,太原市,140100,山西省,140000
140106,9.2060394,9.2284718,9.354907,9.4765787,9.7002058,9.8477154,10.018063,10.224347,10.30968,10.417645,10.687016,10.826835,10.823133,10.913363,10.975668,11.027448,11.089445,11.135239,11.197077,11.251522,11.356194,201,迎泽区,太原市,140100,山西省,140000
140107,9.1648703,9.1906118,9.3226805,9.4406033,9.653616,9.8179998,9.9823322,10.197071,10.29154,10.396103,10.644947,10.777925,10.796144,10.883335,10.944898,10.997876,11.066931,11.116918,11.177948,11.237844,11.347848,202,杏花岭区,太原市,140100,山西省,140000
140108,9.0814934,9.1169634,9.244195,9.3741331,9.5887508,9.7664509,9.9109764,10.146935,10.237659,10.364584,10.573967,10.777505,10.786032,10.854823,10.90045,10.945564,11.021715,11.067893,11.128433,11.199625,11.309926,203,尖草坪区,太原市,140100,山西省,140000
140109,9.1400499,9.177763,9.2962103,9.4057331,9.6535959,9.8155718,9.9528065,10.153119,10.257448,10.373399,10.593933,10.787203,10.788423,10.865273,10.919155,10.970909,11.028103,11.081092,11.155124,11.218434,11.320092,204,万柏林区,太原市,140100,山西省,140000
140110,8.9289246,9.0494871,9.1726999,9.3239183,9.4643402,9.6721115,9.8191786,10.052718,10.168285,10.317166,10.510623,10.713057,10.747172,10.810166,10.858495,10.90841,10.969506,11.03414,11.130486,11.19788,11.290037,205,晋源区,太原市,140100,山西省,140000
140121,8.7932825,8.8801804,8.9990292,9.2046614,9.3666468,9.5286016,9.6700087,9.8594894,10.027349,10.102945,10.322481,10.485955,10.560398,10.628191,10.682627,10.737394,10.813601,10.873433,10.961865,11.066567,11.172482,206,清徐县,太原市,140100,山西省,140000
140122,8.4727993,8.6254654,8.6995373,8.9264908,9.2507143,9.3994169,9.4278851,9.5801849,9.7479467,9.941658,10.077597,10.323456,10.40149,10.47423,10.521438,10.557474,10.64608,10.715158,10.781257,10.859878,10.976762,207,阳曲县,太原市,140100,山西省,140000
140123,8.6375217,8.7075243,8.7806196,9.0692501,9.2124691,9.3837547,9.5092154,9.628933,9.7445297,9.8973989,10.18046,10.357846,10.421976,10.479296,10.502563,10.54421,10.570791,10.613137,10.692261,10.748479,10.859354,208,娄烦县,太原市,140100,山西省,140000
140181,8.7958479,8.8578339,9.0484982,9.2045116,9.3644114,9.4957504,9.639348,9.7791414,9.9539824,10.077984,10.278641,10.400302,10.48746,10.546098,10.591966,10.638225,10.667332,10.717574,10.797165,10.864291,10.966582,209,古交市,太原市,140100,山西省,140000
140212,7.9414625,8.0375509,8.1645603,8.3064089,8.4599142,8.6115103,8.8319778,8.938961,9.1474037,9.2374821,9.49617,9.6699619,9.639061,9.6898851,9.715765,9.7529516,9.8074436,9.8743801,9.9694633,10.038821,10.121885,210,新荣区,大同市,140200,山西省,140000
140213,8.3985672,8.4406729,8.5754032,8.6809921,8.9053545,9.0738058,9.2409306,9.4281521,9.5781164,9.6986933,9.9343386,10.090292,10.100255,10.163624,10.206331,10.267182,10.312047,10.360033,10.438148,10.499185,10.582986,211,平城区,大同市,140200,山西省,140000
140214,8.1920567,8.2650557,8.3984766,8.5571728,8.7303915,8.9041338,9.0700846,9.2600822,9.4247694,9.5396776,9.7392235,9.919178,9.9025536,9.9633827,10.014518,10.05593,10.108323,10.164458,10.234672,10.301697,10.397146,212,云冈区,大同市,140200,山西省,140000
140215,7.8470235,7.9300013,8.0639935,8.2468576,8.3778238,8.5666552,8.7346163,8.8806915,9.1547785,9.263608,9.4853582,9.6696262,9.7267208,9.7865782,9.8450489,9.9033508,9.9732895,10.025282,10.113153,10.192079,10.28437,213,云州区,大同市,140200,山西省,140000
140221,7.8120403,7.8726549,8.0151176,8.1782932,8.3217487,8.4897604,8.6653624,8.8437395,9.0289955,9.1871471,9.3714495,9.5272598,9.5653162,9.6347446,9.6878605,9.7497845,9.8103819,9.8659229,9.9375334,10.034728,10.125903,214,阳高县,大同市,140200,山西省,140000
140222,7.7262959,7.7737613,7.8274808,8.0338602,8.2023058,8.314908,8.5278549,8.7207775,8.9680281,9.0686874,9.3585768,9.4889612,9.5310574,9.5955343,9.6397276,9.7254963,9.7796946,9.8453236,9.9190445,10.016129,10.107422,215,天镇县,大同市,140200,山西省,140000
140223,7.7917008,7.809463,7.9139414,8.2040491,8.3571672,8.5021982,8.7399302,8.8870373,9.0342817,9.103611,9.3020153,9.4673586,9.5545931,9.6018066,9.6150751,9.6923761,9.7369957,9.8764849,9.9044695,9.9700356,10.049755,216,广灵县,大同市,140200,山西省,140000
140224,7.7050638,7.8563032,8.0075207,8.2412758,8.426856,8.5632057,8.7156057,8.9076624,8.9985743,9.205637,9.3974171,9.5462503,9.5667124,9.6187038,9.6143179,9.6825533,9.7097864,9.7675581,9.851162,9.9223452,10.013255,217,灵丘县,大同市,140200,山西省,140000
140225,7.7145123,7.8855925,8.0142393,8.1358051,8.2859058,8.3995667,8.5652676,8.8454895,9.0325775,9.1468143,9.3438234,9.4389105,9.5371923,9.5981483,9.6631861,9.7384739,9.8447514,9.8518915,9.9114208,9.9683304,10.049857,218,浑源县,大同市,140200,山西省,140000
140226,7.9913535,8.0274343,8.0960293,8.2914448,8.4778833,8.6068888,8.8050594,8.9771957,9.1746082,9.278533,9.4683266,9.6603842,9.6891508,9.7379017,9.7724581,9.8032103,9.8723698,9.9337807,10.005999,10.09256,10.197994,219,左云县,大同市,140200,山西省,140000
140302,9.1629829,9.209527,9.3453875,9.5171099,9.679224,9.8609123,10.004885,10.184996,10.353166,10.448111,10.692895,10.832195,10.856643,10.93346,10.98517,11.031204,11.076172,11.121711,11.188532,11.241456,11.338716,220,城区,阳泉市,140300,山西省,140000
140303,9.1469765,9.1616306,9.2969894,9.4482727,9.6506691,9.8415766,10.015962,10.158545,10.32704,10.480983,10.639865,10.810223,10.821697,10.892162,10.947267,10.99557,11.042014,11.087008,11.160217,11.211494,11.316717,221,矿区,阳泉市,140300,山西省,140000
140311,8.8214359,8.8638391,8.9981823,9.1960678,9.3894281,9.5716295,9.7257967,9.9116802,10.074773,10.201485,10.405518,10.583749,10.595831,10.667011,10.709989,10.753547,10.810794,10.870632,10.938763,10.993081,11.093109,222,郊区,阳泉市,140300,山西省,140000
140321,8.6441784,8.7222471,8.8130913,9.0276985,9.2038965,9.3613262,9.5707121,9.7322216,9.9076509,9.9975872,10.204715,10.410399,10.446868,10.50011,10.551035,10.59922,10.67381,10.729547,10.797943,10.854576,10.952039,223,平定县,阳泉市,140300,山西省,140000
140322,8.4599657,8.5641155,8.7329531,8.9224272,9.0796471,9.2993746,9.4383049,9.6558342,9.8261595,9.9497156,10.148743,10.352135,10.378862,10.427059,10.457513,10.498385,10.580573,10.637115,10.714303,10.761948,10.872483,224,盂县,阳泉市,140300,山西省,140000
140403,8.8302622,8.9001503,9.0287352,9.1779747,9.37257,9.5338945,9.6862345,9.9154406,9.9915962,10.106277,10.320142,10.488875,10.549941,10.635096,10.6827,10.723,10.775392,10.831468,10.898511,10.969407,11.069604,225,潞州区,长治市,140400,山西省,140000
140404,8.3338947,8.5192051,8.606205,8.8964806,9.1207914,9.2947283,9.4122391,9.6733847,9.8455162,9.946496,10.154739,10.334632,10.410174,10.453274,10.488584,10.511791,10.58395,10.653956,10.720444,10.796188,10.897953,226,上党区,长治市,140400,山西省,140000
140405,8.403759,8.4942846,8.6241121,8.8658009,9.0675163,9.2466106,9.3516989,9.5831451,9.7255039,9.844305,10.023261,10.206831,10.30247,10.356881,10.386845,10.426468,10.477917,10.545116,10.614939,10.688737,10.765957,227,屯留区,长治市,140400,山西省,140000
140406,8.6388006,8.7391396,8.8563871,9.0508842,9.2219925,9.4037571,9.5452566,9.7095938,9.8306332,9.9238167,10.141276,10.301064,10.380254,10.450543,10.492454,10.527971,10.592522,10.674835,10.74156,10.793657,10.885127,228,潞城区,长治市,140400,山西省,140000
140423,8.4732409,8.5677633,8.7088175,8.9076576,9.1194439,9.2671986,9.427784,9.6769161,9.7949677,9.8979006,10.10686,10.279826,10.313943,10.385024,10.421599,10.46095,10.525849,10.606531,10.668709,10.72251,10.81206,229,襄垣县,长治市,140400,山西省,140000
140425,8.2090549,8.3111715,8.3188448,8.4639368,8.7063656,8.9461927,9.2099361,9.3273439,9.4742718,9.6111116,9.8149729,9.9809771,10.08434,10.167178,10.16695,10.187082,10.247569,10.293599,10.362541,10.439857,10.538745,230,平顺县,长治市,140400,山西省,140000
140426,8.3245258,8.4578314,8.6172886,8.7997427,8.942625,9.0937576,9.2618427,9.4299917,9.5922422,9.7193651,9.9051666,10.093933,10.146755,10.219362,10.258908,10.305617,10.342763,10.410906,10.473034,10.545198,10.629436,231,黎城县,长治市,140400,山西省,140000
140427,8.4190283,8.588973,8.6858149,8.8882294,9.0732203,9.2264795,9.3759413,9.539916,9.6144342,9.7834005,9.9563408,10.134863,10.195964,10.254105,10.265837,10.270377,10.396542,10.479616,10.545952,10.609821,10.698964,232,壶关县,长治市,140400,山西省,140000
140428,8.2201252,8.3377151,8.4434052,8.6935606,8.7938204,9.0028391,9.2657938,9.4946899,9.6830978,9.8032923,10.01986,10.180298,10.224491,10.294472,10.349712,10.395505,10.526963,10.604842,10.661012,10.733542,10.826502,233,长子县,长治市,140400,山西省,140000
140429,8.2071495,8.398037,8.4975929,8.7578926,8.9557619,9.1605778,9.2743979,9.5048742,9.5984631,9.7175837,9.9091434,10.112027,10.094762,10.138918,10.175923,10.212835,10.301743,10.366269,10.430431,10.507347,10.604664,234,武乡县,长治市,140400,山西省,140000
140430,8.1491423,8.2122307,8.4964275,8.6661453,8.7510767,8.9220686,9.0932903,9.3121023,9.463439,9.637392,9.8297071,9.9997997,10.031487,10.076588,10.08318,10.160888,10.200895,10.261159,10.316122,10.420796,10.514658,235,沁县,长治市,140400,山西省,140000
140431,8.2840796,8.3837156,8.5084753,8.7487001,8.9370747,9.1020422,9.1974306,9.4711285,9.6151018,9.7353783,9.9253416,10.064973,10.104748,10.146131,10.177574,10.187318,10.266916,10.34084,10.446424,10.529559,10.629677,236,沁源县,长治市,140400,山西省,140000
140502,9.1897135,9.1960754,9.3302231,9.4881487,9.7145147,9.9008741,10.010564,10.25955,10.340995,10.473569,10.693172,10.843099,10.907979,10.970016,11.025962,11.072738,11.11184,11.187045,11.244849,11.315046,11.417399,237,城区,晋城市,140500,山西省,140000
140521,8.641572,8.7386522,8.8472815,9.1021328,9.2507038,9.4457884,9.6853476,9.9131479,9.9443521,10.05163,10.273582,10.441862,10.507378,10.587889,10.598265,10.646029,10.68538,10.751498,10.810714,10.884155,10.988408,238,沁水县,晋城市,140500,山西省,140000
140522,8.7443819,8.8166437,8.9137144,9.1119556,9.2733221,9.4644041,9.6441183,9.8827982,9.9539328,10.099034,10.322987,10.450048,10.530381,10.593699,10.626694,10.652978,10.71894,10.79372,10.858273,10.931449,11.053608,239,阳城县,晋城市,140500,山西省,140000
140524,8.5275335,8.6188583,8.7252331,8.9434481,9.1046047,9.3212032,9.3436031,9.5698805,9.7670088,9.8629122,10.149732,10.223688,10.343535,10.426346,10.473224,10.536537,10.576984,10.63626,10.711867,10.811911,10.919026,240,陵川县,晋城市,140500,山西省,140000
140525,8.8594522,8.8737116,9.0244722,9.2413921,9.4187298,9.4765205,9.6164436,9.8658867,9.9994736,10.126554,10.34881,10.50331,10.591125,10.652592,10.706634,10.733542,10.799997,10.874191,10.945784,11.017523,11.136379,241,泽州县,晋城市,140500,山西省,140000
140581,8.7628555,8.8623362,8.9601145,9.1974306,9.3814907,9.5317812,9.7054081,9.9673882,10.067437,10.196947,10.409417,10.59317,10.637815,10.693796,10.736361,10.767145,10.828622,10.897672,10.9703,11.051244,11.165088,242,高平市,晋城市,140500,山西省,140000
140602,9.0262823,9.0849094,9.2085066,9.3936052,9.5382605,9.7496281,9.9196482,10.129025,10.267859,10.365186,10.620568,10.81382,10.855818,10.904717,10.935571,10.991699,11.028057,11.08183,11.147795,11.215358,11.314208,243,朔城区,朔州市,140600,山西省,140000
140603,8.8562489,8.9296646,9.0515985,9.2839584,9.4310236,9.592658,9.7638702,9.9941206,10.179155,10.302559,10.486001,10.707945,10.727407,10.774356,10.817192,10.8611,10.893352,10.938893,10.999927,11.061728,11.157782,244,平鲁区,朔州市,140600,山西省,140000
140621,8.836401,8.9251375,8.9915867,9.1992035,9.3818655,9.5212831,9.6930017,9.9196072,10.124462,10.247157,10.463095,10.677404,10.705095,10.738205,10.770501,10.810436,10.869437,10.925535,11.006485,11.077797,11.184049,245,山阴县,朔州市,140600,山西省,140000
140622,8.7944813,8.9445343,9.0724134,9.2281075,9.4093504,9.5120697,9.6979961,9.8989859,10.041816,10.176898,10.395165,10.522981,10.603896,10.638927,10.733545,10.79311,10.833883,10.861664,10.940595,11.007599,11.096984,246,应县,朔州市,140600,山西省,140000
140623,8.7094879,8.8218203,8.9463615,9.1804609,9.3807077,9.4510851,9.6537752,9.7863302,9.9674015,10.115629,10.424078,10.587136,10.58026,10.635121,10.673825,10.73524,10.785744,10.828485,10.916417,10.971637,11.047691,247,右玉县,朔州市,140600,山西省,140000
140681,8.9806604,9.0446386,9.1615753,9.3006544,9.520277,9.6434002,9.8559332,10.050726,10.213412,10.37202,10.610936,10.790402,10.828899,10.887822,10.910227,10.948648,11.001294,11.050897,11.126595,11.190021,11.295567,248,怀仁市,朔州市,140600,山西省,140000
140702,8.7175655,8.8109531,8.9297409,9.0759792,9.2734318,9.4546375,9.5807343,9.804471,9.9242172,10.041345,10.251897,10.43341,10.478927,10.56067,10.626321,10.671663,10.726326,10.782728,10.859081,10.924262,11.030056,249,榆次区,晋中市,140700,山西省,140000
140703,8.4856586,8.5850382,8.6254196,8.9272976,9.0918894,9.2823763,9.3500137,9.5578003,9.7724209,9.844202,10.127211,10.20495,10.346764,10.422477,10.480884,10.51482,10.56639,10.638309,10.704182,10.783876,10.88844,250,太谷区,晋中市,140700,山西省,140000
140721,8.3184376,8.4343033,8.5702105,8.8109207,8.9440784,9.1710224,9.2730398,9.5139999,9.6728802,9.7365179,9.9341097,10.108788,10.184912,10.257734,10.316581,10.365707,10.431154,10.489069,10.551639,10.618102,10.70442,251,榆社县,晋中市,140700,山西省,140000
140722,8.3612852,8.4397612,8.5755968,8.7815828,8.9262285,9.080801,9.222353,9.4322882,9.6383085,9.7324181,9.9496336,10.14591,10.214965,10.264142,10.293592,10.329896,10.382244,10.447119,10.497746,10.574011,10.669428,252,左权县,晋中市,140700,山西省,140000
140723,8.2834139,8.3928623,8.4855089,8.705821,8.8358927,9.0604839,9.1967316,9.4778681,9.6122932,9.659646,10.040259,10.098568,10.209811,10.286162,10.31215,10.351424,10.392789,10.46237,10.526923,10.58363,10.657591,253,和顺县,晋中市,140700,山西省,140000
140724,8.2813988,8.3956757,8.5359421,8.6727285,8.8471479,9.0746574,9.2757149,9.5028715,9.6613569,9.765275,9.973197,10.130018,10.194527,10.277442,10.331868,10.362364,10.418796,10.482661,10.54518,10.599529,10.715689,254,昔阳县,晋中市,140700,山西省,140000
140725,8.3687277,8.4151421,8.5362644,8.7467279,8.8972149,9.0852098,9.2830706,9.4304352,9.7169485,9.8152695,10.031126,10.206377,10.251186,10.309278,10.327419,10.377126,10.440564,10.484062,10.565596,10.64015,10.762801,255,寿阳县,晋中市,140700,山西省,140000
140727,8.5055609,8.6203079,8.7267008,8.867403,9.0490751,9.2468672,9.3753576,9.6288633,9.6966105,9.8727531,10.029147,10.214568,10.294333,10.377459,10.408605,10.444031,10.523251,10.574833,10.660355,10.727192,10.817448,256,祁县,晋中市,140700,山西省,140000
140728,8.5283031,8.677968,8.7666101,9.0331497,9.1739626,9.3389711,9.4725456,9.7128077,9.8286114,9.9167213,10.112878,10.326757,10.337224,10.392752,10.437751,10.498872,10.572186,10.618876,10.694911,10.744215,10.836698,257,平遥县,晋中市,140700,山西省,140000
140729,8.4887896,8.5512686,8.6512613,8.8293791,9.1249151,9.2268734,9.3671846,9.5664768,9.7624674,9.9155207,10.10766,10.28785,10.360152,10.413134,10.450219,10.483115,10.550184,10.606876,10.676404,10.742455,10.833399,258,灵石县,晋中市,140700,山西省,140000
140781,8.7118979,8.7965279,8.9490261,9.1562786,9.3021078,9.4588785,9.5603542,9.8038197,9.9416838,10.089671,10.275458,10.455881,10.506002,10.561999,10.600983,10.63568,10.694368,10.744066,10.816232,10.883965,10.978773,259,介休市,晋中市,140700,山西省,140000
140802,8.3413048,8.4128847,8.5384674,8.69561,8.9212475,9.0798178,9.2508602,9.4139347,9.5336943,9.6904354,9.8853426,10.043617,10.125646,10.195374,10.25642,10.296167,10.338624,10.408022,10.481007,10.552777,10.671788,260,盐湖区,运城市,140800,山西省,140000
140821,8.0180273,8.1657133,8.2216997,8.4866562,8.6681948,8.7907448,9.0096779,9.1634722,9.2667875,9.4569731,9.7292662,9.8131475,9.9437532,10.028115,10.064379,10.090872,10.167259,10.22353,10.277734,10.336779,10.447658,261,临猗县,运城市,140800,山西省,140000
140822,8.0092955,8.1946411,8.2679081,8.4760761,8.6446314,8.7834959,8.9087658,9.116621,9.3159666,9.5045729,9.7248039,9.7811308,9.8697252,9.9245605,9.9239826,10.011111,10.073393,10.139817,10.174151,10.296246,10.424155,262,万荣县,运城市,140800,山西省,140000
140823,8.2263689,8.359848,8.4069109,8.576767,8.7979879,8.9367638,9.1007614,9.3233204,9.4365196,9.5803375,9.7643337,9.8917341,9.9882727,10.005052,10.041691,10.106463,10.196866,10.291871,10.34369,10.412487,10.518296,263,闻喜县,运城市,140800,山西省,140000
140824,8.2695398,8.3668928,8.4928331,8.6569281,8.8262997,8.9307423,9.100831,9.2353344,9.4110155,9.5930595,9.7425594,9.90207,10.009995,10.052308,10.094701,10.140071,10.203978,10.267809,10.334228,10.407935,10.519768,264,稷山县,运城市,140800,山西省,140000
140825,8.2215643,8.3132915,8.4344702,8.6909628,8.8456163,8.918829,9.0958796,9.2908726,9.408371,9.636117,9.7952499,9.9021654,10.018311,10.058016,10.102436,10.147809,10.19654,10.257934,10.331958,10.401818,10.511,265,新绛县,运城市,140800,山西省,140000
140826,8.1074047,8.2311974,8.3194771,8.4970865,8.6318531,8.7745342,8.9259663,9.087657,9.2624178,9.4242706,9.588109,9.7294397,9.8585062,9.9189758,9.966732,9.9812946,10.060971,10.155336,10.235323,10.300909,10.40629,266,绛县,运城市,140800,山西省,140000
140827,8.0729237,8.1850863,8.2969332,8.5007925,8.6758308,8.769556,8.9210148,9.1967373,9.3106031,9.4104338,9.629385,9.7338753,9.8588791,9.9238844,9.9398804,9.9785147,10.107543,10.162122,10.239555,10.296355,10.385659,267,垣曲县,运城市,140800,山西省,140000
140828,7.9542861,8.0954218,8.185236,8.3181896,8.4862251,8.6566296,8.7503834,9.0274773,9.2374582,9.381319,9.6087418,9.6699343,9.7646646,9.8596144,9.9227638,9.9775581,10.059689,10.115864,10.16264,10.237833,10.376759,268,夏县,运城市,140800,山西省,140000
140829,8.0407591,8.1557922,8.2843647,8.4924393,8.8273697,8.8225737,9.0077524,9.2653599,9.3408861,9.4899426,9.7188931,9.807745,9.871274,9.9582434,10.033028,10.053291,10.122524,10.185475,10.22609,10.269322,10.38615,269,平陆县,运城市,140800,山西省,140000
140830,8.0905609,8.2418623,8.3262014,8.4873819,8.6814613,8.8128862,8.9838343,9.272583,9.3276148,9.4249973,9.6513901,9.778923,9.8877583,9.9205389,10.012805,10.048187,10.11435,10.181091,10.242177,10.320365,10.438165,270,芮城县,运城市,140800,山西省,140000
140881,8.1738043,8.3550415,8.3920918,8.5429726,8.8115654,8.8962631,9.0562286,9.284276,9.3528166,9.5359764,9.7576466,9.8391657,9.8992233,9.950038,10.006388,10.027966,10.106919,10.186282,10.295776,10.360103,10.455446,271,永济市,运城市,140800,山西省,140000
140882,8.4888754,8.5843773,8.6877327,8.867034,9.0304527,9.1856804,9.3086042,9.5020733,9.618804,9.7903938,9.9309168,10.0756,10.164591,10.220712,10.268406,10.300622,10.356415,10.425519,10.490264,10.552554,10.660769,272,河津市,运城市,140800,山西省,140000
140902,8.300746,8.3536139,8.5062494,8.6599302,8.833601,9.01441,9.1573648,9.3673477,9.5015297,9.6195993,9.8344927,10.038552,10.074602,10.160554,10.224975,10.281692,10.335228,10.379629,10.448058,10.502425,10.569784,273,忻府区,忻州市,140900,山西省,140000
140921,8.0728045,8.1568346,8.2835207,8.4896183,8.6545238,8.8698606,9.0150528,9.2324724,9.3504124,9.4940414,9.682992,9.8960609,9.9245195,9.9690914,10.001224,10.05601,10.117555,10.135114,10.217967,10.276419,10.392935,274,定襄县,忻州市,140900,山西省,140000
140922,7.9965215,8.0565147,8.1902561,8.3809681,8.5290947,8.6262379,8.8361835,9.0203457,9.220293,9.338172,9.5866003,9.7558527,9.8450089,9.8934727,9.9172497,9.9715443,10.044408,10.083136,10.138889,10.169358,10.276984,275,五台县,忻州市,140900,山西省,140000
140923,8.0800257,8.1686583,8.2170153,8.4465284,8.5902166,8.6736135,8.8722115,9.1080208,9.3910542,9.4885368,9.7121191,9.8765554,9.9684267,10.00029,9.9888601,10.014936,10.102717,10.117643,10.226225,10.298383,10.400005,276,代县,忻州市,140900,山西省,140000
140924,8.1414766,8.129158,8.2514963,8.4801092,8.6181774,8.8066797,8.9613028,9.1868677,9.3274336,9.4686232,9.7016439,9.8508196,9.9113626,9.9602594,9.9638872,10.013199,10.0609,10.121869,10.205591,10.288262,10.39623,277,繁峙县,忻州市,140900,山西省,140000
140925,8.075633,8.1346865,8.2260475,8.4896393,8.6030579,8.7453251,8.9271421,9.075655,9.2742786,9.3411617,9.6000071,9.8556128,9.9652853,10.004816,10.037663,10.079338,10.130138,10.186665,10.248725,10.309332,10.415915,278,宁武县,忻州市,140900,山西省,140000
140926,7.8948679,8.0820999,8.2380505,8.3821774,8.5406599,8.634903,8.8065405,8.8983679,9.1840219,9.361496,9.6093893,9.7433634,9.8366432,9.8828592,9.9136391,9.9438305,10.005955,10.048149,10.160331,10.226191,10.312439,279,静乐县,忻州市,140900,山西省,140000
140927,8.164834,8.0929384,8.1472816,8.3933239,8.5704403,8.839407,8.9867764,9.1011105,9.2439823,9.376832,9.5978346,9.9208364,10.013374,10.053467,10.076138,10.109709,10.15543,10.208939,10.281838,10.324464,10.421912,280,神池县,忻州市,140900,山西省,140000
140928,8.014452,8.109251,8.2569809,8.4845133,8.5909739,8.7724695,8.9367275,9.057972,9.2823944,9.3975039,9.6591454,9.8688841,9.9286413,9.978569,10.021875,10.07502,10.156852,10.21107,10.282963,10.351269,10.465615,281,五寨县,忻州市,140900,山西省,140000
140929,8.0288935,8.0864992,8.2290993,8.4607792,8.5927505,8.6915245,8.8837929,9.0662193,9.2361088,9.3628778,9.6293049,9.8473396,9.9793539,9.9706573,10.057758,10.105979,10.143222,10.188562,10.256454,10.295712,10.382598,282,岢岚县,忻州市,140900,山西省,140000
140930,8.0125675,8.1617613,8.3814602,8.5986805,8.7431908,8.9084339,9.0586624,9.2163591,9.3479939,9.4971819,9.7353621,9.9104519,9.9915152,10.054085,10.090712,10.153089,10.17759,10.222571,10.303835,10.358381,10.460268,283,河曲县,忻州市,140900,山西省,140000
140931,8.2687321,8.3973274,8.4456663,8.67836,8.7680969,8.9035301,8.9905415,9.2091999,9.408596,9.5153179,9.8150635,9.9577408,10.057537,10.110252,10.135342,10.192154,10.229522,10.261735,10.32848,10.380029,10.482656,284,保德县,忻州市,140900,山西省,140000
140932,8.1011143,8.2223577,8.2908316,8.5039063,8.5888433,8.7048702,8.9239988,9.1238089,9.2309065,9.3652735,9.6329098,9.8059559,9.8159275,9.8516264,9.8866854,9.9223633,9.9846249,10.028869,10.111384,10.157059,10.265818,285,偏关县,忻州市,140900,山西省,140000
140981,8.205245,8.2715092,8.4132166,8.5574846,8.7555714,8.8967371,9.0609636,9.2495699,9.3769398,9.5215464,9.734993,9.9218283,9.9753447,10.044599,10.073298,10.120315,10.172623,10.217215,10.294133,10.360117,10.461444,286,原平市,忻州市,140900,山西省,140000
141002,8.6997185,8.777482,8.887229,9.0293341,9.2470303,9.3929834,9.4996624,9.7428932,9.8847675,10.003032,10.181654,10.317483,10.390657,10.462749,10.507022,10.549582,10.611897,10.68465,10.746582,10.812615,10.915244,287,尧都区,临汾市,141000,山西省,140000
141021,8.5737658,8.6699028,8.7855616,8.9946661,9.2066488,9.2886181,9.431529,9.6693068,9.8193836,9.9095087,10.083259,10.237648,10.358219,10.403549,10.449376,10.49752,10.539259,10.618538,10.69057,10.767384,10.868114,288,曲沃县,临汾市,141000,山西省,140000
141022,8.6045256,8.6522264,8.73666,8.8986063,9.1176853,9.2766466,9.36621,9.5243368,9.6677437,9.7555676,9.9462681,10.132573,10.2126,10.225309,10.259378,10.261008,10.331993,10.448771,10.49897,10.572601,10.704789,289,翼城县,临汾市,141000,山西省,140000
141023,8.6634626,8.7144833,8.7946692,9.0076361,9.202404,9.3128271,9.4479189,9.5815592,9.7427206,9.8186665,10.033311,10.176321,10.320419,10.373659,10.404087,10.44799,10.496655,10.558158,10.617373,10.67524,10.777201,290,襄汾县,临汾市,141000,山西省,140000
141024,8.5947084,8.6854458,8.8123875,9.0381432,9.1875315,9.2795506,9.3828735,9.5932693,9.7515631,9.8604908,10.049118,10.221553,10.319957,10.370841,10.412289,10.457665,10.508419,10.569896,10.634251,10.701633,10.793899,291,洪洞县,临汾市,141000,山西省,140000
141025,8.3947144,8.4626293,8.5374117,8.7388811,9.0071917,9.0678024,9.2627249,9.3857422,9.6002617,9.6988602,9.8710451,10.054776,10.110059,10.166263,10.18988,10.234901,10.253778,10.335592,10.440719,10.478348,10.569722,292,古县,临汾市,141000,山西省,140000
141026,8.2703171,8.4011726,8.4742193,8.6429176,8.8845701,9.1713858,9.2020617,9.4046717,9.4972763,9.6411743,9.8688688,10.006287,10.078086,10.136747,10.147519,10.242131,10.271928,10.34915,10.411317,10.516057,10.567589,293,安泽县,临汾市,141000,山西省,140000
141027,8.4397297,8.6151266,8.6942682,8.8170004,9.0077019,9.1370087,9.2737312,9.534647,9.5800047,9.662137,9.9590302,10.133999,10.18094,10.221631,10.259967,10.29233,10.335619,10.386039,10.427933,10.492567,10.588705,294,浮山县,临汾市,141000,山西省,140000
