id,reggdp2001,reggdp_primary2001,perreggdp2001,plnpgdp2001,plngdp2001,plngdppc2001,nonagri_share2001,urbanland2001,urbanland_share2001,cropland2001,cropland_share2001,popden2001,urbanization2001,reggdp2011,reggdp_primary2011,perreggdp2011,plnpgdp2011,plngdp2011,plngdppc2011,nonagri_share2011,urbanland2011,urbanland_share2011,cropland2011,cropland_share2011,popden2011,urbanization2011,reggdp2021,reggdp_primary2021,perreggdp2021,plnpgdp2021,plngdp2021,plngdppc2021,nonagri_share2021,urbanland2021,urbanland_share2021,cropland2021,cropland_share2021,popden2021,urbanization2021,county,countycode,city,citycode,province,provincecode,location
670,,,,19.647579,20.721016,8.2002001,65.816826,3.1977119,1.7479311,6.8646207,68.39785,9.2478094,10.456231,,,,20.708605,22.319759,9.8136501,80.034302,3.2048097,1.7603811,6.7774711,62.689362,9.0703506,28.768641,,,,20.615156,22.358225,10.400435,82.50174,3.2048097,1.7603812,6.7035561,58.222775,9.3145237,15.930568,茄子河区,230904,七台河市,230900,黑龙江省,230000,Northeastern
671,156662,58787,.41999999,19.953907,20.855797,8.1986303,59.419796,3.3648574,1.2098542,7.2785192,60.591919,9.3705454,34.659592,638170,121915,1.99,21.060385,22.365353,9.6403685,72.881874,3.3768506,1.2244518,7.2236366,57.356098,9.3125772,34.758762,561114,183788,2.02,20.950306,22.435051,10.325644,77.343987,3.3768506,1.2244518,7.2006125,56.050621,9.2399311,40.864277,勃利县,230921,七台河市,230900,黑龙江省,230000,Northeastern
672,,,,18.669094,21.027191,9.0556488,90.539993,3.0798323,3.7443438,4.7305126,19.509995,10.273596,70.760338,,,,19.69595,22.769007,10.656374,95.372055,3.0879874,3.7750041,4.6447639,17.906757,10.128348,78.516167,2090908,,4.269773,19.569401,22.85869,11.308558,96.271965,3.2077961,4.2554908,4.5326858,16.008183,10.474678,76.953117,东安区,231002,牡丹江市,231000,黑龙江省,230000,Northeastern
673,,,,19.133301,21.090031,8.983964,85.868019,3.9536154,3.7744155,6.7733207,63.304157,9.9747381,62.422249,,,,20.157475,22.775408,10.504373,92.704651,3.9536154,3.774415,6.671834,57.194855,9.9900093,67.243248,484178,86395,1.1079588,20.049181,22.855244,11.133097,93.95575,3.9536154,3.7744155,6.5946069,52.944134,9.7984934,49.862335,阳明区,231003,牡丹江市,231000,黑龙江省,230000,Northeastern
674,,,,18.471762,21.051308,9.1938009,92.419159,3.70965,9.3507624,4.7632504,26.817593,11.015429,91.996933,,,,19.520458,22.739798,10.619468,96.001854,3.7226326,9.47295,4.4896097,20.397604,11.093635,93.828957,,,,19.394787,22.854038,11.311658,96.854668,3.7226326,9.4729509,4.1658993,14.756848,11.112484,92.707222,爱民区,231004,牡丹江市,231000,黑龙江省,230000,Northeastern
675,,,,18.191408,21.004744,9.1448011,93.99955,3.5673676,10.048913,5.5694304,74.405296,10.916992,76.622414,,,,19.225718,22.764116,10.723003,97.094017,3.5804224,10.18096,5.4749341,67.696274,11.096544,82.575089,,,,19.116035,22.839437,11.324817,97.584831,3.5820575,10.197618,5.4624505,66.856415,11.184484,79.622459,西安区,231005,牡丹江市,231000,黑龙江省,230000,Northeastern
676,217963,69784,.5,20.087198,21.245119,8.6832685,68.586136,3.6231341,.56924999,8.1025848,50.200027,8.7841959,16.201389,721167,254761,1.96,21.158005,22.824444,10.16267,81.108139,3.6231341,.56924999,7.959271,43.497406,8.7185526,19.777672,749050,320335,3.1900001,21.041971,22.863619,10.712573,83.824097,3.6371281,.57727206,7.8435683,38.744884,8.6785412,24.257439,林口县,231025,牡丹江市,231000,黑龙江省,230000,Northeastern
677,104414,3084,2.05,18.537968,21.013166,9.0997429,91.585373,2.4928718,2.8658988,3.8258052,10.867923,8.9523678,64.978096,921953,5745,6.6500001,19.493731,22.725412,10.648072,96.050896,2.5912399,3.1621447,3.3908753,7.0349169,9.7898111,76.760086,539504,14381,4.7600002,19.374378,22.81912,11.26591,96.808701,2.8493533,4.0933504,3.2570598,6.1538024,10.404334,77.322754,绥芬河市,231081,牡丹江市,231000,黑龙江省,230000,Northeastern
678,274184,42568,.62,20.338827,21.344055,8.6940756,63.403881,3.6880066,.45889819,7.4310431,19.377439,8.5878839,29.576574,1353500,278634,3.3900001,21.407541,22.951632,10.35148,78.649399,3.6880066,.4588981,7.2776432,16.621708,8.5212221,37.823017,1224292,325954,4.25,21.266724,22.955191,10.88501,81.519737,3.7230361,.47525793,7.1874008,15.187414,8.4739399,39.065304,海林市,231083,牡丹江市,231000,黑龙江省,230000,Northeastern
679,295172,92557,.67000002,20.245571,21.307997,8.6934767,65.438354,4.0804796,.81887293,7.9502845,39.25106,8.8145409,26.49279,1332328,393182,3.05,21.285501,22.86171,10.204479,79.324242,4.090662,.8272534,7.8788562,36.545212,8.7817011,31.487999,1241313,664267,3.9000001,21.154953,22.964413,10.930861,83.62574,4.0936594,.82973683,7.8639059,36.002918,8.7831297,30.553814,宁安市,231084,牡丹江市,231000,黑龙江省,230000,Northeastern
680,299242,49415,.94999999,20.134483,21.237143,8.6367025,66.801292,3.5938709,.60412282,7.7179356,37.340805,8.6038723,26.128473,1268359,206980,4.3499999,21.138285,22.849598,10.308878,81.937157,3.5938709,.60412276,7.584137,32.664478,8.5559931,34.009705,1329728,326832,6.8499999,21.020142,22.856304,10.765121,84.057198,3.6275446,.6248123,7.5073967,30.251566,8.545476,29.387836,穆棱市,231085,牡丹江市,231000,黑龙江省,230000,Northeastern
681,169473,38146,.81900001,20.346384,21.353123,8.7202368,63.459126,4.475709,1.2348731,7.1464319,17.844425,8.0479879,23.720016,1127899,263036,5.6254001,21.310808,22.879135,10.218331,79.160645,4.475709,1.2348731,6.612617,10.463326,8.0431166,37.275421,749816,286790,3.8800001,21.208345,22.923546,10.795866,82.007233,4.4939032,1.2575465,6.5672889,9.9996319,7.9875321,34.372044,东宁市,231086,牡丹江市,231000,黑龙江省,230000,Northeastern
682,,,,20.277288,20.719309,8.3069868,35.726349,3.2317176,.18198267,7.8203783,17.900291,6.9831667,32.423794,149956,54235,1.76,21.391262,22.134207,9.9047155,52.428898,3.2317176,.18198267,7.3457742,11.136329,7.2751331,37.379002,382419,142303,3.6900001,21.245937,22.124887,10.556736,58.478138,3.2317176,.18198267,7.3360839,11.028935,7.3280916,39.976578,爱辉区,231102,黑河市,231100,黑龙江省,230000,Northeastern
683,54882,20001,.52999997,20.073,20.532116,8.0279608,36.815804,1.8965448,.062336329,7.9762139,27.233784,6.5769072,3.602633,182856,107496,1.77,21.170401,21.972361,9.8302011,55.155087,1.8965448,.062336329,7.8171544,23.228931,6.8031497,14.867661,418492,208374,5.1300001,21.093809,21.963646,10.308546,58.098007,1.8965448,.062336337,7.7016335,20.69471,6.8087192,13.755162,逊克县,231123,黑河市,231100,黑龙江省,230000,Northeastern
684,31347,14876,.31999999,19.543465,20.24667,8.1445618,50.500378,2.4039199,.23163557,7.877358,55.193668,7.6673527,5.9383564,94052,41523,.89999998,20.661558,21.752422,9.7978582,66.407394,2.4039199,.23163556,7.6878538,45.665539,7.7838831,20.949753,233379,99612,3.21,20.552197,21.795166,10.395127,71.147385,2.4039199,.23163556,7.4684281,36.668491,7.8061752,23.715748,孙吴县,231124,黑河市,231100,黑龙江省,230000,Northeastern
685,159897,55683,.33000001,19.714567,20.374222,8.2839508,48.297012,3.9001088,.68692106,8.3919525,61.332336,8.9254866,36.072899,698814,258109,1.5,20.88036,21.89695,9.9209671,63.817337,3.9001088,.68692112,8.3065052,56.309345,8.835803,38.768082,1301736,387038,4.29,20.773804,21.92152,10.524813,68.263939,3.9068429,.69156241,8.2889872,55.331493,8.7559366,39.406193,北安市,231181,黑河市,231100,黑龙江省,230000,Northeastern
686,104287,54173,.31,20.230518,20.669882,8.2123461,35.555351,3.6433392,.25332588,8.8093109,44.384632,7.8218474,15.758887,520115,325340,1.73,21.38637,22.084837,9.8385372,50.265297,3.6433392,.25332588,8.642848,37.578449,7.7786207,18.018738,1104688,683999,4.8200002,21.291643,22.073759,10.336,54.25629,3.664793,.2588194,8.5867023,35.526695,7.7475433,20.333378,五大连池市,231182,黑河市,231100,黑龙江省,230000,Northeastern
687,241169,96202,.48989999,20.208494,20.672241,8.3138952,37.107735,4.2721386,.47100809,9.2912149,71.250122,8.1103134,17.996124,1300215,645107,2.5776999,21.378466,22.113874,9.8859158,52.06905,4.2721386,.47100815,9.1973438,64.866096,8.1873846,20.132652,2470790,1272496,7.0500002,21.223919,22.077513,10.446712,57.411835,4.2766938,.47315869,9.1566362,62.278584,8.1425009,24.826508,嫩江市,231183,黑河市,231100,黑龙江省,230000,Northeastern
688,,,,20.398211,21.114321,8.2257147,51.135071,4.0171475,2.0150318,7.8954248,97.408371,10.363089,24.437246,844333,487263,.94868875,21.635302,22.637871,9.6992712,63.30645,4.0355239,2.052403,7.8961453,97.478569,10.347193,26.740219,2068761,889189,3.02,21.561876,22.703775,10.44569,68.078773,4.1226759,2.2393,7.8960204,97.466431,10.412742,28.288807,北林区,231202,绥化市,231200,黑龙江省,230000,Northeastern
689,184416,88621,.38999999,20.324844,21.006235,7.9239573,49.40871,3.0704494,.93121684,7.7296629,98.292778,9.9873409,11.993888,501848,270550,1.02,21.559282,22.571125,9.598732,63.645157,3.0862021,.94600248,7.733964,98.716446,9.9262848,13.709222,772924,413490,2.75,21.461679,22.57934,10.176523,67.295601,3.0939884,.95339698,7.7317681,98.499901,9.9412012,15.029152,望奎县,231221,绥化市,231200,黑龙江省,230000,Northeastern
690,82249,45212,.18000001,20.348003,21.035669,8.0152826,49.725185,2.8504174,.69602728,7.8064566,98.85685,9.9335718,11.096155,331580,181978,.67000002,21.600319,22.532177,9.4689932,60.61787,2.8504174,.69602728,7.8051715,98.729904,9.8104448,11.110387,761411,427808,2.5,21.512375,22.602175,10.19118,66.37162,2.9637458,.77955043,7.8039184,98.606247,9.7994394,13.456612,兰西县,231222,绥化市,231200,黑龙江省,230000,Northeastern
691,107187,60729,.25999999,20.397907,21.045521,7.9444323,47.670689,3.65589,1.4439251,7.8786993,98.511604,9.767067,13.157246,355187,172617,.74000001,21.66444,22.593489,9.5168638,60.507072,3.65589,1.4439251,7.8789573,98.537018,9.7058287,14.523248,837896,475209,2.96,21.567623,22.633833,10.234814,65.568893,3.65589,1.443925,7.8784413,98.486176,9.8233709,17.52812,青冈县,231223,绥化市,231200,黑龙江省,230000,Northeastern
692,331734,85082,.89999998,21.040777,21.463827,8.0452824,34.495407,2.9066412,.33479229,7.8183293,45.487743,8.8937664,11.899225,476350,199348,1.16,22.232931,22.868042,9.5256767,47.012325,2.9066412,.33479226,7.6166553,37.179932,8.8777599,15.125502,910732,540567,3.5599999,22.163296,22.882862,10.126735,51.303661,2.9959929,.36608365,7.6045074,36.730999,8.9070158,18.893997,庆安县,231224,绥化市,231200,黑龙江省,230000,Northeastern
693,58630,15859,.17,20.287804,20.995024,7.9652157,50.698715,3.2046943,1.0728003,7.7280588,98.853287,9.672389,15.673733,319155,142031,.86000001,21.553854,22.547579,9.5509205,62.98048,3.2046943,1.0728004,7.7285819,98.905014,9.5356121,15.3245,543215,319861,2.79,21.474785,22.5849,10.166577,67.047897,3.2518559,1.1246073,7.7275333,98.801392,9.5964813,17.625118,明水县,231225,绥化市,231200,黑龙江省,230000,Northeastern
694,271393,83034,.86000001,20.890028,21.343611,7.9638429,36.465221,3.0053747,.46829966,7.6371756,48.093834,8.9922533,18.865902,418392,230707,1.25,22.072454,22.781368,9.5564938,50.78215,3.0053747,.46829972,7.4585118,40.225063,8.9328232,18.421841,550057,330850,2.6400001,21.999264,22.78227,10.097853,54.29702,3.0546012,.4919292,7.4504843,39.90345,8.9931173,21.347744,绥棱县,231226,绥化市,231200,黑龙江省,230000,Northeastern
695,390093,96714,.76999998,20.416807,21.109215,8.1350136,49.963009,3.9141712,1.3902351,8.1343956,94.603729,9.4530468,33.124508,2613153,525147,5.0999999,21.739408,22.643131,9.6081276,59.49411,3.9185746,1.3963703,8.1169748,92.969948,9.4196386,36.750492,1799469,422342,5.1300001,21.682457,22.711187,10.334151,64.253952,3.9389114,1.4250588,8.0913858,90.62117,9.5627832,39.265228,安达市,231281,绥化市,231200,黑龙江省,230000,Northeastern
696,766664,220736,.85000002,20.650982,21.23752,8.1313429,44.37505,4.0733595,1.3565202,8.338789,96.578064,9.9436293,21.044855,3743880,799101,4,21.915977,22.747427,9.6425123,56.458233,4.1087289,1.4053578,8.3357553,96.285583,9.9354229,22.256618,2221510,1024761,3.3800001,21.858238,22.774014,10.282495,59.979378,4.1587605,1.4774585,8.3365421,96.361359,9.9860897,23.559975,肇东市,231282,绥化市,231200,黑龙江省,230000,Northeastern
697,289126,132041,.36000001,20.762875,21.289192,8.0650387,40.922356,3.3108511,.59068674,8.34618,90.818169,9.8358145,11.747898,810907,422254,.94999999,21.984625,22.760868,9.6016598,53.986862,3.3108511,.59068674,8.3109951,87.678307,9.7246618,15.467786,1309983,858492,2.78,21.903389,22.766663,10.19859,57.822094,3.3530989,.61617661,8.3010035,86.806641,9.7636824,16.302727,海伦市,231283,绥化市,231200,黑龙江省,230000,Northeastern
698,90380,10085,1.0905,19.207706,19.854342,8.8529768,47.619461,3.3869505,.15997057,4.7063866,.59849954,6.2464828,9.5714216,337190,103679,3.9014001,20.324955,21.281612,10.289525,61.582512,3.3869505,.15997055,4.262115,.38381252,6.1570544,32.555016,412851,114319,7.9299998,20.148211,21.272131,10.825633,67.499687,3.3869505,.15997055,4.3237629,.40821835,6.1567717,33.818729,漠河市,232701,大兴安岭地区,232700,黑龙江省,230000,Northeastern
699,,,,17.467566,19.312492,9.1417131,84.196312,3.6655874,2.9075201,6.4025459,44.891975,9.2358274,74.435432,,,,18.683945,21.010612,10.693134,90.237953,3.6655874,2.9075201,5.2428117,14.076756,9.3125753,83.89122,,,,18.505587,21.035658,11.20557,92.034668,3.6977243,3.0024765,5.1992064,13.476125,9.3867846,85.991821,加格达奇区,232718,大兴安岭地区,232700,黑龙江省,230000,Northeastern
700,38911,9767,.73000002,19.598444,20.082808,8.8088684,38.391083,4.4337478,.26085651,6.9414024,3.2023022,6.3665023,15.415019,137773,76238,2.5899999,20.673243,21.446791,10.262888,53.862686,4.4337478,.26085648,6.3004436,1.6869316,6.2392988,28.643156,172911,85161,4.8600001,20.496445,21.391994,10.67736,59.161697,4.4337478,.26085651,6.520844,2.1028874,6.1691451,36.989288,呼玛县,232721,大兴安岭地区,232700,黑龙江省,230000,Northeastern
701,72973,7435,.72000003,19.071026,19.771214,8.7986927,50.350788,4.1867452,.47009492,4.7688279,.84135813,6.6767626,6.1783385,196266,98232,2.0799999,20.148386,21.245901,10.302214,66.630074,4.1867452,.47009495,4.2739172,.51291329,6.5823569,41.751423,230072,119365,4.5900002,19.959217,21.24308,10.853476,72.303467,4.1867452,.47009492,4.5773973,.69477403,6.5437584,45.590065,塔河县,232722,大兴安岭地区,232700,黑龙江省,230000,Northeastern
702,,,,11.964467,23.423752,10.374378,99.998947,3.0063946,98.77063,0,0,15.553815,100,,,,13.169753,25.147778,11.79231,99.999374,3.0063946,98.77063,0,0,15.349292,100,,,,13.139123,25.244602,12.42831,99.999451,3.0063946,98.77063,0,0,15.115521,100,黄浦区,310101,上海市,310000,上海市,310000,Eastern
703,,,,15.320866,23.423805,10.265886,99.969734,3.9992499,99.013039,0,0,14.449805,99.965813,,,,16.400494,25.171312,11.737467,99.984482,3.9992499,99.013039,0,0,14.497764,99.965752,,,,16.55797,25.272594,12.381178,99.983582,3.9992499,99.013039,0,0,14.547547,99.862762,徐汇区,310104,上海市,310000,上海市,310000,Eastern
704,,,,14.505272,23.410606,10.277629,99.986435,3.61586,100,0,0,14.644407,100,,,,15.068928,25.159336,11.752734,99.99585,3.61586,100,0,0,14.699875,100,,,,15.166667,25.271208,12.418919,99.995911,3.61586,100,0,0,14.44849,100,长宁区,310105,上海市,310000,上海市,310000,Eastern
705,,,,3.9023762,23.42449,10.311447,100,3.6033971,100,0,0,15.195382,100,,,,4.9282293,25.159241,11.753904,100,3.6033971,100,0,0,15.107363,100,,,,4.7867374,25.260748,12.395978,100,3.6033971,100,0,0,14.893392,100,静安区,310106,上海市,310000,上海市,310000,Eastern
706,,,,3.9023762,23.43845,10.29862,100,4.0171604,100,0,0,14.576149,100,,,,4.9282293,25.170586,11.735008,100,4.0171604,100,0,0,14.551211,100,,,,4.7867374,25.278606,12.392344,100,4.0171604,100,0,0,14.689871,100,普陀区,310107,上海市,310000,上海市,310000,Eastern
707,,,,13.722631,23.414856,10.338717,99.99382,3.1479404,99.351212,0,0,15.328346,100,,,,14.889808,25.14393,11.768116,99.996475,3.1479404,99.351212,0,0,15.215357,100,,,,14.848577,25.234304,12.385725,99.99691,3.1479404,99.351212,0,0,15.127248,100,虹口区,310109,上海市,310000,上海市,310000,Eastern
708,,,,15.834311,23.427717,10.262921,99.949623,4.0817256,97.600838,0,0,14.785131,100,,,,16.905321,25.183189,11.75446,99.974594,4.0817256,97.600838,0,0,14.670827,100,,,,16.99375,25.271301,12.371869,99.974586,4.0817256,97.600838,0,0,14.63247,100,杨浦区,310110,上海市,310000,上海市,310000,Eastern
709,,,,19.155321,23.471222,10.139326,98.664551,5.7390018,83.362053,3.8823011,13.020077,11.332031,95.736816,,,,20.046074,25.234667,11.666568,99.442017,5.8382354,92.058716,2.0549757,2.0941906,12.284708,99.542374,,,,20.006243,25.355516,12.356169,99.524841,5.8519759,93.332405,2.5514193,3.4404778,13.411849,98.811646,闵行区,310112,上海市,310000,上海市,310000,Eastern
710,,,,18.713484,23.476408,10.177351,99.145943,5.5953112,85.192924,2.7390981,4.8974051,12.059004,97.573128,,,,19.518147,25.237576,11.693262,99.671844,5.6721673,91.998741,-.85533482,.13456239,12.731979,99.393326,,,,19.534496,25.333961,12.335226,99.697083,5.6765966,92.407127,-.18823136,.26220626,13.379941,98.650322,宝山区,310113,上海市,310000,上海市,310000,Eastern
711,,,,19.503328,23.46044,10.083625,98.088173,5.6572738,61.941154,4.8219247,26.865307,11.623973,81.253166,,,,20.338186,25.245199,11.671231,99.260544,5.9483151,82.866104,3.1141574,4.8698764,11.860506,94.401634,,,,20.303129,25.348669,12.31559,99.356201,5.9780045,85.363251,3.8946679,10.628922,12.752498,95.206039,嘉定区,310114,上海市,310000,上海市,310000,Eastern
712,10823600,60600,6.4196916,20.253843,23.537243,10.069662,96.249947,6.5512753,41.258472,6.1945972,28.88084,11.712093,77.359901,,,,21.176584,25.293034,11.619956,98.369774,6.75067,50.362724,5.5149679,14.63695,12.347594,93.920326,,,,21.071127,25.40576,12.336726,98.689331,6.8354907,54.820934,5.3237233,12.089108,12.652234,87.999535,浦东新区,310115,上海市,310000,上海市,310000,Eastern
713,,,,20.001795,23.377853,9.859026,96.58181,4.3007131,11.060048,6.2567348,78.207169,11.452238,32.760361,,,,20.942804,25.16951,11.506689,98.539955,4.8045511,18.305059,6.0013833,60.582726,11.445593,53.186356,,,,20.779589,25.300388,12.229384,98.911964,5.0629001,23.701218,5.9285116,56.324966,11.662028,54.995007,金山区,310116,上海市,310000,上海市,310000,Eastern
714,,,,19.854641,23.448601,10.011621,97.251076,5.3996463,36.498867,5.7748394,53.115788,11.455678,53.788425,,,,20.776663,25.22592,11.601726,98.831276,5.695744,49.076431,5.2250795,30.652502,11.68277,78.776672,,,,20.681267,25.344112,12.287853,99.056046,5.7734718,53.04319,5.4786935,39.501099,12.531086,81.385101,松江区,310117,上海市,310000,上海市,310000,Eastern
715,,,,19.836908,23.42519,9.9640341,97.23542,5.2353935,28.156597,5.4278064,34.130596,11.250243,50.799309,,,,20.785013,25.214735,11.566229,98.80822,5.5825343,39.842041,4.4848032,13.292387,11.462893,75.677338,,,,20.706636,25.335184,12.269419,99.023109,5.6684299,43.415558,5.2619076,28.913124,12.04764,76.995346,青浦区,310118,上海市,310000,上海市,310000,Eastern
716,,85200,,20.019457,23.365959,9.8031206,96.479271,5.0350442,19.079639,6.0812845,54.318329,11.243398,39.349926,,178283,,21.000839,25.192978,11.5154,98.488609,5.4982977,30.32205,5.1284838,20.94838,11.373121,57.764374,13300900,94000,24.122053,20.884123,25.321707,12.255365,98.817551,5.6707282,36.028336,5.5911646,33.272861,11.865061,64.670525,奉贤区,310120,上海市,310000,上海市,310000,Eastern
717,,138344,,20.505274,23.341871,9.5689907,94.13752,4.0991912,2.868896,6.8968182,47.066174,10.64396,13.881474,,207276,,21.528893,25.161217,11.314766,97.354538,4.4904528,4.2426543,6.9688878,50.583427,10.449559,22.249161,4097200,234400,6.08706,21.420029,25.286564,12.137698,97.906921,4.6848521,5.153048,7.0047383,52.429764,10.464382,21.478308,崇明区,310151,上海市,310000,上海市,310000,Eastern
718,,,,17.703482,22.819284,9.9451218,99.399887,3.9593732,69.506386,.50490296,2.1966825,13.334106,93.214264,4613700,,,18.738506,24.613882,11.5363,99.719223,3.9706233,70.29274,0,0,13.629504,95.169998,,,,18.768867,24.721266,12.186424,99.740044,3.9706233,70.292747,-.048558563,1.2629962,13.541683,95.681465,玄武区,320102,南京市,320100,江苏省,320000,Eastern
719,,,,17.130514,22.829582,10.00306,99.665092,3.8927698,100,0,0,14.138526,100,1420600,,,18.058683,24.613981,11.565193,99.857742,3.8927698,100,0,0,14.389834,100,,,,18.091908,24.727089,12.234562,99.868668,3.8927698,100,0,0,14.603565,100,秦淮区,320104,南京市,320100,江苏省,320000,Eastern
720,,,,17.609215,22.808975,9.9023485,99.448212,3.9803736,67.650528,.23771496,1.6027111,11.993608,96.282303,2861300,,,18.587458,24.613842,11.512321,99.758583,4.0738511,74.279327,-.45561633,.8012079,12.403198,99.631882,,,,18.661018,24.742174,12.244637,99.771446,4.0881286,75.347443,0,0,13.216938,99.170837,建邺区,320105,南京市,320100,江苏省,320000,Eastern
721,,,,15.931012,22.859718,10.065718,99.902077,3.8978348,89.490311,0,0,14.411255,98.148262,1342000,,,17.057676,24.619225,11.566681,99.94799,3.9021087,89.873596,0,0,14.619691,98.500145,,,,17.206148,24.721287,12.227044,99.945526,3.9021087,89.873596,0,0,14.761627,98.908051,鼓楼区,320106,南京市,320100,江苏省,320000,Eastern
722,,,,19.592743,22.838873,9.6361628,96.107544,4.7796383,13.101201,6.058466,47.065113,10.84474,44.819042,4345600,270100,7.492414,20.672112,24.655563,11.335119,98.137878,4.9014258,14.797994,5.7857552,35.831268,10.805831,51.541805,4904800,466800,,20.65954,24.785391,12.077564,98.385025,5.1555843,19.080185,5.8043065,36.502197,11.323335,60.090599,浦口区,320111,南京市,320100,江苏省,320000,Eastern
723,,,,18.980101,22.842487,9.7830648,97.898224,4.9237375,35.204395,4.9489737,36.104126,11.207805,70.740349,8150000,60300,,19.964134,24.658518,11.446212,99.08535,5.0809622,41.198238,4.5452061,24.110313,11.517455,85.684044,,,,19.941294,24.782705,12.162683,99.210411,5.196703,46.25346,4.4660292,22.27495,12.049643,81.378304,栖霞区,320113,南京市,320100,江苏省,320000,Eastern
724,,,,18.298412,22.816557,9.8528719,98.909073,4.4959211,68.539436,2.9969628,15.309151,11.869689,91.848312,2601000,4300,,19.202122,24.638437,11.518905,99.564453,4.5962253,75.770813,2.2640119,7.3558798,12.18674,98.296494,,,,19.286463,24.754883,12.201389,99.578209,4.6167412,77.341377,2.5354054,9.6493788,12.681803,97.667603,雨花台区,320114,南京市,320100,江苏省,320000,Eastern
725,,,,19.996149,22.897463,9.6705275,94.504906,5.4193883,14.426921,6.8829932,62.346092,10.861085,38.431507,8294200,382091,8.823617,21.023705,24.695379,11.353554,97.456619,5.6953607,19.011967,6.3633161,37.077991,10.874966,50.991283,28104700,716900,,21.018417,24.808693,12.059444,97.741066,5.8470111,22.125233,6.4481897,40.362358,11.254853,55.256577,江宁区,320115,南京市,320100,江苏省,320000,Eastern
726,500900,134500,.73661762,19.916504,22.864408,9.6044102,94.755051,4.6284084,6.9295034,7.0815067,80.550667,10.996501,32.432827,6990200,384900,7.8541574,20.959858,24.649706,11.24812,97.502419,4.8785362,8.8987942,6.9608378,71.394249,10.976992,44.514408,5675600,701400,,20.974142,24.782684,12.005736,97.781952,5.003726,10.085572,7.0241661,76.06176,11.076632,44.771801,六合区,320116,南京市,320100,江苏省,320000,Eastern
727,431500,74097,1.0678999,19.773043,22.769064,9.4235439,95.001442,3.928874,4.7781382,6.5182586,63.652298,10.618899,11.265545,3037700,260079,7.2256999,20.805811,24.575974,11.134632,97.695168,4.0637336,5.4679871,6.2489371,48.623848,10.531731,18.992647,10009500,518800,,20.756641,24.727383,11.979707,98.114052,4.270617,6.7247453,6.0185618,38.618778,10.627599,28.134434,溧水区,320117,南京市,320100,江苏省,320000,Eastern
728,431500,100719,1.0094,19.58252,22.744484,9.4184599,95.765755,2.7522137,1.9791174,6.0115147,51.519054,10.966747,6.9895167,3028200,270902,7.2332001,20.491018,24.551908,11.112335,98.276634,3.6098301,4.6658378,5.610652,34.504475,10.901389,18.468145,5602400,487900,,20.431847,24.686615,11.932495,98.58036,4.1060805,7.6638746,5.1789732,22.407829,10.918926,24.728834,高淳区,320118,南京市,320100,江苏省,320000,Eastern
729,,,,19.667374,23.347614,10.02482,97.47831,4.7715449,29.728985,5.4041052,55.962559,11.518201,47.801144,4818500,160700,11.472619,20.531506,25.163147,11.727173,99.026123,5.1612773,43.897385,4.3349853,19.212536,11.458404,67.075439,11287300,166800,,20.568562,25.276321,12.399208,99.097504,5.2572441,48.318855,4.8731222,32.907467,12.095889,72.41774,锡山区,320205,无锡市,320200,江苏省,320000,Eastern
730,,,,19.453815,23.309284,9.9726009,97.883629,5.3284259,64.260269,3.959111,16.340176,11.684105,77.731979,5188100,155600,,20.303455,25.172745,11.750401,99.232117,5.5017643,76.422714,2.7924683,5.0885057,11.649103,89.291718,,,,20.337173,25.282913,12.412609,99.288635,5.5591598,80.93737,3.7813332,13.678823,12.313472,93.747917,惠山区,320206,无锡市,320200,江苏省,320000,Eastern
731,,,,19.371576,23.33716,9.9748917,98.104301,4.6259341,16.234888,3.9844058,8.5474586,11.168334,61.033405,5850100,36800,,20.27482,25.165743,11.678853,99.24855,4.9274116,21.94721,1.8378291,.99905795,11.286095,81.80117,,,,20.302937,25.273979,12.421144,99.306412,5.0083103,23.796507,2.8220444,2.6731906,11.617482,83.88044,滨湖区,320211,无锡市,320200,江苏省,320000,Eastern
732,,,,17.250065,23.383776,10.346191,99.78315,4.2789979,98.169746,0,0,13.932889,99.94857,,,,18.069817,25.155783,11.87813,99.916321,4.2789979,98.169746,0,0,14.333197,99.937347,,,,18.161852,25.25898,12.524128,99.917252,4.2789979,98.169746,0,0,14.163142,99.951813,梁溪区,320213,无锡市,320200,江苏省,320000,Eastern
733,,,,19.285061,23.34705,10.106813,98.278526,4.4972692,38.502987,4.6705508,45.787781,11.849773,72.01297,,,,20.084719,25.165882,11.78706,99.378731,4.9706893,61.815605,2.9978223,8.5959301,11.801759,88.341766,,,,20.0751,25.288776,12.480871,99.455833,5.0801144,68.963753,3.343261,12.142694,12.373804,92.467911,新吴区,320214,无锡市,320200,江苏省,320000,Eastern
734,3650300,152500,3.1700001,20.162914,23.397791,10.013717,96.063492,5.9469805,38.497669,5.9627562,39.10981,11.785632,66.950554,23358700,430200,14.55,21.0354,25.219971,11.740508,98.477127,6.2060852,49.884109,4.8756189,13.187058,11.900767,70.542908,45803300,383000,25.719999,21.067142,25.316734,12.376837,98.572998,6.3043118,55.032757,5.4602389,23.661655,12.033767,75.891586,江阴市,320281,无锡市,320200,江苏省,320000,Eastern
