id,reggdp2001,reggdp_primary2001,perreggdp2001,plnpgdp2001,plngdp2001,plngdppc2001,nonagri_share2001,urbanland2001,urbanland_share2001,cropland2001,cropland_share2001,popden2001,urbanization2001,reggdp2011,reggdp_primary2011,perreggdp2011,plnpgdp2011,plngdp2011,plngdppc2011,nonagri_share2011,urbanland2011,urbanland_share2011,cropland2011,cropland_share2011,popden2011,urbanization2011,reggdp2021,reggdp_primary2021,perreggdp2021,plnpgdp2021,plngdp2021,plngdppc2021,nonagri_share2021,urbanland2021,urbanland_share2021,cropland2021,cropland_share2021,popden2021,urbanization2021,county,countycode,city,citycode,province,provincecode,location
1334,454322,133251,.67000002,19.363945,22.483591,8.9953136,95.582718,4.2269058,4.8081875,7.1954036,93.580154,10.788245,8.8765345,3713810,468775,4.7399998,20.537861,24.317081,10.81393,97.71595,4.2710114,5.0250025,7.1914387,93.209846,10.854234,11.26512,13633380,405230,9.54,20.489298,24.45701,11.602382,98.108337,4.4910808,6.2619724,7.1569247,90.047668,10.888102,14.457085,中牟县,410122,郑州市,410100,河南省,410000,Central
1335,1107802,34457,1.4,19.228958,22.516403,9.0786133,96.265083,5.2535257,18.691156,6.1793394,47.174995,11.268898,45.665218,4680336,88159,5.7800002,20.34553,24.31089,10.719131,98.103882,5.3689599,20.978216,6.624548,73.6315,11.281752,53.778446,9018795,135533,11.24,20.33725,24.46245,11.494645,98.383972,5.3950472,21.532686,6.5729795,69.930672,11.309319,59.917686,巩义市,410181,郑州市,410100,河南省,410000,Central
1336,713717,69900,1.1,19.154354,22.538786,9.1615257,96.610313,4.2321377,7.8101754,6.5440731,78.835472,11.100572,22.364666,4326548,203337,7.0500002,20.287165,24.298668,10.773641,98.189384,4.3457103,8.7495298,6.6369724,86.510201,11.075496,22.705593,5542313,327663,7.5799999,20.250841,24.417393,11.515238,98.44944,4.50144,10.223918,6.6018567,83.525063,11.199664,30.126385,荥阳市,410182,郑州市,410100,河南省,410000,Central
1337,766849,42084,1.03,19.219721,22.520342,9.0972633,96.313972,4.6888509,10.910453,6.4843817,65.710052,11.246814,27.598881,5004789,140284,6.27,20.401218,24.288378,10.713695,97.949646,4.7223091,11.281672,6.679369,79.857178,11.338508,29.155752,7132520,281957,8.6300001,20.35,24.438477,11.522765,98.323524,4.7314038,11.384746,6.6395826,76.742317,11.336053,28.548758,新密市,410183,郑州市,410100,河南省,410000,Central
1338,845243,64752,1.37,19.173819,22.532579,9.1814814,96.522163,3.8873973,5.521668,6.7192025,93.736275,11.174356,7.0327601,4810195,189163,6.3800001,20.30871,24.320183,10.861683,98.189331,4.021327,6.3129907,6.7039833,92.320488,11.217731,11.358313,14512643,307023,9.75,20.258932,24.462906,11.618873,98.506386,4.3215351,8.5234222,6.6363645,86.284248,11.412113,19.143881,新郑市,410184,郑州市,410100,河南省,410000,Central
1339,512803,40022,.82999998,19.385481,22.502569,9.0141888,95.571404,3.9702411,4.361619,6.710959,67.596863,10.842517,25.367716,4327632,103060,6.4499998,20.550512,24.286785,10.678218,97.615723,4.1179762,5.0560155,6.9488077,85.74778,10.882556,21.381365,4661123,281440,6.3800001,20.530153,24.392447,11.385974,97.898026,4.2257814,5.6315455,6.8380656,76.758804,10.957781,26.636251,登封市,410185,郑州市,410100,河南省,410000,Central
1340,,,,19.704432,21.436962,8.7851639,82.316368,3.900583,12.551512,5.803091,84.128807,11.293764,49.410969,337900,15600,2.6394,20.86075,23.13382,10.362906,89.700447,3.9371221,13.018612,5.7946548,83.42205,11.195421,60.108788,3362141,56938,5.73,20.803764,23.2542,11.119833,91.374397,4.1805325,16.606438,5.7518992,79.930496,11.667596,57.681854,龙亭区,410202,开封市,410200,河南省,410000,Central
1341,,,,18.317757,21.280935,8.9292622,94.834557,3.6662118,53.870182,3.4863153,45.000809,12.785759,91.474434,605000,30000,2.6039,19.5742,23.018078,10.424938,96.805946,3.676919,54.450077,3.4984436,45.549923,12.937141,91.818886,1404760,30338,6.21,19.566309,23.127914,11.105268,97.160683,3.6820874,54.732231,3.4922299,45.267773,12.660564,88.742882,顺河回族区,410203,开封市,410200,河南省,410000,Central
1342,,,,18.419792,21.272278,8.9143867,94.229927,2.893424,31.032698,3.6920152,68.9673,12.414484,83.241814,487700,14600,3.4089,19.613434,23.003136,10.412969,96.628128,2.9252708,32.036896,3.6773477,67.963104,12.363113,86.114639,1014785,22155,7.6199999,19.557058,23.121201,11.126063,97.16787,2.9252708,32.036896,3.6721513,67.61087,12.140025,79.901131,鼓楼区,410204,开封市,410200,河南省,410000,Central
1343,,,,18.261889,21.240015,8.8586206,94.911194,3.3155251,47.792313,3.4038901,52.207691,12.503698,92.088821,425800,30500,3.2621,19.455082,23.005188,10.428435,97.127838,3.3340616,48.686481,3.3796575,50.957771,12.831751,91.790802,1006808,38618,8.21,19.341257,23.11178,11.120719,97.695999,3.3340616,48.686481,3.3726518,50.602024,12.427874,88.162231,禹王台区,410205,开封市,410200,河南省,410000,Central
1344,355231,142470,.49290001,20.527048,21.562439,8.3923969,64.491241,4.2955432,5.9249387,7.0586529,93.904655,10.854329,10.139303,1400114,432963,2.0063,21.747446,23.165359,9.9964418,75.778107,4.3056517,5.9851322,7.0576653,93.811943,10.922475,11.549019,3093534,701002,4.6399999,21.671011,23.271877,10.811,79.827835,4.3302288,6.1340532,7.0564237,93.695557,10.984381,13.998854,祥符区,410212,开封市,410200,河南省,410000,Central
1345,435118,215152,.43000001,20.589167,21.570967,8.3205996,62.536388,3.7177827,3.2772777,7.1021109,96.673706,11.314639,9.1386948,1779505,665263,1.86,21.796169,23.190357,9.9673681,75.196564,3.7375412,3.3426754,7.101603,96.624596,11.352306,7.5366621,4080749,1048588,4.3800001,21.755398,23.292271,10.794051,78.494743,3.8128908,3.6042771,7.0960035,96.08506,11.289543,10.072882,杞县,410221,开封市,410200,河南省,410000,Central
1346,304157,138958,.51999998,20.27577,21.487238,8.4556198,70.224007,2.9598956,2.5279379,6.6117806,97.445091,11.209056,11.91293,1405461,395430,2.48,21.502798,23.117992,10.018893,80.114799,2.9598956,2.5279379,6.6120577,97.472061,11.228194,11.570304,2946739,680589,5.4699998,21.46681,23.217209,10.791961,82.629532,3.0707052,2.8241668,6.6073499,97.014267,11.25372,12.943677,通许县,410222,开封市,410200,河南省,410000,Central
1347,416746,154956,.49000001,20.57416,21.574123,8.3553276,63.210724,4.3844948,6.1635823,7.1057014,93.678139,11.088814,11.124701,2166416,435668,2.46,21.809971,23.204288,9.9881783,75.199776,4.3972425,6.2426567,7.1053643,93.646576,11.13194,10.148898,4597865,671352,5.5300002,21.770618,23.305923,10.836824,78.460999,4.4418259,6.5272737,7.100625,93.203804,11.184405,12.999923,尉氏县,410223,开封市,410200,河南省,410000,Central
1348,332523,111348,.44999999,20.520721,21.574829,8.4894896,65.149673,3.5676785,3.2094786,6.9674449,96.146675,11.095086,8.4137077,1487729,295703,2.21,21.721958,23.194115,10.045376,77.056984,3.6613314,3.524581,6.9634943,95.767586,11.134082,11.615356,4067643,560266,5.2800002,21.63686,23.31319,10.9164,81.29409,3.8169239,4.1179433,6.9551411,94.970978,11.072906,13.792686,兰考县,410225,开封市,410200,河南省,410000,Central
1349,,,,17.215357,21.572456,9.2842455,98.718452,3.341969,51.637306,2.4618092,21.414848,12.903913,87.41864,506700,16300,2.8973999,18.269812,23.332962,10.81252,99.367439,3.349021,52.002735,3.2191401,45.6688,13.040658,91.477165,1933530,14710,7.4299998,18.237083,23.464394,11.547321,99.463203,3.349021,52.002735,3.241492,46.70108,12.800654,86.413895,老城区,410302,洛阳市,410300,河南省,410000,Central
1350,,,,17.154783,21.579454,9.2937851,98.802185,3.6676085,68.053352,2.420378,19.551682,12.982975,94.939087,2123900,2600,5.8600998,18.169132,23.347696,10.830961,99.436394,3.6676085,68.053352,2.8888247,31.23403,13.158386,96.268196,5390551,2713,14.64,18.150528,23.47938,11.55123,99.515038,3.6728313,68.409706,2.7918012,28.345963,13.406867,95.562523,西工区,410303,洛阳市,410300,河南省,410000,Central
1351,,,,16.602329,21.518215,9.2361116,99.267075,3.2213836,81.424919,.96175289,8.4998674,13.298952,98.345085,596400,6600,3.2772,17.631138,23.310537,10.81602,99.65844,3.2241383,81.649529,1.6811585,17.452034,13.510423,97.6045,1360634,6013,6.02,17.630817,23.44231,11.53305,99.700706,3.2241383,81.649529,1.7313578,18.350475,13.325953,97.301437,瀍河回族区,410304,洛阳市,410300,河南省,410000,Central
1352,,,,17.933987,21.607576,9.2316427,97.461479,4.134418,44.030293,4.3350277,53.811523,12.766054,92.077072,3258600,13900,5.2540998,18.927116,23.377907,10.790766,98.833069,4.1759992,45.899708,4.3046794,52.202946,12.937368,94.834549,6980800,16941,9.6599998,18.975887,23.498676,11.497119,98.914131,4.1885581,46.479809,4.2862186,51.248104,13.11467,92.468941,涧西区,410305,洛阳市,410300,河南省,410000,Central
1353,,,,19.1141,21.59808,8.9076672,91.658943,3.8467407,5.794806,6.4583287,78.929092,11.107375,15.23737,991000,13100,14.3582,20.264387,23.344002,10.516462,95.402306,3.9103334,6.1752825,6.5894608,89.988525,11.129766,20.295891,,,,20.22872,23.47858,11.302691,96.12204,4.0281935,6.9477291,6.5581903,87.218056,11.066895,26.720348,孟津区,410306,洛阳市,410300,河南省,410000,Central
1354,,,,18.851597,21.608028,9.0002785,93.648201,4.9009843,25.693684,5.8905244,69.115929,11.496166,37.321686,1489700,65700,2.5093,19.869764,23.43235,10.748558,97.16346,5.0655842,30.290833,5.8865399,68.841087,11.553715,44.944584,7204169,127088,7.71,19.894627,23.556694,11.47694,97.43206,5.1916647,34.361118,5.7730031,61.452457,11.913429,68.799774,洛龙区,410311,洛阳市,410300,河南省,410000,Central
1355,,,,19.021364,21.555326,8.8064184,92.065598,4.3591876,11.737112,6.2450242,77.369499,11.450474,26.697372,,,,20.117495,23.345276,10.484474,96.035461,4.4866424,13.332578,6.3159194,83.053734,11.494452,27.648178,,,,20.114643,23.495686,11.313339,96.598801,4.5783701,14.613394,6.1966333,73.714653,11.195259,37.294159,偃师区,410312,洛阳市,410300,河南省,410000,Central
1356,383441,27405,.79000002,19.353161,21.607365,8.8239908,89.504295,3.6178916,3.2081621,6.3046198,47.107239,10.741517,18.822979,3048922,182000,6.4699998,20.532354,23.3332,10.378549,93.924133,3.7022488,3.4905369,6.7691884,74.963051,10.697631,17.078449,4528061,254076,9.4200001,20.505604,23.470667,11.179627,94.844276,3.7467508,3.6493804,6.7179475,71.21862,10.665395,21.788416,新安县,410323,洛阳市,410300,河南省,410000,Central
1357,119315,23801,.38,20.095848,21.658958,8.5867939,79.051651,1.4218712,.16817251,5.2862611,8.0174866,9.4776287,3.0538549,1687777,123855,4.9200001,21.255182,23.326204,10.259187,87.39431,1.5615737,.1933869,5.3056469,8.1744251,9.5177832,6.3912158,2918999,151704,9.0299997,21.190071,23.459076,11.021946,89.658493,1.8272631,.25224033,4.6690326,4.3249321,9.5834913,8.6734648,栾川县,410324,洛阳市,410300,河南省,410000,Central
1358,131510,34356,.25999999,20.10692,21.633003,8.4845943,78.261452,2.0855644,.26809123,6.6911297,26.819721,9.8178301,4.6240516,1275564,264627,2.51,21.278261,23.339226,10.254498,87.266891,2.2062259,.302472,7.0460901,38.248253,9.8463421,4.4230137,2217846,302868,4.0799999,21.234978,23.485704,10.990655,89.467735,2.3538465,.35058713,6.8560543,31.628597,9.7817526,5.9021678,嵩县,410325,洛阳市,410300,河南省,410000,Central
1359,127549,31674,.30000001,19.456533,21.510216,8.5325155,87.173828,3.3114088,2.0732143,6.3300171,42.423759,10.379872,10.716816,928593,117628,2.27,20.637783,23.30928,10.329877,93.085136,3.3698092,2.1978965,6.4894557,49.756809,10.385482,16.530247,1955040,161402,4.5,20.597523,23.447309,11.096589,94.214333,3.4579937,2.4005198,6.416575,46.25948,10.383121,17.328842,汝阳县,410326,洛阳市,410300,河南省,410000,Central
1360,160552,48484,.23999999,19.62175,21.596603,8.6548138,86.121834,3.2052693,1.5334812,6.9289293,63.510185,10.527941,11.835667,1542524,265060,2.49,20.756079,23.372473,10.419433,92.693413,3.274029,1.6426322,7.2830009,90.492928,10.598205,19.892471,3332535,398529,5.8200002,20.772163,23.499321,11.175676,93.459503,3.3909492,1.8463674,7.2185144,84.841537,10.517334,19.724657,宜阳县,410327,洛阳市,410300,河南省,410000,Central
1361,134557,35709,.30000001,19.897943,21.577589,8.4837437,81.355995,2.4081593,.48503119,6.4481034,27.561012,9.9218855,2.5922952,1169451,266864,2.77,21.10224,23.27169,10.161149,88.575966,2.4622262,.51197726,7.3567219,68.375908,9.9027758,6.3666577,2245854,341118,5.9000001,21.080856,23.450567,11.048488,90.649223,2.4967151,.52994287,7.1488562,55.542843,9.87255,8.9646997,洛宁县,410328,洛阳市,410300,河南省,410000,Central
1362,304353,50807,.41999999,19.338165,21.602568,8.8424549,89.610786,3.7087517,3.8359408,6.8228302,86.357307,11.136477,15.555026,2729136,266000,3.5999999,20.44381,23.359844,10.464273,94.585205,3.9133043,4.7066073,6.891592,92.504303,11.183436,20.229433,4551962,319975,5.77,20.444431,23.485378,11.217288,95.221039,4.0602074,5.4513879,6.8267803,86.699081,11.206394,21.527018,伊川县,410329,洛阳市,410300,河南省,410000,Central
1363,,,,18.324219,21.450769,8.8954458,95.613113,4.4141636,42.050037,4.0646582,29.646826,12.098891,87.315819,2139500,23100,5.4668999,19.392065,23.244595,10.531873,97.877403,4.4412341,43.203899,4.0093946,28.052876,12.2501,90.879272,3500211,19056,7.5900002,19.486542,23.354935,11.23678,97.910805,4.4533696,43.731403,3.951606,26.477694,12.306178,89.225716,新华区,410402,平顶山市,410400,河南省,410000,Central
1364,,,,18.026665,21.444277,8.9725952,96.720932,4.083271,54.910046,3.2016649,22.739204,12.692821,95.208221,1218000,14200,4.013,19.163767,23.220606,10.551646,98.269638,4.1005845,55.869015,3.6583962,35.903034,12.978572,95.72776,3286594,14631,9.8400002,19.266401,23.335598,11.234793,98.290886,4.1040134,56.060917,3.7755339,40.364853,12.643347,94.138741,卫东区,410403,平顶山市,410400,河南省,410000,Central
1365,,,,17.318785,21.305805,8.8215752,98.144508,3.1228647,72.034454,1.6415116,16.375582,11.942172,93.634491,489400,3000,8.9041004,18.424244,23.096687,10.424283,99.065063,3.1334577,72.801559,2.1407068,26.977049,11.427183,88.793968,418341,5400,13.29,18.542429,23.223372,11.121921,99.072975,3.1334577,72.801559,2.1059515,26.055561,12.044057,88.844803,石龙区,410404,平顶山市,410400,河南省,410000,Central
1366,,,,18.142559,21.416111,8.891449,96.21283,3.8804798,41.871975,4.1394544,54.249355,11.551431,67.165176,1440700,30100,5.0064001,19.265354,23.205242,10.512341,98.054962,3.9216475,43.631721,4.0816073,51.200249,11.72402,58.601803,2376358,26331,6.8800001,19.344973,23.325142,11.205515,98.131752,3.9298322,43.990299,4.1114254,52.749928,12.343328,67.510666,湛河区,410411,平顶山市,410400,河南省,410000,Central
1367,318956,48716,.67000002,19.478249,21.457111,8.532711,86.177368,4.1174788,8.3811998,6.3828583,80.751038,11.142386,12.266186,2021809,146604,4.1199999,20.602617,23.208485,10.242703,92.616096,4.1910334,9.020915,6.4744754,88.498711,11.155485,14.640611,3761603,231066,7.4400001,20.645069,23.344494,11.030574,93.275581,4.2438378,9.5100594,6.4359512,85.15419,11.188719,19.939449,宝丰县,410421,平顶山市,410400,河南省,410000,Central
1368,301948,112441,.37,19.853735,21.535667,8.5078001,81.398582,4.9117384,9.8007832,7.096653,87.127869,11.043311,12.191273,1528982,346147,1.97,21.009565,23.25993,10.175505,89.463913,4.922739,9.9091911,7.1011319,87.51899,11.077744,14.495914,2486537,636863,3.3900001,21.055813,23.409748,11.020388,90.500542,4.9392285,10.073943,7.0854001,86.152924,10.956764,18.837957,叶县,410422,平顶山市,410400,河南省,410000,Central
1369,203770,61141,.25,20.238096,21.585648,8.3467731,74.012421,4.4335365,3.4944942,7.2168803,56.516495,10.395838,13.468279,910462,165747,1.15,21.402309,23.288635,10.112358,84.837212,4.4960065,3.719758,7.2181573,56.588718,10.420976,13.36228,1919508,327140,2.4300001,21.415775,23.422647,10.897114,86.559158,4.5278735,3.8402035,7.0611243,48.365005,10.441658,18.347126,鲁山县,410423,平顶山市,410400,河南省,410000,Central
1370,235619,68014,.41999999,19.464876,21.449598,8.5144787,86.258118,3.9688146,7.2967305,6.4453907,86.834366,11.27862,12.368648,1155468,200375,2.02,20.600325,23.188196,10.205178,92.48201,3.9727154,7.3252487,6.4863262,90.462723,11.28826,14.695786,2258202,305489,4.4699998,20.624432,23.319212,10.971658,93.244278,4.0220776,7.6959147,6.4798989,89.883171,11.308683,15.563108,郏县,410425,平顶山市,410400,河南省,410000,Central
1371,191174,31665,.58999997,19.351355,21.420031,8.4960775,87.3647,3.7384276,6.7107968,6.2509785,82.786774,10.86832,17.670708,1130657,100200,3.5899999,20.516327,23.198521,10.227107,93.158707,3.8596644,7.5757651,6.1543388,75.160721,10.874093,21.141058,1588559,163164,5.3299999,20.608917,23.32402,10.986511,93.380188,3.8984284,7.8751979,6.1283116,73.229736,10.84929,23.610987,舞钢市,410481,平顶山市,410400,河南省,410000,Central
1372,647851,98692,.69,19.979452,21.556967,8.5174141,79.351234,4.2655144,4.5344763,7.1275048,79.336632,11.007342,13.810119,2839757,326322,3.0599999,21.111427,23.266453,10.164671,88.409973,4.3218827,4.79742,7.2583966,90.431442,11.04904,16.493689,5345699,439519,5.5,21.098579,23.398972,10.956683,89.97805,4.4373937,5.3848481,7.1873493,84.229446,11.038937,19.277063,汝州市,410482,平顶山市,410400,河南省,410000,Central
1373,,,,18.785612,21.577459,8.8804283,93.869217,4.1833153,37.574463,4.6879597,62.23819,12.246531,70.784065,987200,35000,2.2046001,19.968319,23.3239,10.420115,96.511093,4.2861109,41.642452,4.6215954,58.241863,12.442445,79.131439,2592496,7117,4.46,19.838358,23.425478,11.094851,97.232208,4.4228482,47.744186,4.5020185,51.677761,12.42264,84.785477,文峰区,410502,安阳市,410500,河南省,410000,Central
1374,,,,17.696142,21.526236,8.9820614,97.829239,3.7211394,73.517052,2.7001228,26.482943,12.912355,94.290169,669400,10100,2.6544001,18.87508,23.238716,10.395936,98.726799,3.7604594,76.465332,2.5820968,23.534674,13.126053,95.301376,1717693,14893,5.27,18.752935,23.35887,11.093132,99.000763,3.7863607,78.471756,2.4929876,21.528242,13.153809,94.396156,北关区,410503,安阳市,410500,河南省,410000,Central
1375,,,,17.873676,21.52244,8.9462147,97.397675,3.9202311,77.491653,2.6273239,21.269268,12.354877,80.842239,1403100,11600,5.6371002,18.98274,23.251959,10.405821,98.600731,4.0239649,85.961899,2.1194291,12.799017,12.455173,92.799454,3278704,98734,10.51,18.944332,23.353624,11.0601,98.783623,4.0239792,85.96312,2.1193342,12.797801,12.826777,92.740395,殷都区,410505,安阳市,410500,河南省,410000,Central
1376,,,,18.975073,21.545835,8.7405586,92.35228,4.2052245,29.61994,5.0047994,65.892342,11.281709,45.348778,922300,20800,4.2417998,20.194647,23.290491,10.28705,95.476318,4.2933168,32.347603,5.0186582,66.811882,11.32541,61.528381,1821181,34487,6.73,20.061222,23.382656,10.961714,96.3899,4.3015547,32.615166,5.0137239,66.483032,11.599039,67.739571,龙安区,410506,安阳市,410500,河南省,410000,Central
1377,406864,99464,.36000001,20.098833,21.700727,8.5823755,79.848557,5.6195483,23.196089,6.7005153,68.371124,11.307332,43.919838,3295385,299272,3.8699999,21.291216,23.385872,10.137686,87.688744,5.6705174,24.409025,6.796526,75.260979,11.288572,40.772182,1074618,155402,1.48,21.200037,23.492069,10.891685,89.893913,5.7104049,25.402315,6.7845831,74.367485,11.218687,47.543709,安阳县,410522,安阳市,410500,河南省,410000,Central
1378,214441,73735,.47999999,19.699732,21.565439,8.4714127,84.521332,3.9860361,8.3605642,6.3563623,89.465439,11.132456,21.858412,1198427,210367,2.78,20.955706,23.317801,10.184772,90.577736,4.1043925,9.4110317,6.3669744,90.419899,11.168895,27.076084,1753632,292411,3.8699999,20.845236,23.419523,10.884855,92.379189,4.2499337,10.885412,6.343431,88.315987,11.154284,32.796654,汤阴县,410523,安阳市,410500,河南省,410000,Central
1379,339212,166182,.28,20.367018,21.709894,8.383029,73.89064,5.1159959,9.3681192,7.3851118,90.597649,11.164101,13.736625,1525615,561222,1.24,21.626265,23.392019,9.9874983,82.894234,5.1196437,9.4023542,7.3851118,90.597641,11.186872,16.201042,4097708,795428,3.52,21.545336,23.512606,10.820209,86.01619,5.1681895,9.87006,7.3799357,90.129944,11.227385,20.704889,滑县,410526,安阳市,410500,河南省,410000,Central
1380,275980,150406,.38999999,20.033781,21.630356,8.433486,79.741074,3.9496653,4.5231142,6.9991641,95.459267,11.04747,9.0985851,1150638,405152,1.67,21.286324,23.320665,9.9809589,86.923347,3.9574134,4.5582957,6.9989805,95.441711,11.071918,10.468803,1866300,807650,2.75,21.180035,23.471729,10.910784,89.890503,4.0460038,4.9805441,6.9939899,94.966614,11.07409,13.002716,内黄县,410527,安阳市,410500,河南省,410000,Central
1381,465401,65718,.47999999,20.64197,21.813339,8.4461212,69.005783,5.22155,8.9856243,6.9345622,49.831043,10.837652,37.599491,3684403,197975,4.6599998,21.760862,23.450483,10.060809,81.541054,5.3040514,9.7583904,7.3471122,75.278038,10.835719,41.307026,6153428,145373,6.5300002,21.704334,23.548794,10.791419,84.188927,5.34341,10.150128,7.2385225,67.531815,10.597383,41.830688,林州市,410581,安阳市,410500,河南省,410000,Central
1382,,,,18.643011,21.210135,8.9840403,92.324394,3.2832975,18.670694,4.232512,48.239098,11.510384,68.061974,745900,27600,5.6370001,19.876732,22.905977,10.438258,95.164787,3.2983313,18.953508,4.7496185,80.905029,11.809349,72.573593,926124,41668,14.72,19.797441,23.051205,11.245065,96.137146,3.2983313,18.953508,4.7355008,79.770882,11.516124,62.390118,鹤山区,410602,鹤壁市,410600,河南省,410000,Central
1383,,,,18.515917,21.238295,9.0761909,93.428169,3.6195042,27.917562,4.3071475,55.52866,12.122503,57.890213,854300,21000,3.6752,19.758377,22.99527,10.645579,96.071419,3.6323171,28.277567,4.5567069,71.268806,12.336452,67.936806,1383478,47947,8.8800001,19.657034,23.098837,11.337211,96.799309,3.6376467,28.428675,4.5427365,70.28006,12.095367,63.415249,山城区,410603,鹤壁市,410600,河南省,410000,Central
1384,,,,19.233055,21.337397,9.0649614,87.807404,3.6783433,11.242205,5.6665592,82.096146,10.950462,21.782633,935200,60700,3.3752,20.436714,23.062866,10.637061,92.764366,3.8907888,13.903221,5.7033329,85.171318,10.806261,35.270943,2772115,106772,5.9899998,20.35594,23.194447,11.396874,94.148705,4.1605659,18.208668,5.6153569,77.998405,11.322211,61.28532,淇滨区,410611,鹤壁市,410600,河南省,410000,Central
1385,246646,106314,.37,19.863129,21.360968,8.7182531,77.63871,4.2069602,7.1271052,6.767539,92.248306,10.980063,17.847063,1174772,279340,1.77,21.117815,23.073496,10.371972,85.853188,4.2129779,7.1701221,6.7738233,92.829872,11.035345,15.75982,2938165,313303,4.6900001,21.000113,23.178648,11.17544,88.679283,4.2512231,7.4496574,6.7705755,92.528862,11.217889,19.949434,浚县,410621,鹤壁市,410600,河南省,410000,Central
1386,224454,61008,.88,19.527729,21.314928,8.8296423,83.257149,3.7157195,7.2078657,6.2284832,88.937759,10.664757,34.491779,1295084,170855,4.79,20.753036,23.039545,10.445253,89.837936,3.7394209,7.3807425,6.264986,92.244186,10.731156,39.17794,2626522,215534,9.9899998,20.677982,23.144144,11.230841,91.508987,3.8231964,8.0257063,6.2410736,90.064583,10.791987,37.756092,淇县,410622,鹤壁市,410600,河南省,410000,Central
1387,,,,18.680067,21.379988,8.8293285,93.278915,3.7183201,29.580677,4.5835867,70.273003,12.161919,67.679642,1582200,20400,4.0342002,19.857718,23.144848,10.438496,96.263908,3.8571076,33.984646,4.5186849,65.857025,12.322711,77.407608,5886330,24920,9.5100002,19.785063,23.250196,11.11424,96.873116,4.0640783,41.799297,4.3680797,56.649364,12.693624,79.879303,红旗区,410702,新乡市,410700,河南省,410000,Central
1388,,,,18.196297,21.337891,8.8778028,95.678612,3.4986293,51.762367,3.4214721,47.918713,12.76403,86.773705,742500,9400,3.8424001,19.262371,23.094204,10.431504,97.833015,3.6533117,60.421555,3.214679,38.966927,12.924598,90.988922,1291399,9981,5.3699999,19.209785,23.195263,11.085006,98.14164,3.7073219,63.774677,3.0803628,34.069305,12.627045,92.446716,卫滨区,410703,新乡市,410700,河南省,410000,Central
1389,,,,18.625517,21.32654,8.7371464,93.286324,3.9041336,42.021603,4.2121868,57.1819,11.408361,60.178692,718300,22300,4.9466,19.743073,23.064678,10.275536,96.390518,4.0551343,48.871029,4.0971112,50.966148,11.494284,68.586884,831824,19541,5.6100001,19.609583,23.185026,10.998066,97.199699,4.0760665,49.904778,4.0512238,48.680275,11.780913,69.543312,凤泉区,410704,新乡市,410700,河南省,410000,Central
1390,,,,18.383821,21.350456,8.8442984,94.852379,3.9151697,52.266666,3.8183105,47.441597,12.704899,80.368423,1274200,22100,3.9847,19.464645,23.101273,10.399253,97.365898,4.0680194,60.898479,3.6192367,38.877884,12.821659,89.255371,2316975,16000,6.0900002,19.290222,23.217499,11.086652,98.030273,4.1412401,65.524818,3.3042641,28.373426,12.828364,88.532753,牧野区,410711,新乡市,410700,河南省,410000,Central
1391,384535,80246,.89999998,19.356615,21.360624,8.529336,86.520622,4.1155043,15.883181,5.7748857,83.482956,11.278297,27.484444,1976120,115017,5.8499999,20.56802,23.130821,10.265259,92.291153,4.2294769,17.800627,5.7587485,82.146568,11.331101,32.33675,2394030,122686,7.0599999,20.520163,23.236208,10.965931,93.386421,4.3007813,19.116238,5.7421961,80.798027,11.507004,41.589996,新乡县,410721,新乡市,410700,河南省,410000,Central
1392,211481,55323,.55000001,19.55982,21.34185,8.3748331,83.170387,3.6934247,8.5698395,6.0545545,90.865334,11.304097,15.253356,672178,135308,1.67,20.727196,23.099442,10.054395,90.672897,3.7991579,9.5255938,6.0488014,90.344109,11.352897,20.658566,1921128,309366,4.8699999,20.696236,23.20961,10.835136,91.900551,3.8261533,9.7862434,6.046876,90.170319,11.403247,27.461983,获嘉县,410724,新乡市,410700,河南省,410000,Central
1393,230822,96106,.36000001,20.080107,21.491886,8.4019547,75.629074,3.9326446,3.9844258,7.0976906,94.390381,10.831633,8.6323919,915831,227545,1.39,21.335464,23.1835,10.037503,84.245369,3.9680102,4.1278586,7.0951271,94.148735,10.935438,10.393751,2641585,440310,3.55,21.283775,23.298454,10.91199,86.663681,4.0459943,4.4626517,7.0872736,93.412231,10.880621,13.076603,原阳县,410725,新乡市,410700,河南省,410000,Central
1394,168547,66157,.36000001,19.877464,21.426796,8.3443079,78.761009,3.8127105,5.0633998,6.7431617,94.868263,10.793872,11.47578,929987,206506,1.99,21.126783,23.145596,10.051067,86.718689,3.8127105,5.0634003,6.7438817,94.9366,10.859941,13.260106,1661516,307530,3.6600001,21.068188,23.25749,10.834512,88.800514,3.8792481,5.411768,6.7394829,94.51992,10.79007,17.363811,延津县,410726,新乡市,410700,河南省,410000,Central
1395,206873,112189,.28999999,20.121279,21.479704,8.313302,74.293472,4.403851,6.6540885,7.0259123,91.587334,10.988848,8.7620668,833857,316641,1.14,21.336325,23.153585,9.9161329,83.752983,4.430953,6.836895,7.0186815,90.927467,11.067271,11.454491,2640542,571417,3.76,21.254082,23.293589,10.805691,86.990715,4.44063,6.9033756,7.0228829,91.310287,11.054215,13.421648,封丘县,410727,新乡市,410700,河南省,410000,Central
