id,gdp2000,gdp2001,gdp2002,gdp2003,gdp2004,gdp2005,gdp2006,gdp2007,gdp2008,gdp2009,gdp2010,gdp2011,gdp2012,gdp2013,gdp2014,gdp2015,gdp2016,gdp2017,gdp2018,gdp2019,gdp2020,regionid
852,12.058646,12.122219,12.230213,12.36933,12.511085,12.681443,12.870499,13.067327,13.252409,13.317011,13.576034,13.785405,13.914433,14.009036,14.066469,14.122055,14.163496,14.239928,14.316395,14.381526,14.420899,330424
853,12.052756,12.161495,12.256664,12.401547,12.564747,12.727643,12.917763,13.140759,13.332803,13.364915,13.626307,13.823035,13.934144,14.062931,14.12517,14.185934,14.233476,14.301258,14.374771,14.431267,14.470024,330481
854,12.075307,12.157913,12.282437,12.424878,12.579547,12.747245,12.893999,13.106899,13.297179,13.393416,13.63364,13.823541,13.950153,14.057482,14.119411,14.17795,14.221798,14.290502,14.369073,14.431438,14.470992,330482
855,12.054788,12.135475,12.265079,12.398705,12.588092,12.73971,12.925822,13.145655,13.325877,13.356238,13.624611,13.834339,13.956903,14.060632,14.132001,14.199935,14.251445,14.321272,14.397365,14.457683,14.492637,330483
856,12.137285,12.238944,12.337212,12.478583,12.634015,12.800496,12.961561,13.180885,13.359342,13.403172,13.657245,13.852906,13.96187,14.062373,14.12239,14.19162,14.241101,14.312369,14.39006,14.447484,14.484023,330502
857,12.014667,12.09586,12.203027,12.357851,12.533034,12.684166,12.808888,13.039542,13.229257,13.287322,13.550762,13.769214,13.882726,13.994855,14.055318,14.122465,14.172212,14.2679,14.343958,14.403928,14.442166,330503
858,11.995042,12.101356,12.223963,12.402119,12.554603,12.705665,12.863277,13.116652,13.285619,13.325828,13.591103,13.791229,13.94116,14.011265,14.057835,14.120709,14.171562,14.248649,14.340464,14.403463,14.43574,330521
859,12.02308,12.142282,12.25018,12.392082,12.555806,12.710527,12.879646,13.129531,13.283904,13.343623,13.592609,13.80035,13.921231,14.047276,14.097758,14.155211,14.203359,14.27782,14.357646,14.417789,14.450537,330522
860,11.954363,12.06485,12.199602,12.355891,12.511278,12.642999,12.776505,13.007561,13.189918,13.29033,13.540979,13.758386,13.894027,14.012345,14.081117,14.146843,14.197865,14.273605,14.353907,14.414727,14.44679,330523
861,12.119019,12.212828,12.326203,12.494456,12.634272,12.794532,12.956005,13.168534,13.355762,13.405797,13.646103,13.837108,13.98708,14.082924,14.147223,14.211104,14.258164,14.31999,14.391376,14.443547,14.481273,330602
862,12.079884,12.183459,12.31166,12.481952,12.636075,12.802332,12.962532,13.171458,13.35548,13.419852,13.655217,13.843627,13.983004,14.077721,14.13763,14.196893,14.243893,14.312445,14.388354,14.441365,14.477692,330603
863,12.066381,12.128115,12.22669,12.413113,12.542474,12.710403,12.900612,13.121415,13.312136,13.386023,13.630288,13.829152,13.957881,14.05284,14.11618,14.175595,14.221812,14.286424,14.357624,14.421811,14.455342,330604
864,12.007611,12.098366,12.209324,12.346861,12.494989,12.626896,12.794933,13.027555,13.214372,13.272783,13.507569,13.723427,13.854925,13.979545,14.040046,14.075595,14.128132,14.208725,14.290485,14.350474,14.384172,330624
865,12.097892,12.175389,12.258617,12.453551,12.607591,12.740033,12.907235,13.13563,13.302812,13.384151,13.613229,13.818599,13.98813,14.058416,14.125411,14.178568,14.231195,14.30715,14.378994,14.435668,14.471424,330681
866,12.044453,12.128546,12.243001,12.397849,12.537021,12.7128,12.865939,13.069346,13.257022,13.323713,13.545756,13.738015,13.885302,13.9801,14.04563,14.098228,14.179235,14.258911,14.324831,14.385424,14.422497,330683
867,12.112213,12.217669,12.258958,12.455607,12.597851,12.738612,12.88835,13.091077,13.280474,13.318139,13.571856,13.776898,13.969266,14.026187,14.091225,14.149686,14.210957,14.280177,14.368894,14.425083,14.453987,330702
868,11.903219,12.017025,12.136596,12.349938,12.518708,12.667612,12.765123,12.999235,13.208245,13.262378,13.490335,13.741134,13.897769,13.97523,14.055091,14.111198,14.183367,14.254507,14.34184,14.405713,14.443144,330703
869,11.919606,12.019485,12.131012,12.301878,12.47782,12.643901,12.786129,13.03337,13.209132,13.260254,13.511024,13.727293,13.886887,13.960083,14.036619,14.094506,14.145135,14.21614,14.291103,14.351424,14.38048,330723
870,11.956133,12.080718,12.176539,12.292105,12.464832,12.598255,12.755233,12.991704,13.162762,13.234741,13.481493,13.727843,13.829188,13.967506,14.041179,14.106171,14.169122,14.239304,14.315221,14.379212,14.415109,330726
871,11.897584,11.987241,12.107937,12.23653,12.412086,12.505527,12.689349,12.922869,13.116436,13.13585,13.368676,13.619576,13.743005,13.842276,13.889609,13.954013,14.009445,14.106223,14.196492,14.251954,14.276778,330727
872,11.954637,12.096322,12.165492,12.371507,12.517548,12.643712,12.777207,13.023677,13.210551,13.240449,13.497278,13.717483,13.859244,13.966773,14.034328,14.098672,14.16025,14.22581,14.302229,14.351141,14.38352,330781
873,12.133576,12.251801,12.335027,12.502832,12.657948,12.825198,12.993188,13.191015,13.39594,13.457688,13.682045,13.893419,14.046931,14.127599,14.197907,14.256349,14.312789,14.37504,14.450356,14.51061,14.543207,330782
874,12.079413,12.208198,12.283688,12.42492,12.572971,12.726621,12.865181,13.087274,13.274057,13.346292,13.59617,13.834974,13.983412,14.065698,14.136772,14.193653,14.251352,14.318944,14.39613,14.449993,14.482152,330783
875,12.039775,12.149661,12.251883,12.407134,12.552417,12.692675,12.849647,13.076425,13.273695,13.33917,13.541971,13.774463,13.92048,14.022974,14.090579,14.150057,14.208275,14.275874,14.347052,14.40132,14.434117,330784
876,12.047976,12.153502,12.218399,12.417704,12.571733,12.715548,12.833162,13.083092,13.251865,13.285563,13.549996,13.753219,13.91786,13.981894,14.04427,14.103512,14.15961,14.22845,14.31168,14.369779,14.405132,330802
877,11.893496,11.980432,12.059981,12.272356,12.43204,12.571064,12.715389,12.984155,13.143836,13.205924,13.476576,13.681904,13.839893,13.933161,13.994579,14.057639,14.115952,14.193627,14.271937,14.333799,14.370141,330803
878,11.893004,12.021411,12.086389,12.271877,12.440274,12.574669,12.702919,12.929067,13.128366,13.155139,13.442819,13.643136,13.799531,13.922672,13.998454,14.060694,14.106312,14.189758,14.262626,14.322739,14.347121,330822
879,11.906616,12.013768,12.14764,12.253893,12.445848,12.553062,12.700028,12.908142,13.119705,13.197461,13.409175,13.656813,13.755235,13.899982,13.961494,14.017091,14.071369,14.156072,14.210477,14.270246,14.297455,330824
880,11.938959,12.048762,12.157019,12.365953,12.491588,12.627477,12.726398,12.957747,13.152271,13.170425,13.449724,13.642661,13.817146,13.913563,13.976768,14.043925,14.107856,14.190472,14.265042,14.338323,14.378195,330825
881,11.959751,12.051416,12.12936,12.323935,12.462855,12.618082,12.772079,13.024433,13.232947,13.257178,13.520823,13.703049,13.855518,13.931318,13.989246,14.041127,14.090034,14.162065,14.238836,14.296378,14.333815,330881
882,12.037486,12.12604,12.240436,12.411244,12.544891,12.70336,12.857605,13.059961,13.244219,13.295856,13.58651,13.789627,13.927401,14.030439,14.100529,14.157904,14.206601,14.275097,14.351089,14.410963,14.446601,330902
883,11.975079,12.074056,12.177385,12.351112,12.506379,12.654286,12.826132,13.025909,13.222767,13.291812,13.544256,13.759705,13.902083,13.982194,14.05086,14.113363,14.161541,14.22568,14.30244,14.362043,14.391258,330903
884,11.871756,11.922397,12.029826,12.188202,12.338783,12.479022,12.684229,12.903081,13.136193,13.199461,13.439533,13.660538,13.800488,13.883566,13.958908,14.027826,14.08814,14.161638,14.234056,14.29821,14.357022,330921
885,11.793359,11.700798,12.003326,12.149779,12.39245,12.541493,12.742344,12.968269,13.133307,13.256307,13.421847,13.62387,13.736581,13.896421,13.960139,14.021018,14.064334,14.13164,14.198181,14.210675,14.24204,330922
886,12.105541,12.173085,12.294599,12.454977,12.600196,12.741194,12.896445,13.115586,13.31435,13.397902,13.591591,13.805861,13.957412,14.037393,14.109807,14.168388,14.218878,14.289814,14.363279,14.416454,14.445955,331002
887,12.086284,12.184562,12.285058,12.430723,12.564466,12.701263,12.885251,13.100032,13.28512,13.368566,13.578408,13.792494,13.937586,14.019693,14.092577,14.150662,14.197046,14.265795,14.325521,14.381967,14.411176,331003
888,12.12711,12.19471,12.304196,12.445335,12.592093,12.722956,12.903167,13.087566,13.301263,13.373625,13.600044,13.827044,13.959809,14.0495,14.117953,14.17848,14.224325,14.29051,14.363841,14.419351,14.446951,331004
889,11.870372,11.945477,12.07267,12.213462,12.482687,12.56059,12.738337,12.964927,13.14664,13.233996,13.432683,13.675775,13.809659,13.925495,14.006296,14.054856,14.10137,14.178069,14.258098,14.313166,14.343826,331022
890,11.968031,12.068331,12.169186,12.328874,12.468116,12.614349,12.841269,13.022332,13.173131,13.23871,13.490625,13.710166,13.852869,13.945087,14.013877,14.071839,14.12675,14.206817,14.289087,14.351266,14.387604,331023
891,11.90786,12.034573,12.118506,12.274717,12.467136,12.595773,12.736259,12.979072,13.155808,13.207213,13.42688,13.691249,13.832657,13.932589,13.999881,14.052176,14.10029,14.179981,14.247695,14.314438,14.349035,331024
892,12.094603,12.172805,12.285817,12.455265,12.614148,12.754327,12.930784,13.129983,13.34793,13.431321,13.640643,13.851312,13.981139,14.076103,14.144046,14.206775,14.252886,14.312489,14.386188,14.444744,14.4792,331081
893,12.064808,12.145776,12.242378,12.390873,12.555561,12.647617,12.847056,13.075269,13.282417,13.363313,13.557755,13.776874,13.915131,14.028599,14.102295,14.16748,14.219398,14.290221,14.36484,14.419287,14.455689,331082
894,12.065306,12.148952,12.231703,12.391568,12.561438,12.675045,12.849532,13.06673,13.277925,13.361874,13.570438,13.758077,13.899248,14.020085,14.084945,14.140456,14.191051,14.257825,14.330052,14.38286,14.416584,331083
895,12.012722,12.10986,12.171684,12.377672,12.529705,12.701022,12.855336,13.071254,13.309142,13.352972,13.548345,13.789648,13.944225,14.011631,14.087403,14.146526,14.20131,14.267128,14.340917,14.407278,14.430019,331102
896,11.946865,12.019049,12.112315,12.265378,12.463223,12.544751,12.740766,13.024854,13.231793,13.234958,13.446727,13.677343,13.839293,13.947131,14.013083,14.071074,14.116346,14.18673,14.2533,14.304745,14.332281,331121
897,11.925241,12.015244,12.136734,12.311883,12.447734,12.547785,12.708823,12.947113,13.163165,13.225881,13.423145,13.670727,13.824455,13.936672,14.007431,14.059452,14.099469,14.165117,14.249144,14.311402,14.343613,331122
898,11.891057,11.959888,12.06255,12.216545,12.447344,12.52815,12.646045,12.914631,13.11251,13.148073,13.380404,13.624839,13.781038,13.889057,13.961111,14.013491,14.073994,14.146213,14.218615,14.272179,14.305269,331123
899,11.834617,11.910581,12.03694,12.228901,12.360288,12.542011,12.698156,12.899559,13.094222,13.211677,13.400124,13.654285,13.778415,13.902871,13.965223,14.05024,14.099251,14.15457,14.22622,14.282887,14.317739,331124
900,11.832462,11.895551,12.028429,12.243513,12.370718,12.463902,12.612361,12.83944,13.03736,13.175867,13.359634,13.566442,13.743459,13.855553,13.926488,13.968235,14.019516,14.123719,14.186361,14.238538,14.28511,331125
901,11.833992,11.948819,12.018405,12.186133,12.356812,12.480293,12.593296,12.869989,13.054358,13.131835,13.328178,13.556272,13.701379,13.792941,13.884103,13.939111,13.989736,14.065207,14.142152,14.211469,14.254421,331126
902,11.824058,11.962001,12.006944,12.140429,12.333896,12.447801,12.604271,12.817709,13.049726,13.163355,13.328928,13.553435,13.695399,13.795472,13.881858,13.952597,13.99048,14.062737,14.125926,14.18784,14.22812,331127
903,11.879916,11.941718,12.068422,12.239634,12.422101,12.529803,12.678283,12.912184,13.137025,13.174004,13.376246,13.68126,13.725282,13.917038,13.997928,14.044051,14.097028,14.169448,14.23844,14.294223,14.322777,331181
904,12.167801,12.190833,12.288714,12.447415,12.585951,12.769809,12.943806,13.163055,13.338361,13.39873,13.637926,13.854218,13.958992,14.088721,14.155713,14.208626,14.26448,14.32222,14.396544,14.460034,14.489606,340102
905,12.145099,12.170871,12.278901,12.452499,12.556049,12.751212,12.911437,13.145776,13.334992,13.364902,13.598747,13.800709,13.918525,14.022088,14.087075,14.137838,14.188645,14.254151,14.325536,14.376869,14.402152,340103
906,12.188882,12.220553,12.356021,12.518708,12.638792,12.825152,13.009109,13.212823,13.401243,13.453662,13.680916,13.884411,13.995807,14.114295,14.179684,14.23263,14.283914,14.347823,14.420474,14.477489,14.505775,340104
907,12.163688,12.195731,12.315138,12.461364,12.594818,12.768132,12.936848,13.152916,13.34371,13.418343,13.66027,13.872913,13.973901,14.097482,14.165127,14.219969,14.273161,14.336928,14.41239,14.468407,14.4999,340111
908,11.886017,11.926312,12.079682,12.263555,12.460541,12.631808,12.814432,13.035015,13.26323,13.309147,13.571325,13.765199,13.908953,14.009009,14.086583,14.148389,14.199863,14.269817,14.350273,14.413666,14.446382,340121
909,11.953834,11.99908,12.164332,12.314306,12.494014,12.662786,12.81834,13.051892,13.24789,13.321323,13.569355,13.779202,13.862678,14.034521,14.106455,14.160332,14.218771,14.290177,14.366031,14.440933,14.481749,340122
910,11.986972,12.02529,12.190123,12.334033,12.48695,12.648088,12.840302,13.072519,13.253444,13.343779,13.590723,13.797491,13.908592,14.039475,14.105363,14.167809,14.220285,14.30396,14.376024,14.436974,14.46874,340123
911,11.965825,12.002017,12.113031,12.270304,12.447484,12.588346,12.730157,12.949697,13.15484,13.215666,13.442612,13.666099,13.776175,13.965351,14.021711,14.091035,14.171667,14.250216,14.327667,14.386033,14.41177,340124
912,12.053386,12.103094,12.254639,12.386074,12.51906,12.671402,12.849444,13.063771,13.251369,13.284005,13.532166,13.742897,13.854653,14.004124,14.066396,14.127271,14.18691,14.253088,14.330427,14.387349,14.418583,340181
913,12.104068,12.197565,12.273485,12.430743,12.575606,12.734342,12.889775,13.062614,13.281159,13.335781,13.571713,13.775161,13.892604,13.976141,14.03877,14.09227,14.150167,14.209714,14.287863,14.338411,14.365707,340202
914,12.067479,12.147551,12.236892,12.434586,12.582963,12.757798,12.918416,13.09524,13.313446,13.361202,13.62005,13.831111,13.94885,14.068769,14.128277,14.186046,14.240152,14.300983,14.372098,14.419528,14.449301,340207
915,12.011578,12.103902,12.210976,12.341176,12.539552,12.690507,12.833211,13.048513,13.291189,13.361938,13.60818,13.809856,13.929452,14.03325,14.096268,14.157885,14.210086,14.277595,14.352713,14.404297,14.429564,340209
916,11.865297,11.942807,12.045729,12.167967,12.418246,12.508322,12.725134,13.013237,13.220958,13.213969,13.488815,13.720477,13.856009,13.966935,14.02539,14.087438,14.1276,14.205703,14.279195,14.3385,14.369514,340210
917,11.894551,11.933395,12.084935,12.27368,12.419677,12.556427,12.72909,12.969234,13.198963,13.239266,13.516514,13.738956,13.879555,13.983501,14.036825,14.091265,14.148947,14.210201,14.278333,14.330255,14.359108,340211
918,11.868629,11.958021,12.073298,12.208689,12.477172,12.538323,12.695466,12.888054,13.157892,13.210257,13.424232,13.661534,13.81329,13.938677,14.008836,14.080095,14.147376,14.215016,14.287476,14.350747,14.374607,340223
919,11.919237,12.007212,12.105113,12.244023,12.402618,12.551439,12.727632,12.943172,13.146016,13.180477,13.477631,13.689591,13.813332,13.953304,14.019309,14.088483,14.136957,14.200506,14.288736,14.337239,14.370225,340281
920,12.016081,11.986113,12.155972,12.303699,12.463069,12.625481,12.80134,12.994918,13.167721,13.260028,13.507459,13.724236,13.825201,13.970449,14.040532,14.115866,14.174397,14.23117,14.310585,14.359219,14.386203,340302
921,12.017166,12.058515,12.175481,12.346889,12.490028,12.627872,12.828697,13.025031,13.211267,13.305618,13.496668,13.773352,13.840003,13.997996,14.063835,14.129683,14.187679,14.241022,14.314629,14.363994,14.390227,340303
922,12.054151,12.089143,12.232179,12.399463,12.512412,12.669244,12.846657,13.057512,13.228563,13.282149,13.543666,13.757603,13.888254,14.009959,14.077502,14.138561,14.194202,14.245554,14.317743,14.368421,14.394695,340304
923,11.906894,11.934693,11.957127,12.219126,12.302492,12.570597,12.745073,12.956765,13.10675,13.083003,13.347898,13.619404,13.79778,13.941865,14.034348,14.09974,14.152495,14.212441,14.289349,14.349343,14.380218,340311
924,11.971646,11.954103,12.100018,12.21146,12.42016,12.59365,12.745035,12.945483,13.127385,13.233977,13.449529,13.679245,13.798006,13.929664,13.977867,14.061273,14.133236,14.196148,14.264999,14.316285,14.358925,340321
925,11.94702,11.924449,12.118587,12.186227,12.367968,12.499713,12.687552,12.902948,13.089224,13.216951,13.406952,13.667319,13.779497,13.875554,13.949083,14.036621,14.062162,14.142532,14.240672,14.311854,14.346992,340322
926,11.936751,11.965605,12.150043,12.210849,12.361092,12.514812,12.697252,12.899659,13.076984,13.189786,13.386872,13.618761,13.759949,13.892589,13.966509,13.999939,14.067691,14.152678,14.237171,14.29922,14.332908,340323
927,11.99785,12.009405,12.15487,12.25273,12.477427,12.618566,12.815233,12.986976,13.157472,13.252322,13.487892,13.703255,13.808277,13.945981,14.016035,14.078701,14.119152,14.185659,14.259495,14.315946,14.351976,340402
928,12.10165,12.123424,12.253985,12.377064,12.548065,12.713357,12.887572,13.096786,13.27634,13.348213,13.587529,13.799209,13.924989,14.010888,14.073724,14.132931,14.192446,14.256364,14.331271,14.384684,14.405766,340403
929,11.943357,11.953635,12.101259,12.22759,12.461661,12.564437,12.721031,12.975476,13.154011,13.219633,13.450044,13.671678,13.763222,13.904512,13.98942,14.033185,14.08068,14.144387,14.211446,14.270028,14.304193,340404
930,12.01069,11.985083,12.068447,12.230845,12.379856,12.572501,12.761572,12.961532,13.134316,13.208196,13.456896,13.644591,13.780137,13.879347,13.940833,13.980151,14.022419,14.097949,14.164385,14.225859,14.250109,340405
931,11.957523,11.959352,12.075962,12.155505,12.368752,12.573463,12.765798,12.983178,13.186471,13.282799,13.489742,13.714322,13.841841,13.970068,14.041336,14.088455,14.121216,14.196939,14.263527,14.344754,14.372635,340406
932,11.959932,12.002543,12.152837,12.303885,12.487248,12.633239,12.818852,13.032894,13.203363,13.271671,13.510285,13.746547,13.859649,13.980267,14.037924,14.087281,14.11612,14.199097,14.273723,14.326628,14.357081,340421
933,11.939495,12.004333,12.078908,12.275791,12.37069,12.542558,12.718769,12.966452,13.086991,13.216576,13.444492,13.669585,13.802312,13.910436,13.959536,14.036763,14.084562,14.169777,14.256687,14.316622,14.364884,340422
934,12.138375,12.204432,12.279799,12.433504,12.591793,12.774445,12.9266,13.133703,13.322024,13.354814,13.609633,13.80851,13.933134,14.043379,14.099932,14.150953,14.198494,14.259254,14.333974,14.384335,14.414238,340503
935,12.071593,12.141786,12.253016,12.415895,12.591828,12.737487,12.897474,13.090569,13.286737,13.361556,13.592721,13.784387,13.901532,14.048143,14.103808,14.158253,14.205798,14.265882,14.339036,14.392974,14.421509,340504
936,11.594752,11.647512,11.705942,11.920026,12.297062,12.433558,12.562412,12.831181,13.061419,13.117105,13.391112,13.583792,13.732604,13.852652,13.92489,13.968963,14.03071,14.11522,14.176361,14.233446,14.294127,340506
937,11.8819,11.945861,12.076263,12.284699,12.474388,12.593378,12.764901,12.99551,13.199918,13.230849,13.535242,13.750716,13.889688,14.019646,14.072541,14.13638,14.189843,14.253322,14.318578,14.367946,14.397326,340521
938,11.826635,11.932957,12.075716,12.183549,12.366821,12.463723,12.674934,12.923276,13.164707,13.232987,13.447141,13.684139,13.781943,13.918325,13.975066,14.041085,14.096775,14.169669,14.245066,14.301191,14.33726,340522
939,11.88602,11.951937,12.076026,12.202008,12.388471,12.566278,12.71611,12.91618,13.19511,13.266491,13.500628,13.707849,13.823759,13.948318,14.027691,14.100574,14.155213,14.229648,14.30272,14.350932,14.382553,340523
940,11.955152,12.038459,12.140059,12.275679,12.436183,12.626822,12.804911,13.015695,13.172158,13.275985,13.463341,13.697988,13.817917,13.924994,13.993613,14.045551,14.104227,14.178149,14.253094,14.320821,14.371461,340602
941,12.106685,12.15073,12.235992,12.365198,12.533556,12.725904,12.909579,13.092595,13.266973,13.375875,13.557492,13.777232,13.902523,13.993483,14.047773,14.10043,14.149908,14.2147,14.290374,14.352765,14.387166,340603
942,11.993472,12.005878,12.118551,12.237033,12.447003,12.599987,12.781368,12.968682,13.129342,13.234344,13.431296,13.665129,13.803394,13.934417,14.008146,14.075507,14.12909,14.203434,14.288498,14.352393,14.397589,340604
943,12.093719,12.089048,12.213623,12.314851,12.528322,12.660099,12.876033,13.069957,13.257486,13.374448,13.549156,13.767649,13.907589,14.034388,14.074981,14.123926,14.1833,14.236372,14.312353,14.370425,14.408319,340621
944,12.033973,12.127655,12.229275,12.372939,12.532115,12.677622,12.866083,13.051758,13.252932,13.322762,13.563001,13.774191,13.88266,13.99529,14.056298,14.106606,14.17138,14.236179,14.309187,14.362041,14.397507,340705
945,11.893473,11.950929,12.035792,12.24007,12.395679,12.584917,12.764922,12.945221,13.141555,13.155955,13.432117,13.652853,13.788804,13.952615,14.01715,14.075692,14.128656,14.195107,14.259259,14.319331,14.3503,340706
946,11.851945,11.891192,12.087926,12.205389,12.457396,12.580273,12.781255,12.9524,13.131558,13.23071,13.490137,13.688211,13.810271,13.940254,13.993592,14.041325,14.089904,14.152769,14.222713,14.26883,14.296262,340711
947,11.82897,11.91839,12.035139,12.22831,12.382413,12.562443,12.674564,12.924987,13.100979,13.169327,13.366281,13.629914,13.722061,13.770421,13.795296,13.88206,13.918782,13.987781,14.094523,14.198721,14.253779,340722
948,11.983611,12.03523,12.186366,12.321378,12.507093,12.657061,12.709588,12.953176,13.135957,13.150954,13.433998,13.669371,13.785713,13.93865,14.000249,14.063557,14.11235,14.184691,14.267801,14.334321,14.359541,340802
949,12.070715,12.11663,12.208552,12.341534,12.457619,12.63643,12.769968,13.010532,13.182259,13.236072,13.455697,13.622631,13.813823,13.921291,13.997296,14.050719,14.097348,14.154962,14.236744,14.306007,14.34915,340803
950,12.008173,12.093919,12.193769,12.363535,12.499928,12.687651,12.816052,13.044884,13.233119,13.24215,13.46764,13.682564,13.855392,13.945063,14.004795,14.07006,14.129899,14.205605,14.290627,14.343305,14.37628,340811
951,11.829039,11.973911,12.13026,12.269813,12.457161,12.616103,12.739158,12.9363,13.137613,13.218486,13.462001,13.656341,13.78824,13.905059,13.983744,14.034008,14.097913,14.15848,14.247369,14.317575,14.354609,340822
952,11.897141,11.877254,12.006961,12.128325,12.369799,12.453091,12.63532,12.8615,13.033046,13.128057,13.334738,13.554559,13.69241,13.844792,13.90388,13.970167,14.023812,14.092024,14.175833,14.254688,14.296727,340825
953,11.846622,11.879211,12.009332,12.166268,12.340263,12.548261,12.701784,12.958318,13.104097,13.162228,13.414945,13.592964,13.725486,13.805906,13.850839,13.924689,14.002591,14.088232,14.191147,14.273848,14.308432,340826
954,11.87926,11.940466,12.00812,12.096066,12.305718,12.479622,12.620357,12.906407,13.116851,13.219414,13.45718,13.692818,13.792483,13.868159,13.900704,13.953031,14.01176,14.096862,14.192483,14.283494,14.330912,340827
955,11.87109,11.94555,12.041961,12.154982,12.347203,12.504147,12.636147,12.87298,13.032733,13.136689,13.344569,13.577203,13.71998,13.836569,13.878141,13.930043,13.993803,14.066138,14.142183,14.211578,14.230672,340828
956,11.894887,11.971154,12.116365,12.20442,12.386678,12.548595,12.716484,12.926764,13.131996,13.216539,13.440313,13.674561,13.801014,13.937551,14.002104,14.053084,14.114128,14.185753,14.262461,14.32561,14.361428,340881
957,11.878976,11.901772,12.012968,12.154058,12.34141,12.500339,12.645909,12.884245,13.055214,13.170502,13.413422,13.607625,13.758379,13.875765,13.926653,13.986115,14.053552,14.120519,14.196,14.248926,14.288112,340882
958,11.937776,12.105471,12.197926,12.372647,12.50926,12.703737,12.821435,13.063259,13.250184,13.305555,13.536275,13.730267,13.861554,13.942171,13.997853,14.053776,14.093756,14.167673,14.238915,14.298262,14.329318,341002
959,11.871119,11.907811,12.035604,12.202536,12.428207,12.569583,12.663801,12.910872,13.127838,13.202611,13.414652,13.594532,13.682634,13.730359,13.79738,13.850289,13.904661,14.008043,14.073268,14.126038,14.147153,341003
960,11.806895,11.938958,12.036319,12.191338,12.377923,12.508672,12.647514,12.900099,13.059654,13.13967,13.351433,13.570539,13.68537,13.760256,13.817956,13.84275,13.89671,14.064208,14.125101,14.160145,14.182912,341004
961,11.906948,11.964257,12.060381,12.213648,12.3995,12.58122,12.709387,12.947789,13.161942,13.242888,13.437579,13.64661,13.749752,13.823408,13.86627,13.921079,13.975826,14.068792,14.13662,14.181917,14.211279,341021
962,11.865273,11.921534,12.067062,12.176093,12.408539,12.559276,12.673644,12.927972,13.084252,13.197187,13.429742,13.595067,13.72468,13.819654,13.853115,13.904922,13.954716,14.046492,14.103043,14.194407,14.218792,341022
963,11.594752,11.831679,11.943933,12.128515,12.343768,12.448752,12.565261,12.916153,13.064034,13.132214,13.320446,13.559572,13.563516,13.639004,13.663469,13.741741,13.834655,13.924134,13.987087,14.061918,14.085705,341023
964,11.788611,11.832523,12.012802,12.194219,12.359662,12.517705,12.625775,12.892798,13.06754,13.135514,13.362969,13.548348,13.59297,13.669374,13.797975,13.850856,13.904308,13.983404,14.045519,14.099396,14.129411,341024
965,12.065569,12.08101,12.244077,12.365231,12.525362,12.697445,12.885189,13.07288,13.256343,13.352208,13.550403,13.779613,13.897706,14.03473,14.093266,14.159799,14.206655,14.270902,14.346865,14.404531,14.436729,341102
966,11.913936,11.9594,12.132137,12.247149,12.426494,12.584672,12.777134,12.972899,13.182689,13.32063,13.516316,13.77874,13.892136,14.007514,14.066358,14.120678,14.178492,14.254586,14.332618,14.403708,14.44072,341103
967,11.891184,11.946516,12.0484,12.148415,12.359976,12.540181,12.708956,12.918653,13.094501,13.248205,13.427671,13.695964,13.842798,13.95978,14.021864,14.081738,14.140811,14.226966,14.310332,14.384077,14.410765,341122
968,11.964104,11.97991,12.097444,12.213007,12.39922,12.575873,12.746107,12.966319,13.176459,13.314674,13.509623,13.757799,13.882997,13.973064,14.031505,14.090894,14.156103,14.2348,14.310586,14.358106,14.398451,341124
969,11.937229,11.980689,12.111726,12.231657,12.40447,12.571419,12.764358,12.956418,13.170229,13.280263,13.51948,13.756268,13.850004,13.962836,14.015644,14.05685,14.101743,14.181522,14.272723,14.33329,14.371931,341125
970,11.934708,11.951777,12.103875,12.215111,12.388776,12.543635,12.719696,12.929872,13.108277,13.256916,13.489221,13.730513,13.81563,13.946357,13.996333,14.057924,14.13369,14.212817,14.292397,14.359544,14.388997,341126
971,11.952562,12.015428,12.130655,12.280263,12.468267,12.573918,12.773605,12.986581,13.135283,13.284442,13.493037,13.720958,13.843625,13.981941,14.052777,14.102823,14.151155,14.218235,14.295206,14.351164,14.385651,341181
972,11.960715,11.966444,12.07785,12.238714,12.413489,12.558608,12.737,12.913121,13.108397,13.274557,13.465027,13.659665,13.790071,13.925557,13.993386,14.081805,14.163469,14.228301,14.317616,14.385624,14.415747,341182
973,12.087026,12.113723,12.219719,12.376872,12.530178,12.678662,12.905756,13.099467,13.29274,13.366467,13.566131,13.783633,13.902252,14.009,14.086515,14.162199,14.215936,14.29167,14.37046,14.433117,14.466796,341202
974,11.980309,12.023848,12.121753,12.288736,12.43323,12.604364,12.79154,13.045712,13.195704,13.257131,13.488347,13.737988,13.857513,13.938965,14.004325,14.060566,14.115283,14.195339,14.299866,14.378853,14.418287,341203
975,12.044797,12.052409,12.136895,12.280027,12.426649,12.609745,12.83105,13.024137,13.205445,13.275726,13.488123,13.71173,13.861032,13.946001,14.022684,14.071589,14.129374,14.194902,14.270886,14.342118,14.382285,341204
976,11.941507,11.996516,12.120431,12.261761,12.424418,12.577684,12.797201,12.940928,13.184363,13.231342,13.467828,13.708457,13.828475,13.920039,13.98103,14.041737,14.149889,14.225169,14.313699,14.374787,14.428164,341221
977,11.985616,12.037701,12.126541,12.254181,12.422032,12.619882,12.795522,12.991491,13.169211,13.288296,13.522597,13.726087,13.847415,13.951512,14.006111,14.078484,14.145262,14.22089,14.315143,14.381561,14.416608,341222
